@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124373878', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124373878?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124373878&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124373878&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124373878,SCOPUS_ID:85124373878,2-s2.0-85124373878,Intelligent Clinical Decision Support,Pinsky M.R.,Sensors,,22,4,,2022-02-01,February-2 2022,10.3390/s22041408,0,"[{'@_fa': 'true', 'affilname': 'University of Pittsburgh School of Medicine', 'affiliation-city': 'Pittsburgh', 'affiliation-country': 'United States'}]",,Journal,ar,Article,1408,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",14248220,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124231303', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124231303?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124231303&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124231303&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124231303,SCOPUS_ID:85124231303,2-s2.0-85124231303,"Environment, Environmental Crimes, Environmental Forensic Medicine, Environmental Risk Management and Environmental Criminology",Casali M.B.,Healthcare (Switzerland),22279032,10,2,,2022-02-01,February 2022,10.3390/healthcare10020263,0,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",,Journal,ar,Article,263,21101041844,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124207975', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124207975?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124207975&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124207975&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124207975,SCOPUS_ID:85124207975,2-s2.0-85124207975,Real⁃time diagnosis for misfire fault of diesel engine based on convolutional neural network,Gao W.Z.,Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition),,52,2,417-424,2022-02-01,February 2022,10.13229/j.cnki.jdxbgxb20210777,0,"[{'@_fa': 'true', 'affilname': 'Tianjin University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",,Journal,ar,Article,,145365,0,False,,,16715497,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124124361', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124124361?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124124361&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124124361&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124124361,SCOPUS_ID:85124124361,2-s2.0-85124124361,"Ambulances Deployment Problems: Categorization, Evolution and Dynamic Problems Review",Neira-Rodado D.,ISPRS International Journal of Geo-Information,22209964,11,2,,2022-02-01,February 2022,10.3390/ijgi11020109,0,"[{'@_fa': 'true', 'affilname': 'Universidad de la Costa', 'affiliation-city': 'Barranquilla', 'affiliation-country': 'Colombia'}]",,Journal,re,Review,109,21100427639,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124059096', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124059096?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124059096&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124059096&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124059096,SCOPUS_ID:85124059096,2-s2.0-85124059096,Accelerating Upstream Together: Achieving Infant Health Equity in the United States by 2030,Warren M.D.,Pediatrics,10984275,149,2,,2022-02-01,1 February 2022,10.1542/peds.2021-052800,0,"[{'@_fa': 'true', 'affilname': 'Health Resources and Services Administration', 'affiliation-city': 'Rockville', 'affiliation-country': 'United States'}]",35102413,Journal,ar,Article,e2021052800,15756,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",00314005,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124048640', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124048640?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124048640&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124048640&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124048640,SCOPUS_ID:85124048640,2-s2.0-85124048640,Surgical Competency Assessment in Ophthalmology Residency,Minjy Kang J.,Current Surgery Reports,21674817,10,2,19-27,2022-02-01,February 2022,10.1007/s40137-022-00309-w,0,"[{'@_fa': 'true', 'affilname': 'Northwestern University', 'affiliation-city': 'Evanston', 'affiliation-country': 'United States'}]",,Journal,re,Review,,21100941154,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123986739', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123986739?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123986739&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123986739&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123986739,SCOPUS_ID:85123986739,2-s2.0-85123986739,SACGNet: A Remaining Useful Life Prediction of Bearing with Self-Attention Augmented Convolution GRU Network,Xu J.,Lubricants,20754442,10,2,,2022-02-01,February 2022,10.3390/lubricants10020021,0,"[{'@_fa': 'true', 'affilname': 'Hefei University of Technology', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",,Journal,ar,Article,21,21100830703,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123972680', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123972680?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123972680&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123972680&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123972680,SCOPUS_ID:85123972680,2-s2.0-85123972680,Teleophthalmology-enabled and artificial intelligence-ready referral pathway for community optometry referrals of retinal disease (HERMES): A Cluster Randomised Superiority Trial with a linked Diagnostic Accuracy Study - HERMES study report 1 - Study protocol,Han J.E.D.,BMJ Open,20446055,12,2,,2022-02-01,1 February 2022,10.1136/bmjopen-2021-055845,0,"[{'@_fa': 'true', 'affilname': 'University of Birmingham', 'affiliation-city': 'Birmingham', 'affiliation-country': 'United Kingdom'}]",35105593,Journal,ar,Article,e055845,19800188003,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123934900', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123934900?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123934900&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123934900&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123934900,SCOPUS_ID:85123934900,2-s2.0-85123934900,"Developing Affordable, Portable and Simplistic Diagnostic Sensors to Improve Access to Care",Hafezi N.L.,Sensors,,22,3,,2022-02-01,February-1 2022,10.3390/s22031181,0,"[{'@_fa': 'true', 'affilname': 'GroupAdvance Consulting', 'affiliation-city': 'Zug', 'affiliation-country': 'Switzerland'}, {'@_fa': 'true', 'affilname': 'EMAGine AG', 'affiliation-city': 'Zug', 'affiliation-country': 'Switzerland'}, {'@_fa': 'true', 'affilname': 'Light for Sight Foundation', 'affiliation-city': 'Zurich', 'affiliation-country': 'Switzerland'}, {'@_fa': 'true', 'affilname': 'ELZA Institute', 'affiliation-city': 'Zurich', 'affiliation-country': 'Switzerland'}]",35161926,Journal,ar,Article,1181,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",14248220,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123918139', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123918139?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123918139&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123918139&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123918139,SCOPUS_ID:85123918139,2-s2.0-85123918139,Image-Based Monitoring of Cracks: Effectiveness Analysis of an Open-Source Machine Learning-Assisted Procedure,Parente L.,Journal of Imaging,2313433X,8,2,,2022-02-01,February 2022,10.3390/jimaging8020022,0,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Modena e Reggio Emilia', 'affiliation-city': 'Modena', 'affiliation-country': 'Italy'}]",,Journal,ar,Article,22,21100900151,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123815434', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123815434?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123815434&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123815434&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123815434,SCOPUS_ID:85123815434,2-s2.0-85123815434,Bacterial prediction using internet of things (IoT) and machine learning,Khurshid H.,Environmental Monitoring and Assessment,15732959,194,2,,2022-02-01,February 2022,10.1007/s10661-021-09698-4,0,"[{'@_fa': 'true', 'affilname': 'School of Electrical Engineering and Computer Science', 'affiliation-city': 'Islamabad', 'affiliation-country': 'Pakistan'}]",35089424,Journal,ar,Article,133,21482,0,False,,,01676369,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123555152', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123555152?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123555152&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123555152&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123555152,SCOPUS_ID:85123555152,2-s2.0-85123555152,Development of AI Algorithm for Weight Training Using Inertial Measurement Units,Wu Y.C.,Applied Sciences (Switzerland),20763417,12,3,,2022-02-01,February-1 2022,10.3390/app12031422,0,"[{'@_fa': 'true', 'affilname': 'National United University Taiwan', 'affiliation-city': 'Miao-li', 'affiliation-country': 'Taiwan'}]",,Journal,ar,Article,1422,21100829268,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123508350', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123508350?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123508350&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123508350&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123508350,SCOPUS_ID:85123508350,2-s2.0-85123508350,"Chatbot, as Educational and Inclusive Tool for People with Intellectual Disabilities",Mateos-Sanchez M.,Sustainability (Switzerland),20711050,14,3,,2022-02-01,February-1 2022,10.3390/su14031520,0,"[{'@_fa': 'true', 'affilname': 'Universidad Pontificia de Salamanca', 'affiliation-city': 'Salamanca', 'affiliation-country': 'Spain'}]",,Journal,ar,Article,1520,21100240100,1,True,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123051607', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123051607?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123051607&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123051607&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123051607,SCOPUS_ID:85123051607,2-s2.0-85123051607,Looking at COVID-19 from a Systems Biology Perspective,Turilli E.S.,Biomolecules,2218273X,12,2,,2022-02-01,February 2022,10.3390/biom12020188,0,"[{'@_fa': 'true', 'affilname': ""Università degli Studi dell'Insubria"", 'affiliation-city': 'Varese', 'affiliation-country': 'Italy'}]",,Journal,re,Review,188,21100394188,1,True,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122983366', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122983366?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122983366&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122983366&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122983366,SCOPUS_ID:85122983366,2-s2.0-85122983366,Latent Dimensions of Auto-Encoder as Robust Features for Inter-Conditional Bearing Fault Diagnosis,Kancharla C.R.,Applied Sciences (Switzerland),20763417,12,3,,2022-02-01,February-1 2022,10.3390/app12030965,0,"[{'@_fa': 'true', 'affilname': 'KU Leuven', 'affiliation-city': '3000 Leuven', 'affiliation-country': 'Belgium'}]",,Journal,ar,Article,965,21100829268,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122266625', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122266625?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122266625&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122266625&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0828282X2100903X'}",https://api.elsevier.com/content/abstract/scopus_id/85122266625,SCOPUS_ID:85122266625,2-s2.0-85122266625,A Primer on the Present State and Future Prospects for Machine Learning and Artificial Intelligence Applications in Cardiology,Manlhiot C.,Canadian Journal of Cardiology,,38,2,169-184,2022-02-01,February 2022,10.1016/j.cjca.2021.11.009,1,"[{'@_fa': 'true', 'affilname': 'Johns Hopkins School of Medicine', 'affiliation-city': 'Baltimore', 'affiliation-country': 'United States'}]",34838700,Journal,re,Review,,22504,0,False,,,0828282X,S0828282X2100903X,
