doi,url,title,abstract,publisher,publication_date,database,query_name,query_value,id,type,status
7ef8118665186657fccff43e9146319abae82f24,https://www.semanticscholar.org/paper/7ef8118665186657fccff43e9146319abae82f24,Deep Learning for Real Time Satellite Pose Estimation on Low Power Edge TPU,"â€” Pose estimation of an uncooperative space resident object is a key asset towards autonomy in close proximity operations. In this context monocular cameras are a valuable solution because of their low system requirements. However, the associated image processing algorithms are either too computationally expen-sive for real time on-board implementation, or not enough accurate. In this paper we propose a pose estimation software exploiting neural network architectures which can be scaled to different accuracy-latency trade-offs. We designed our pipeline to be compatible with Edge Tensor Processing Units to show how low power machine learning accelerators could enable Artificial Intelligence exploitation in space. The neural networks were tested both on the benchmark Spacecraft Pose Estimation Dataset, and on the pur-posely developed Cosmo Photorealistic Dataset, which depicts a COSMO-SkyMed satellite in a variety of random poses and steerable solar panels orientations. The lightest version of our architecture achieves state-of-the-art accuracy on both datasets but at a fraction of networks complexity, running at 7.7 frames per second on a Coral Dev Board Mini consuming just 2.2W.",ArXiv,2022,semantic_scholar,citation,citation,11,filtered,unknown
69a299e2ef87279f4227f07b33807bcbc37925ed,https://www.semanticscholar.org/paper/69a299e2ef87279f4227f07b33807bcbc37925ed,XOR Binary Gravitational Search Algorithm with Repository: Industry 4.0 Applications,"Industry 4.0 is the fourth generation of industry which will theoretically revolutionize manufacturing methods through the integration of machine learning and artificial intelligence approaches on the factory floor to obtain robustness and speed-up process changes. In particular, the use of the digital twin in a manufacturing environment makes it possible to test such approaches in a timely manner using a realistic 3D environment that limits incurring safety issues and danger of damage to resources. To obtain superior performance in an Industry 4.0 setup, a modified version of a binary gravitational search algorithm is introduced which benefits from an exclusive or (XOR) operator and a repository to improve the exploration property of the algorithm. Mathematical analysis of the proposed optimization approach is performed which resulted in two theorems which show that the proposed modification to the velocity vector can direct particles to the best particles. The use of repository in this algorithm provides a guideline to direct the particles to the best solutions more rapidly. The proposed algorithm is evaluated on some benchmark optimization problems covering a diverse range of functions including unimodal and multimodal as well as those which suffer from multiple local minima. The proposed algorithm is compared against several existing binary optimization algorithms including existing versions of a binary gravitational search algorithm, improved binary optimization, binary particle swarm optimization, binary grey wolf optimization and binary dragonfly optimization. To show that the proposed approach is an effective method to deal with real world binary optimization problems raised in an Industry 4.0 environment, it is then applied to optimize the assembly task of an industrial robot assembling an industrial calculator. The optimal movements obtained are then implemented on a real robot. Furthermore, the digital twin of a universal robot is developed, and its path planning is done in the presence of obstacles using the proposed optimization algorithm. The obtained path is then inspected by human expert and validated. It is shown that the proposed approach can effectively solve such optimization problems which arises in Industry 4.0 environment.",Applied Sciences,2020,semantic_scholar,citation,citation,12,filtered,unknown
1777b30b4065931998ccfebe1dd7e2c759a32f5a,https://www.semanticscholar.org/paper/1777b30b4065931998ccfebe1dd7e2c759a32f5a,Enhancement of COVID-19 Detection by Unravelling its Structure and Selecting the Optimal Attributes,"According to the current unprecedented pandemic, we realise that we cannot respond to every contagion novel virus as fast as possible, either by vaccination or medication. Therefore, it is paramount for the sustainable development of antiviral urban ecosystems to promote early detection, control, and prevention of an outbreak. The structure of an antivirus-based multi-generational smart-city framework could be crucial to a post-COVID-19 urban environment. Humanitarian efforts in the pandemic's framework deployed novel technological solutions based on the Internet of Things (IoT), Machine Learning, Cloud Computing and Artificial Intelligence (AI). We aim to contribute by improving real-time detection using data mining in collaboration with machine learning techniques through our research work. Initially, for detection, we propose an innovative system that could detect in real-time virus propagation based on the density of the airborne COVID-19 molecules-the proposal based on the detection through the isothermal amplification RT-Lamp [1]. We also propose real-time detection by spark-induced plasma spectroscopy during the internal airborne transmission process [17]. The novelty of this research work, called characteristic subset selection, is based on identifying irrelevant data. By deducting the unrelated information dimension, machine learning algorithms would operate more efficiently. Therefore, it optimises data mining and classification in high-dimensional medical data analysis, particularly in effectively detecting COVID-19. It can play an essential role in providing timely detection with critical attributes and high accuracy. We elaborate the teaching-learning method optimisation to achieve the optimal set of features for the detection.",2021 IEEE Global Communications Conference (GLOBECOM),2021,semantic_scholar,citation,citation,13,filtered,unknown
f7ff0b0d9271f52fc29567d62d67540a43a92f9b,https://www.semanticscholar.org/paper/f7ff0b0d9271f52fc29567d62d67540a43a92f9b,The Trip to The Enterprise Gourmet Data Product Marketplace through a Self-service Data Platform,"Data Analytics provides core business reporting needs in many software companies, acts as a source of truth for key information, and enables building advanced solutions, e.g., predictive models, machine learning, real-time recommendations, to grow the business. Typically, companies ingest data to data lakes, have elaborate ETL/ELT processes, and consume the data. Organizations have challenges in becoming data-driven at scale, with centralized teams and modules acting as bottlenecks, responsible for many aspects such as data governance, ingestion, or engineering. Placing the tools in the hands of developers and empowering engineers across all business domains truly unlocks the ability for a company to become data-driven, at scale, both in culture and practice. A self-service, multi-tenant, API-first, and scalable data platform is the foundational requirement in creating an enterprise data marketplace, which enables the creation, publishing, and exchange of data products. Such a marketplace enables the exploration and discovery of data products, further providing highlevel data governance and oversight on marketplace contents. In this paper, we describe our way to the gourmet data product marketplace. We cover the design principles, the implementation details, technology choices, and the journey to build an enterprise data platform that meets the above characteristics. The platform consists of ingestion, streaming, storage, transformation, schema generation, fail-safe, data sharing, access management, PII data automatic identification, self-service storage optimization recommendations, and CI/CD integration. We then show how the platform enables and operates the data marketplace, facilitating the exchange of stable data products across users and tenants. We motivate and show how we run scalable decentralized data governance. All of this is built and run for Cimpress Technology (CT), which operates the Mass Customization Platform for Cimpress and its businesses. The CT data platform serves 1000s of users from different platform participants, with data sourced from heterogeneous sources. Data is ingested at a rate of well over 1000 individual messages per second and serves more than 100k analytical queries daily.",ArXiv,2021,semantic_scholar,citation,citation,14,filtered,unknown
15de03bee8e1d382ca7b39d5af6dd85a70f5c6d1,https://www.semanticscholar.org/paper/15de03bee8e1d382ca7b39d5af6dd85a70f5c6d1,Solar irradiance forecasting by machine learning for solar car races,"Solar car race competitions offer realistic conditions to test and demonstrate the state-of-the-art technologies in multidisciplinary fields. In such races the solar panels mounted on the car produce the energy required to power the vehicle. A simulator runs during the race determines the optimal race speed based on the predicted availability of solar energy and other parameters as well as road conditions. The accuracy of the forecasts, especially the solar irradiance forecasts, has a significant impact on the race strategy. Here we report on the experience of providing irradiance forecasts for two races run by the University of Michigan Solar Car Team at the Bridgestone World Solar Challenge 2015 in Australia and at the American Solar Challenge 2016 from Ohio to South Dakota. The probabilistic forecasts of hourly solar irradiance generated from machine learning algorithms were deployed to optimally decide on the race strategy. This work showcases an example of real time decision making based on insights derived from machine learning utilizing big geospatial data â€” weather models and measurement data from weather station networks.",2016 IEEE International Conference on Big Data (Big Data),2016,semantic_scholar,citation,citation,15,filtered,unknown
6d9cd2d863d33b57b9bf435605a4e149d13e6d39,https://www.semanticscholar.org/paper/6d9cd2d863d33b57b9bf435605a4e149d13e6d39,ML4IoT: A Framework to Orchestrate Machine Learning Workflows on Internet of Things Data,"Internet of Things (IoT) applications generate vast amounts of real-time data. Temporal analysis of these data series to discover behavioural patterns may lead to qualified knowledge affecting a broad range of industries. Hence, the use of machine learning (ML) algorithms over IoT data has the potential to improve safety, economy, and performance in critical processes. However, creating ML workflows at scale is a challenging task that depends upon both production and specialized skills. Such tasks require investigation, understanding, selection, and implementation of specific ML workflows, which often lead to bottlenecks, production issues, and code management complexity and even then may not have a final desirable outcome. This paper proposes the Machine Learning Framework for IoT data (ML4IoT), which is designed to orchestrate ML workflows, particularly on large volumes of data series. The ML4IoT framework enables the implementation of several types of ML models, each one with a different workflow. These models can be easily configured and used through a simple pipeline. ML4IoT has been designed to use container-based components to enable training and deployment of various ML models in parallel. The results obtained suggest that the proposed framework can manage real-world IoT heterogeneous data by providing elasticity, robustness, and performance.",IEEE Access,2019,semantic_scholar,citation,citation,16,filtered,unknown
f22f3d344654c2cbf28329a0359790c2be2b8f3e,https://www.semanticscholar.org/paper/f22f3d344654c2cbf28329a0359790c2be2b8f3e,"Bighead: A Framework-Agnostic, End-to-End Machine Learning Platform","With the increasing need to build systems and products powered by machine learning inside organizations, it is critical to have a platform that provides machine learning practitioners with a unified environment to easily prototype, deploy, and maintain their models at scale. However, due to the diversity of machine learning libraries, the inconsistency between environments, and various scalability requirement, there is no existing work to date that addresses all of these challenges. Here, we introduce Bighead, a framework-agnostic, end-to-end platform for machine learning. It offers a seamless user experience requiring only minimal efforts that span feature set management, prototyping, training, batch (offline) inference, real-time (online) inference, evaluation, and model lifecycle management. In contrast to existing platforms, it is designed to be highly versatile and extensible, and supports all major machine learning frameworks, rather than focusing on one particular framework. It ensures consistency across different environments and stages of the model lifecycle, as well as across data sources and transformations. It scales horizontally and elastically in response to the workload such as dataset size and throughput. Its components include a feature management framework, a model development toolkit, a lifecycle management service with UI, an offline training and inference engine, an online inference service, an interactive prototyping environment, and a Docker image customization tool. It is the first platform to offer a feature management component that is a general-purpose aggregation framework with lambda architecture and temporal joins. Bighead is deployed and widely adopted at Airbnb, and has enabled the data science and engineering teams to develop and deploy machine learning models in a timely and reliable manner. Bighead has shortened the time to deploy a new model from months to days, ensured the stability of the models in production, facilitated adoption of cutting-edge models, and enabled advanced machine learning based product features of the Airbnb platform. We present two use cases of productionizing models of computer vision and natural language processing.",2019 IEEE International Conference on Data Science and Advanced Analytics (DSAA),2019,semantic_scholar,citation,citation,17,filtered,unknown
23308e0337ed1d9fce809eb84cf80c1fbc6ca7aa,https://www.semanticscholar.org/paper/23308e0337ed1d9fce809eb84cf80c1fbc6ca7aa,Assessing the ability of deep learning techniques to perform real-time identification of shark species in live streaming video from drones,"Over the last five years remotely piloted drones have become the tool of choice to spot potentially dangerous sharks in New South Wales, Australia. They have proven to be a more effective, accessible and cheaper solution compared to crewed aircraft. However, the ability to reliably detect and identify marine fauna is closely tied to pilot skill, experience and level of fatigue. Modern computer vision technology offers the possibility of improving detection reliability and even automating the surveillance process in the future. In this work we investigate the ability of commodity deep learning algorithms to detect marine objects in video footage from drones, with a focus on distinguishing between shark species. This study was enabled by the large archive of video footage gathered during the NSW Department of Primary Industries Drone Trials since 2016. We used this data to train two neural networks, based on the ResNet-50 and MobileNet V1 architectures, to detect and identify ten classes of marine object in 1080p resolution video footage. Both networks are capable of reliably detecting dangerous sharks: 80% accuracy for RetinaNet-50 and 78% for MobileNet V1 when tested on a challenging external dataset, which compares well to human observers. The object detection models correctly detect and localise most objects, produce few false-positive detections and can successfully distinguish between species of marine fauna in good conditions. We find that shallower network architectures, like MobileNet V1, tend to perform slightly worse on smaller objects, so care is needed when selecting a network to match deployment needs. We show that inherent biases in the training set have the largest effect on reliability. Some of these biases can be mitigated by pre-processing the data prior to training, however, this requires a large store of high resolution images that supports augmentation. A key finding is that models need to be carefully tuned for new locations and water conditions. Finally, we built an Android mobile application to run inference on real-time streaming video and demonstrated a working prototype during fields trials run in partnership with Surf Life Saving NSW.",Frontiers in Marine Science,2022,semantic_scholar,citation,citation,18,filtered,unknown
916812d2a8156b53e367c843a7510bace3cfcdcc,https://www.semanticscholar.org/paper/916812d2a8156b53e367c843a7510bace3cfcdcc,Intelligent Video Ingestion for Real-time Traffic Monitoring,"As an indispensable part of modern critical infrastructures, cameras deployed at strategic places and prime junctions in an intelligent transportation system can help operators in observing traffic flow, identifying any emergency situation, or making decisions regarding road congestion without arriving on the scene. However, these cameras are usually equipped with heterogeneous and turbulent networks, making the real-time smooth playback of traffic monitoring videos with high quality a grand challenge. In this article, we propose a lightweight Deep Reinforcement Learning-based approach, namely, sRC-C (smart bitRate Control with a Continuous action space), to enhance the quality of real-time traffic monitoring by adjusting the video bitrate adaptively. Distinguished from the existing bitrate adjusting approaches, sRC-C can overcome the bias incurred by deterministic discretization of candidate bitrates by adjusting the video bitrate with more fine-grained control from a continuous action space, thus significantly improving the Quality-of-Service (QoS). With carefully designed state space and neural network model, sRC-C can be implemented on cameras with scarce resources to support real-time live video streaming with low inference time. Extensive experiments show that sRC-C can reduce the frame loss counts and hold time by 24% and 15.5%, respectively, even with comparable bandwidth utilization. Meanwhile, compared to the-state-of-art approaches, sRC-C can improve the QoS by 30.4%.",ACM Trans. Sens. Networks,2022,semantic_scholar,citation,citation,19,filtered,unknown
0ba972a4a73ab7878cc676b3d5cc2033755774c6,https://www.semanticscholar.org/paper/0ba972a4a73ab7878cc676b3d5cc2033755774c6,Fault Prediction in SOA-Based Systems Using Deep Learning Techniques,"Fault prediction in Service Oriented Architecture (SOA) based systems is one of the important tasks to minimize the computation cost and time of the software system development. Predicting the faults and discovering their locations in the early stage of the system development lifecycle makes maintenance processes easy and improves the resource utilization. In this paper, the authors proposed the fault prediction model for SOA-based systems by utilizing the deep learning techniques. Twenty-one source code metrics are applied to different web services projects. The web services datasets are constructed by injecting the faults into it, and metrics are extracted for both faulty and nonfaulty data for training and testing purpose. Moreover, different deep learning techniques are inspected for fault prediction of web services and performance of different methods are compared by using standard performance measures. From the experimental results, it is observed that deep learning techniques provide effective results and applicable to the real-world SOA-based systems.",Int. J. Web Serv. Res.,2020,semantic_scholar,citation,citation,20,filtered,unknown
