doi,url,title,abstract,publisher,publication_date,database,query_name,query_value
aca5b2ed9871637899c7ef22ace3f7c33c455760,https://www.semanticscholar.org/paper/aca5b2ed9871637899c7ef22ace3f7c33c455760,Allocation of Network Levels and Organization of Data Transmission in the Workshop Information Space of Digital Production,"The article is devoted to studying and solution of the problems of creating a unified information space for a digital industrial manufacture. For effective control of a manufacture, it is necessary to have a complete understanding of the state of production, workshops, technological complexes and each unit of equipment. This article presents practical aspects of developing a platform for collecting, storing, transmitting and analyzing information about the operation of technological equipment. The generalized structure of a workshop information space of a digital manufacture is presented; it based on the allocation of four network levels: real-time networks, workshop-level networks, networks of terminal clients and industrial internet of things (IIoT) networks. The sources of information are special software and hardware embedded in technological complexes (CNC systems, robot control systems, PLCs, Motion Control, PAC etc. The general principle of the platform operation is described. The issues of organization of interaction of the monitoring system with other built-in systems and subsystems of manufacture are considered; their interaction is organized on the basis of industrial standards and communication protocols. The tests of the platform operation on the basis of the developed experimental stand containing technological equipment from different manufacturers are demonstrated.",2022 International Russian Automation Conference (RusAutoCon),2022,semantic_scholar,citation,citation
abb2aa22bd685c3c0e0ebdda753dfa56ff1bf3a6,https://www.semanticscholar.org/paper/abb2aa22bd685c3c0e0ebdda753dfa56ff1bf3a6,Elderly People Activity Recognition in Smart Grid Monitoring Environment,"Elderly people activity recognition has become a vital necessity in many countries, because most of the elderly people live alone and are vulnerable. Thus, more research to advance in the monitoring systems used to recognize the activities of elderly people is required. Many researchers have proposed different monitoring systems for activity recognition using wired and wireless wearable sensing devices. However, the activity classification accuracy achieved so far should be improved to meet the challenges of more precise activity monitoring. Our study proposes a smart Human Activity Recognition system architecture utilizing an open source dataset generated by wireless, batteryless sensors used by 14 healthy aged persons and unsupervised and supervised machine learning algorithms. In this paper, we also propose using a smart grid for checking regularly the wearable sensing device operational status to address the well-known reliability challenges of these devices, such as wireless charging and data trustworthiness. As the data from the sensing device is very noisy, we employ the K-means++ clustering to identify outliers and use advanced ensemble classification techniques, such as the stacking classifier for which a meta model built using the random forest algorithm gave better results than all other base models considered. We also employ a bagging classifier, which is an ensemble meta-estimator fitting the prediction outputs of the base classifiers and aggregating them to produce the ensemble output. The best classification accuracy of 99.81 was achieved by the stacking classifier in training and 99.78% in testing, respectively. Comparisons for finding the best model were conducted using the recall, F1 score, and precision values.",Mathematical Problems in Engineering,2022,semantic_scholar,citation,citation
db08a0ace7e1378c3c0093a2495a0e1a192e35f6,https://www.semanticscholar.org/paper/db08a0ace7e1378c3c0093a2495a0e1a192e35f6,Cyber-Physical System for Donor Organs' Rejection Risks Prevention Based on Donor and Recipient Health Monitoring,"Today in Ukraine the problem of transplantation of organs and other anatomical materials to humans is very acute. Among the reasons hindering the development of transplantation of anatomical materials to humans in Ukraine is the rejection of donor organs by the recipient's body. The dependences of the process of rejection of donor organs by the recipient's body on the different surface structures of cells in the recipient and donor, on the incompatibility of recipient and donor on HLA antigens, on the level of dangerous antibodies in the recipient's body, on consideration of only the waiting time for the distribution of donor organs, on the origin of the donor organ (cadaveric organ or organ from a living donor), on the general health of the recipient, on the age of the donor, on the gender of the recipient, on the recipient's disease and its phase, which required transplantation, on the chosen type of immunosuppressive therapy, and on the presence of progressive chronic dysfunction of the transplanted organ. The established dependencies are useful in the selection of donor organs in order to minimize the risk of rejection of organs by the recipient. Rules and method for supporting the decision on the possibility or undesirableness of donation and transplantation, taking into account the risks of rejection of donor organs, have been developed. The architecture of the cyber-physical system for donor organs' rejection risks prevention based on donor and recipient health monitoring is developed, aimed at verifying the existing list of factors of donor organ rejection. Based on this test, the developed cyber-physical system offers a conclusion on the possibility (if all donor organ rejection factors are eliminated or minimized) or undesirableness (if one or a group of donor organ rejection factors cannot be eliminated) of donation and transplantation in a given case.",IntelITSIS,2022,semantic_scholar,citation,citation
053166fe63e374e2244a2b0d5e8d8738654077fe,https://www.semanticscholar.org/paper/053166fe63e374e2244a2b0d5e8d8738654077fe,Anomaly Detection in Smart Grids using Machine Learning,"Smart grid data can be analyzed for detecting abnormalities in many different areas such as cybersecurity, fault detection, electricity theft, etc. There is a strong case for the use of machine learning in anomaly detection. The raw grid data requires feature extraction. Anomalies can be defined as instances or changes in the smart grid data that are out of character concerning the average trend. A typical grid architecture results can vary significantly, depending on trends or changes in power, voltage, current, or consumption. This paper develops an anomaly detection model for a real-world smart grid system implemented on a hardware-based testbed. By detecting abnormal activities, one can improve the system behavior in data communication flow. It will also identify if there are parameter changes that indicate the presence of cyber-attacks. Our proposed anomaly detection model is build based on Isolation Forest (IF) to isolate outliers from standard observations through multiple decision trees. The performance of the proposed detection method was verified using the simulation results on a hardware-based testbed. Feature selection was optimized by principal component analysis and the model was further analyzed for performance with dickey-fuller test.",IECON 2021 – 47th Annual Conference of the IEEE Industrial Electronics Society,2021,semantic_scholar,citation,citation
abefa5253251092a447665b1dc860351be6a414a,https://www.semanticscholar.org/paper/abefa5253251092a447665b1dc860351be6a414a,Discussing resilience in the context of cyber physical systems,,Comput. Ind. Eng.,2021,semantic_scholar,citation,citation
2791fcd1ff399018984e21d85df225e60f3ec9ea,https://www.semanticscholar.org/paper/2791fcd1ff399018984e21d85df225e60f3ec9ea,A Comprehensive Survey on Cyber-Physical Smart Grid Testbed Architectures: Requirements and Challenges,"The integration of improved control techniques with advanced information technologies enables the rapid development of smart grids. The necessity of having an efficient, reliable, and flexible communication infrastructure is achieved by enabling real-time data exchange between numerous intelligent and traditional electrical grid elements. The performance and efficiency of the power grid are enhanced with the incorporation of communication networks, intelligent automation, advanced sensors, and information technologies. Although smart grid technologies bring about valuable economic, social, and environmental benefits, testing the combination of heterogeneous and co-existing Cyber-Physical-Smart Grids (CP-SGs) with conventional technologies presents many challenges. The examination for both hardware and software components of the Smart Grid (SG) system is essential prior to the deployment in real-time systems. This can take place by developing a prototype to mimic the real operational circumstances with adequate configurations and precision. Therefore, it is essential to summarize state-of-the-art technologies of industrial control system testbeds and evaluate new technologies and vulnerabilities with the motivation of stimulating discoveries and designs. In this paper, a comprehensive review of the advancement of CP-SGs with their corresponding testbeds including diverse testing paradigms has been performed. In particular, we broadly discuss CP-SG testbed architectures along with the associated functions and main vulnerabilities. The testbed requirements, constraints, and applications are also discussed. Finally, the trends and future research directions are highlighted and specified.",Electronics,2021,semantic_scholar,citation,citation
e87fed422a2df353c9efd4a1861a3326bc35a559,https://www.semanticscholar.org/paper/e87fed422a2df353c9efd4a1861a3326bc35a559,Review of Design Elements within Power Infrastructure Cyber–Physical Test Beds as Threat Analysis Environments,"Cyber–physical systems (CPSs) are an integral part of modern society; thus, enhancing these systems’ reliability and resilience is paramount. Cyber–physical testbeds (CPTs) are a safe way to test and explore the interplay between the cyber and physical domains and to cost-effectively enhance the reliability and resilience of CPSs. Here a review of CPT elements, broken down into physical components (simulators, emulators, and physical hardware), soft components (communication protocols, network timing protocols), and user interfaces (visualization-dashboard design considerations) is presented. Various methods used to validate CPS performance are reviewed and evaluated for potential applications in CPT performance validation. Last, initial simulated results for a CPT design, based on the IEEE 33 bus system, are presented, along with a brief discussion on how model-based testing and fault–injection-based testing (using scaling and ramp-type attacks) may be used to help validate CPT performance.",Energies,2021,semantic_scholar,citation,citation
a62c585820a62f7944cc43c8e307b9f76b4584ae,https://www.semanticscholar.org/paper/a62c585820a62f7944cc43c8e307b9f76b4584ae,Data-Driven Correlation of Cyber and Physical Anomalies for Holistic System Health Monitoring,"Concerns of cyber-security threats are increasingly becoming a part of everyday operations of cyber-physical systems, especially in the context of critical infrastructures. However, despite the tight integration of cyber and physical components in modern critical infrastructures, the monitoring of cyber and physical subsystems is still done separately. For successful health monitoring of such systems, a holistic approach is needed. In this paper, we present an approach for holistic health monitoring of cyber-physical systems based on cyber and physical anomaly detection and correlation. We provide a data-driven approach for the detection of cyber and physical anomalies based on machine learning. The benefits of the presented approach are: 1) integrated architecture that supports acquisition and real-time analysis of both cyber and physical data; 2) a metric for holistic health monitoring that allows for differentiation between physical faults, cyber intrusion, and cyber-physical attacks. We present experimental analysis on a power-grid use case using the IEEE-33 bus model. The system was tested on several types of attacks such as network scan, Denial of Service (DOS), and malicious command injections.",IEEE Access,2021,semantic_scholar,citation,citation
9d66196003344fd840cb50bd3dc0bfaa91a459e0,https://www.semanticscholar.org/paper/9d66196003344fd840cb50bd3dc0bfaa91a459e0,Cyber and Physical Anomaly Detection in Smart-Grids,"The inclusion of Information and Communication Technologies (ICTs) in industrial control systems (ICSs) has opened ICSs to several attack vectors, which are increasingly targeting critical infrastructure. Accurate detection and distinction between benign physical disturbances, malicious cyber-attacks, and malicious physical-attacks are necessary to protect critical infrastructure. While cyber sensors provide a useful tool to identify and mitigate cyber attacks, they often ignore the physical behavior of the system at hand. In this paper, we present a cyber-physical sensor called IREST (ICS Resilient Security Technology). The sensor takes a holistic approach in detecting anomalies by considering both cyber and physical disturbances in a complex system. The sensor was tested under different cyber-physical scenarios using the Idaho CPS SCADA Cybersecurity (ISAAC) testbed. The test scenarios capture different operational states of the CPS testbed, including various cyber and physical anomalies. The experiments show that the IREST sensor is able to detect both cyber and physical anomalies. The sensor has the benefit that training requires only normal data and is able to detect disturbances that have not been seen before. The presented approach provides a scalable framework for cyber-physical security research that can be expanded in the future.",2019 Resilience Week (RWS),2019,semantic_scholar,citation,citation
3ba76c0a59d2a5cac9d5f9a0839e587356198b65,https://www.semanticscholar.org/paper/3ba76c0a59d2a5cac9d5f9a0839e587356198b65,Data-driven Stochastic Anomaly Detection on Smart-Grid communications using Mixture Poisson Distributions,"Characterizing communications in smart-grid distributed control systems is fundamental for understanding the expected behavior and identify abnormal scenarios. In this paper, we present a stochastic data-driven approach to model the the communication network in smart-grid systems. Our approach uses Mixture Poisson distributions to model the packet communication between the network devices. The network is modeled using a directed graph, where each edge represents a Poisson distribution of the packets being transmitted. Parameters are learned using mini-batch Expectation Maximization in order to scale to large datasets. The advantages of the presented approach are 1) unsupervised data-driven discovery of representative communication patterns, 2) intuitive visualization of the expected behavior, 3) scalability to large datasets, and 4) coherent and interpretable model. Tests were conducted in a simulated SCADA microgrid distributed control system environment.",IECON 2019 - 45th Annual Conference of the IEEE Industrial Electronics Society,2019,semantic_scholar,citation,citation
24ce923adc9bcabf4b56d5692995ce233cf408c6,https://www.semanticscholar.org/paper/24ce923adc9bcabf4b56d5692995ce233cf408c6,Data Driven Hourly Taxi Drop-offs Prediction using TLC Trip Record Data,"Crowdsourcing applications are proven to be a promising tool to gather valuable information, which can be used for a wide range of tasks, such as ensuring public safety. Traffic data collected using these applications have been used for efficient evacuation planning in large cities. In this paper, we propose to use regression-based machine learning methods to predict hourly taxi rides for a given location in a target day of week and month. The presented method can be used for the following purposes: 1) Predicting the number of taxi rides for a given location at a given time, 2) Identifying hot spots in a city, 3) Getting a rough count of the population density at a given location at a targeted hour, and 4) Planing evacuation routes for possible disasters. The presented approach has potential use for resource planning and evacuation in large cities. The Taxi and Limousine Commission (TLC) trip record data collected from 2017 to 2018 was used for this experiment. It was found that random forest regression can successfully predict hourly taxi drop-offs for a given taxi zone as well as for the entire city of New York.",2019 12th International Conference on Human System Interaction (HSI),2019,semantic_scholar,citation,citation
40ef3c69ef3a7a35fec9b4cdbc4514899debee86,https://www.semanticscholar.org/paper/40ef3c69ef3a7a35fec9b4cdbc4514899debee86,Attack Scenario-based Validation of the Idaho CPS Smart Grid Cybersecurity Testbed (ISAAC),"The use of smart and distributed devices is increasing in Cyber Physical Systems (CPS). The smart and distributed devices are capable of extensive inter- and intra- networking. Consequently, cyber attack attempts against CPS have been increasing in recent years. The potential for widespread loss of resources for utilities is high if a cyber-attack is executed successfully on a CPS. Realistic and comprehensive cyber-physical testbeds are becoming increasingly necessary to analyze and secure CPS organizations. One such comprehensive and realistic testbed, ISAAC - the Idaho CPS Smart Grid Cybersecurity Testbed, was previously presented. Validating testbeds with realistic experiments is of paramount importance in increasing the usability of a testbed. We present a mapping of ISAAC to the Purdue reference model. We also validate ISAAC by performing a realistic attack-scenario on the testbed. Our results indicate that ISAAC can simulate realistic scenarios.",2019 IEEE Texas Power and Energy Conference (TPEC),2019,semantic_scholar,citation,citation
e34365d762c4750e6639a89282554c4dc5ed5426,https://www.semanticscholar.org/paper/e34365d762c4750e6639a89282554c4dc5ed5426,ISAAC: The Idaho CPS Smart Grid Cybersecurity Testbed,"The landscape of cyber and other threats to Cyber Physical Systems (CPS), such as the Power Grid, is growing rapidly. Realistic and reconfigurable testbeds are needed to be able to develop, test, improve, and deploy practical cybersecurity solutions for CPS. We introduce the design of ISAAC, the Idaho CPS Smart Grid Cybersecurity Testbed. ISAAC is a cross-domain, distributed, and reconfigurable testbed, which emulates a realistic power utility and provides researchers with the tools needed to develop and test integrated cybersecurity solutions. Some components of ISAAC are fully functional, with ongoing research projects utilizing the functional components. When fully developed, the capabilities of ISAAC will include: 1) Multiple emulated power utility substations and control networks; 2) Emulating wide-area power transmission and distribution systems, 3) Emulated SCADA control centers, 4) Advanced visualization and cyber-analytics, including machine learning. ISAAC will enable the development, testing, evaluation, and validation of holistic cyber-physical security approaches for cyber physical systems and the Smart Grid. We hope that our endeavor, ISAAC, will help further the boundaries of CPS research and education.",2019 IEEE Texas Power and Energy Conference (TPEC),2019,semantic_scholar,citation,citation
cb999e27911869314d7f10e58cdf7688e0af1a01,https://www.semanticscholar.org/paper/cb999e27911869314d7f10e58cdf7688e0af1a01,"On Critical Infrastructures, Their Security and Resilience - Trends and Vision","This short paper is presented in observance and promotion of November, the National Month of Critical Infrastructure Security and Resilience (CISR), established by the United States Department of Homeland Security in 2013. The CISR term focuses on essential assets (critical infrastructures) and two ultimate goals of making them secure and resilient. These assets and goals were put together in 2013 in the now well-known Presidential Policy Directive on CISR (PPD-21). This paper presents easy-to-ready material laying down the building blocks of CISR - what it means to you as a regular citizen, professional, or government worker. This paper presents concepts behind security and resilience pertinent to various types of activities - from every day to field-specific activities. This paper also presents basic elements to the field: 1. high-level introduction to the organizational units dealing with CISR in the United States; 2. explanation of basic terms and a list of further reading material; and 3. several discussion topics on the vision and future of CISR in critical infrastructure cyber-physical systems.",ArXiv,2018,semantic_scholar,citation,citation
c97d82b042843d00843aa6ccf9086ac8d3ad8737,https://www.semanticscholar.org/paper/c97d82b042843d00843aa6ccf9086ac8d3ad8737,A Supervised Learning Identification System for Prognosis of Breast Cancer,"Breast cancer is one of the most dangerous cancers, accounting for a large number of fatalities each year. It is the leading cause of mortality among women globally. It is getting a lot of interest in the scientific community because of its possible life-threatening danger. As a consequence, many machine learning methods (MLMs) have been modified to provide the best results for early diagnosis of this malignancy. Machine learning methods (MLMs) offer several beneficial implications in breast cancer, including early prognosis, detection, and diagnosis. Compared to traditional statistical analysis, machine learning methods (MLMs) have the capacity to improve the analysis of various health data, such as unstructured, complicated, and noisy data. With the demanding prevalence of breast cancer and the arrival of “data reformation,” it is thus imperative to mention the ethical consequences of machine learning (ML) on society and cancer care. It offers conclusively strong tools, smart methods, and efficient algorithms that can help in the prognosis of breast cancer. The focus of this review is on supervised techniques such as classification and regression that may be implemented and used for breast cancer data analysis. Some supervised learning methods like Naive Bayes, AdaBoost, and support vector machine are presented in this work in the early identification of breast cancer. These algorithms have been analyzed for their accuracy and efficiency using various assessment metrics and methods.",Mathematical Problems in Engineering,2022,semantic_scholar,citation,citation
d7d197fd4e423a2e2325b3a0940727f68ed9c34d,https://www.semanticscholar.org/paper/d7d197fd4e423a2e2325b3a0940727f68ed9c34d,Treatment Guidance using Sentiment Analysis,"Computer science has an impact on every field of activity, including medicine. On one hand, in medicine, automated systems can detect several diseases. On the other hand, they are also involved in the treatment process. Specialized systems can recommend medication, taking into consideration the side effects, give lifestyle suggestions (e.g., sleep, physical exercises), and even indicate to the patients which medics should they go to. One of the main advantages of the automated systems is the ability to process large volumes of data, at higher rates than the human experts. The data may be represented as text, images, or sounds. In this paper, we approach the treatment subject, and focus on data represented as text. We created a system based on sentiment analysis (powered by natural language processing), that provides valuable information regarding conditions/drugs to the user, obtained from the reviews given by other patients.",2022 International Conference on INnovations in Intelligent SysTems and Applications (INISTA),2022,semantic_scholar,citation,citation
a8907c638fc75d29304dcfb7de724e5ad58d2ba9,https://www.semanticscholar.org/paper/a8907c638fc75d29304dcfb7de724e5ad58d2ba9,Research on the Development Process and Construction of Domain-specific Knowledge Graph,"Knowledge graph is the core content of artificial intelligence research in the new era. With the rapid development of artificial intelligence in science and various fields of technology and society, it has attracted the attention of academia and industry. Various fields are actively constructing the Domain-specific Knowledge Graph (DKG). The construction of Domain-specific Knowledge Graph has great application value in intelligent search, intelligent question and answer, intelligent recommendation and other information services. This paper taking the artificial intelligence system development as background, systematically elaborated the origin and composition of Domain-specific Knowledge Graph, finding out that the Domain-specific Knowledge Graph has characteristics of extending the depth and detailing granularity of the knowledge representation of Domain-specific Knowledge Graph. And the development process of Domain-specific Knowledge Graph technology: developing from the symbol and the reasoning model to knowledge engineering, then to an important approach to knowledge representation of big data. The key steps and methods of Domain-specific Knowledge Graph construction are described, including entity recognition and attribute information recognition, and extraction of relationships between entities. The entity recognition technology and relation extraction technology are systematically described to provide some useful references for the construction of Domain-specific Knowledge Graph.","2022 IEEE Asia-Pacific Conference on Image Processing, Electronics and Computers (IPEC)",2022,semantic_scholar,citation,citation
95d94b767b0bcd94dd5fd725892ecb3a2dfcccbe,https://www.semanticscholar.org/paper/95d94b767b0bcd94dd5fd725892ecb3a2dfcccbe,The Statistical Learning Methods In image processing and Facial Recognition,"The aim of this paper is to develop a new approach for The Statistical Learning Methods in image processing and Facial Recognition using the deep learning techniques in python. In the recent years there have been significant advances in face recognition by using deep neural networks. One of the potential next steps is to develop optimized 3D facial recognition. Shifting from 2D to 3D increases complexity of the problem by adding an- other dimension to data, making possible solutions more resource hungry. We will investigate different depth camera based facial recognition techniques and test their performance by deploying them on an embedded processor. We focus on applications for embedded systems and use a small low-resolution time of flight (ToF) camera with our system to keep overall system portable and compact. All faces images are then projected on the feature space (“face space”) to find the corresponding coordinators. The face space is composed of “Eigenfaces” or “Fisherfaces” which are actually eigenvectors found after doing a matrix composition - Eigen decomposition. At the heart of Eigenface method is the Principal Component Analysis (PCA) - one of the most popular unsupervised learning algorithms - while Fisherface is a better version of the previous one which makes use of both Principal Component Analysis and Linear Discrimination Analysis (LDA) to get more reliable results. The algorithms were realized by Python in Anaconda. Given initial images in the database, the program can detect and recognize the human faces in the provided pictures before saving them in the database to improve the calculation accuracy in the future. After evaluation, the recognition general results are exported on the screen with details included in the text files.",The 7th International Conference on Engineering & MIS 2021,2021,semantic_scholar,citation,citation
