paperId,url,title,abstract,venue,year,database,query_name,query_value,externalIds.DOI
5bca0d47912b214890e9ca6ee7a76f4deb8de815,https://www.semanticscholar.org/paper/5bca0d47912b214890e9ca6ee7a76f4deb8de815,artificial intelligence in government,"The articles in this special section focus on government applications that use artificial intelligence (AI). The repercussions of artificial intelligence (AI) in government are broad and significant. The characteristics of these technologies will have an impact on almost everything in public organizations, from governance or the multidimensional perspective of interoperability, to the organizational or social implications linked to concepts like public value, transparency, or accountability. This special issue seeks to shed light on foundations and key elements to be taken into account for AI adoption by public organizations. Governments are the primary enablers of technology and market stimulators and regulators of general activities in our society. Governments have always sought the common good and, therefore, the advancement of public and collective interests. This is key to understanding, as a first step, why the principles of public-sector organizations do not always match those of the private sector. Public and private perspectives are very different, whether they be management, strategy, or policy.",Computer,2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.1109/MC.2020.3010043
9ff0d4638306c8f7165d94d94113221a03c748d6,https://www.semanticscholar.org/paper/9ff0d4638306c8f7165d94d94113221a03c748d6,accelerating public service delivery in india: application of internet of things and artificial intelligence in agriculture,"The application of Information and Communication Technologies (ICTs) in the public sector can usher performance enhancement, productivity and social equity in public service delivery mechanisms. More specifically, emerging digital technologies including Artificial Intelligence (AI) can be employed for more effective retrieval and analysis of complex, real-time data that could also be captured and shared by devices supporting Internet of Things. Literature asserts that governments worldwide must adopt solutions offered by these emerging technologies to drive innovation in public service delivery mechanisms. Appreciating these claims, this study aims to explore the current and potential use of IoT and AI. Based on the related review of literature, the study puts forth a conceptual framework for creating an open and integrated national level agriculture stack (christened as KisanOne by the authors) so that developing countries like India can effectively espouse data driven approach in its agriculture sector. ""Kisan One"" combines varied aspects of a farmers' activities including weather forecast, soil health indices, seed procurement cycle, sowing cycles, details of fertilizers availability, crop prices, etc, in a unified national stack that is accessible to all the stakeholders using application programming interfaces (APIs). Needless to say, the proposed KisanOne is a utopian implementation where existing and contemporary digital initiatives get unified on a single platform.Datasets themselves have little intrinsic value sans any ability to extract meaning from it. Intelligent data analytics could be employed on real time datasets of KisanOne both for evidence based decision making as well as for malicious intent. This paper, therefore, attempts to offer an insight into such challenges as well as suggest policy recommendations that could strengthen existing regulatory mechanisms for effective implementation of IoT and AI in existing public service delivery schemes of India. The paper is divided into four broad sections. The first section builds the Background of the paper. The next section is divided into four subsections and in this section instance of Agriculture has been detailed with reference to its current scenario and prevailing solutions. India has started using technology in Agriculture to a great extent- some of these applications such as Kisan Suvidha2 mobile app, mKisan SMS Portal, Farmer's Portal, Soil Health Card, Fertilizer Monitoring System(FMS) software, Agrimarket App have been delineated in the study. A use case on transformation of agriculture sector using IoT and AI is also presented in one of the sub-sections. A National Level Integrated Agriculture Stack is also proposed in this paper. The subsequent section presents brief picture of key challenges of implementing IoT and AI in Agriculture sector followed by recommendations and Consulive Remarks. It is an innovative and descriptive study that primarily relies on secondary data gleaned from international/national journals, reports of Ministry of Electronics and Information Technology, Government of India and other online academic sources coupled with creative out-of-box thinking to propose the application of IoT and AI in varied public sectors with special emphasis on Agriculture.",International Conference on Theory and Practice of Electronic Governance,2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.1145/3428502.3428510
14c12f9d44ef23a8c2d39bcf1e3ab1a13d684054,https://www.semanticscholar.org/paper/14c12f9d44ef23a8c2d39bcf1e3ab1a13d684054,public decision making: connecting artificial intelligence and crowds,"The recent breakthrough of artificial intelligence, as well as the wide adoption of the wisdom of the crowd, also known as collective intelligence, across sectors, has received attention and excitement across disciplines. In addition to the scientific breakthrough, recent public sector studies recognize AI's potential contributions in public services, such as big data for decision making, the development of smart cities, and social and health care. Studies have also recognized crowdsourcing's potential for service provisions, innovation, information generation, and policymaking. However, we have only a limited understanding of the connections between these two types of intelligence and adoption conditions to properly utilize them for the public sector. To understand what roles AI and crowds can play in enhancing public services and policymaking, we adopt a bibliometric analysis to identify emerging themes and interconnections between these two streams of literature. Our study provides key themes and significance for each cluster. Our first examination of AI and crowd literature regarding connection to public values, complementary in public decision making, as well as future potential for joint adoption by governments provides some implications for future considerations.",Digital Government Research,2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.1145/3396956.3396965
4ae7b75e7b0fdf00a687c8f308ceccbe26c24e8d,https://www.semanticscholar.org/paper/4ae7b75e7b0fdf00a687c8f308ceccbe26c24e8d,regulation and ethics in artificial intelligence and machine learning technologies: where are we now? who is responsible? can the information professional play a role?,"Artificial intelligence (AI) and machine learning (ML) technologies are rapidly maturing and proliferating through all public and private sectors. The potential for these technologies to do good and to help us in our everyday lives is immense. But there is a risk that unless managed and controlled AI can also cause us harm. Questions about regulation, what form it takes and who is responsible for governance are only just beginning to be answered. In May 2019, 42 countries came together to support a global governance framework for AI. The Organisation for Economic Co-operation and Development (OECD) Principles on Artificial Intelligence (OECD (2019) OECD principles on AI. Available at: https://www.oecd.org/going-digital/ai/principles/ (accessed 2 March 2020)) saw like-minded democracies of the world commit to common AI values of trust and respect. In Europe, the European Commission’s (EC) new president, Ursula von der Leyen has made calls for a General Data Protection Regulation style. As a first step the EC has published a white paper: ‘On Artificial Intelligence – A European Approach to Excellence and Trust’ (European Commission (2020) Report, Europa, February). In February 2020, the UK government has published a report on ‘Artificial Intelligence in the Public Sector’ (The Committee on Standards in Public Life (2020) Artificial intelligence and public standards. Report, UK Government, February). This article discusses some of the potential threats AI may hold if left unregulated. It provides a brief overview of the regulatory activities for AI worldwide, and in more detail the current UK AI regulatory landscape. Finally, the article looks at the role that the information professional might play in AI and ML.",Business Information Review,2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.1177/0266382120923962
a959ab5900bc87df1b8ab8618b37d96bc8a4df3c,https://www.semanticscholar.org/paper/a959ab5900bc87df1b8ab8618b37d96bc8a4df3c,ruegan: embracing a self-adversarial agent for building a defensible edge security architecture,"In the era of edge computing and Artificial Intelligence (AI), securing billions of edge devices within a network against intelligent attacks is crucial. We propose PUFGAN, an innovative machine learning attack-proof security architecture, by embedding a self-adversarial agent within a device fingerprint- based security primitive, public PUF (PPUF) known for its strong fingerprint-driven cryptography. The self-adversarial agent is implemented using Generative Adversarial Networks (GANs). The agent attempts to self-attack the system based on two GAN variants, vanilla GAN and conditional GAN. By turning the attacking quality through generating realistic secret keys used in the PPUF primitive into system vulnerability, the security architecture is able to monitor its internal vulnerability. If the vulnerability level reaches at a specific value, PUFGAN allows the system to restructure its underlying security primitive via feedback to the PPUF hardware, maintaining security entropy at as high a level as possible.We evaluated PUFGAN on three different machine environments: Google Colab, a desktop PC, and a Raspberry Pi 2, using a real-world PPUF dataset. Extensive experiments demonstrated that even a strong device fingerprint security primitive can become vulnerable, necessitating active restructuring of the current primitive, making the system resilient against extreme attacking environments.",IEEE Conference on Computer Communications,2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.1109/infocom41043.2020.9155501
06daf0dbac7767f2cfa58b56abe7d8ae148d8f3a,https://www.semanticscholar.org/paper/06daf0dbac7767f2cfa58b56abe7d8ae148d8f3a,the ai-development connection - a view from the south,"The socialisation of Artificial Intelligence and the reality of an intelligence economy mark an epochal moment. The impacts of AI are now systemic - restructuring economic organisation and value chains, public sphere architectures and sociality. These shifts carry deep geo-political implications, reinforcing historical exclusions and power relations and disrupting the norms and rules that hold ideas of equality and justice together. At the centre of this rapid change is the intelligent corporation and its obsessive pursuit of data. Directly impinging on bodies and places, the de facto rules forged by the intelligent corporation are disenfranchising the already marginal subjects of development. Using trade deals to liberalise data flows, tighten trade secret rules and enclose AI-based innovation, Big Tech and their political masters have effectively taken away the economic and political autonomy of states in the global south. Big Tech's impunity extends to a brazen exploitation - enslaving labour through data over-reach and violating female bodies to universalise data markets. Thinking through the governance of AI needs new frameworks that can grapple with the fraught questions of data sovereignty, economic democracy, and institutional ethics in a global world with local aspirations. Any effort towards norm development in this domain will need to see the geo-economics of digital intelligence and the geo-politics of development ideologies as two sides of the same coin.","AAAI/ACM Conference on AI, Ethics, and Society",2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.1145/3375627.3377139
8d03df21807637482739cbfe140b260aa8f1907b,https://www.semanticscholar.org/paper/8d03df21807637482739cbfe140b260aa8f1907b,administration by algorithm: a risk management framework,"Algorithmic decision-making is neither a recent phenomenon nor one necessarily associated with artificial intelligence (AI), though advances in AI are increasingly resulting in what were heretofore human decisions being taken over by, or becoming dependent on, algorithms and technologies like machine learning. Such developments promise many potential benefits, but are not without certain risks. These risks are not always well understood. It is not just a question of machines making mistakes; it is the embedding of values, biases and prejudices in software which can discriminate against both individuals and groups in society. Such biases are often hard either to detect or prove, particularly where there are problems with transparency and accountability and where such systems are outsourced to the private sector. Consequently, being able to detect and categorise these risks is essential in order to develop a systematic and calibrated response. This paper proposes a simple taxonomy of decision-making algorithms in the public sector and uses this to build a risk management framework with a number of components including an accountability structure and regulatory governance. This framework is designed to assist scholars and practitioners interested in ensuring structured accountability and legal regulation of AI in the public sphere.",Inf. Polity,2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.3233/ip-200249
2adbd8f367c5ab43dcaba87c980aabd3747d4994,https://www.semanticscholar.org/paper/2adbd8f367c5ab43dcaba87c980aabd3747d4994,a framework and dataset for abstract art generation via calligraphygan,"With the advancement of deep learning, artificial intelligence (AI) has made many breakthroughs in recent years and achieved superhuman performance in various tasks such as object detection, reading comprehension, and video games. Generative Modeling, such as various Generative Adversarial Networks (GAN) models, has been applied to generate paintings and music. Research in Natural Language Processing (NLP) also had a leap forward in 2018 since the release of the pre-trained contextual neural language models such as BERT and recently released GPT3. Despite the exciting AI applications aforementioned, AI is still significantly lagging behind humans in creativity, which is often considered the ultimate moonshot for AI. Our work is inspired by Chinese calligraphy, which is a unique form of visual art where the character itself is an aesthetic painting. We also draw inspirations from paintings of the Abstract Expressionist movement in the 1940s and 1950s, such as the work by American painter Franz Kline. In this paper, we present a creative framework based on Conditional Generative Adversarial Networks and Contextual Neural Language Model to generate abstract artworks that have intrinsic meaning and aesthetic value, which is different from the existing work, such as image captioning and text-to-image generation, where the texts are the descriptions of the images. In addition, we have publicly released a Chinese calligraphy image dataset and demonstrate our framework using a prototype system and a user study.",arXiv.org,2020,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',
2ea2ea3d0128b1b2d3e89dd442d26f1441111ebf,https://www.semanticscholar.org/paper/2ea2ea3d0128b1b2d3e89dd442d26f1441111ebf,"cyber-physical innovations:: cyber-infrastructure for research, cyber-physical architecture for real-time applications, autonomous vehicle (av) governance and ai artifacts for public value","This panel explores the development of innovative, integrative, and versatile strategies to facilitate more practical and effective use of intelligent cyber-physical technologies from a variety of perspectives, including engineering, regulation, management, and research. With the same goal of sustaining the development of emerging technologies to best benefit our communities, this panel shares their different approaches in terms of engineering solutions for real-time controlling in cyber-physical systems, regulatory strategies to overcome the conflict between efficiency and autonomy, artifacts for artificial intelligence project management, and meeting researcher needs through large-scale cyberinfrastructure. The selected cases discussed in this panel not only highlight the critical challenges in implementing cyber-physical technologies into real applications but also suggest promising strategies to overcome those issues from diverse facets.",Digital Government Research,2021,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.1145/3463677.3463721
8e260e06c73f27f7a477021ce1b068099c2064bf,https://www.semanticscholar.org/paper/8e260e06c73f27f7a477021ce1b068099c2064bf,harnessing artificial intelligence for health message generation: the folic acid message engine,"Background Communication campaigns using social media can raise public awareness; however, they are difficult to sustain. A barrier is the need to generate and constantly post novel but on-topic messages, which creates a resource-intensive bottleneck. Objective In this study, we aim to harness the latest advances in artificial intelligence (AI) to build a pilot system that can generate many candidate messages, which could be used for a campaign to suggest novel, on-topic candidate messages. The issue of folic acid, a B-vitamin that helps prevent major birth defects, serves as an example; however, the system can work with other issues that could benefit from higher levels of public awareness. Methods We used the Generative Pretrained Transformer-2 architecture, a machine learning model trained on a large natural language corpus, and fine-tuned it using a data set of autodownloaded tweets about #folicacid. The fine-tuned model was then used as a message engine, that is, to create new messages about this topic. We conducted a web-based study to gauge how human raters evaluate AI-generated tweet messages compared with original, human-crafted messages. Results We found that the Folic Acid Message Engine can easily create several hundreds of new messages that appear natural to humans. Web-based raters evaluated the clarity and quality of a human-curated sample of AI-generated messages as on par with human-generated ones. Overall, these results showed that it is feasible to use such a message engine to suggest messages for web-based campaigns that focus on promoting awareness. Conclusions The message engine can serve as a starting point for more sophisticated AI-guided message creation systems for health communication. Beyond the practical potential of such systems for campaigns in the age of social media, they also hold great scientific potential for the quantitative analysis of message characteristics that promote successful communication. We discuss future developments and obvious ethical challenges that need to be addressed as AI technologies for health persuasion enter the stage.",Journal of Medical Internet Research,2021,semantic_scholar,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',10.2196/28858
