id,datePublished,description,title,downloadUrl,journals,publisher,doi,database,query_name,query_value
151188608,2018-02-12T15:59:05,"This is the final version of the article. Available from BMJ Publishing Group via the DOI in this record.Objective Bisphenol A (BPA) has been associated with adverse human health outcomes and exposure to this compound is near-ubiquitous in the Western world. We aimed to examine whether self-moderation of BPA exposure is possible by altering diet in a real-world setting.

Design An Engaged Research dietary intervention study designed, implemented and analysed by healthy teenagers from six schools and undertaken in their own homes.

Participants A total of 94 students aged between 17 and 19 years from schools in the South West of the UK provided diet diaries and urine samples for analysis.

Intervention Researcher participants designed a set of literature-informed guidelines for the reduction of dietary BPA to be followed for 7 days.

Main outcome measures Creatinine-adjusted urinary BPA levels were taken before and after the intervention. Information on packaging and food/drink ingested was used to calculate a BPA risk score for anticipated exposure. A qualitative analysis was carried out to identify themes addressing long-term sustainability of the diet.

Results BPA was detected in urine of 86% of participants at baseline at a median value of 1.22 ng/mL (IQR 1.99). No effect of the intervention diet on BPA levels was identified overall (P=0.25), but there was a positive association in those participants who showed a drop in urinary BPA concentration postintervention and their initial BPA level (P=0.003). Qualitative analysis identified themes around feelings of lifestyle restriction and the inadequacy of current labelling practices.

Conclusions We found no evidence in this self-administered intervention study that it was possible to moderate BPA exposure by diet in a real-world setting. Furthermore, our study participants indicated that they would be unlikely to sustain such a diet long term, due to the difficulty in identifying BPA-free foods.This study was funded by a Wellcome Trust People Award to LWH and TSG (grant no 105162/Z/14/Z). TSG was additionally supported by NERC awards NE/L007010 and NE/N006178/",An engaged research study to assess the effect of a ‘real-world’ dietary intervention on urinary bisphenol A (BPA) levels in teenagers,10.1136/bmjopen-2017-018742,https://core.ac.uk/download/151188608.pdf,'BMJ',"[{'title': 'BMJ Open', 'identifiers': ['2044-6055', 'issn:2044-6055']}]",core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
299968308,2019-01-01T00:00:00,"Intracranial hemorrhage is a medical emergency that requires urgent diagnosis and immediate treatment to improve patient outcome. Machine learning algorithms can be used to perform medical image classification and assist clinicians in diagnosing radiological scans. In this paper, we apply 3-dimensional convolutional neural networks (3D CNN) to classify computed tomography (CT) brain scans into normal scans (N) and abnormal scans containing subarachnoid hemorrhage (SAH), intraparenchymal hemorrhage (IPH), acute subdural hemorrhage (ASDH) and brain polytrauma hemorrhage (BPH). The dataset used consists of 399 volumetric CT brain images representing approximately 12,000 images from the National Neuroscience Institute, Singapore. We used a 3D CNN to perform both 2-class (normal versus a specific abnormal class) and 4-class classification (between normal, SAH, IPH, ASDH). We apply image thresholding at the image pre-processing step, that improves 3D CNN classification accuracy and performance by accentuating the pixel intensities that contribute most to feature discrimination. For 2-class classification, the F1 scores for various pairs of medical diagnoses ranged from 0.706 to 0.902 without thresholding. With thresholding implemented, the F1 scores improved and ranged from 0.919 to 0.952. Our results are comparable to, and in some cases, exceed the results published in other work applying 3D CNN to CT or magnetic resonance imaging (MRI) brain scan classification. This work represents a direct application of a 3D CNN to a real hospital scenario involving a medically emergent CT brain diagnosisPublished versio",Image thresholding improves 3-dimensional convolutional neural network diagnosis of different acute brain hemorrhages on computed tomography scans,10.3390/s19092167,,'MDPI AG',"[{'title': 'Sensors', 'identifiers': ['issn:1424-8220', '1424-8220']}]",core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
302992032,2019-04-25T00:00:00,"OBJECTIVES:Artificial Intelligence (AI) offers significant potential for improving healthcare. This paper discusses how an ""open science"" approach to AI tool development, data sharing, education, and research can support the clinical adoption of AI systems. METHOD:In response to the call for participation for the 2019 International Medical Informatics Association (IMIA) Yearbook theme issue on AI in healthcare, the IMIA Open Source Working Group conducted a rapid review of recent literature relating to open science and AI in healthcare and discussed how an open science approach could help overcome concerns about the adoption of new AI technology in healthcare settings. RESULTS:The recent literature reveals that open science approaches to AI system development are well established. The ecosystem of software development, data sharing, education, and research in the AI community has, in general, adopted an open science ethos that has driven much of the recent innovation and adoption of new AI techniques. However, within the healthcare domain, adoption may be inhibited by the use of ""black-box"" AI systems, where only the inputs and outputs of those systems are understood, and clinical effectiveness and implementation studies are missing. CONCLUSIONS:As AI-based data analysis and clinical decision support systems begin to be implemented in healthcare systems around the world, further openness of clinical effectiveness and mechanisms of action may be required by safety-conscious healthcare policy-makers to ensure they are clinically effective in real world use",An Open Science Approach to Artificial Intelligence in Healthcare,10.1055/s-0039-1677898,,'Georg Thieme Verlag KG',"[{'title': 'Yearbook of Medical Informatics', 'identifiers': ['issn:2364-0502', '2364-0502', 'issn:0943-4747', '0943-4747']}]",core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
226908814,2019-07-08T00:00:00,"International audienceManufacturing companies are under a constant pressure due to multiple factors: new competition, disruptive innovations, cost reduction request, etc. To survive, they must strive to innovate and adapt their business model to improve their productivity. Recent developments based on the concept of Industry 4.0 such as big data, new communication protocols and artificial intelligence provide several new avenues to explore. In the specific context of machining, we are working toward the development of a system capable of making the prognostic of the quality (in terms of dimensional conformance) of a workpiece in real time while it is being manufactured. The goal of this paper is to showcase a prototype of the data acquisition aspect of this system and a case study presenting our first results. This case study has been conducted at our industrial partner facility (Quebec, Canada) and is based on the manufacturing of an aircraft component made from Inconel alloy 625 (AMS5666). The proposed prototype is a data acquisition system installed on a 5 axis CNC machines (GROB model G352) used to acquire and to contextualize the vibration signal obtained from the CNC machine sensor. The contextualization of the data is a key component for future work regarding the development of a prognostic system based on supervised machine learning algorithms. In the end, this paper depicts the system architecture as well as its interactions between the multiple systems and software already in place at our industrial partner. This paper also shows preliminary results describing the relationship between the workpiece quality (in terms of respect toward the dimensional requirements) and the extracted features from the sensors signals. We conclude that it is now possible to do the diagnostic of a cutting operation. Additionally, with the same information we show that it is possible to quickly do the general diagnostic of the health state of the machine. Future work regarding this project will include data acquisition from a wider range of products (i.e. different shapes, materials, processes, etc.) and the development of a machine learning based prognostic model",Toward the quality prognostic of an aircraft engine workpiece in Inconel Alloy 625: case study and proposed system architecture,,,HAL CCSD,,core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
365584409,2019-11-07T00:00:00,"Purpose

Recently, several attempts were conducted to transfer deep learning to medical image reconstruction. An increasingly number of publications follow the concept of embedding the computed tomography (CT) reconstruction as a known operator into a neural network. However, most of the approaches presented lack an efficient CT reconstruction framework fully integrated into deep learning environments. As a result, many approaches use workarounds for mathematically unambiguously solvable problems.





Methods

PYRO‐NN is a generalized framework to embed known operators into the prevalent deep learning framework Tensorflow. The current status includes state‐of‐the‐art parallel‐, fan‐, and cone‐beam projectors, and back‐projectors accelerated with CUDA provided as Tensorflow layers. On top, the framework provides a high‐level Python API to conduct FBP and iterative reconstruction experiments with data from real CT systems.





Results

The framework provides all necessary algorithms and tools to design end‐to‐end neural network pipelines with integrated CT reconstruction algorithms. The high‐level Python API allows a simple use of the layers as known from Tensorflow. All algorithms and tools are referenced to a scientific publication and are compared to existing non‐deep learning reconstruction frameworks. To demonstrate the capabilities of the layers, the framework comes with baseline experiments, which are described in the supplementary material. The framework is available as open‐source software under the Apache 2.0 licence at https://github.com/csyben/PYRO-NN.





Conclusions

PYRO‐NN comes with the prevalent deep learning framework Tensorflow and allows to setup end‐to‐end trainable neural networks in the medical image reconstruction context. We believe that the framework will be a step toward reproducible research and give the medical physics community a toolkit to elevate medical image reconstruction with new deep learning techniques",Technical Note: PYRO‐NN: Python reconstruction operators in neural networks,10.1002/mp.13753,,'Wiley',,core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
296208145,8/11/2018,"In this paper, we aim to develop a low-computational system for real-time image processing and analysis in endoscopy images for the early detection of the human esophageal adenocarcinoma and colorectal cancer. Rich statistical features are used to train an improved machine-learning algorithm. Our algorithm can achieve a real-time classification of malign and benign cancer tumours with a significantly improved detection precision compared to the classical HOG method as a reference when it is implemented on real time embedded system NVIDIA TX2 platform. Our approach can help to avoid unnecessary biopsies for patients and reduce the over diagnosis of clinically insignificant cancers in the future",A low computational approach for assistive esophageal adenocarcinoma and colorectal cancer detection,10.1007/978-3-319-97982-3_14,,Springer,,core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
333919275,2020-04-28T00:00:00,"International audienceBackground: High-throughput sequencing techniques are used to analyse the diversity of the respiratory microbiota in health and disease. Although extensive data are available regarding bacterial respiratory microbiota, its fungal component remains poorly studied. This is partly due to the technical issues associated with fungal metagenomics analyses. In this study, we compared two DNA extraction protocols and two fungal amplification targets for combined bacterial and fungal targeted amplicon sequencing analyses of the respiratory microbiota.Methods: Six sputa, randomly selected from routine samples in Mondor Hospital (Creteil, France) and treated anonymously, were tested after bacterial and fungal routine culture. Two of which were spiked with Aspergillus Fumigati and Aspergillus Nigri (105 conidia/mL). After mechanical lysis, DNA was extracted using automated QIAsymphony® extraction (AQE) or manual PowerSoil® MoBio extraction (MPE). DNA yield and purity were compared. DNA extracted from spiked sputa was subjected to (i) real-time PCR for Aspergillus DNA detection and (ii) combined metagenomic analyses targeting barcoded primers for fungal ITS1 and ITS2, and bacterial V1-V2 and V3-V4 16S regions. Amplicon libraries were prepared using MiSeq Reagent V3 kit on Illumina platform. Data were analysed using PyroMIC© and SHAMAN software, and compared with culture results.Results: AQE extraction provided a higher yield of DNA (AQE/MPE DNA ratio = 4.5 [1.3-11]) in a shorter time. The yield of Aspergillus DNA detected by qPCR was similar for spiked sputa regardless of extraction protocol. The extraction moderately impacted the diversity or relative abundances of bacterial communities using targeted amplicon sequencing (2/43 taxa impacted). For fungi, the relative abundances of 4/11 major taxa were impacted and AQE results were closer to culture results. The V1-V2 or V3-V4 and ITS1 or ITS2 targets assessed similarly the diversity of bacterial and fungal major taxa, but ITS2 and V3-V4 detected more minor taxa.Conclusion: Our results showed the importance of DNA extraction for combined bacterial and fungal targeted metagenomics of respiratory samples. The extraction protocol can affect DNA yield and the relative abundances of few bacterial but more fungal taxa. For fungal analysis, ITS2 allowed the detection of a greater number of minor taxa compared with ITS1",Combined bacterial and fungal targeted amplicon sequencing of respiratory samples: Does the DNA extraction method matter?,10.1371/journal.pone.0232215,,'Public Library of Science (PLoS)',,core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
232888031,2019-01-01T00:00:00,"Проведено аналіз скатерограм добових тестових сигналів для нормального синусового ритму і аритмії, встановлено наявність сильного кореляційного зв’язку між показником фрактальної розмірності і стандартними показниками ВСР у нормі і його відсутність при аритмії. Розраховано стандартні показники варіабельності ритму серця і показник фрактальної розмірності скатерограм для 1-хвилинних інтервалів. За результатами розрахунків проведено кластерний аналіз даних методом k-means, визначено середні групові значення показника фрактальної розмірності і геометричних параметрів скатерограми. За результатами факторного аналізу визначено набір показників для оцінювання скатерограми 1-хвилинного інтервалу.Проведен анализ скатерограмм суточных тестовых сигналов с нормальным синусовым ритмом и аритмией, установлено наличие сильной корреляционной связи между показателем фрактальной размерности и стандартными показателями ВСР в норме и ее отсутствие при аритмии. Рассчитаны стандартные показатели вариабельности ритма сердца и показатель фрактальной размерности для 1-минутных интервалов. На основании полученных результатов проведен кластерный анализ данных методом k-means, определены средние групповые значения показателя фрактальной размерности и геометрических параметров скатерограммы. По результатам факторного анализа определен набор показателей для оценки скатерограммы 1-минутного интервала.The subjects of investigation are long time series and short time series of RR-intervals and their special distribution named as scatterogram. The objective of work is the investigation of one-minute intervals of RR data series to definite the dataset of parameters for estimation of physiological state in real time mode. The methodology of investigation is based on the data proc-essing of the standard indicators of heart rate variability (HRV), fractal analysis, machine learning methods (k-means) and fac-tor analysis. Testing signals were been taken from the European data base of medical signals PhysioNet. Scatterogram analysis of the testing diurnal record with normal sinus rhythm and arrhythmia was performed. A strong correlation between the coeffi-cient of fractal dimension and standard indications of HRV for normal sinus rhythm and null correlation for arythmia had been observed. Standard indicators of HRV and coefficient of fractal dimension for each one-minute interval were calculated and estimated with the Student’s average test that had shown inexpediency of scaterogram surface using. Cluster analysis based on the k-means method to determine general probabilistic data series groups was performed. Initial data for cluster analysis is a matrix of standard HRV indicators, coefficient of fractal dimension and geometric parameters of scatetogram. Entire objects from the one-minute dataset were grouped into six clusters. The average value of scatterogram parameters (coefficient of fractal dimension, long and short axes and their ration) for selected clusters were found with probability more than 95 %. Data set of parameters to analyze the one-minute intervals of RR-dataset was defined with fractal analysis. Proposed dataset of indicators for estimation one-minute intervals includes: pNN50 (the proportion derived by dividing the number of interval differences of successive NN intervals greater than 50 ms by the total number of NN intervals), long SD2 and short SD1 ellipse axes, ratio SD2/SD1, triangular index TI, mean heart rate and coefficient of fractal dimension Df. Gotten results may be used to develop mobile software for personal monitoring devices",Fractal analysis of scaterogram,,,Kharkiv national Air Force University named after I. Kozhedub,,core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
528139018,2019-09-27T00:00:00,"Driven by the demand to accommodate today’s growing mobile traffic, 5G is designed to be a key enabler and a leading infrastructure provider in the information and communication technology industry by supporting a variety of forthcoming services with diverse requirements. Considering the everincreasing complexity of the network, and the emergence of novel use cases such as autonomous cars, industrial automation, virtual reality, e-health, and several intelligent applications, machine learning (ML) is expected to be essential to assist in making the 5G vision conceivable. This paper focuses on the potential solutions for 5G from an ML-perspective. First, we establish the fundamental concepts of supervised, unsupervised, and reinforcement learning, taking a look at what has been done so far in the adoption of ML in the context of mobile and wireless communication, organizing the literature in terms of the types of learning.We then discuss the promising approaches for how ML can contribute to supporting each target 5G network requirement, emphasizing its specific use cases and evaluating the impact and limitations they have on the operation of the network. Lastly, this paper investigates the potential features of Beyond 5G (B5G), providing future research directions for how ML can contribute to realizing B5G. This article is intended to stimulate discussion on the role that ML can play to overcome the limitations for a wide deployment of autonomous 5G/B5G mobile and wireless communications","Machine Learning for 5G/B5G Mobile and Wireless Communications: Potential, Limitations, and Future Directions",10.1109/ACCESS.2019.2942390,,'Institute of Electrical and Electronics Engineers (IEEE)',"[{'title': 'IEEE Access', 'identifiers': ['issn:2169-3536', '2169-3536']}]",core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
427136958,,"The Internet of Things (IoT) has become a prevalent technology in the IT industry. One of the industries that can benefit extensively in this technology is healthcare. However, the healthcare IoT is still under debate with several studies suggesting it is lack of interoperability, security, and too much complexity. Even more, the risk involved in deploying it is still enormous. Many traditional risk assessment models are unable to provide a specific IoT risk guideline and specification, especially in the healthcare area. Thus, it is essential to understand the full extent of the IoT risk and how to manage its risk in the healthcare area. The risk management models, such as NIST SP 800-30, ISO/IEC 27005, OCTAVE, CRAMM, and EBIOS, which are among the leading and widely used in many areas and healthcare fields, have also been described. Besides, this paper includes a review of three IoT risk assessment models that are based on ABA-IDS, Deep Learning, and AHP-SVM. Based on the review analysis, we proposed a new enhanced healthcare IoT risk assessment model, which aims to provide a real-time monitoring and mitigating risks that incorporate the NIST SP 800-30 framework, ABA-IDS, and CNN deep learning. This shall constitute a better classification of each risk identified to find the best risk mitigation plan",A Conceptual Model for Internet of Things Risk Assessment in Healthcare Domain with Deep Learning Approach,,,"International Journal of Innovative Computing, Penerbit UTM Press",,core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
225139215,2019,"Monitoring animal health worldwide, especially the early detec-tion of outbreaks of emerging pathogens, is one of the means ofpreventing the introduction of infectious diseases in countries(Collier et al., 2008)[3]. In this context, we developed PADI-web, aPlatform for Automated extraction of animal Disease Informationfrom the Web (Arsevska et al., 2016, 2018). PADI-web is a text-mining tool that automatically detects, categorizes and extractsdisease outbreak information from Web news articles. PADI-webcurrently monitors the Web forfive emerging animal infectiousdiseases, i.e., African swine fever, avian influenza including highlypathogenic and low pathogenic avian influenza, foot-and-mouthdisease, bluetongue, and Schmallenberg virus infection. PADI-webcollects Web news articles in near-real time through RSS feeds.Currently, PADI-web collects disease information from GoogleNews because of its international and multiple language coverage.We implemented machine learning techniques to identify therelevant disease information in texts (i.e., location and date of anoutbreak, affected hosts, their numbers and clinical signs). In orderto train the model for Information Extraction (IE) from newsarticles, a corpus in English has been manually labeled by domainexperts. This labeled corpus (Rabatel et al., 2017) is presented inthis data paper",PADI-web corpus: Labeled textual data in animal health domain,10.1016/j.dib.2018.12.063,,,,core,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
