contentType,identifier,title,publicationName,doi,publisher,publicationDate,abstract,url,database,query_name,query_value
Article,doi:10.1007/s11042-022-13510-x,Analysis of the optimal number of clusters and probability in homogeneous unreliable WSNs,Multimedia Tools and Applications,10.1007/s11042-022-13510-x,Springer,2022-08-02,"In this paper, we propose a simple simulation model for analyzing and evaluating the low energy adaptive clustering hierarchy (LEACH) protocol’s performance in a noisy realistic wireless environment. A general parameter called probability of reception ( p r ) describes the noise level in this model. The success or failure of packet reception between sender and receiver can be used to assess the impact of network noise. The LEACH algorithm’s energy model has been modified to include the noise factor ( p r ). Based on the new modified energy model, new analytical formulas for the optimal number of clusters and the optimal probability of a node becoming a cluster head are derived. Furthermore, we investigate what network dimensions are required to achieve the optimal number of clusters in a noisy environment, as this will increase the network’s lifetime. It is demonstrated that the optimal number of clusters, and thus the optimal probability of CHs, are shown to be achieved by two factors: short wireless links formed within the clusters and equal network layout dimensions. Noise is shown to have a significant negative impact on the LEACH protocol’s operation, particularly on network life time, throughput, and the protocol’s stability and instability periods.",http://dx.doi.org/10.1007/s11042-022-13510-x,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11277-022-09658-2,"A Contemporary Survey on IoT Based Smart Cities: Architecture, Applications, and Open Issues",Wireless Personal Communications,10.1007/s11277-022-09658-2,Springer,2022-08-01,"Internet of Things (IoT) is one of the emerging technologies, which is widely used across the globe. As the idea of a smart city was founded, IoT has been acknowledged as the key foundation in smart city paradigms. Technology makes a person smart, and to make the world smart, we have to make the country smart. To make the country smart, we have to make cities smart and to make smart cities, we have to be smart. In short, to create a smart environment, one must be equipped and familiar with the current trends. The integration of various smart devices and systems facilitates IoT for a smart city. The interdependent and interwoven nature of smart cities puts notable legislative, socioeconomic, and technical challenges for integrators, organizations, and designers committed to administrating these novel entities. The goal of this paper is to illustrate a contemporary survey of IoT-based smart cities with their potential, current trends and developments, amenity architecture, application area, real-world involvement, and open challenges. In addition, key elements with potential implementation constraints and integration of various IoT-based application areas that play a key role in building a smarter city have also been discussed. This extensive study contributes a useful panorama on various key points and gives a critical direction for forthcoming investigations. This study will also provide a reference point for practitioners and academics in the near future.",http://dx.doi.org/10.1007/s11277-022-09658-2,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11042-022-12885-1,Review paper on technology adoption and sustainability in India towards smart cities,Multimedia Tools and Applications,10.1007/s11042-022-12885-1,Springer,2022-08-01,"This paper mainly aims to identify the key factors that should be included in building of smart cities in a proper efficient way. Due to rapid increase in urban population, it should be responsible to provide a better way in building of a smart city. Smart city is an idea of providing urban development that includes social, financial, ecological parts of a society. A smart and sustainable city has goals to be achieved in an adaptable, reliable, scalable, accessible, and in resilient way which will be discussed in the methodology section. This paper mainly focuses on some important factors in improving sustainability of smart cities such as climate and environmental issues and governance authorities for improving quality of life of citizens. Also, this paper explains 3E’s which are environment, economy and equity are plays a crucial role in rapid development of smart cities. This research is focused on discussing various smart technologies recently used in India and the challenges involved in them. Recent literature on smart city development is reviewed, and the challenges that prevailed in recent technologies are analysed. This paper includes how Internet of Things (IoT), Connectivity, Cloud computing and AI etc., should be effectively used for developing a smart city. This paper deals with the requirements to build smart cities in India – regarding various aspects like available resources, lifestyle, transport management system, smart healthcare system, smart waste management, smart Sanitation, smart railways, smart agriculture, home automation, smart energy consumption etc. This paper also discusses ‘smart living,“smart infrastructure,“smart governance,“smart economy,’ and other various systems which are need for Smart India in particular. When adopted with proper planning, all the above catalysing with smart services and solutions, build a sustainable city.",http://dx.doi.org/10.1007/s11042-022-12885-1,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11042-022-12536-5,Application of Digital Twins in multiple fields,Multimedia Tools and Applications,10.1007/s11042-022-12536-5,Springer,2022-08-01,"With the development of science and technology, the high-tech industry is developing rapidly, and various new-age technologies continue to appear, and Digital Twins (DT) is one of them. As a brand-new interactive technology, DT technology can handle the interaction between the real world and the virtual world well. It has become a hot spot in the academic circles of all countries in the world. DT have developed rapidly in recent years result from centrality, integrity and dynamics. It is integrated with other technologies and has been applied in many fields, such as smart factory in industrial production, digital model of life in medical field, construction of smart city, security guarantee in aerospace field, immersive shopping in commercial field and so on. The introduction of DT is mostly a summary of concepts, and few practical applications of Digital Twins are introduced. The purpose of this paper is to enable people to understand the application status of DT technology. At the same time, the introduction of core technologies related to DT is interspersed in the application introduction. Finally, combined with the current development status of DT, predict the future development trend of DT and make a summary.",http://dx.doi.org/10.1007/s11042-022-12536-5,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10708-021-10423-4,"Citizen sensors for smart city planning and traffic management: crowdsourcing geospatial data through smartphones in Jeddah, Saudi Arabia",GeoJournal,10.1007/s10708-021-10423-4,Springer,2022-08-01,"With more than 84% of the population residing in cities, the Kingdom of Saudi Arabia is among the highly urbanized countries in the world. New strategic policies support the development of smart cities across the kingdom. Though non-availability of data is a major hurdle in the way of planning smart cities. We used a mixed method approach for this study including a qualitative review of various urban planning applications in Jeddah and worldwide in combination with a pilot survey to understand what type and mode of data reporting people prefer. Based on the initial findings a data crowdsourcing application—‘SMART JEDDH’ was developed and tested. Around 177 crowdsourced reports detecting 15 hotspots of car parking dearth, while 47 PM 2.5 measurements at King Abdulaziz University campus was recorded. Results were visualized by heat maps in an open-source GIS environment. Furthermore, we model developed ordinal logistic regression (OLR) models with the 1581 responses on 5-point Likert scale to answer 3 key questions including importance of smartphone-based participation in resolving location specific urban challenges, importance of public participation through smartphones in the improvement of the quality of smart city plans, and the importance of the role of the authorities in mobilising people for smartphone-based participation. OLR results revealed that there is a significant difference of public opinions based on their nationality, gender, education, profession, and income levels in the city of Jeddah. Finally, we recommend that crowdsourced smartphone applications should be promoted for data collection because of inherent benefits through increased public participation. Abundant data though public participation might be helpful in realizing success of smart cities under Vision 2030 of Saudi Arabia of which maximizing ‘quality of life’ is a key target.",http://dx.doi.org/10.1007/s10708-021-10423-4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s00170-022-09632-z,Industry application of digital twin: from concept to implementation,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-022-09632-z,Springer,2022-08-01,"With the development of artificial intelligence, big data, Internet of Things, and other technologies, digital twin has gained great attention and become a current research topic. Using digital twin technology, the digital twin model can be constructed in the cyber space that is fully equivalent to the physical entity. It is always consistent with the physical entity in the operation process, which greatly improves the dynamic perception and prediction ability of the real world. After the development in recent years, digital twin has gradually changed from the initial concept discussion to the study of model framework and implementation method. However, because the research objects in different industries have great differences in their own composition, service conditions, and application scenarios, they have personalized characteristics in modeling strategies and usage methods. Therefore, based on different industries, this paper reviews the current articles on digital twins and distinguishes the focus of digital twin modeling research; subsequently, the relevant supporting techniques and methods are summarized according to their different importance for digital twin modeling. Based on the review in this paper, future researchers can conduct targeted research on digital twin technology in term of the characteristics of the objects in their industry.",http://dx.doi.org/10.1007/s00170-022-09632-z,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s00530-021-00818-1,"Fusion of AI techniques to tackle COVID-19 pandemic: models, incidence rates, and future trends",Multimedia Systems,10.1007/s00530-021-00818-1,Springer,2022-08-01,"The COVID-19 pandemic is rapidly spreading across the globe and infected millions of people that take hundreds of thousands of lives. Over the years, the role of Artificial intelligence (AI) has been on the rise as its algorithms are getting more and more accurate and it is thought that its role in strengthening the existing healthcare system will be the most profound. Moreover, the pandemic brought an opportunity to showcase AI and healthcare integration potentials as the current infrastructure worldwide is overwhelmed and crumbling. Due to AI’s flexibility and adaptability, it can be used as a tool to tackle COVID-19. Motivated by these facts, in this paper, we surveyed how the AI techniques can handle the COVID-19 pandemic situation and present the merits and demerits of these techniques. This paper presents a comprehensive end-to-end review of all the AI-techniques that can be used to tackle all areas of the pandemic. Further, we systematically discuss the issues of the COVID-19, and based on the literature review, we suggest their potential countermeasures using AI techniques. In the end, we analyze various open research issues and challenges associated with integrating the AI techniques in the COVID-19.",http://dx.doi.org/10.1007/s00530-021-00818-1,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11276-022-02992-0,Abnormal traffic detection-based on memory augmented generative adversarial IIoT-assisted network,Wireless Networks,10.1007/s11276-022-02992-0,Springer,2022-08-01,"The implementation of IoT in industrial management is referred as Industrial IoT (IIoT). It is used to increase the overall operational efficiency. IIoT is considered as the backbone of the contemporary industries. For this purpose, strong security foundations have to be deployed with IIoT. This accelerates the industrial automation process by enrolling thousands of IoT devices and thus befitting the scattered connection and constrained functionalities of the IoT devices. In the Industrial Internet of Things, abnormal traffic detection is an emerging dilemma in network security. It can be ensured by monitoring the traffic flow in large-scale networks. In this connection, the deep learning paradigm has been accepted as the mainstream phenomenon in the field of abnormal traffic detection. It has achieved optimal results due to the constant improvement of computer performance with the help of Artificial Intelligence. Majority of the existing methods are based on supervised learning. As a result, due to numerous constraints, obtaining and marking abnormal traffic data samples in real life is extremely difficult. In addition, due to the diversity and complexity of the abnormal network data, the adaptability of various detection methods is low as well as difficult to judge the new abnormal traffic. Based on the above problems, this paper has proposed a semi-supervised abnormal flow detection framework in the IIoT based network scenario. The proposed model is named Memory Augment Based on Generative Adversarial Network (MeAEG-Net). It detects anomalies by training only normal flow of sample data and comparing the reconstruction errors of the underlying characteristics of input flow of generator module. To improve the generator's training, generative adversarial network has been deployed to tackle the problem of the autoencoder which is susceptible to noise. The generator uses an autoencoder and decoder structure. In addition, the memory augments module is introduced to the autoencoder's sub-network to reduce the generator module's generalization ability and raise the abnormal traffic reconstruction error. Our experimental results show that the method proposed in this paper can achieve a good effect of abnormal traffic detection in IIoT based networks under the premise of learning normal traffic data samples and improving the overall performance in all sectors of the industry.",http://dx.doi.org/10.1007/s11276-022-02992-0,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10586-021-03423-z,"A survey on internet of energy security: related fields, challenges, threats and emerging technologies",Cluster Computing,10.1007/s10586-021-03423-z,Springer,2022-08-01,"The need for security has never been more than this for the structure of today’s world. Emerging industrial revolutions started to shapeshift many well-known applications to address topics that concern the human race because of the change done to the ecological system regarding carbon emission and environmental pollution. IoE will be the vertical application for this greener innovation projected to have many IoT devices in many fields. The repercussion of mischievous attacks on this new technology would be a calamity in both physical meanings and trustworthiness; the rapid escalation in the number of eco-friendly services developments will have a massive blowback, especially while we are on the 5G doorstep. Focusing on security will help promote the expansion of IoE and greener solutions and the relationship for exploiting the benefits of the smart grid, cloud computing, internet of vehicles. Though this is a new area of research, it has attracted significant attention already. Still, many studies have been done separately to examine the challenges from various angles without reflecting the chronological growth of this technology and security aspects to achieve better strategies. This paper represents a survey related to the surrounding concerns and comparisons for IoE before and after involvement in such services as no survey covers the broad aspect of this topic, discussing its future research opportunities, the raised concern regarding it. Motivated by that to deliver this paper, we identify security as a significant centric topic that can be addressed with innovative approaches and solutions to secure our system through various approaches.",http://dx.doi.org/10.1007/s10586-021-03423-z,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11633-022-1338-z,A Weighted Average Consensus Approach for Decentralized Federated Learning,Machine Intelligence Research,10.1007/s11633-022-1338-z,Springer,2022-08-01,"Federated learning (FedL) is a machine learning (ML) technique utilized to train deep neural networks (DeepNNs) in a distributed way without the need to share data among the federated training clients. FedL was proposed for edge computing and Internet of things (IoT) tasks in which a centralized server was responsible for coordinating and governing the training process. To remove the design limitation implied by the centralized entity, this work proposes two different solutions to decentralize existing FedL algorithms, enabling the application of FedL on networks with arbitrary communication topologies, and thus extending the domain of application of FedL to more complex scenarios and new tasks. Of the two proposed algorithms, one, called FedLCon, is developed based on results from discrete-time weighted average consensus theory and is able to reconstruct the performances of the standard centralized FedL solutions, as also shown by the reported validation tests.",http://dx.doi.org/10.1007/s11633-022-1338-z,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s12667-020-00376-x,A comparison of machine learning algorithms for forecasting indoor temperature in smart buildings,Energy Systems,10.1007/s12667-020-00376-x,Springer,2022-08-01,"The international community has largely recognized that the Earth’s climate is changing. Mitigating its global effects requires international actions. The European Union (EU) is leading several initiatives focused on reducing the problems. Specifically, the Climate Action tries to both decrease EU greenhouse gas emissions and improve energy efficiency by reducing the amount of primary energy consumed, and it has pointed to the development of efficient building energy management systems as key. In traditional buildings, households are responsible for continuously monitoring and controlling the installed Heating, Ventilation, and Air Conditioning (HVAC) system. Unnecessary energy consumption might occur due to, for example, forgetting devices turned on, which overwhelms users due to the need to tune the devices manually. Nowadays, smart buildings are automating this process by automatically tuning HVAC systems according to user preferences in order to improve user satisfaction and optimize energy consumption. Towards achieving this goal, in this paper, we compare 36 Machine Learning algorithms that could be used to forecast indoor temperature in a smart building. More specifically, we run experiments using real data to compare their accuracy in terms of R-coefficient and Root Mean Squared Error and their performance in terms of Friedman rank. The results reveal that the ExtraTrees regressor has obtained the highest average accuracy (0.97%) and performance (0,058%) over all horizons.",http://dx.doi.org/10.1007/s12667-020-00376-x,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10489-021-03047-1,Multi-stage deep probabilistic prediction for travel demand,Applied Intelligence,10.1007/s10489-021-03047-1,Springer,2022-08-01,"Accurate demand prediction is an essential component of any decision support system for smart vehicle dispatching. However, predicting real time demand at the micro-geographical level is a challenging task due to its underlying complexity, and prior work has focused largely on predicting one-step-ahead demand at a macro-geographical level, often using classical times series models that do not consider exogenous factors or quantify the prediction uncertainty in a probabilistic setting. In this paper, we propose an end-to-end deep learning-based framework with a novel architecture to predict multi-step-ahead real time travel demand, along with uncertainty estimation. The model is multi-stage and captures both spatial and temporal aspects. We employ the encoder-decoder framework with variations of convolution and LSTM units, and incorporate an attention mechanism into the model to quantify the interdependence between the input and output elements. We illustrate our model using two real data sets: a taxi and a ride-sharing service (Uber) for the city of New York.",http://dx.doi.org/10.1007/s10489-021-03047-1,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11831-021-09694-4,Particle Swarm Optimization Algorithm and Its Applications: A Systematic Review,Archives of Computational Methods in Engineering,10.1007/s11831-021-09694-4,Springer,2022-08-01,"Throughout the centuries, nature has been a source of inspiration, with much still to learn from and discover about. Among many others, Swarm Intelligence (SI), a substantial branch of Artificial Intelligence, is built on the intelligent collective behavior of social swarms in nature. One of the most popular SI paradigms, the Particle Swarm Optimization algorithm (PSO), is presented in this work. Many changes have been made to PSO since its inception in the mid 1990s. Since their learning about the technique, researchers and practitioners have developed new applications, derived new versions, and published theoretical studies on the potential influence of various parameters and aspects of the algorithm. Various perspectives are surveyed in this paper on existing and ongoing research, including algorithm methods, diverse application domains, open issues, and future perspectives, based on the Systematic Review (SR) process. More specifically, this paper analyzes the existing research on methods and applications published between 2017 and 2019 in a technical taxonomy of the picked content, including hybridization, improvement, and variants of PSO, as well as real-world applications of the algorithm categorized into: health-care, environmental, industrial, commercial, smart city, and general aspects applications. Some technical characteristics, including accuracy, evaluation environments, and proposed case study are involved to investigate the effectiveness of different PSO methods and applications. Each addressed study has some valuable advantages and unavoidable drawbacks which are discussed and has accordingly yielded some hints presented for addressing the weaknesses of those studies and highlighting the open issues and future research perspectives on the algorithm.",http://dx.doi.org/10.1007/s11831-021-09694-4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s00542-022-05326-4,Automation of human behaviors and its prediction using machine learning,Microsystem Technologies,10.1007/s00542-022-05326-4,Springer,2022-08-01,"Prediction is a method of detecting a person's behavior toward online buying by evaluating publically available evaluations on the web. Understanding expressive human communication involves a simultaneous examination of speech and gestures since human behavior is communicated through a combination of verbal and nonverbal channels. Machine learning algorithms are utilized in this work to extract evaluations from the net and categorize these into five classes, namely, highly favorable, favorable, neutrality, bad, and strongly negative, for the prediction of human behavior. A person's behavior is analyzed, and the experimental comparison is made to machine learning methodologies. Numerous classifiers are employed on manuscript transcripts in this work to determine the accuracy, exactness, recollection, and f1-score, which are also represented in terms of muddle matrices. In this research studies a new technique is proposed using Ludwig classifier and it has been discovered that deep learning employing the Ludwig classifier achieves near-perfect accuracy about 99.9%. The outcomes are presented to demonstrate the preceding point.",http://dx.doi.org/10.1007/s00542-022-05326-4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11042-022-13614-4,Seed: secure and energy efficient data-collection method for IoT network,Multimedia Tools and Applications,10.1007/s11042-022-13614-4,Springer,2022-08-01,"With increase in the demand of better data collection from various IoT devices, researchers are showing more interests in providing the enhanced data collection methods to the users. Many data collection methods have proposed, but still more efficiency and better results are required. In this paper, a novel and secure data collection method from IoT devices has proposed. In this paper, SEED (Secure and energy efficient data-collection) method has discussed. It includes creation of aggregator nodes and path discovery algorithms. Integrity of data is analysed by using MD5 hashing technique. This hashing technique is one of the most usable techniques as compared to other. In the regard of implementation of this novel secure and energy data collection method, MD5 is used to just hash the processing data in the entire process. In earlier scenarios, there were various issues regarding fault tolerance, congestion, energy wastage, path discovery and load balancing in a network. To resolve these issues, updating of the aggregator node is done after each failure or transmission. Transmission of huge amount of data can create different challenges in network. This research is completely different from other existing researches of data collection with routing as it deals with sink node by using a unique path discovery algorithm. This proposed mechanism provides the better results for all of the nodes and network in terms of energy efficiency and throughput.",http://dx.doi.org/10.1007/s11042-022-13614-4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
