doi,type,query_name,query_value,publication,publisher,publication_date,database,title,url,abstract
http://arxiv.org/abs/2012.03257v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2020-12-06 00:00:00,arxiv,"coedge: cooperative dnn inference with adaptive workload partitioning
  over heterogeneous edge devices",http://arxiv.org/abs/2012.03257v1,"Recent advances in artificial intelligence have driven increasing intelligent
applications at the network edge, such as smart home, smart factory, and smart
city. To deploy computationally intensive Deep Neural Networks (DNNs) on
resource-constrained edge devices, traditional approaches have relied on either
offloading workload to the remote cloud or optimizing computation at the end
device locally. However, the cloud-assisted approaches suffer from the
unreliable and delay-significant wide-area network, and the local computing
approaches are limited by the constrained computing capability. Towards
high-performance edge intelligence, the cooperative execution mechanism offers
a new paradigm, which has attracted growing research interest recently. In this
paper, we propose CoEdge, a distributed DNN computing system that orchestrates
cooperative DNN inference over heterogeneous edge devices. CoEdge utilizes
available computation and communication resources at the edge and dynamically
partitions the DNN inference workload adaptive to devices' computing
capabilities and network conditions. Experimental evaluations based on a
realistic prototype show that CoEdge outperforms status-quo approaches in
saving energy with close inference latency, achieving up to 25.5%~66.9% energy
reduction for four widely-adopted CNN models."
http://arxiv.org/abs/2006.10978v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2020-06-19 00:00:00,arxiv,"cooling-aware resource allocation and load management for mobile edge
  computing systems",http://arxiv.org/abs/2006.10978v1,"Driven by explosive computation demands of Internet of Things (IoT), mobile
edge computing (MEC) provides a promising technique to enhance the computation
capability for mobile users. In this paper, we propose a joint resource
allocation and load management mechanism in an MEC system with wireless power
transfer (WPT), by jointly optimizing the transmit power for WPT, the
local/edge computing load, the offloading time, and the frequencies of the
central processing units (CPUs) at the access point (AP) and the users. To
achieve an energy-efficient and sustainable WPT-MEC system, we minimize the
total energy consumption of the AP, while meeting computation latency
requirements. Cooling energy which is non-negligible, is taken into account in
minimizing the energy consumption of the MEC system. By rigorously
orchestrating the state-of-the-art optimization techniques, we design an
iterative algorithm and obtain the optimal solution in a semi-closed form.
Based on the solution, interesting properties and insights are summarized.
Extensive numerical tests show that the proposed algorithm can save up to 90.4%
the energy of existing benchmarks."
http://arxiv.org/abs/2002.05531v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2020-02-12 00:00:00,arxiv,modelling fog offloading performance,http://arxiv.org/abs/2002.05531v1,"Fog computing has emerged as a computing paradigm aimed at addressing the
issues of latency, bandwidth and privacy when mobile devices are communicating
with remote cloud services. The concept is to offload compute services closer
to the data. However many challenges exist in the realisation of this approach.
During offloading, (part of) the application underpinned by the services may be
unavailable, which the user will experience as down time. This paper describes
work aimed at building models to allow prediction of such down time based on
metrics (operational data) of the underlying and surrounding infrastructure.
Such prediction would be invaluable in the context of automated Fog offloading
and adaptive decision making in Fog orchestration. Models that cater for four
container-based stateless and stateful offload techniques, namely Save and
Load, Export and Import, Push and Pull and Live Migration, are built using four
(linear and non-linear) regression techniques. Experimental results comprising
over 42 million data points from multiple lab-based Fog infrastructure are
presented. The results highlight that reasonably accurate predictions (measured
by the coefficient of determination for regression models, mean absolute
percentage error, and mean absolute error) may be obtained when considering 25
metrics relevant to the infrastructure."
http://arxiv.org/abs/2001.10300v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2020-01-28 00:00:00,arxiv,"dynamic network slicing for scalable fog computing systems with energy
  harvesting",http://arxiv.org/abs/2001.10300v1,"This paper studies fog computing systems, in which cloud data centers can be
supplemented by a large number of fog nodes deployed in a wide geographical
area. Each node relies on harvested energy from the surrounding environment to
provide computational services to local users. We propose the concept of
dynamic network slicing in which a regional orchestrator coordinates workload
distribution among local fog nodes, providing partitions/slices of energy and
computational resources to support a specific type of service with certain
quality-of-service (QoS) guarantees. The resources allocated to each slice can
be dynamically adjusted according to service demands and energy availability. A
stochastic overlapping coalition-formation game is developed to investigate
distributed cooperation and joint network slicing between fog nodes under
randomly fluctuating energy harvesting and workload arrival processes. We
observe that the overall processing capacity of the fog computing network can
be improved by allowing fog nodes to maintain a belief function about the
unknown state and the private information of other nodes. An algorithm based on
a belief-state partially observable Markov decision process (B-POMDP) is
proposed to achieve the optimal resource slicing structure among all fog nodes.
We describe how to implement our proposed dynamic network slicing within the
3GPP network sharing architecture, and evaluate the performance of our proposed
framework using the real BS location data of a real cellular system with over
200 BSs deployed in the city of Dublin. Our numerical results show that our
framework can significantly improve the workload processing capability of fog
computing networks. In particular, even when each fog node can coordinate only
with its closest neighbor, the total amount of workload processed by fog nodes
can be almost doubled under certain scenarios."
http://arxiv.org/abs/2001.06328v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2020-01-16 00:00:00,arxiv,energy efficient cloud-fog architecture,http://arxiv.org/abs/2001.06328v1,"The advancements of cloud computing came as a radical transformation in the
way Information and Communication Technology (ICT) services are deployed and
maintained. Cloud computing provides ubiquitous on-demand access to an
Internet-based pool of processing, storage, and communication resources offered
to a large set of geographically distributed users. As the cloud computing
infrastructure grows and demand increases, the need for a new breed of
on-demand computing that can efficiently maintain Quality of Service (QoS)
requirements has increased. Fog computing was proposed to address the
limitations of cloud computing, in terms of delay and high bandwidth
requirements, by extending the on-demand resources of clouds to the edge of the
network bringing them closer to the users. The massive growth and wide use of
cloud-fog services have created serious power consumption concerns. This
article delves into the energy consumption of cloud-fog services by raising
headline questions related to; how significant the problem itself is, how
different conditions/scenarios affect the energy consumption of the
architecture, and how to orchestrate the use of the architecture in an
energy-efficient manner. We start by summarizing the cloud-fog architecture
including different communication and computing layers. Additionally, we give a
brief overview of the role of Virtual Machine (VM) placement in optimally using
cloud-fog resources in a dynamic manner. Then, we present the problem of energy
efficient VMs placement and provide numerical results."
http://arxiv.org/abs/1911.03600v2,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2019-11-09 00:00:00,arxiv,"distributed redundant placement for microservice-based applications at
  the edge",http://arxiv.org/abs/1911.03600v2,"Multi-access Edge Computing (MEC) is booming as a promising paradigm to push
the computation and communication resources from cloud to the network edge to
provide services and to perform computations. With container technologies,
mobile devices with small memory footprint can run composite microservice-based
applications without time-consuming backbone. Service placement at the edge is
of importance to put MEC from theory into practice. However, current
state-of-the-art research does not sufficiently take the composite property of
services into consideration. Besides, although Kubernetes has certain abilities
to heal container failures, high availability cannot be ensured due to
heterogeneity and variability of edge sites. To deal with these problems, we
propose a distributed redundant placement framework SAA-RP and a GA-based
Server Selection (GASS) algorithm for microservice-based applications with
sequential combinatorial structure. We formulate a stochastic optimization
problem with the uncertainty of microservice request considered, and then
decide for each microservice, how it should be deployed and with how many
instances as well as on which edge sites to place them. Benchmark policies are
implemented in two scenarios, where redundancy is allowed and not,
respectively. Numerical results based on a real-world dataset verify that GASS
significantly outperforms all the benchmark policies."
http://arxiv.org/abs/1909.05530v2,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2019-09-12 00:00:00,arxiv,"reinforcing edge computing with multipath tcp enabled mobile device
  clouds",http://arxiv.org/abs/1909.05530v2,"In recent years, enormous growth has been witnessed in the computational and
storage capabilities of mobile devices. However, much of this computational and
storage capabilities are not always fully used. On the other hand, popularity
of mobile edge computing which aims to replace the traditional centralized
powerful cloud with multiple edge servers is rapidly growing. In particular,
applications having strict latency requirements can be best served by the
mobile edge clouds due to a reduced round-trip delay. In this paper we propose
a Multi-Path TCP (MPTCP) enabled mobile device cloud (MDC) as a replacement to
the existing TCP based or D2D device cloud techniques, as it effectively makes
use of the available bandwidth by providing much higher throughput as well as
ensures robust wireless connectivity. We investigate the congestion in
mobile-device cloud formation resulting mainly due to the message passing for
service providing nodes at the time of discovery, service continuity and
formation of cloud composition. We propose a user space agent called congestion
handler that enable offloading of packets from one sub-flow to the other under
link quality constraints. Further, we discuss the benefits of this design and
perform preliminary analysis of the system."
http://arxiv.org/abs/1901.04280v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2019-01-14 00:00:00,arxiv,"sdn-enabled mimo heterogeneous cooperative networks with flexible cell
  association",http://arxiv.org/abs/1901.04280v1,"Small-cell densification is a strategy enabling the offloading of users from
macro base stations (MBSs), in order to alleviate their load and increase the
coverage, especially, for cell-edge users. In parallel, as the network
increases in density, the BS cooperation emerges as an efficient design method
towards the demands for drastic improvement of the system performance against
the detrimental overall interference. In addition, the tiers are enhanced with
cell association policies by introducing the concept of the association
probability. Above this and motivated by the advantages of cooperation among
BSs, the small base stations (SBSs) are enriched with this property in their
design. SBS cooperation allows shedding light into its impact on the cell
selection rules in multi-antenna HetNets. Under these settings,
software-defined networking (SDN) is introduced smoothly to play the leading
role in the orchestration of the network. {In particular, heavy operations such
as the coordination and the cell association are undertaken by virtue of an SDN
controller performing and managing efficiently the corresponding computations
due to its centralized adaptability and dynamicity towards the enhancement and
potential scalability of the network}. In this context, we derive the coverage
probability and the mean achievable rate. Not only we show the outperformance
of BS cooperation over uncoordinated BSs, but we also demonstrate that the SBS
cooperation enables the admittance of more users from the macro-cell BSs
(MBSs). Moreover, we investigate the performance of different transmission
techniques, and we identify the optimal bias in each case when SBSs cooperate.
Finally, we depict that the SBS densification is beneficial until a specific
density value since a further increase does not increase the coverage
probability."
http://arxiv.org/abs/1812.00300v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2018-12-02 00:00:00,arxiv,"containers orchestration with cost-efficient autoscaling in cloud
  computing environments",http://arxiv.org/abs/1812.00300v1,"Containers are standalone, self-contained units that package software and its
dependencies together. They offer lightweight performance isolation, fast and
flexible deployment, and fine-grained resource sharing. They have gained
popularity in better application management and deployment in recent years and
are being widely used by organizations to deploy their increasingly diverse
workloads such as web services, big data, and IoT in either proprietary
clusters or cloud data centres. This has led to the emergence of container
orchestration platforms, which are designed to manage the deployment of
containerized applications in large-scale clusters. The majority of these
platforms are tailored to optimize the scheduling of containers on a
fixed-sized private cluster but are not enabled to autoscale the size of the
cluster nor to consider features specific to public cloud environments. In this
work, we propose a comprehensive container resource management approach that
has three different objectives. The first one is to optimize the initial
placement of containers by efficiently scheduling them on existing resources.
The second one is to autoscale the number of resources at runtime based on the
current cluster's workload. The third one is a rescheduling mechanism to
further support the efficient use of resources by consolidating applications
into fewer VMs when possible. Our algorithms are implemented as a
plugin-scheduler for Kubernetes platform. We evaluated our framework and the
effectiveness of the proposed algorithms on an Australian national cloud
infrastructure. Our experiments demonstrate that considerable cost savings can
be achieved by dynamically managing the cluster size and placement of
applications. We find that our proposed approaches are capable of reducing the
cost by 58% when compared to the default Kubernetes scheduler."
http://arxiv.org/abs/1806.03157v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2018-06-08 00:00:00,arxiv,"a publish/subscribe qos-aware framework for massive iot traffic
  orchestration",http://arxiv.org/abs/1806.03157v1,"Internet of Things (IoT) application deployment requires the allocation of
resources such as virtual machines, storage, and network elements that must be
deployed over distinct infrastructures such as cloud computing, Cloud of Things
(CoT), datacenters and backbone networks. For massive IoT data acquisition, a
gateway-based data aggregation approach is commonly used featuring sensor/
actuator seamless access and providing cache/ buffering and preprocessing
functionality. In this perspective , gateways acting as producers need to
allocate network resources to send IoT data to consumers. In this paper, it is
proposed a Publish/-Subscribe (PubSub) quality of service (QoS) aware framework
(PSIoT-Orch) that orchestrates IoT traffic and allocates network resources
between aggregates and consumers for massive IoT traffic. PSIoT-Orch schedules
IoT data flows based on its configured QoS requirements. Additionally , the
framework allocates network resources (LSP/ bandwidth) over a controlled
backbone network with limited and constrained resources between IoT data users
and consumers. Network resources are allocated using a Bandwidth Allocation
Model (BAM) to achieve efficient network resource allocation for scheduled IoT
data streams. PSIoT-Orch adopts an ICN (Information-Centric Network) PubSub
architecture approach to handle IoT data transfers requests among framework
components. The proposed framework aims at gathering the inherent advantages of
an ICN-centric approach using a PubSub message scheme while allocating
resources efficiently keeping QoS awareness and handling restricted network
resources (bandwidth) for massive IoT traffic."
http://arxiv.org/abs/1004.3099v1,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',arxiv,arxiv,2010-04-19 00:00:00,arxiv,"controlled growth, patterning and placement of carbon nanotube thin
  films",http://arxiv.org/abs/1004.3099v1,"Controlled growth, patterning and placement of carbon nanotube (CNT) thin
films for electronic applications are demonstrated. The density of CNT films is
controlled by optimizing the feed gas composition as well as the concentration
of growth catalyst in a chemical vapor deposition process. Densities of CNTs
ranging from 0.02 CNTs/{\mu}m^2 to 1.29 CNTs/{\mu}m^2 are obtained. The
resulting pristine CNT thin films are then successfully patterned using either
pre-growth or post-growth techniques. By developing a layered photoresist
process that is compatible with ferric nitrate catalyst, significant
improvements over popular pre-growth patterning methods are obtained.
Limitations of traditional post-growth patterning methods are circumvented by
selective transfer printing of CNTs with either thermoplastic or metallic
stamps. Resulting as-grown patterns of CNT thin films have edge roughness (< 1
{\mu}m) and resolution (< 5 {\mu}m) comparable to standard photolithography.
Bottom gate CNT thin film devices are fabricated with field-effect mobilities
up to 20 cm^2/Vs and on/off ratios of the order of 10^3. The patterning and
transfer printing methods discussed here have a potential to be generalized to
include other nanomaterials in new device configurations."
10.1007/s11227-022-04458-8,preprocessed,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',The Journal of Supercomputing,Springer,2022-08-01 00:00:00,springer,service placement strategy for joint network selection and resource scheduling in edge computing,http://dx.doi.org/10.1007/s11227-022-04458-8,"In the edge computing, service placement refers to the process of installing service platforms, databases, and configuration files corresponding to computing tasks on edge service nodes. In order to meet the latency requirements of new types of applications, service placement in edge computing becomes critical. The service placement strategy must be carried out in accordance with the relevant tasks within the program. However, previous research has paid little attention to related tasks within the application. If the service placement strategy does not consider task relevance, the system will frequently switch services and cause serious system overhead. In this paper, we mainly study the problem of service placement in edge computing. At the same time, we considered the issue of network access point selection during data transmission and the dependencies of task execution. We propose a Dynamic Service Placement List Scheduling (DSPLS) algorithm based on dynamic remaining task service time prediction. We conducted relevant simulation experiments, and our algorithm took the least amount of time to complete the task."
