id,status,doi,publisher,database,query_name,query_value,url,publication_date,title,abstract
11,included,10.1109/access.2022.3190857,IEEE,ieeexplore,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',https://ieeexplore.ieee.org/document/9829747/,2022-01-01 00:00:00,collaborative resource sharing game based cloud-edge offload computing orchestration scheme,"In the foreseeable future, the rapid growth of mobile communications and cloud systems has substantially promoted edge computing paradigm. Although edge computing technology has been attracting much interest, most current research is application-specific without considering a control perspective of cloud providers that provides general-purpose edge services. In this study, we present a new cloud-edge computing orchestration scheme that integrates the different resource sharing problems to maximize benefits for offloading computing services. Specifically, we focus on two cooperative game solutions -<i>Sim bargaining solution</i> and <i>interval Banzhaf Value</i>- to effectively share the computing, communication and cache resources in the cloud-edge system platform. In the proposed scheme, we formalize two different cooperative games, and they work together and act cooperatively to satisfy contradictory requirements. Under widely different service request situations, we aim at accelerating an efficient resource orchestration through dynamic workload balancing. The primary goal of our cooperative game approach is to find optimal control decisions toward the appropriate system operation. Finally, we evaluate the proposed scheme in terms of several performance criteria from the numerical simulations. Experimental results show that we can achieve a mutually desirable solution with a good system performance balance while enhancing the resource efficiency better than the existing cloud-edge control protocols."
12,excluded,10.1007/978-981-15-3607-6_50,Springer,springer,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',http://dx.doi.org/10.1007/978-981-15-3607-6_50,2020-01-01 00:00:00,orchestration-based task offloading for mobile edge computing in small-cell networks,"To execute computation-intensive applications and stringent latency-critical tasks at resource constraints smart mobile devices, mobile edge computing (MEC) in small-cell networks is one of the leading thought, where mobile devices will offload their computation-intensive tasks to the adjacent small-cell network for faster processing. Currently, some research work has been done for combining mobile edge computing and small-cell networks together. Existing researches mostly concentrate on the user to small base station (SBS) offloading and improving the radio access performance using optimization, while the computing capability of SBS-MEC server is ignored. In order to acquire superior performance, an efficient orchestration-based task offloading for mobile edge computing in small-cell networks is proposed in this paper where edge orchestrator collects all the information from the neighboring small-cell SBS-MEC server to decide for forwarding the workloads from overloaded SBS-MEC to nearby SBS-MEC with a light workload. Simulation results affirm that orchestration-based task offloading scheme offers the best results not only by reducing the task failure but also with a smaller task completion time compared to other approaches in small-cell networks."
13,excluded,http://arxiv.org/abs/1812.00300v1,arxiv,arxiv,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',http://arxiv.org/abs/1812.00300v1,2018-12-02 00:00:00,"containers orchestration with cost-efficient autoscaling in cloud
  computing environments","Containers are standalone, self-contained units that package software and its
dependencies together. They offer lightweight performance isolation, fast and
flexible deployment, and fine-grained resource sharing. They have gained
popularity in better application management and deployment in recent years and
are being widely used by organizations to deploy their increasingly diverse
workloads such as web services, big data, and IoT in either proprietary
clusters or cloud data centres. This has led to the emergence of container
orchestration platforms, which are designed to manage the deployment of
containerized applications in large-scale clusters. The majority of these
platforms are tailored to optimize the scheduling of containers on a
fixed-sized private cluster but are not enabled to autoscale the size of the
cluster nor to consider features specific to public cloud environments. In this
work, we propose a comprehensive container resource management approach that
has three different objectives. The first one is to optimize the initial
placement of containers by efficiently scheduling them on existing resources.
The second one is to autoscale the number of resources at runtime based on the
current cluster's workload. The third one is a rescheduling mechanism to
further support the efficient use of resources by consolidating applications
into fewer VMs when possible. Our algorithms are implemented as a
plugin-scheduler for Kubernetes platform. We evaluated our framework and the
effectiveness of the proposed algorithms on an Australian national cloud
infrastructure. Our experiments demonstrate that considerable cost savings can
be achieved by dynamically managing the cluster size and placement of
applications. We find that our proposed approaches are capable of reducing the
cost by 58% when compared to the default Kubernetes scheduler."
14,included,10.1109/netsoft48620.2020.9165443,IEEE,ieeexplore,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',https://ieeexplore.ieee.org/document/9165443/,2020-07-03 00:00:00,ani: abstracted network inventory for streamlined service placement in distributed clouds,"Scenarios for distributed cloud with multiple edge clouds and centralized data centers are being investigated as the computing and networking underpinnings of next-generation network services such as augmented reality, self-driving vehicles, drones, and more. In such distributed environments, service providers will typically face tens, hundreds, or thousands of compute location candidates (edge, regional, and central) where network service components can be placed. To take optimized placement decisions of network services and execute the management workflows, orchestration systems require up-to-date and accurate resource availability representation, in the form of a network inventory that can be immense in distributed cloud scenarios. As a result, the service management and placement problems may become not tractable. In this work, we propose the Abstracted Network Inventory (ANI) component to generate service-optimized network views over the same network inventory. ANI implements a novel abstraction method where network service requirements are used as an input to generate an optimized abstract network inventory representation, called Logical Network Inventory (LNI). We also provide a formal definition of the network model and problem statement along with the development of three algorithms to efficiently build an LNI. Results show the potential benefits of using an LNI to streamline service management and placement: (i) the relationship between compute nodes and links (i.e., density) in an LNI is reduced between 1.8-2.7x compared to a full network inventory topology; and (ii) up to 50% of time can be saved for service placement after abstracting around 20% of the compute nodes."
15,excluded,10.1016/j.jnca.2020.102785,scopus,sciencedirect,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',https://api.elsevier.com/content/abstract/scopus_id/85090340458,2020-11-15,scalable edge cloud platforms for iot services,"Nowadays, online applications are moving to the cloud, and for delay-sensitive ones, the cloud is being extended with edge/fog domains. Emerging cloud platforms that tightly integrate compute and network resources enable novel services, such as versatile IoT (Internet of Things), augmented reality or Tactile Internet applications. Virtual infrastructure managers (VIMs), network controllers and upper-level orchestrators are in charge of managing these distributed resources. A key and challenging task of these orchestrators is to find the proper placement for software components of the services. As the basic variant of the related theoretical problem (Virtual Network Embedding) is known to be 
                        NP
                     -hard, heuristic solutions and approximations can be addressed. In this paper, we propose two architecture options together with proof-of-concept prototypes and corresponding embedding algorithms, which enable the provisioning of delay-sensitive IoT applications. On the one hand, we extend the VIM itself with network-awareness, typically not available in today's VIMs. On the other hand, we propose a multi-layer orchestration system where an orchestrator is added on top of VIMs and network controllers to integrate different resource domains. We argue that the large-scale performance and feasibility of the proposals can only be evaluated with complete prototypes, including all relevant components. Therefore, we implemented fully-fledged solutions and conducted large-scale experiments to reveal the scalability characteristics of both approaches. We found that our VIM extension can be a valid option for single-provider setups encompassing even 100 edge domains (Points of Presence equipped with multiple servers) and serving a few hundreds of customers. Whereas, our multi-layer orchestration system showed better scaling characteristics in a wider range of scenarios at the cost of a more complex control plane including additional entities and novel APIs (Application Programming Interfaces)."
16,excluded,http://arxiv.org/abs/2002.05531v1,arxiv,arxiv,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',http://arxiv.org/abs/2002.05531v1,2020-02-12 00:00:00,modelling fog offloading performance,"Fog computing has emerged as a computing paradigm aimed at addressing the
issues of latency, bandwidth and privacy when mobile devices are communicating
with remote cloud services. The concept is to offload compute services closer
to the data. However many challenges exist in the realisation of this approach.
During offloading, (part of) the application underpinned by the services may be
unavailable, which the user will experience as down time. This paper describes
work aimed at building models to allow prediction of such down time based on
metrics (operational data) of the underlying and surrounding infrastructure.
Such prediction would be invaluable in the context of automated Fog offloading
and adaptive decision making in Fog orchestration. Models that cater for four
container-based stateless and stateful offload techniques, namely Save and
Load, Export and Import, Push and Pull and Live Migration, are built using four
(linear and non-linear) regression techniques. Experimental results comprising
over 42 million data points from multiple lab-based Fog infrastructure are
presented. The results highlight that reasonably accurate predictions (measured
by the coefficient of determination for regression models, mean absolute
percentage error, and mean absolute error) may be obtained when considering 25
metrics relevant to the infrastructure."
17,excluded,10.1016/j.comnet.2018.06.006,scopus,sciencedirect,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',https://api.elsevier.com/content/abstract/scopus_id/85048725858,2018-09-04,optimal orchestration of virtual network functions,"The emergence of Network Functions Virtualization (NFV) is bringing a set of novel algorithmic challenges in the operation of communication networks. NFV introduces volatility in the management of network functions, which can be dynamically orchestrated, i.e., placed, resized, etc. Virtual Network Functions (VNFs) can belong to VNF chains, where nodes in a chain can serve multiple demands coming from the network edges. In this paper, we formally define the VNF placement and routing (VNF-PR) problem, proposing a versatile linear programming formulation that is able to accommodate specific features and constraints of NFV infrastructures, and that is substantially different from existing virtual network embedding formulations in the state of the art. We also design a math-heuristic able to scale with multiple objectives and large instances. By extensive simulations, we draw conclusions on the trade-off achievable between classical traffic engineering (TE) and NFV infrastructure efficiency goals, evaluating both Internet access and Virtual Private Network (VPN) demands. We do also quantitatively compare the performance of our VNF-PR heuristic with the classical Virtual Network Embedding (VNE) approach proposed for NFV orchestration, showing the computational differences, and how our approach can provide a more stable and closer-to-optimum solution."
18,included,10.1109/access.2021.3085370,IEEE,ieeexplore,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',https://ieeexplore.ieee.org/document/9445114/,2021-01-01 00:00:00,service placement for latency reduction in the fog using application profiles,"The Cloud-Fog-Internet of Things continuum combines different paradigms to provide connectivity and ubiquity for end-users, while also granting low latency and low jitter to cope with different challenges, including the requirements of latency-sensitive applications, such as virtual/augmented reality and online gaming. This constitutes a complex and dynamic environment with heterogeneous resources that need to be managed or orchestrated, in order to accomplish application requirements for low latency. Common orchestration solutions make placement decisions based only on the resources of the underlying network and the application resource requests; however, using the profiles of applications to make placement decisions has the potential to enhance the final performance perceived by the end-users. This paper proposes the use of application profiles according to their popularity to guide their placement. To corroborate the effectiveness of the use of the profiles, two placement mechanisms are presented, one based on Genetic Algorithm and the other inspired on graph partitions. Simulation results show that it is possible to reduce the latency and jitter of applications via a service placement guided by the profiles. The mechanism based on graph partitions showed better results for all scenarios, followed closely by the Genetic Algorithm in the scenarios with lower load."
19,excluded,10.1109/vtc2021-fall52928.2021.9625307,IEEE,ieeexplore,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',https://ieeexplore.ieee.org/document/9625307/,2021-09-30 00:00:00,machine learning based mmwave orchestration for edge gaming qoe enhancement,"Millimeter wave (mmWave) is a crucial component in 5G and beyond 5G communications. However, the dense deployment of mmWave transceivers imposes a heavy burden on the management of radio access network (RAN). This challenge increases the need for autonomous network management methods leveraging machine learning (ML) techniques. In particular, mmWave beam selection is a critical issue for the management of RAN due to the large training overhead on mmWave transceivers. To this end, a new beam tracking method based on sequence-to-sequence (Seq2Seq) learning is proposed. Besides, thanks to edge computing technologies, network management algorithms and delay-sensitive user applications can be hosted on edge servers in close proximity. Due to limited resources on the edge server, the resource allocation problem for beam tracking and edge gaming is investigated with the aim of maximizing game quality of experience (QoE). Simulation results verify the effectiveness of the proposed orchestration scheme."
20,included,http://arxiv.org/abs/2205.14188v1,arxiv,arxiv,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',http://arxiv.org/abs/2205.14188v1,2022-05-27 00:00:00,"introducing k4.0s: a model for mixed-criticality container orchestration
  in industry 4.0","Time predictable edge cloud is seen as the answer for many arising needs in
Industry 4.0 environments, since it is able to provide flexible, modular, and
reconfigurable services with low latency and reduced costs. Orchestration
systems are becoming the core component of clouds since they take decisions on
the placement and lifecycle of software components. Current solutions start
introducing real-time containers support for time predictability; however,
these approaches lack of determinism as well as support for workloads requiring
multiple levels of assurance/criticality.
  In this paper, we present k4.0s, an orchestration model for real-time and
mixed-criticality environments, which includes timeliness, criticality and
network requirements. The model leverages new abstractions for both node and
jobs, e.g., node assurance, and requires novel monitoring strategies. We sketch
an implementation of the proposal based on Kubernetes, and present an
experimentation motivating the need for node assurance levels and adequate
monitoring."
21,excluded,10.1016/j.comcom.2020.04.054,scopus,sciencedirect,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement',https://api.elsevier.com/content/abstract/scopus_id/85084309752,2020-05-15,edge caching and computing in 5g for mobile augmented reality and haptic internet,"Deploying cache and computing resources in 5G mobile communication networks is considered an important way to reduce network transmission delay and redundant content transmission, improve content distribution efficiency and network computing processing capabilities. Through the construction of 5G user experience models for mobile augmented reality and tactile internet, the subjective expected experience of 5G users in mobile augmented reality applications is investigated. Based on the experimental results, the composition of mobile augmented reality, and the factors that affect 5G user, mobile 5G user experience model for augmented reality is as a design goal for mobile augmented reality. And research on mobile edge cloud computing powered by renewable energy. Based on the analysis of renewable energy, a 5G user computing task delay and power grid power consumption minimization model was established. It is decomposed into two sub-problems of computational resource allocation and task placement using alternating optimization. The sub-problems of computing tasks under renewable energy supply are obtained by solving the sub-problems. The experimental results show that the offload mode proposed in this paper is superior to the other two modes when the processing ratio before and after the task is less than 1, and the user contact frequency is greater than 0.0014. At the same time, it is obtained that the service node with higher mobility and larger computing power is allocated. The more workload, the more energy can be reduced in the network, thereby improving the performance of the system."
