contentType,identifier,title,publicationName,doi,publisher,publicationDate,abstract,url,database,query_name,query_value
Article,doi:10.1007/s10015-022-00778-3,Development of a hyper CLS data-based robotic interface for automation of production-line tasks using an articulated robot arm,Artificial Life and Robotics,10.1007/s10015-022-00778-3,Springer,2022-07-18,"Cutter location source (CLS) data, which includes goto statements that define position, orientation, and sequence of a cutting tool, are used to generate the final numerical control (NC) data for performing NC machine tool operations. However, most industrial robots and mechatronic systems cannot work with the standardized CLS data, for example, to handle an end-effector or a camera. Moreover, it is not supported by CLS data to have such an extended function as a visual feedback controller or an AI system like convolutional neural networks (CNNs). In this paper, hyper-cutter location source (HCLS) data and its control interface are proposed for a desktop-sized articulated robot to cope with such extended functions for a complete automation in industrial production lines. HCLS data can include extended numerical commands, e.g., for gripper control, selection of joint or linear interpolation, camera snapshot control, estimation of object’s orientation using AI, and visual feedback control to approach to a target object for picking up. The effectiveness and usefulness of the proposed system are demonstrated through pick-and-place experiments using a small 4-DOFs articulated robot named DOBOT Magician.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10015-022-00778-3,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s12369-022-00876-z,Visions of Artificial Intelligence and Robots in Science Fiction: a computational analysis,International Journal of Social Robotics,10.1007/s12369-022-00876-z,Springer,2022-07-18,"Driven by the rapid development of artificial intelligence (AI) and anthropomorphic robotic systems, the various possibilities and risks of such technologies have become a topic of urgent discussion. Although science fiction (SF) works are often cited as references for visions of future developments, this framework of discourse may not be appropriate for serious discussions owing to technical inaccuracies resulting from its reliance on entertainment media. However, these science fiction works could help researchers understand how people might react to new AI and robotic systems. Hence, classifying depictions of artificial intelligence in science fiction may be expected to help researchers to communicate more clearly by identifying science fiction elements to which their works may be similar or dissimilar. In this study, we analyzed depictions of artificial intelligence in SF together with expert critics and writers. First, 115 AI systems described in SF were selected based on three criteria, including diversity of intelligence, social aspects, and extension of human intelligence. Nine elements representing their characteristics were analyzed using clustering and principal component analysis. The results suggest the prevalence of four distinctive categories, including human-like characters, intelligent machines, helpers such as vehicles and equipment, and infrastructure, which may be mapped to a two-dimensional space with axes representing intelligence and humanity. This research contributes to the public relations of AI and robotic technologies by analyzing shared imaginative visions of AI in society based on SF works.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12369-022-00876-z,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s40747-022-00816-4,Decentralized robust interaction control of modular robot manipulators via harmonic drive compliance model-based human motion intention identification,Complex & Intelligent Systems,10.1007/s40747-022-00816-4,Springer,2022-07-15,"In this paper, a human motion intention estimation-based decentralized robust interaction control method of modular robot manipulators (MRMs) is proposed under the situation of physical human–robot interaction (pHRI). Different from traditional interaction control scheme that depends on the biological signal and centralized control method, the decentralized robust interaction control is implemented that using only position measurements of each joint module in this investigation. Based on the harmonic drive compliance model, a novel torque-sensorless human motion intention estimation method is developed, which utilizes only the information of local dynamic position measurements. On this basis, the decentralized robust interaction control scheme is presented to achieve high performance of position tracking and ensure the security of interaction to create the ’safety’ interaction environment. The uniformly ultimately bounded (UUB) of the tracking error is proved by the Lyapunov theory. Finally, pHRI experiments confirm the effectiveness and advancement of the proposed method.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s40747-022-00816-4,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s43681-022-00185-1,The case for virtuous robots,AI and Ethics,10.1007/s43681-022-00185-1,Springer,2022-07-14,"Is it possible to build virtuous robots? And is it a good idea? In this paper in machine ethics, I offer a positive answer to both questions. Although moral architectures based on deontology and utilitarianism have been most often considered, I argue that a virtue ethics approach may ultimately be more promising to program artificial moral agents (AMA). The basic idea is that a robot should behave as a virtuous person would (or recommend). Now, with the help of machine learning technology, it is conceivable to get an AMA to learn from moral exemplars. To support my claim, I sketch the steps of building such a virtuous robot, using the thought experiment of programming an autonomous car facing a trolley-like dilemma situation. It appears that, at least in certain contexts, the virtue ethics approach can provide its own and original solution. I then give four reasons to favor it. Not only are virtuous robots technically feasible, but they have the advantage over their deontological and utilitarian counterparts of fostering normative consensus between these moral schools, improving social acceptability, and beginning to address the technical challenge of moral perception.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s43681-022-00185-1,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s40998-022-00521-5,Adaptive Robust Variable Impedance Controller for Lower Limb Rehabilitation Robot with Augmented Type-2 Fuzzy System,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",10.1007/s40998-022-00521-5,Springer,2022-07-14,"In this paper, a new $$H_{\infty }$$ H ∞ robust adaptive neural network control is presented for rehabilitation robotic manipulators. Different sources of modelling error are considered, such as friction forces, external disturbances and parameter variations, besides the effects of human force and weight which are the main source of disturbance in rehabilitation robotics. To handle the interaction problems between the robot and the patient, variable impedance control is utilized as it can achieve a stable position and force control by tracking a target impedance model. The desired impedance model is designed by means of a fuzzy system, using force and position errors. Additionally, to suppress undesired oscillation caused by adaptation laws in transient response phase, an interval type 2 fuzzy system (IT2FS) is utilized as an augmented controller. Ultimate boundedness of the tracking error is proved using the Lyapunov function and LMI technique. Simulation results show that the proposed method provides acceptable performance and robustness with regard to the changes in patients weight and conditions.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s40998-022-00521-5,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s12555-020-0788-8,Robot Search Path Planning Method Based on Prioritized Deep Reinforcement Learning,"International Journal of Control, Automation and Systems",10.1007/s12555-020-0788-8,Springer,2022-07-12,"The path planning process of the robot relies too much on environmental information, which makes it difficult to obtain the optimal search path when the search and rescue tasks are carried out in a complex postdisaster environment. Thus, a path planning method based on prioritized deep reinforcement learning is proposed in the paper. The core idea of the method is that the robot first builds an environment mathematical model based on the obtained information through the sensors. Then, to make the robot can obtain the optimal search policy in an extremely complex environment, the prioritized replay mechanism is used to improve deep reinforcement learning. Finally, the simulation results show that the search path planning method based on prioritized deep reinforcement learning proposed can not only improve the convergence speed of the model but also is endowed good robustness in this paper.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12555-020-0788-8,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s43546-022-00260-z,"Simple efficiency-distribution models of production, with an application to robotics",SN Business & Economics,10.1007/s43546-022-00260-z,Nature,2022-07-12,"The “efficiency-distribution” model introduced by Houthakker in 1955 offers a flexible approach to production theory that does not require the measurement of capital and other fixed assets. Thus it avoids the theoretical problems associated with the Cambridge controversies and with Franklin Fisher’s critiques of aggregation. The efficiency distribution model can be empirically implemented using only observed productivity distributions and the share of output received by the non-fixed factors. Applications include estimating, for a variety of potential distributions, the vulnerability of human wages to the introduction of robotic substitutes.",https://www.nature.com/articles/s43546-022-00260-z,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1245/s10434-022-12007-z,ASO Author Reflections: Can Artificial Intelligence Evaluate the Surgical Learning Curve of Robot-Assisted Minimally Invasive Esophagectomy?,Annals of Surgical Oncology,10.1245/s10434-022-12007-z,Springer,2022-07-08,,http://link.springer.com/openurl/fulltext?id=doi:10.1245/s10434-022-12007-z,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11370-022-00433-7,Tactile object recognition in early phases of grasping using underactuated robotic hands,Intelligent Service Robotics,10.1007/s11370-022-00433-7,Springer,2022-07-08,"Identifying objects during the early phases of robotic grasping in unstructured environments is a crucial step toward successful dexterous robotic manipulation. Underactuated hands are versatile and quickly conform to unknown object surfaces to ensure a firm grasp. The trade-off of using such hands is that extracting information and recognizing objects is challenging due to the uncertainty introduced by the hand’s flexibility and unexpected object movements under manipulation. Combining tactile sensors and machine learning models can provide valuable information about manipulated objects to overcome such drawbacks. The present paper explores tactile object identification under two situations: single grasp, analogous to the haptic glance in humans, and through brief exploratory procedures where a robotic thumb displaces the grasped object to excite the sensors. In both scenarios, a fuzzy controller ensures that data collection occurs under approximately the same conditions in terms of forces and vibrations. Machine learning methods used for the single-grasp and short-exploratory data confirm that the former can improve object recognition.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11370-022-00433-7,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10489-022-03823-7,Rehabilitation robot following motion control algorithm based on human behavior intention,Applied Intelligence,10.1007/s10489-022-03823-7,Springer,2022-07-08,"In response to the current problem of low intelligence of mobile lower limb motor rehabilitation aids. This paper proposes an intelligent control scheme based on human movement behavior in order to control the rehabilitation robot to follow the patient’s movement. Firstly, a multi-sensor data acquisition system is designed according to the rehabilitation needs of the patient and the movement characteristics of the human body. A mathematical model of movement behavior is then established. By analyzing and processing motion data, the change in the center of gravity of the human body and the behavior intention signal are derived and used as a control command for the robot to follow the human body’s movement. Secondly, in order to improve the control effect of rehabilitation robot following human motion, an adaptive radial basis function neural network sliding mode controller (ARBFNNSMC) is designed based on the robot dynamic model. The adaptive adjustment of switching gain coefficient is performed by radial basis function neural network. The controller can overcome the influence caused by the change of robot control system parameters due to the fluctuation of the center of gravity of human body, enhance the adaptability of the system to other disturbance factors, and improve the accuracy of following human body motion. Finally, the motion following experiment of the rehabilitation robot is performed. The experimental results show that the robot can recognize the motion intention of human body and perform the training goal of following different subjects to complete straight lines and curves. The correctness of human motion behavior model and robot control algorithm is verified, which shows the feasibility of the intelligent control method proposed in this paper.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10489-022-03823-7,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10551-022-05050-z,The Dawn of the AI Robots: Towards a New Framework of AI Robot Accountability,Journal of Business Ethics,10.1007/s10551-022-05050-z,Springer,2022-07-01,"Business, management, and business ethics literature pay little attention to the topic of AI robots. The broad spectrum of potential ethical issues pertains to using driverless cars, AI robots in care homes, and in the military, such as Lethal Autonomous Weapon Systems. However, there is a scarcity of in-depth theoretical, methodological, or empirical studies that address these ethical issues, for instance, the impact of morality and where accountability resides in AI robots’ use. To address this dearth, this study offers a conceptual framework that interpretively develops the ethical implications of AI robot applications, drawing on descriptive and normative ethical theory. The new framework elaborates on how the locus of morality (human to AI agency) and moral intensity combine within context-specific AI robot applications, and how this might influence accountability thinking. Our theorization indicates that in situations of escalating AI agency and situational moral intensity, accountability is widely dispersed between actors and institutions. ‘Accountability clusters’ are outlined to illustrate interrelationships between the locus of morality, moral intensity, and accountability and how these invoke different categorical responses: (i) illegal, (ii) immoral, (iii) permissible, and (iv) supererogatory pertaining to using AI robots. These enable discussion of the ethical implications of using AI robots, and associated accountability challenges for a constellation of actors—from designer, individual/organizational users to the normative and regulative approaches of industrial/governmental bodies and intergovernmental regimes.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10551-022-05050-z,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s00170-022-09374-y,Robot arm grasping using learning-based template matching and self-rotation learning network,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-022-09374-y,Springer,2022-07-01,"Applying deep neural network models to robot-arm grasping tasks requires the laborious and time-consuming annotation of a large number of representative examples in the training process. Accordingly, this work proposes a two-stage grasping model, in which the first stage employs learning-based template matching (LTM) algorithm for estimating the object position, and a self-rotation learning (SRL) network is then proposed to estimate the rotation angle of the grasping objects in the second stage. The LTM algorithm measures similarity between the feature maps of the search and template images which are extracted by a pre-trained model, while the SRL network performs the automatic rotation and labelling of the input data for training purposes. Therefore, the proposed model does not consume an expensive human-annotation process. The experimental results show that the proposed model obtains 92.6% when testing on 2400 pairs of the template and target images. Moreover, in performing practical grasping tasks on a NVidia Jetson TX2 developer kit, the proposed model achieves a higher accuracy (88.5%) than other grasping approaches on a split of Cornell-grasp dataset.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00170-022-09374-y,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10489-021-02953-8,Offline reinforcement learning with anderson acceleration for robotic tasks,Applied Intelligence,10.1007/s10489-021-02953-8,Springer,2022-07-01,"Offline reinforcement learning (RL) can learn effective policy from a fixed batch of data without interaction. However, the real-world requirements, such as better performance and high sample efficiency, put substantial challenges on current offline RL algorithms. In this paper, we propose a novel offline RL method, Constrained and Conservative Reinforcement Learning with Anderson Acceleration (CCRL-AA), which aims to enable the agent to effectively and efficiently learn from offline demonstration data. In our method, Constrained and Conservative Reinforcement Learning (CCRL) restricts the policy’s actions with respect to a batch of training data and learns a conservative Q-function to make the agent effectively learn from the previously collected demonstrations. The mechanism of Anderson acceleration (AA) is integrated to speed up the learning process and improve sample efficiency. Experiments were conducted on robotic simulation tasks, and the results demonstrate that our method can efficiently learn from given demonstrations and give better performance than several other state-of-the-art methods.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10489-021-02953-8,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10551-022-05059-4,Sex Robots: Are We Ready for Them? An Exploration of the Psychological Mechanisms Underlying People’s Receptiveness of Sex Robots,Journal of Business Ethics,10.1007/s10551-022-05059-4,Springer,2022-07-01,"Artificial Intelligence (AI)-powered products have started to permeate various spheres of our lives. One of the most controversial of such products is the sex robot, an application of the AI-integrated robotic technology in the domain of human sexual gratification. The aim of this research is to understand the general public’s receptiveness towards this controversial new invention. Drawing upon the social intuitionist model, we find that the fear of AI, emblematic of the broader anxiety of technology’s encroachment on the human sphere, shapes the public’s receptiveness to sex robots. Perceived substitutability of sex robots for human-to-human sexual interactions mediates this relationship. Religiosity is found to moderate this mediated relationship. Our findings are first established with a cross-sectional study. A “big data” field study further validates them. The present research is one of the first empirical studies to examine the underlying psychology of the public’s receptiveness to sex robots. By doing so, we aim to provide relevant government and industry bodies with a better understanding of this important topic for more informed policy making, and to raise awareness of the significant social and ethical implications should sex robots become widely accepted and adopted.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10551-022-05059-4,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11370-022-00430-w,Drift compensation of a holonomic mobile robot using recurrent neural networks,Intelligent Service Robotics,10.1007/s11370-022-00430-w,Springer,2022-07-01,"Mecanum wheeled robots can exhibit serious slippage problems because of the discontinuous contact between the wheels and the ground which negatively influences the overall navigation quality. Addressing this problem, the aim of this paper is to demonstrate how a learning-based method can be used for the estimation of the drifting error from multiple sensors with distinct measurement types. Here, a recurrent neural network (RNN)-based drift compensation algorithm is proposed for the estimation of the positioning drift. In order to improve the positioning performance in dead reckoning the estimated drift is used within the real-time control loop for proper modification of the motion trajectory. During the training phase, the data acquired from the acceleration sensors attached to the robot chassis and the encoders of the wheels of the robot are used as the main features to train a gated recurrent unit-based RNN. The drift estimator is trained using the computer-generated reference position data, and the response position data which is measured using an optoelectronic motion tracking device. The performance of the proposed learning-based drift estimation and control algorithm is validated through a series of experiments. The responses obtained from the experiments are graphically illustrated and the improvements in the positioning performances are numerically evaluated. The results obtained from the experiments illustrate the effective performance of the proposed algorithm by considerably decreasing the positioning errors.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11370-022-00430-w,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11227-022-04416-4,Emotion recognition models for companion robots,The Journal of Supercomputing,10.1007/s11227-022-04416-4,Springer,2022-07-01,"There has been a steep increase in the use of machine learning for various healthcare applications like the diagnosis of diseases, drug discovery, medical image analysis, etc. Machine learning solutions are proven to be more efficient and less time-consuming than conventional approaches. In this paper, we leverage the advantages of machine learning models to enable a humanoid robot to assist mental health patients. Facial expression and human voice are some of the most demonstrative ways to analyze human emotions, especially for the mentally challenged. We carry out this assistance by constantly monitoring the patient’s voice (or audio) and facial expressions to predict human emotions. To implement the model of audio monitoring, we train three different machine learning and deep learning models to compare and choose the better model. Similarly, for facial recognition, we train a deep learning model using a specific dataset to predict facial expressions from the video captured in real time. We then integrate the better-performing machine learning models into a web interface for demonstration.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11227-022-04416-4,springer,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
