doi,type,publication,publisher,publication_date,database,title,url,abstract,domain
10.1109/AITEST52744.2021.00032,filtered,2021 IEEE International Conference on Artificial Intelligence Testing (AITest),IEEE,2021-08-26 00:00:00,ieeexplore,Critical and Challenging Scenario Generation based on Automatic Action Behavior Sequence Optimization: 2021 IEEE Autonomous Driving AI Test Challenge Group 108,https://ieeexplore.ieee.org/document/9564386/,"Assuring the safety of automated and autonomous driving functions is crucial for a safe deployment of self-driving vehicles on public roads. This includes the need for automated virtual testing methods and exhaustive search for critical scenarios that potentially reveal faults in the driving feature under test. In the past, researches have demonstrated the effectiveness of search-based testing to create situations that result in unintended behavior of the driving feature. In this paper, we contribute to this field of research by developing a method for automated generation of diverse critical scenarios based on a search algorithm that iterative optimizes behavior action sequences of the surrounding traffic participants towards critical situations. Utilizing the provided LG SVL Simulator pipeline, our method effectively generated both critical and challenging test scenarios that either revealed faulty behavior of the ego-vehicle (crash or near-crash) or showed extraordinary behavior of the surrounding traffic participants (e.g. approaching traffic on wrong lane).",autonomous vehicle
10.1109/DFT.2019.8875314,filtered,2019 IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems (DFT),IEEE,2019-10-04 00:00:00,ieeexplore,Efficient Error-Tolerant Quantized Neural Network Accelerators,https://ieeexplore.ieee.org/document/8875314/,"Neural Networks are currently one of the most widely deployed machine learning algorithms. In particular, Convolutional Neural Networks (CNNs), are gaining popularity and are evaluated for deployment in safety critical applications such as self driving vehicles. Modern CNNs feature enormous memory bandwidth and high computational needs, challenging existing hardware platforms to meet throughput, latency and power requirements. Functional safety and error tolerance need to be considered as additional requirement in safety critical systems. In general, fault tolerant operation can be achieved by adding redundancy to the system, which is further exacerbating the computational demands. Furthermore, the question arises whether pruning and quantization methods for performance scaling turn out to be counterproductive with regards to fail safety requirements. In this work we present a methodology to evaluate the impact of permanent faults affecting Quantized Neural Networks (QNNs) and how to effectively decrease their effects in hardware accelerators. We use FPGA-based hardware accelerated error injection, in order to enable the fast evaluation. A detailed analysis is presented showing that QNNs containing convolutional layers are by far not as robust to faults as commonly believed and can lead to accuracy drops of up to 10%. To circumvent that, we propose two different methods to increase their robustness: 1) selective channel replication which adds significantly less redundancy than used by the common triple modular redundancy and 2) a fault-aware scheduling of processing elements for folded implementations.",autonomous vehicle
10.1109/MECO.2019.8760130,filtered,2019 8th Mediterranean Conference on Embedded Computing (MECO),IEEE,2019-06-14 00:00:00,ieeexplore,Facilitating Near Real Time Analytics on the Edge,https://ieeexplore.ieee.org/document/8760130/,"Internet of Things (IoT) is revolutionizing the way how information is processed and stored. Due to latency sensitive applications and huge amounts of data produced at the edge of the network, more and more data is processed where it is produced - namely on the edge. This development results in completely new network topologies where besides massive data centers we experience growing amount of so called micro data centers on the edge of the network. However, increasing complexity of multiple data centers necessary to execute an application represents a new challenge for the deployment and runtime operation of large scale applications like those in the area of smart cities, self-driving vehicles and tele medicine. The challenge thereby is to deploy application in a way to satisfy user requirements in form of different Quality of Service parameters (e.g., latency) but at the same time minimize energy consumption necessary to execute the application. In this talk we discuss several research challenges that arise when deploying near real time analytics on the edge of the network.",autonomous vehicle
10.1109/ICSE43902.2021.00044,filtered,2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE),IEEE,2021-05-30 00:00:00,ieeexplore,Self-Checking Deep Neural Networks in Deployment,https://ieeexplore.ieee.org/document/9402003/,"The widespread adoption of Deep Neural Networks (DNNs) in important domains raises questions about the trustworthiness of DNN outputs. Even a highly accurate DNN will make mistakes some of the time, and in settings like self-driving vehicles these mistakes must be quickly detected and properly dealt with in deployment. Just as our community has developed effective techniques and mechanisms to monitor and check programmed components, we believe it is now necessary to do the same for DNNs. In this paper we present DNN self-checking as a process by which internal DNN layer features are used to check DNN predictions. We detail SelfChecker, a self-checking system that monitors DNN outputs and triggers an alarm if the internal layer features of the model are inconsistent with the final prediction. SelfChecker also provides advice in the form of an alternative prediction. We evaluated SelfChecker on four popular image datasets and three DNN models and found that SelfChecker triggers correct alarms on 60.56% of wrong DNN predictions, and false alarms on 2.04% of correct DNN predictions. This is a substantial improvement over prior work (SelfOracle, Dissector, and ConfidNet). In experiments with self-driving car scenarios, SelfChecker triggers more correct alarms than SelfOracle for two DNN models (DAVE-2 and Chauffeur) with comparable false alarms. Our implementation is available as open source.",autonomous vehicle
10.1109/OJITS.2020.3027146,filtered,IEEE Open Journal of Intelligent Transportation Systems,IEEE,2020-01-01 00:00:00,ieeexplore,A Plausibility-Based Fault Detection Method for High-Level Fusion Perception Systems,https://ieeexplore.ieee.org/document/9207739/,"Trustworthy environment perception is the fundamental basis for the safe deployment of automated agents such as self-driving vehicles or intelligent robots. The problem remains that such trust is notoriously difficult to guarantee in the presence of systematic faults, e.g., non-traceable errors caused by machine learning functions. One way to tackle this issue without making rather specific assumptions about the perception process is plausibility checking. Similar to the reasoning of human intuition, the final outcome of a complex black-box procedure is verified against given expectations of an object's behavior. In this article, we apply and evaluate collaborative, sensor-generic plausibility checking as a mean to detect empirical perception faults from their statistical fingerprints. Our real use case is next-generation automated driving that uses a roadside sensor infrastructure for perception augmentation, represented here by test scenarios at a German highway and a city intersection. The plausibilization analysis is integrated naturally in the object fusion process, and helps to diagnose known and possibly yet unknown faults in distributed sensing systems.",autonomous vehicle
10.1145/3180155.3180220,filtered,2018 IEEE/ACM 40th International Conference on Software Engineering (ICSE),IEEE,2018-06-03 00:00:00,ieeexplore,DeepTest: Automated Testing of Deep-Neural-Network-Driven Autonomous Cars,https://ieeexplore.ieee.org/document/8453089/,"Recent advances in Deep Neural Networks (DNNs) have led to the development of DNN-driven autonomous cars that, using sensors like camera, LiDAR, etc., can drive without any human intervention. Most major manufacturers including Tesla, GM, Ford, BMW, and Waymo/Google are working on building and testing different types of autonomous vehicles. The lawmakers of several US states including California, Texas, and New York have passed new legislation to fast-track the process of testing and deployment of autonomous vehicles on their roads. However, despite their spectacular progress, DNNs, just like traditional software, often demonstrate incorrect or unexpected corner-case behaviors that can lead to potentially fatal collisions. Several such real-world accidents involving autonomous cars have already happened including one which resulted in a fatality. Most existing testing techniques for DNN-driven vehicles are heavily dependent on the manual collection of test data under different driving conditions which become prohibitively expensive as the number of test conditions increases. In this paper, we design, implement, and evaluate DeepTest, a systematic testing tool for automatically detecting erroneous behaviors of DNN-driven vehicles that can potentially lead to fatal crashes. First, our tool is designed to automatically generated test cases leveraging real-world changes in driving conditions like rain, fog, lighting conditions, etc. DeepTest systematically explore different parts of the DNN logic by generating test inputs that maximize the numbers of activated neurons. DeepTest found thousands of erroneous behaviors under different realistic driving conditions (e.g., blurring, rain, fog, etc.) many of which lead to potentially fatal crashes in three top performing DNNs in the Udacity self-driving car challenge.",autonomous vehicle
10.1109/ICSSE52999.2021.9537944,filtered,2021 International Conference on System Science and Engineering (ICSSE),IEEE,2021-08-28 00:00:00,ieeexplore,Enhancement of Robustness in Object Detection Module for Advanced Driver Assistance Systems,https://ieeexplore.ieee.org/document/9537944/,"A unified system integrating a compact object detector and a surrounding environmental condition classifier for enhancing the robustness of object detection scheme in advanced driver assistance systems (ADAS) is proposed in this paper. ADAS are invented to improve traffic safety and effectiveness in autonomous driving systems where object detection plays an extremely important role. However, modern object detectors integrated into ADAS are still unstable due to high latency and the variation of the environmental contexts in the deployment phase. Our system is proposed to address the aforementioned problems. The proposed system includes two main components: (1) a compact one-stage object detector which is expected to be able to perform at a comparable accuracy compared to state-of-the-art object detectors, and (2) an environmental condition detector that helps to send a warning signal to the cloud in case the self-driving car needs human actions due to the significance of the situation. The empirical results prove the reliability and the scalability of the proposed system to realistic scenarios.",autonomous vehicle
10.1109/ISQED.2018.8357325,filtered,2018 19th International Symposium on Quality Electronic Design (ISQED),IEEE,2018-03-14 00:00:00,ieeexplore,Low cost and power CNN/deep learning solution for automated driving,https://ieeexplore.ieee.org/document/8357325/,"Automated driving functions, like highway driving and parking assist, are increasingly getting deployed in high-end cars with the ultimate goal of realizing self-driving car using Deep learning techniques like convolution neural network (CNN). For mass-market deployment, the embedded solution is required to address the right cost and performance envelope along with security and safety. In the case of automated driving, one of the key functionality is “finding drivable free space”, which is addressed using deep learning techniques like CNN. These CNN networks pose huge computing requirements in terms of hundreds of GOPS/TOPS (Giga or Tera operations per second), which seems beyond the capability of today's embedded SoC. This paper covers various techniques consisting of fixed-point conversion, sparse multiplication, fusing of layers and network pruning, for tailoring on the embedded solution. These techniques are implemented on the device by means of optimized Deep learning library for inference. The paper concludes by demonstrating the results of a CNN network running in real time on TI's TDA2X embedded platform producing a high-quality drivable space output for automated driving.",autonomous vehicle
10.1109/ISMVL.2017.49,filtered,2017 IEEE 47th International Symposium on Multiple-Valued Logic (ISMVL),IEEE,2017-05-24 00:00:00,ieeexplore,Deep Learning for Autonomous Vehicles,https://ieeexplore.ieee.org/document/7964981/,"Summary form only given. In this talk we discuss the latest developments in the art and science of autonomous driving. Deep Learning Networks have become indispensable in design and implementation of such systems. We will present the latest software and hardware tools for development and deployment of ever more computationally demanding DLNs used in self-driving cars. From DGX-1 supercomputer for training DLNs, to Drive PX 2, a scalable AI car computer platform for inference, and looking into the future, to the recently announced Xavier, an AI supercomputer on a chip for future autonomous vehicles, tools are now available for every part of a DLN lifecycle. We illustrate how the tools are being used already by showing some of the most recent results of Nvidia's own, end-to-end DLN for autonomous driving.",autonomous vehicle
10.1109/ITSC.2017.8317901,filtered,2017 IEEE 20th International Conference on Intelligent Transportation Systems (ITSC),IEEE,2017-10-19 00:00:00,ieeexplore,Deep fully convolutional networks with random data augmentation for enhanced generalization in road detection,https://ieeexplore.ieee.org/document/8317901/,"In this paper, a Deep Learning system for accurate road detection is proposed using the ResNet-101 network with a fully convolutional architecture and multiple upscaling steps for image interpolation. It is demonstrated that significant generalization gains in the learning process are attained by randomly generating augmented training data using several geometric transformations and pixelwise changes, such as affine and perspective transformations, mirroring, image cropping, distortions, blur, noise, and color changes. In addition, this paper shows that the use of a 4-step upscaling strategy provides optimal learning results as compared to other similar techniques that perform data upscaling based on shallow layers with scarce representation of the scene data. The complete system is trained and tested on data from the KITTI benchmark and besides it is also tested on images recorded on the Campus of the University of Alcala (Spain). The improvement attained after performing data augmentation and conducting a number of training variants is really encouraging, showing the path to follow for enhanced learning generalization of road detection systems with a view to real deployment in self-driving cars.",autonomous vehicle
10.1109/IEMTRONICS52119.2021.9422512,filtered,"2021 IEEE International IOT, Electronics and Mechatronics Conference (IEMTRONICS)",IEEE,2021-04-24 00:00:00,ieeexplore,Deployment of Compressed MobileNet V3 on iMX RT 1060,https://ieeexplore.ieee.org/document/9422512/,"Deep Neural Networks (DNN) are prominent in most applications today. From self-driving cars, sentiment analysis, surveillance systems, and robotics, they have been used extensively. Among DNNs, Convolutional Neural Networks (CNN) have achieved massive success in computer vision applications as the human visual system inspires their architecture. However, striving to achieve higher accuracies, CNN complexity, parameters, and layers were increased, which led to a drastic surge in their size, making their deployment challenging. Over the years, many researchers have proposed various techniques to alleviate this issue-one of them being Design Space Exploration (DSE) to minimize size and computation with little compromise to accuracy. MobileNet V3 is one such architecture designed to achieve good accuracy while being mindful of resources. It produces an accuracy of 88.93% on CIFAR-10 with a size of 15.3MB. This paper further reduces its size to 2.3MB while boosting its accuracy to 89.13% using DSE techniques. It is then deployed into NXP's i.MX RT1060 Advanced Driver Assistance System (ADAS) platform.",autonomous vehicle
10.1109/BigData.2018.8622371,filtered,2018 IEEE International Conference on Big Data (Big Data),IEEE,2018-12-13 00:00:00,ieeexplore,Robustness of Compressed Convolutional Neural Networks,https://ieeexplore.ieee.org/document/8622371/,"Advancements in deep neural networks have revolutionized the way how we conduct our day-to-day activities ranging from how we unlock our phones to self-driving cars. Convolutional Neural Networks (CNN) play the principal role in learning high level feature representations from visual inputs. It is crucial to know how reliable those neural networks are as human lives can be at stake. Recent experiments on the robustness of CNNs show that they are highly susceptible to small adversarial perturbations. Due to the increasing popularity of mobile devices, there is a significant demand for CNN models which are smaller enough to run on a mobile device without sacrificing the accuracy. Although recent researches have been successful at achieving smaller models with comparable accuracy on standard image datasets, their robustness to adversarial attacks has not been studied. However, massive deployment of smaller models on millions of mobile devices stresses importance of their robustness. In this work, we study how robust such models are with respect to state-of-the-art compression techniques such as quantization. Our contributions are summarized as follows: (1) insights to achieve smaller and robust models (2) a compression framework which is adversarial-aware. Our findings reveal that compressed models are naturally more robust than compact models. This provides an incentive to perform compression rather than designing compact models. Additionally, the latter provides benefits of increased accuracy and higher compression rate, up to 90×.",autonomous vehicle
10.1109/THS.2017.7943477,filtered,2017 IEEE International Symposium on Technologies for Homeland Security (HST),IEEE,2017-04-26 00:00:00,ieeexplore,Securing wireless communications of connected vehicles with artificial intelligence,https://ieeexplore.ieee.org/document/7943477/,"This work applies artificial intelligence (AI) to secure wireless communications of Connected Vehicles. Vehicular Ad-hoc Network (VANET) facilitates exchange of safety messages for collision avoidance, leading to self-driving cars. An AI system continuously learns to augment its ability in discerning and recognizing its surroundings. Such ability plays a vital role in evaluating the authenticity and integrity of safety messages for cars driven by computers. Falsification of meter readings, disablement of brake function, and other unauthorized controls by spoofed messages injected into VANET emerge as security threats. Countermeasures must be considered at design stage, as opposed to afterthought patches, effectively against cyber-attacks. However, current standards oversubscribe security measures by validating every message circulating among Connected Vehicles, making VANET subject to denial-of-service (DoS) Attacks. This interdisciplinary research shows promising results by searching the pivot point to balance between message authentication and DoS prevention, making security measures practical for the real-world deployment of Connected Vehicles. Message authentication adopts Context-Adaptive Signature Verification strategy, applying AI filters to reduce both communication and computation overhead. Combining OMNET++, a data network simulator, and SUMO, a road traffic simulator, with Veins, an open source framework for VANET simulation, the study evaluates AI filters comparatively under various attacking scenarios. The results lead to an effective design choice of securing wireless communications for Connected Vehicles.",autonomous vehicle
10.1109/ISSRE.2019.00049,filtered,2019 IEEE 30th International Symposium on Software Reliability Engineering (ISSRE),IEEE,2019-10-31 00:00:00,ieeexplore,TamperNN: Efficient Tampering Detection of Deployed Neural Nets,https://ieeexplore.ieee.org/document/8987572/,"Neural networks are powering the deployment of embedded devices and Internet of Things. Applications range from personal assistants to critical ones such as self-driving cars. It has been shown recently that models obtained from neural nets can be trojaned; an attacker can then trigger an arbitrary model behavior facing crafted inputs. This has a critical impact on the security and reliability of those deployed devices. We introduce novel algorithms to detect the tampering with deployed models, classifiers in particular. In the remote interaction setup we consider, the proposed strategy is to identify markers of the model input space that are likely to change class if the model is attacked, allowing a user to detect a possible tampering. This setup makes our proposal compatible with a wide range of scenarios, such as embedded models, or models exposed through prediction APIs. We experiment those tampering detection algorithms on the canonical MNIST dataset, over three different types of neural nets, and facing five different attacks (trojaning, quantization, fine-tuning, compression and watermarking). We then validate over five large models (VGG16, VGG19, ResNet, MobileNet, DenseNet) with a state of the art dataset (VGGFace2), and report results demonstrating the possibility of an efficient detection of model tampering.",autonomous vehicle
10.1109/SSCI47803.2020.9308364,filtered,2020 IEEE Symposium Series on Computational Intelligence (SSCI),IEEE,2020-12-04 00:00:00,ieeexplore,Vision-based Vehicle Detection and Distance Estimation,https://ieeexplore.ieee.org/document/9308364/,"Real-time vehicle detection is one of the most important topics under the Autonomous Vehicles (AVs) research paradigm and traffic surveillance. Detecting vehicles and estimating their distances are essential to ensure that the vehicles can keep a safe distance and run safely on the roads. The technology can also be utilized to determine traffic flow and estimate vehicle speed. In this paper, we apply two different deep learning models and compare their performances in detecting vehicles such as cars and trucks for deployment on the self-driving cars to ensure road safety. Our models are based on YOLOv4 and Faster R-CNN which are efficient and accurate in object detection within a given distance. We also propose a vision-based distance estimation algorithm to estimate other vehicles' distances. In detecting vehicles within 100 meters, the two variations of our models, YOLOv4 and Faster R-CNN, achieved 99.16% and 95.47% mean precision, and 79.36% and 85.54% Fl-measure respectively on a two-way road. The detection speed is 68 fps and 14 fps for YOLOv4 and Faster R-CNN respectively.",autonomous vehicle
10.1109/JIOT.2019.2930459,filtered,IEEE Internet of Things Journal,IEEE,2019-12-01 00:00:00,ieeexplore,"A <inline-formula> <tex-math notation=""LaTeX"">${Q}$ </tex-math></inline-formula>-Learning Based Framework for Congested Link Identification",https://ieeexplore.ieee.org/document/8769959/,"Network congestion will result in significant performance degradation or even failures of many bandwidth-hungry Internet of Things (IoT) applications. Accurate and efficient congested link identification has become a foundational issue to IoT applications like self-driving cars, digital health, smart city, and so on. However, directly monitoring the massive number of interior links often introduces high operation cost or even is infeasible in practice, giving rise to indirect monitoring techniques like network Boolean tomography. Nevertheless, in many networks, the number of their interior links is larger than their end-to-end paths, making it very challenging for network Boolean tomography to find a determined solution. To resolve this issue, most of current methods try to utilize some prerequisites, such as the link congestion probabilities. While these probabilities might be hard or even unable to be obtained accurately in dynamical networks, limiting the practical deployment. In this paper, we are motivated to design a framework of congested link identification without any prerequisite or assumption. We first novelly model the congested link identification procedures as a Markov decision processes (MDPs), and then employ a reinforcement learning technology, i.e., Q-learning, to solve this MDP. The simulation results show that our proposed scheme can autonomously and efficiently explore the unknown network environment, and is able to achieve better adaptivity and correctness, without any prior knowledge comparing to existing methods.",autonomous vehicle
10.1109/CRV.2018.00024,filtered,2018 15th Conference on Computer and Robot Vision (CRV),IEEE,2018-05-10 00:00:00,ieeexplore,A Hierarchical Deep Architecture and Mini-batch Selection Method for Joint Traffic Sign and Light Detection,https://ieeexplore.ieee.org/document/8575742/,"Traffic light and sign detectors on autonomous cars are integral for road scene perception. The literature is abundant with deep learning networks that detect either lights or signs, not both, which makes them unsuitable for real-life deployment due to the limited graphics processing unit (GPU) memory and power available on embedded systems. The root cause of this issue is that no public dataset contains both traffic light and sign labels, which leads to difficulties in developing a joint detection framework. We present a deep hierarchical architecture in conjunction with a mini-batch proposal selection mechanism that allows a network to detect both traffic lights and signs from training on separate traffic light and sign datasets. Our method solves the overlapping issue where instances from one dataset are not labelled in the other dataset. We are the first to present a network that performs joint detection on traffic lights and signs. We measure our network on the Tsinghua-Tencent 100K benchmark for traffic sign detection and the Bosch Small Traffic Lights benchmark for traffic light detection and show it outperforms the existing Bosch Small Traffic light state-of-the-art method. We focus on autonomous car deployment and show our network is more suitable than others because of its low memory footprint and real-time image processing time. Qualitative results can be viewed at https://youtu.be/ YmogPzBXOw.",autonomous vehicle
