doi,type,publication,publisher,publication_date,database,title,url,abstract,domain,id,status
10.1109/ijcnn.2016.7727278,to_check,2016 International Joint Conference on Neural Networks (IJCNN),IEEE,29/07/2016 00:00,ieeexplore,augmenting adaptation with retrospective model correction for non-stationary regression problems,https://ieeexplore.ieee.org/document/7727278/,"Existing adaptive predictive methods often use multiple adaptive mechanisms as part of their coping strategy in non-stationary environments. We address a scenario when selective deployment of these adaptive mechanisms is possible. In this case, deploying each adaptive mechanism results in different candidate models, and only one of these candidates is chosen to make predictions on the subsequent data. After observing the error of each of candidate, it is possible to revert the current model to the one which had the least error. We call this strategy retrospective model correction. In this work we aim to investigate the benefits of such approach. As a vehicle for the investigation we use an adaptive ensemble method for regression in batch learning mode which employs several adaptive mechanisms to react to changes in the data. Using real world data from the process industry we show empirically that the retrospective model correction is indeed beneficial for the predictive accuracy, especially for the weaker adaptive mechanisms.",industry,306,not included
10.1109/ithet.2012.6246060,to_check,2012 International Conference on Information Technology Based Higher Education and Training (ITHET),IEEE,23/06/2012 00:00,ieeexplore,cybernetic education centre: monitoring and control of learner's e-learning study in the field of cybernetics and automation by coloured petri nets model,https://ieeexplore.ieee.org/document/6246060/,"This paper presents the Cybernetic Education Centre (CEDUC) as a hybrid e-learning and training centre for higher education of Cybernetics and Automation fields. If we consider Cybernetics we consider basically (1) controlled systems and (2) control systems. In case of controlled systems learner is focused on the process of analyze, identification, design of the mathematical model and simulation of the controlled system. Therefore this paper deals with controlled models in the laboratories of our department (a) real laboratory models, (b) simulation models and (c) virtual models which creates one integrated hybrid architecture what represents one of new ideas in the paper (Fig. 1). Learner of control systems is focused mainly on design of control parameters, design of control algorithms, design of hardware, software and communication architectures of control systems. Overall control system is represented by Distributed Control System (DCS) which serves for learners to verify designed control systems. The verification of the control systems is very important from safety point of view to prepare learners for real production conditions. Second new idea of the paper is implementation of the Coloured Petri Nets as automata to control access to the resources (not only typical study resources but also access to the components of hybrid DCS architecture) as well as to monitor the learner activities during the study. CEDUC is supported by intensive industry-university partnership. Conclusion of the paper summarizes the results of the study process of learners in DCS environment.",industry,307,not included
10.1109/ipdps.2018.00068,to_check,2018 IEEE International Parallel and Distributed Processing Symposium (IPDPS),IEEE,25/05/2018 00:00,ieeexplore,do developers understand ieee floating point?,https://ieeexplore.ieee.org/document/8425212/,"Floating point arithmetic, as specified in the IEEE standard, is used extensively in programs for science and engineering. This use is expanding rapidly into other domains, for example with the growing application of machine learning everywhere. While floating point arithmetic often appears to be arithmetic using real numbers, or at least numbers in scientific notation, it actually has a wide range of gotchas. Compiler and hardware implementations of floating point inject additional surprises. This complexity is only increasing as different levels of precision are becoming more common and there are even proposals to automatically reduce program precision (reducing power/energy and increasing performance) when results are deemed """"good enough.'"""" Are software developers who depend on floating point aware of these issues? Do they understand how floating point can bite them? To find out, we conducted an anonymous study of different groups from academia, national labs, and industry. The participants in our sample did only slightly better than chance in correctly identifying key unusual behaviors of the floating point standard, and poorly understood which compiler and architectural optimizations were non-standard. These surprising results and others strongly suggest caution in the face of the expanding complexity and use of floating point arithmetic.",industry,308,not included
10.1109/bigdata.2017.8258076,to_check,2017 IEEE International Conference on Big Data (Big Data),IEEE,14/12/2017 00:00,ieeexplore,empirical evaluations of active learning strategies in legal document review,https://ieeexplore.ieee.org/document/8258076/,"One type of machine learning, text classification, is now regularly applied in the legal matters involving voluminous document populations because it can reduce the time and expense associated with the review of those documents. One form of machine learning - Active Learning - has drawn attention from the legal community because it offers the potential to make the machine learning process even more effective. Active Learning, applied to legal documents, is considered a new technology in the legal domain and is continuously applied to all documents in a legal matter until an insignificant number of relevant documents are left for review. This implementation is slightly different than traditional implementations of Active Learning where the process stops once achieving acceptable model performance. The purpose of this paper is twofold: (i) to question whether Active Learning actually is a superior learning methodology and (ii) to highlight the ways that Active Learning can be most effectively applied to real legal industry data. Unlike other studies, our experiments were performed against large data sets taken from recent, real-world legal matters covering a variety of areas. We conclude that, although these experiments show the Active Learning strategy popularly used in legal document review can quickly identify informative training documents, it becomes less effective over time. In particular, our findings suggest this most popular form of Active Learning in the legal arena, where the highest-scoring documents are selected as training examples, is in fact not the most efficient approach in most instances. Ultimately, a different Active Learning strategy may be best suited to initiate the predictive modeling process but not to continue through the entire document review.",industry,309,not included
10.1109/cdc.2004.1428748,to_check,2004 43rd IEEE Conference on Decision and Control (CDC) (IEEE Cat. No.04CH37601),IEEE,17/12/2004 00:00,ieeexplore,grey-box modelling of a motorcycle shock absorber,https://ieeexplore.ieee.org/document/1428748/,"There is an increasing use of virtual prototyping tools in the motorcycle industry, aimed at reducing the development time of new models and speeding up performance optimization, by providing the designer with an in-laboratory virtual test track. Virtual prototyping software is essentially multi body simulation software that requires the availability of models of all the vehicle components. The choice of the model is then of paramount importance, since it heavily affects the accuracy and reliability of the simulation results. Conventional models (like linear models) are often inadequate to describe the behavior of complex nonlinear components, so that it is necessary to appeal to different modelling approaches. This is actually the case when dealing with motorcycle suspension systems, given that their most critical part, the shock absorber, exhibits nonlinear and time-variant behavior. In this paper, a grey-box model of a racing motorcycle mono tube shock absorber is proposed. It consists of a nonlinear parametric model and a black-box, neural network based model. The absorber model has been implemented in a numerical simulation environment, and it has been validated against experimental test data. The results of the validation show that the model is able to reproduce the real behavior of the shock absorber with an accuracy that matches or even beats that of other models previously presented in the literature. The interfacing of the proposed model to the ADAMS virtual prototyping environment is also discussed.",industry,310,not included
10.1109/rtc.2012.6418168,to_check,2012 18th IEEE-NPSS Real Time Conference,IEEE,15/06/2012 00:00,ieeexplore,implementation of the disruption predictor apodis in jet real time network using the marte framework,https://ieeexplore.ieee.org/document/6418168/,"The evolution in the past years of Machine learning techniques, as well as the technological evolution of computer architectures and operating systems, are enabling new approaches for complex problems in different areas of industry and research, where a classical approach is nonviable due to lack of knowledge of the problem's nature. A typical example of this situation is the prediction of plasma disruptions in Tokamak devices. This paper shows the implementation of a real time disruption predictor. The predictor is based on a support vector machine (SVM). The implementation was done under the MARTe framework on a six core x86 architecture. The system is connected in JET's Real time Data Network (RTDN). Online results show a high degree of successful predictions and a low rate of false alarms thus, confirming its usefulness in a disruption mitigation scheme. The implementation shows a low computational load, which in an immediate future will be exploited to increase the prediction's temporal resolution.",industry,311,not included
10.1109/isgt.2016.7781159,to_check,2016 IEEE Power & Energy Society Innovative Smart Grid Technologies Conference (ISGT),IEEE,09/09/2016 00:00,ieeexplore,large-scale detection of non-technical losses in imbalanced data sets,https://ieeexplore.ieee.org/document/7781159/,"Non-technical losses (NTL) such as electricity theft cause significant harm to our economies, as in some countries they may range up to 40% of the total electricity distributed. Detecting NTLs requires costly on-site inspections. Accurate prediction of NTLs for customers using machine learning is therefore crucial. To date, related research largely ignore that the two classes of regular and non-regular customers are highly imbalanced, that NTL proportions may change and mostly consider small data sets, often not allowing to deploy the results in production. In this paper, we present a comprehensive approach to assess three NTL detection models for different NTL proportions in large real world data sets of 100Ks of customers: Boolean rules, fuzzy logic and Support Vector Machine. This work has resulted in appreciable results that are about to be deployed in a leading industry solution. We believe that the considerations and observations made in this contribution are necessary for future smart meter research in order to report their effectiveness on imbalanced and large real world data sets.",industry,312,not included
10.1109/ijcnn.2015.7280779,to_check,2015 International Joint Conference on Neural Networks (IJCNN),IEEE,17/07/2015 00:00,ieeexplore,on sequences of different adaptive mechanisms in non-stationary regression problems,https://ieeexplore.ieee.org/document/7280779/,"Existing adaptive predictive methods often use multiple adaptive mechanisms as part of their coping strategy in non-stationary environments. These mechanisms are usually deployed in a prescribed order which does not change. In this work we investigate and provide a comparative analysis of the effects of using a flexible order of adaptive mechanisms' deployment resulting in varying adaptation sequences. As a vehicle for this comparison, we use an adaptive ensemble method for regression in batch learning mode which employs several adaptive mechanisms to react to the changes in data. Using real world data from the process industry we demonstrate that such flexible deployment of available adaptive methods embedded in a cross-validatory framework can benefit the predictive accuracy over time.",industry,313,not included
10.1109/iccairo.2017.61,to_check,"2017 International Conference on Control, Artificial Intelligence, Robotics & Optimization (ICCAIRO)",IEEE,22/05/2017 00:00,ieeexplore,tuning software based on genetic algorithm applied to industrial pid loops,https://ieeexplore.ieee.org/document/8253004/,"Time-delay processes are frequently found in industry and the most common representations are first order plus delay time (FOPDT) and integrator plus delay time (IPDT) transfer functions. The identification of time delay systems is a challenging task and usually, the performance of its control is not optimal. This work presents a software based on a real coded genetic algorithm to identify the system, using open or close loop information, and to tune the PID controller using several methods. Results on simulation and real industrial loops are presented.",industry,314,not included
10.1109/ithet.2012.6246058,to_check,2012 International Conference on Information Technology Based Higher Education and Training (ITHET),IEEE,23/06/2012 00:00,ieeexplore,virtual industrial training: joining innovative interfaces with plant modeling,https://ieeexplore.ieee.org/document/6246058/,"Training in industry is one of the most critical and expensive tasks to be faced by the management. Furthermore, in some cases, it is dangerous or even impossible to directly train operators on the real plants where security and safety problems may arise, making it very difficult to start training programs at low cost. For these reasons, the field of training in industry is rapidly developing using software or hardware solutions coming mainly from the following research areas: i) Human-Computer interaction, i.e., the use of complex and interactive human-machine interfaces, ii) plant simulators, i.e., software systems which are delivered with the plant itself to test and to learn complex tasks and processes, iii) Intelligent Training Systems, i.e., the availability of intelligent and personalized training systems where a virtual tutor guides users through a personalized learning path. In this paper we present the overall architecture of a system for industrial training, embedded into an Intelligent Tutoring System that can provide more effective and personalized training and learning in a context where working directly on real plants can be difficult and very expensive. In particular we present a simulator for training operators in using power plants, based on a multimedia and on interactive interface. This system is particularly suitable to be used for training in industrial electric and oil plants. Moreover, the system allows operators for collaborative problem solving. Currently the system is under delivery to an Italian Electric industry.",industry,315,not included
10.1109/infcom.2009.5062082,to_check,IEEE INFOCOM 2009,IEEE,25/04/2009 00:00,ieeexplore,"wi-sh: a simple, robust credit based wi-fi community network",https://ieeexplore.ieee.org/document/5062082/,"Wireless community networks, where users share wireless bandwidth is attracting tremendous interest from academia and industry. Companies such as FON have been successful in attracting large communities of users. However, solutions such as FON either require users to buy specialized FON routers or firmware modifications to existing routers. In this paper we propose a solution which requires no such sophisticated hardware. An alternative is to provide a solution which requires users to download a client software on to their PCs. While the solution appears simple it raises several issues of incentivizing users to share their bandwidth and also issues of preventing users from cheating behaviors which give them an unfair advantage. In this paper, we propose a system and solution which (i) requires only software downloads on PCs, (ii) is robust to tampering of the software, and intermittent monitoring of an access point by the owner, (iii) a credit based mechanism whereby users earn credits for sharing bandwidth and punishment and pricing mechanism whereby users are charged at a higher price whenever they are caught misbehaving. By making simple but plausible assumptions about user behavior, we show via analysis and extensive simulations that the system converges to a Pareto optimal Nash equilibrium. We further validate our system model, by running trace driven simulations on real world data. We believe that the solution provided by Wi-Sh is an attractive and more credible alternative to solutions such as FON.",industry,316,not included
10.1109/tpwrs.2019.2922333,to_check,IEEE Transactions on Power Systems,IEEE,01/11/2019 00:00,ieeexplore,a data-driven framework for assessing cold load pick-up demand in service restoration,https://ieeexplore.ieee.org/document/8735925/,"Cold load pick-up (CLPU) has been a critical concern to utilities. Researchers and industry practitioners have underlined the impact of CLPU on distribution system design and service restoration. The recent large-scale deployment of smart meters has provided the industry with a huge amount of data that are highly granular, both temporally and spatially. In this paper, a data-driven framework is proposed for assessing CLPU demand of residential customers using smart meter data. The proposed framework consists of two interconnected layers: 1) At the feeder level, a nonlinear autoregression model is applied to estimate the diversified demand during the system restoration and calculate the CLPU demand ratio. 2) At the customer level, Gaussian mixture models and probabilistic reasoning are used to quantify the CLPU demand increase. The proposed methodology has been verified using real smart meter data and outage cases.",industry,317,not included
10.1109/tr.2019.2895462,to_check,IEEE Transactions on Reliability,IEEE,01/03/2020 00:00,ieeexplore,a novel class-imbalance learning approach for both within-project and cross-project defect prediction,https://ieeexplore.ieee.org/document/8648214/,"Software defect prediction (SDP) is an available way to enhance test efficiency and guarantee software reliability. However, there are more clean instances than defective instances in real software projects, and this results in severe class distribution skews and gets the poor performance of classifiers. So solving the class-imbalance problem in SDP has attracted growing attention from industry and academia in software engineering. In this paper, we propose a novel class-imbalance learning approach for both within-project and cross-project class-imbalance problem. We utilize the thought of stratification embedded in nearest neighbor (STr-NN) to produce evolving training datasets with balanced data. For within-project, we directly employ the STr-NN approach for defect prediction. For cross-project, we first introduce transfer component analysis to mitigate the distribution differences between source and target dataset, and then employ the STr-NN approach on the transferred data. We conduct experiments on PROMISE and NASA datasets using ensemble learning based on weight vote. Experimental results indicate that our approach has higher area under curve (AUC), Recall and comparable probability of a false alarm (pf), and F-measure than some existing methods for the class-imbalance problem.",industry,318,not included
10.1109/59.589783,to_check,IEEE Transactions on Power Systems,IEEE,01/05/1997 00:00,ieeexplore,security boundary visualization for systems operation,https://ieeexplore.ieee.org/document/589783/,"This paper presents a security assessment approach for operational planning studies that provides the operator with accurate boundary visualization in terms of easily monitored precontingency information. The approach is modeled after traditional security assessment procedures which result in use of a nomogram for characterizing the security boundaries; these procedures are common among many North American utilities today. Therefore, the approach builds on what is already familiar in the industry, but it takes advantage of computer automation and neural networks for generating and understanding large databases. The appeal of the approach is threefold: it provides increased accuracy in boundary representation, it reduces the labor traditionally required in generating security boundaries, and the resulting boundaries, encoded in fast, flexible C subroutines, can be integrated into energy management system software to provide the operator with compact, understandable boundary illustration in real time. These improvements are of particular interest in securely operating transmission systems close to their limits so as to fully utilize existing facilities.",industry,319,not included
10.1109/access.2021.3082934,to_check,IEEE Access,IEEE,01/01/2021 00:00,ieeexplore,visual product tracking system using siamese neural networks,https://ieeexplore.ieee.org/document/9439511/,"Management of unstructured production data is a key challenge for Industry 4.0. Effective product tracking endorses data integration and productivity improvements throughout the manufacturing processes. Radio-frequency identification (RFID) tags are used in many tracking cases, but in some manufacturing environments, those cannot be used as they might get damaged or removed during processing. In this paper, we propose an alternative visual product tracking system. The physical system uses two cameras placed at the two ends of the tracked process(es). Product pairs are then matched with a Siamese neural network operating on the product images and trained offline on the problem at hand with labeled data. The proposed system can track products solely based on their visual appearance and without any physical interference with the products or production processes. Unlike other existing image-based methods, the proposed system is invariant to major positional and visual changes in the products. As a proof-of-concept, we tested the proposed system with real plywood factory data and were able to track the products with 98.5 % accuracy in a realistic test scenario. The implementation of the proposed method and the Veneer21 dataset are publicly available at https://github.com/TuomasJalonen/visual-product-tracking-system.",industry,320,not included
10.1109/tai.2021.3057027,to_check,IEEE Transactions on Artificial Intelligence,IEEE,01/12/2020 00:00,ieeexplore,zju-leaper: a benchmark dataset for fabric defect detection and a comparative study,https://ieeexplore.ieee.org/document/9346038/,"Fabric inspection plays an important role in the process of quality control in textile manufacturing. There is a growing demand in the textile industry to leverage computer vision technology for more efficient quality control in the hope that it will replace the traditional labor-intensive inspection by naked eyes. However, there is an underlying viewpoint in most existing fabric datasets that automatic defect detection is a traditional image classification problem, thus more samples help better, which lacks enough consideration about the problem itself and real application environments. After deep communication with users, we find these facts that an assembly line usually has only a few fixed texture fabrics for a long period, users prefer fast deployment and easily upgradable model to a general model and long-time tuning, and users hope the process of collecting samples, annotating, and deployment affects assembly lines as little as possible. This implies that defect detection is different from popular deep learning problems. Multiple-stage models and fast training become more attractive since users are able to train and deploy models by themselves according to the real conditions of samples that can be obtained. Based on this analysis, we propose a new fabric dataset “ZJU-Leaper”. It provides a series of task settings in accordance with the progressive strategy dealing with the problem, from only normal samples to many defective samples with precise annotations, to facilitate real-world application. To avoid misleading information and inconsistency issues associated with the prior evaluation metrics, we propose a new evaluation protocol by experimental analysis of task-specific indexes, which can tell a truthful comparison between different inspection methods. We also offer some novel solutions to address the new challenges of our dataset, as part of the baseline experiments. It is our hope that ZJU-Leaper can accelerate the research of automated visual inspection and empower the practitioners with more opportunities for manufacturing automation in the textile industry. <p><italic>Impact Statement</italic>—Automatic defect inspection is very important in quality control of the fabric industry by helping manufacturers to identify production problems early, hence improving product quality and production efficiency. Meanwhile, it is able to reduce the high labor cost of manual inspection and boost the productivity of the textile industry. To develop effective mathematical inspection algorithms, the fabric dataset serves as an indispensable component to present a practical application environment and enable fair evaluation for algorithms. This paper proposes a new dataset, called “ZJU-Leaper” designed from a viewpoint of multiple-stage models and fast training, containing threefold novelty: 1) the data collection and organization consider the actual requirements and special characteristics of assembly lines in textile factories; 2) it has several designed task settings in order to meet the different levels of requirements in the practical inspection task; 3) it provides a reasonable evaluation protocol for comprehensive comparisons between different inspection algorithms. The preliminary experiments show that some existing algorithms still cannot reach the satisfying performance by this benchmark, which implies more effort should be made to develop new methods for the real use of automatic defect inspection.</p>",industry,321,not included
10.23919/iconac.2019.8895095,to_check,2019 25th International Conference on Automation and Computing (ICAC),IEEE,07/09/2019 00:00,ieeexplore,ant colony optimization algorithm for industrial robot programming in a digital twin,https://ieeexplore.ieee.org/document/8895095/,"Advanced manufacturing that is adaptable to constantly changing product designs often requires dynamic changes on the factory floor to enable manufacture. The integration of robotic manufacture with machine learning approaches offers the possibility to enable such dynamic changes on the factory floor. While ensuring safety and the possibility of losses of components and waste of material are against their usage. Furthermore, developments in design of virtual environments makes it possible to perform simulations in a virtual environment, to enable human-in-the-loop production of parts correctly the first time like never before. Such powerful simulation and control software provides the means to design a digital twin of manufacturing environment in which trials are completed at almost at no cost. In this paper, ant colony optimization is used to program an industrial robot to avoid obstacles and find its way to pick and place objects during an assembly task in an environment containing obstacles that must be avoided. The optimization is completed in a digital twin environment first and movements transferred to the real robot after human inspection. It is shown that the proposed methodology can find the optimal solution, in addition to avoiding collisions, for an assembly task with minimum human intervention.",industry,322,included
10.1109/tencon.2004.1414983,to_check,2004 IEEE Region 10 Conference TENCON 2004.,IEEE,24/11/2004 00:00,ieeexplore,certain studies on sample time for a predictive fuzzy logic controller through real time implementation of phenol-formaldehyde manufacturing,https://ieeexplore.ieee.org/document/1414983/,"In polymer manufacturing industries, the automation and control of chemical process incorporating techniques of fuzzy control neural networks, and expert systems had lead to a more secured and stable operation. A sudden and unpredictable heat is often produced by the nonlinear exothermal reaction when phenol and formaldehyde are mixed together. Therefore, the polymerization process has to be controlled with a high level of precision in order to avoid temperature run-away. This paper proposes a design methodology for a sensor based process control system. The duration of ON and OFF time of certain relays are the parameters to be controlled in order to keep the exothermic reaction under control The universe of discourse for the output of the FLC system is the sample time that assigned to the relays where maximum time for heater or valve can be turned on before the next action is applied This paper discusses a detailed real time implementation of the exothermal process control using Matlab-fuzzy logic toolbox. An enhanced predictive FLC structure is developed and compared to a predictive FLC control structure. The obtained practical results thus ensure that the predictive FLC can be enhanced by modifying the rules and the membership Junctions of the universe of discourse, which is proved to be better in controlling the reaction temperature.",industry,323,not included
10.1109/aqtr.2018.8402748,to_check,"2018 IEEE International Conference on Automation, Quality and Testing, Robotics (AQTR)",IEEE,26/05/2018 00:00,ieeexplore,time series forecasting for dynamic scheduling of manufacturing processes,https://ieeexplore.ieee.org/document/8402748/,"Manufacturing control systems evolved in the recent decades from pre-programmed rigid systems to adaptable, data driven, cloud based implementations, capable to respond to environment changes and new requirements in real time. A byproduct of this transformation is represented by large amounts of structured and semi-structured information, both historical and real-time data that is made available on various layers of the system. This accumulation of information brings the opportunity to move from the rule based decision making algorithms used traditionally by these control systems towards more intelligent approaches, driven by modern deep learning mechanisms. This paper proposes a time series forecasting model using recursive neural networks (RNN) for operation scheduling and sequencing in a virtual shop floor environment. The time series aspect of the RNN is novel in manufacturing domain, in the sense that the new best prediction produced considers the previous decisions and outcomes. The proposed implementation explains how the RNN can be mapped to the specifics of a manufacturing control system and introduces a bidding mechanism to allow dynamic evaluation of individual forecasts. The pilot implementation, initial experiments on sample data sets and results presented show how using recursive neural networks can optimize resource utilization and energy consumption.",industry,324,not included
10.1109/jiot.2019.2940131,to_check,IEEE Internet of Things Journal,IEEE,01/12/2019 00:00,ieeexplore,a two-stage transfer learning-based deep learning approach for production progress prediction in iot-enabled manufacturing,https://ieeexplore.ieee.org/document/8827506/,"In make-to-order manufacturing enterprises, accurate production progress (PP) prediction is an important basis for dynamic production process optimization and on-time delivery of orders. The implementation of Internet of Things (IoT) makes it possible to take real-time production state as an important factor affecting PP. In the IoT-enabled workshop, a two-stage transfer learning-based prediction method using both historical production data and real-time state data is proposed to solve the problem of low-prediction accuracy and poor generalization performance caused by insufficient data of target order. The deep autoencoder (DAE) model with transfer learning is designed to extract the generalized features of target order in the first stage, which uses bootstrap sampling to avoid over fitting. The deep belief network (DBN) model with transfer learning is constructed to fit the nonlinear relation for PP prediction in the second stage. A real case from an IoT enabled machining workshop is taken to validate the performance of the proposed method over the other methods such as DBN, deep neural network.",industry,325,included
10.1109/tase.2020.3044107,to_check,IEEE Transactions on Automation Science and Engineering,IEEE,01/04/2021 00:00,ieeexplore,an online policy for energy-efficient state control of manufacturing equipment,https://ieeexplore.ieee.org/document/9308932/,"Machine state control is one of the most promising energy-efficient measures for machining processes. A proper control reduces the energy consumed during idle periods by switching off/on the machines. A critical barrier for practical implementation is related to the knowledge of part arrival process that is affected by uncertainty. The stochastic processes involved in the system are usually assumed to be known. However, real production environments are subject to several sources of randomness that are difficult to model a priori. This work provides an online time-based algorithm that is able to control the machine state. Through a method for the estimation of the stochastic process, the algorithm provides the optimal control parameters based on a collected set of observations. A new policy is formulated to manage the control over time such that changes in the control parameters are applied only under certain conditions. Potential benefits are discussed using realistic numerical cases. Note to Practitioners-This article analyzes the control problem of switching off/on a machine tool for energy saving during machine idle periods. A control policy based on time information is investigated when the machine requires a startup time to resume the service after being switched off. The proposed policy works online while acquiring information from the real system. An algorithm is described for identifying and applying the optimal control parameters. The results of this research will be useful for a practical implementation of a switching policy for energy saving. This implementation requires the estimation of the power adsorbed by the machine in four different states and, therefore, it reduces the implementation effort for practitioners.",industry,326,not included
10.1109/ecai52376.2021.9515185,to_check,"2021 13th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)",IEEE,03/07/2021 00:00,ieeexplore,automated ceramic plate defect detection using scaledyolov4-large,https://ieeexplore.ieee.org/document/9515185/,"Automated visual inspection has become a popular topic of research in the last couple of decades, as computation power available grew exponentially. Judging by the fact that visual inspection is a critical task for the quality of the products, it would be highly recommended that people only supervise the system. This paper proposes a low cost, rapid development defect detection system based on the Scaled-YOLOv4 object detection model. The original model achieves almost state of the art detection mAP on the COCO dataset with a mAP(mean average precision) of 56.0 for the largest variant, named YOLOv4-P7. Our version is derived from the ScaledYOLOv4-P5 model and is trained on ceramic plate defects and achieves 87.4 mAP at a intersection of union of 0.5, while comfortably processing a frame in 20ms on a consumer RTX3070 GPU. Thus, the real time constraint for the manufacturing system is fulfilled. Hence, the critical aspects of the development process are the: quick development process, fast training, rapid deployment on the factory floor, quick validation and feedback, using images acquired in the lab - not on the factory floor for first iteration and overall low cost of the automated inspection system.",industry,327,not included
10.1109/infoct.2018.8356831,to_check,2018 International Conference on Information and Computer Technologies (ICICT),IEEE,25/03/2018 00:00,ieeexplore,fault class prediction in unsupervised learning using model-based clustering approach,https://ieeexplore.ieee.org/document/8356831/,"Manufacturing industries have been on a steady path considering for new methods to achieve near-zero downtime to have flexibility in the manufacturing process and being economical. In the last decade with the availability of industrial internet of things (IIoT) devices, this has made it possible to monitor the machine continuously using wireless sensors, assess the degradation and predict the failures of time. Condition-based predictive maintenance has made a significant influence in monitoring the asset and predicting the failure of time. This has minimized the impact on production, quality, and maintenance cost. Numerous approaches have been in proposed over the years and implemented in supervised learning. In this paper, challenges of supervised learning such as need for historical data and incapable of classifying new faults accurately will be overcome with a new methodology using unsupervised learning for rapid implementation of predictive maintenance activity which includes fault prediction and fault class detection for known and unknown faults using density estimation via Gaussian Mixture Model Clustering and K-means algorithm and compare their results with a real case vibration data.",industry,328,not included
10.1109/iembs.1988.95233,to_check,Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society,IEEE,07/11/1988 00:00,ieeexplore,new technical approaches to monitoring and interpreting the dynamics of real neural networks,https://ieeexplore.ieee.org/document/95233/,"Understanding the functional organization of large-scale real neural networks will require the development of techniques capable of predicting, recording, and interpreting the activities of the very large numbers of neurons that participate in their operation. This presents a considerable technical problem for systems-level neurobiologists and associated biomedical engineers. The authors describe their recent work using silicon manufacturing techniques to make multineuron in vivo recording devices, as well as the software tools developed for realistically simulating the neural networks studied.&lt;<ETX>&gt;</ETX>",industry,329,not included
10.1109/ai4i46381.2019.00027,to_check,2019 Second International Conference on Artificial Intelligence for Industries (AI4I),IEEE,27/09/2019 00:00,ieeexplore,reinforcement learning of a robot cell control logic using a software-in-the-loop simulation as environment,https://ieeexplore.ieee.org/document/9027783/,"This paper introduces a method for automatic robot programming of industrial robots using reinforcement learning on a Software-in-the-loop simulation. The focus of the the paper is on the higher levels of a hierarchical robot programming problem. While the lower levels the skills are stored as domain specific program code, the combination of the skills into a robot control program to solve a specific task is automated. The reinforcement learning learning approach allows the shopfloor workers and technicians just to define the end result of the manufacturing process through a reward function. The programming and process optimization is done within the learning procedure. The Software-in-the-loop simulation with the robot control software makes it possible to to interpret the real program code and generate the exact motion. The exact motion of the robot is needed in order to find not just an optimal but also a collision-free policy.",industry,330,not included
10.1109/ro-man50785.2021.9515431,to_check,2021 30th IEEE International Conference on Robot & Human Interactive Communication (RO-MAN),IEEE,12/08/2021 00:00,ieeexplore,simplifying the a.i. planning modeling for human-robot collaboration,https://ieeexplore.ieee.org/document/9515431/,"For an effective deployment in manufacturing, Collaborative Robots should be capable of adapting their behavior to the state of the environment and to keep the user safe and engaged during the interaction. Artificial Intelligence (AI) enables robots to autonomously operate understanding the environment, planning their tasks and acting to achieve some given goals. However, the effective deployment of AI technologies in real industrial environments is not straightforward. There is a need for engineering tools facilitating communication and interaction between AI engineers and Domain experts. This paper proposes a novel software tool, called TENANT (Tool fostEriNg Ai plaNning in roboTics) whose aim is to facilitate the use of AI planning technologies by providing domain experts like e.g., production engineers, with a graphical software framework to synthesize AI planning models abstracting from syntactic features of the underlying planning formalism.",industry,331,included
10.1109/sai.2015.7237244,to_check,2015 Science and Information Conference (SAI),IEEE,30/07/2015 00:00,ieeexplore,object oriented eco-simulator system as predictor &amp; exploratory system to track impact of human induced activities on environmental resource: a case study: evaluation of unsuitable ground water consumption of petrochemical and power factory of shazand on ecological status of markazi province,https://ieeexplore.ieee.org/document/7237244/,"Environment system studies regardless of main reasons are very difficult whereas they have been constructed from natural ecosystems, manmade infrastructure, socio-economic virtual objects and also their perplexing inner relations. Furthermore, ecosystems as any other elements, have iterative multi-scale structure which makes it even more sophisticated to study. That's why real compound system studies look breathtaking and also too difficult. Gradual depletion of perched water tables in “Shazand” watershed of “Markazi” province in Iran, which mainly stems from bulky extraction of water resources by huge factories and intensive agriculture e.g., doesn't treated well by policy makers not only due to lack of well-based studies but also via devoid of potent monitoring and prediction simulator system to manifest decision side effects to managers and those whom are responsible to keep the environment system balanced. Although GI functionalities have exhibited wonder abilities to handle spatial problems, they seem weak in processing ecosystem real problems as there is few specified environment modules. While combination of GIS and environment modeling software intensively suffers from integration issue, simulator software are mainly confined due to filed limitation, non-spatial functionalities and spatial ontologies. To present a proper solution which makes up the mentioned deficiencies, first of all, a problem tree was designed to decompose real cybernetic correlations between “Shazand” watershed elements including natural or manmade ones. Then, object oriented concept was deployed to simulate sophisticated real environmental systems and also to simplify programming issues regarding to exact spatial ontology. To complete the solution, a category based on “Category Theorem” was defined to support temporal concepts on the backdrop of real ecosystem phenomena regarding Spatio-temporal modeling concepts and object oriented foundations. Likewise group of functors were designed via functional language to allay process burden and also programming of object counteractions. Emerging spatial simulator system, supports monitoring issues as well as prediction missions in compound environment systems. It has been also indicated how to use it as an exploratory analyzing system which conduct real analytical system consisted of virtual smart analytical objects.",industry,332,not included
