doi,type,query_name,query_value,publication,publisher,publication_date,database,title,url,abstract,status,semantic_score,id
10.1515/labmed-2023-0037,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,Journal of Laboratory Medicine,2000-01-01 00:00:00,semantic_scholar,statistical learning and big data applications,https://www.semanticscholar.org/paper/a076572adb65a0a810002d01a4831af1e82c9818,"Abstract The amount of data generated in the field of laboratory medicine has grown to an extent that conventional laboratory information systems (LISs) are struggling to manage and analyze this complex, entangled information (“Big Data”). Statistical learning, a generalized framework from machine learning (ML) and artificial intelligence (AI) is predestined for processing “Big Data” and holds the potential to revolutionize the field of laboratory medicine. Personalized medicine may in particular benefit from AI-based systems, especially when coupled with readily available wearables and smartphones which can collect health data from individual patients and offer new, cost-effective access routes to healthcare for patients worldwide. The amount of personal data collected, however, also raises concerns about patient-privacy and calls for clear ethical guidelines for “Big Data” research, including rigorous quality checks of data and algorithms to eliminate underlying bias and enable transparency. Likewise, novel federated privacy-preserving data processing approaches may reduce the need for centralized data storage. Generative AI-systems including large language models such as ChatGPT currently enter the stage to reshape clinical research, clinical decision-support systems, and healthcare delivery. In our opinion, AI-based systems have a tremendous potential to transform laboratory medicine, however, their opportunities should be weighed against the risks carefully. Despite all enthusiasm, we advocate for stringent added-value assessments, just as for any new drug or treatment. Human experts should carefully validate AI-based systems, including patient-privacy protection, to ensure quality, transparency, and public acceptance. In this opinion paper, data prerequisites, recent developments, chances, and limitations of statistical learning approaches are highlighted.",not included,0.8500882655382156,23
10.1007/s43681-022-00201-4,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',AI and Ethics,Springer,2023-08-01 00:00:00,springer,assessing the ethical and social concerns of artificial intelligence in neuroinformatics research: an empirical test of the european union assessment list for trustworthy ai (altai),http://dx.doi.org/10.1007/s43681-022-00201-4,"Ethical and social concerns are a key obstacle to the adoption of artificial intelligence (AI) in the life sciences and beyond. The discussion of these issues has intensified in recent years and led to a number of approaches, tools and initiatives. Key amongst them is the idea of ex-ante impact assessments that aim to identify issues at the early stages of development. One prominent example of such ex-ante impact assessment is the European Union's (EU) Assessment list for Trustworthy AI (ALTAI). This article uses the findings of a large-scale application of the ALTAI to a large neuro-informatics project as an exemplar to demonstrate the effectiveness and limitations of the ALTAI in practice. The article shows that ex-ante impact assessment has the potential to help identify and address ethical and social issues. However, they need to be understood as part of a broader socio-technical ecosystem of AI. For ALTAI and related approaches to be useful in bio-medical research, they should be interpreted from a systems theory perspective which allows for their integration into the rich set of tools, legislation and approaches. The paper argues that ex-ante impact assessments have the best chance of being successful if seen applied in conjunction with other approaches in the context of the overall AI ecosystem.",not included,0.8084449231624603,24
10.1007/s44206-022-00017-z,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',Digital Society,Springer,2022-08-19 00:00:00,springer,algorithmic bias and risk assessments: lessons from practice,http://dx.doi.org/10.1007/s44206-022-00017-z,"In this paper, we distinguish between different sorts of assessments of algorithmic systems, describe our process of assessing such systems for ethical risk, and share some key challenges and lessons for future algorithm assessments and audits. Given the distinctive nature and function of a third-party audit, and the uncertain and shifting regulatory landscape, we suggest that second-party assessments are currently the primary mechanisms for analyzing the social impacts of systems that incorporate artificial intelligence. We then discuss two kinds of assessments: an ethical risk assessment and a narrower, technical algorithmic bias assessment. We explain how the two assessments depend on each other, highlight the importance of situating the algorithm within its particular socio-technical context, and discuss a number of lessons and challenges for algorithm assessments and, potentially, for algorithm audits. The discussion builds on our team’s experience of advising and conducting ethical risk assessments for clients across different industries in the last 4 years. Our main goal is to reflect on the key factors that are potentially ethically relevant in the use of algorithms and draw lessons for the nascent algorithm assessment and audit industry, in the hope of helping all parties minimize the risk of harm from their use.",not included,0.8046532601118088,25
4490d077087df12e47c6f8d77a217179980c7516,preprocessed,citation,citation,semantic_scholar,arXiv.org,2024.0,semantic_scholar,"navigating llm ethics: advancements, challenges, and future directions",https://www.semanticscholar.org/paper/4490d077087df12e47c6f8d77a217179980c7516,"This study addresses ethical issues surrounding Large Language Models (LLMs) within the field of artificial intelligence. It explores the common ethical challenges posed by both LLMs and other AI systems, such as privacy and fairness, as well as ethical challenges uniquely arising from LLMs. It highlights challenges such as hallucination, verifiable accountability, and decoding censorship complexity, which are unique to LLMs and distinct from those encountered in traditional AI systems. The study underscores the need to tackle these complexities to ensure accountability, reduce biases, and enhance transparency in the influential role that LLMs play in shaping information dissemination. It proposes mitigation strategies and future directions for LLM ethics, advocating for interdisciplinary collaboration. It recommends ethical frameworks tailored to specific domains and dynamic auditing systems adapted to diverse contexts. This roadmap aims to guide responsible development and integration of LLMs, envisioning a future where ethical considerations govern AI advancements in society.",not included,0.8411970287561417,26
2a0ac1e99d95ed64cc4ddb1bcc5ff40e21e706be,preprocessed,citation,citation,semantic_scholar,European Journal of Theoretical and Applied Sciences,2024.0,semantic_scholar,rise of the machines: exploring the emergence of machine consciousness,https://www.semanticscholar.org/paper/2a0ac1e99d95ed64cc4ddb1bcc5ff40e21e706be,"Inquiry into the field of artificial intelligence (machines) and its potential to develop consciousness is presented in this study. This investigation explores the complex issues surrounding machine consciousness at the nexus of AI, neuroscience, and philosophy as we delve into the fascinating world of artificial intelligence (AI) and investigate the intriguing question: are machines on the verge of becoming conscious beings? The study considers the likelihood of machines displaying self-awareness and the implications thereof through an analysis of the current state of AI and its limitations. However, with advancements in machine learning and cognitive computing, AI systems have made significant strides in emulating human-like behavior and decision-making. Furthermore, the emergence of machine consciousness raises questions about the blending of human and artificial intelligence, and ethical considerations are also considered. The study provides a glimpse into a multidisciplinary investigation that questions accepted theories of consciousness, tests the limits of what is possible with technology, and do these advancements signify a potential breakthrough in machine consciousness. ",not included,0.8065193235874176,27
7671665a287ed3fd6aae9f5b035a3fa05d55fdbe,preprocessed,citation,citation,semantic_scholar,Buildings,2024.0,semantic_scholar,artificial intelligence islamic architecture (aiia): what is islamic architecture in the age of artificial intelligence?,https://www.semanticscholar.org/paper/7671665a287ed3fd6aae9f5b035a3fa05d55fdbe,"Revisiting the long-debated question: “What is Islamic architecture?”, this research article aims to explore the identity of “Islamic architecture (IA)” in the context of artificial intelligence (AI) as well as the novel opportunities and cultural challenges associated with applying AI techniques, such as the machine learning of Midjourney in the context of IA. It investigates the impact factors of AI technologies on the understanding and interpretation of traditional Islamic architectural principles, especially architectural design processes. This article employs a quantitative research methodology, including the observation of works of artists and architectural designers appearing in the mass media in light of a literature review and critical analysis of scholarly debates on Islamic architecture, spanning from historical perspectives to contemporary discussions. The article argues for the emergence of a continuous paradigm shift from what is commonly known as “postmodern Islamic architecture” (PMIA) into “artificial intelligence Islamic architecture” (AIIA), as coined by the authors of this article. It identifies the following impact factors of AI on IA: (1) particular requirements and sensitivities, inaccuracies, and biases, (2) human touch, unique craftsmanship, and a deep understanding of cultural issues, (3) regional variation, (4) translation, (5) biases in sources, (6) previously used terms and expressions, and (7) intangible values. The significance of this research in digital heritage lies in the fact that there are no pre-existing theoretical publications on the topic of “Islamic architecture in the age of artificial intelligence”, although an extensive set of publications interpreting the question of the definition of Islamic architecture, in general, is found. This article is pivotal in analyzing this heritage-inspired design approach in light of former criticism of the definition of “Islamic architecture”, which could benefit both theorists and practitioners. This theoretical article is the first in a series of two sequential articles in the Buildings journal; the second (practical) article is an analytical evaluation of the Midjourney architectural virtual lab, defining major current limits in AI-generated representations of Islamic architectural heritage.",not included,0.826026663184166,28
d0c3fad605a29ab67e8befddcafac4f024e2def2,preprocessed,citation,citation,semantic_scholar,International Conference on Human Factors in Computing Systems,2023.0,semantic_scholar,what is human-centered about human-centered ai? a map of the research landscape,https://www.semanticscholar.org/paper/d0c3fad605a29ab67e8befddcafac4f024e2def2,"The application of Artificial Intelligence (AI) across a wide range of domains comes with both high expectations of its benefits and dire predictions of misuse. While AI systems have largely been driven by a technology-centered design approach, the potential societal consequences of AI have mobilized both HCI and AI researchers towards researching human-centered artificial intelligence (HCAI). However, there remains considerable ambiguity about what it means to frame, design and evaluate HCAI. This paper presents a critical review of the large corpus of peer-reviewed literature emerging on HCAI in order to characterize what the community is defining as HCAI. Our review contributes an overview and map of HCAI research based on work that explicitly mentions the terms ‘human-centered artificial intelligence’ or ‘human-centered machine learning’ or their variations, and suggests future challenges and research directions. The map reveals the breadth of research happening in HCAI, established clusters and the emerging areas of Interaction with AI and Ethical AI. The paper contributes a new definition of HCAI, and calls for greater collaboration between AI and HCI research, and new HCAI constructs.",not included,0.8288842886686325,29
315f2b989010b7857d5af77f3ac0bdb3cff55225,preprocessed,citation,citation,semantic_scholar,Spanish Journal of Agricultural Research,2024.0,semantic_scholar,selection of incentives for a business strategy based on crop diversification,https://www.semanticscholar.org/paper/315f2b989010b7857d5af77f3ac0bdb3cff55225,"Aim of study: This study proposes a crop diversification innovative business model based on stakeholder preferences towards different incentive alternatives. 
Area of study: South-east Spain. 
Material and methods: Citrus intercropping practices in south-east Spain has been used as case study. Stakeholders’ preferences for crop diversification incentives were investigated by using a multicriteria approach, and those results were integrated into the development of a business model canvas. 
Main results: Including crop diversification practices as environmental practices within the operational programmes of producer organizations is seen the most preferred incentive over which the business model canvas is developed. 
Research highlights: The establishment of business opportunities for crop diversification practices would facilitate the overcoming of adoption barriers along the agrifood value chain and would promote health and sustainable food systems.",not included,0.8043087244033813,30
11b9adb22e051a5bba7469a41f20714c93e8af17,preprocessed,citation,citation,semantic_scholar,Business and Politics,2024.0,semantic_scholar,"the future of ai politics, policy, and business",https://www.semanticscholar.org/paper/11b9adb22e051a5bba7469a41f20714c93e8af17,"
 Our aim with this special issue on the future of artificial intelligence (AI) politics, policy, and business is to give space to considering how the balalnce between risk and reward from AI technologies is and perhaps should be pursued by the public and private sectors. Ultimately, private firms and regulators will need to work collaboratively, given the complex networks of actors involved in AI development and deployment and the potential for the technology to alter existing policy regimes. We begin the introduction of this special issue of Business & Politics with a discussion of the growth in AI technology use and discussions of appropriate governance, followed by a consideration of how AI-related politics, policy, and business intersect. We then summarize the contributions of the authors in this issue and conclude with thoughts about how political science, public administration, and public policy scholars have much to offer, as well as much to study, the establishment of effective AI governance.",not included,0.8065193235874176,31
351409aaa58ce26ec060aa6c253500e64daa0291,preprocessed,citation,citation,semantic_scholar,Frontiers in Environmental Science,2023.0,semantic_scholar,"collaborating on esg consulting, reporting, and communicating education: using partner maps for capability building design",https://www.semanticscholar.org/paper/351409aaa58ce26ec060aa6c253500e64daa0291,"Given the rising demand for environmental, social, and governance (ESG) talents, this study aims to provide a multidisciplinary outlook of specific capability requirements for ESG talents, focusing on the use of ESG and carbon information, thereby providing a roadmap for ESG education. Following design science framework conventions and running design workshops that integrate design thinking of “how might we” design questions, literature analysis, and expert interviews across disciplines, this study presents findings regarding three main activities—consulting, reporting, and communicating. Based on the iterations of design workshops that adopt a circular economy-based partner map design canvas for stakeholder analysis with procedures such as expert interviews and literature analysis, three partner/capability maps were generated to map stakeholders and explore the capabilities needed. ESG and carbon information digital and data skills emerged as the core capability to complete all the three tasks. A conceptual framework—a Smart System of ESG and Carbon Information—is proposed to summarize planning, operating, and communicating with ESG and carbon information, along with high-level organizational actions and talent capabilities. It identifies the building blocks of an ESG operating system within an enterprise to engage various stakeholders for value-creation collaboration. Despite the limitation of a lack of comprehensive review and limited geographic and disciplinary representation, this study provides a roadmap for enterprises and universities to explore and define talent requirements and create specific education and training programs.",not included,0.8288842886686325,32
94ee5ffd76e46a2aab28744d655d30d3346c177d,preprocessed,citation,citation,semantic_scholar,Library Hi Tech News,2024.0,semantic_scholar,ai-powered libraries: enhancing user experience and efficiency in nigerian knowledge repositories,https://www.semanticscholar.org/paper/94ee5ffd76e46a2aab28744d655d30d3346c177d,"Purpose
This study explores the pivotal role of artificial intelligence (AI) in revolutionizing knowledge organization within Nigerian libraries. The purpose of this study is to assess the challenges faced by these libraries, propose strategic approaches for successful AI integration and highlight the potential benefits and future directions of this transformative journey.

Design/methodology/approach
This study uses a comprehensive review of existing literature, case studies and a qualitative analysis of challenges faced by Nigerian libraries. Strategies for AI integration are proposed based on targeted capacity building, collaborative partnerships and phased implementation approaches. The methodology also involves assessing the current landscape of AI in Nigerian academic libraries, examining applications and exploring the perceived impacts of AI on library services.

Findings
Nigerian libraries face challenges such as limited resources, outdated systems and diverse information that hinder traditional knowledge organization methods. The integration of AI offers dynamic solutions, streamlining administrative tasks, optimizing search algorithms and enhancing user engagement. The findings of this study emphasize the potential benefits of AI, including improved accessibility, searchability and long-term efficiency gains in library collections.

Originality/value
This research contributes to the existing literature by providing insights into the specific challenges faced by Nigerian libraries and proposing practical strategies for AI integration. This study emphasizes the transformative potential of AI in addressing immediate challenges and unlocking enduring benefits. The originality lies in the context-specific exploration of AI in Nigerian libraries, offering a roadmap for stakeholders to embrace technological advancements and position libraries as leaders in providing innovative knowledge services.
",not included,0.8411970287561417,33
bca16316e435349f7f793248813cac40b61083d2,preprocessed,citation,citation,semantic_scholar,2024 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),2024.0,semantic_scholar,enhancing road safety: the role of intelligent driver drowsiness detection systems,https://www.semanticscholar.org/paper/bca16316e435349f7f793248813cac40b61083d2,"The analysis of this research paper is touching the road safety concerns by focusing on developing a system which catches the drowsy state of the person who is driving which emerges as a big reason that causes up to 30due to this. Throughout the paper, the study discusses about literature review and various methodologies that include physiological, behavioural, and multimodal fusion approaches showing the evolution and history of drowsiness detection technologies. The methodology includes using of various sensor technologies and algorithms to collect data from the driver and process it to analyse data in real time. Eye movement and facial expressions are extracted which helps the system to identify signs of drowsiness with greater accuracy. When the driver is detected as drowsy a mechanism is triggered to alert the driver, averting accidents. Even with some challenges, the system is a big step towards increasing road safety utilizing advanced technologies to reduce the risk of driver fatigueless.",not included,0.8062968552112579,34
c280ddd2030f51f9677d5451b972488251995650,preprocessed,citation,citation,semantic_scholar,Current Oncology,2024.0,semantic_scholar,"the role of artificial intelligence on tumor boards: perspectives from surgeons, medical oncologists and radiation oncologists",https://www.semanticscholar.org/paper/c280ddd2030f51f9677d5451b972488251995650,"The integration of multidisciplinary tumor boards (MTBs) is fundamental in delivering state-of-the-art cancer treatment, facilitating collaborative diagnosis and management by a diverse team of specialists. Despite the clear benefits in personalized patient care and improved outcomes, the increasing burden on MTBs due to rising cancer incidence and financial constraints necessitates innovative solutions. The advent of artificial intelligence (AI) in the medical field offers a promising avenue to support clinical decision-making. This review explores the perspectives of clinicians dedicated to the care of cancer patients—surgeons, medical oncologists, and radiation oncologists—on the application of AI within MTBs. Additionally, it examines the role of AI across various clinical specialties involved in cancer diagnosis and treatment. By analyzing both the potential and the challenges, this study underscores how AI can enhance multidisciplinary discussions and optimize treatment plans. The findings highlight the transformative role that AI may play in refining oncology care and sustaining the efficacy of MTBs amidst growing clinical demands.",not included,0.8065193235874176,35
2c98d009dba99c385c421fcfd99fc16e9198e818,preprocessed,citation,citation,semantic_scholar,Applied Psychology Research,2024.0,semantic_scholar,ethical deployment of cognitive biases in marketing a framework for responsible influence,https://www.semanticscholar.org/paper/2c98d009dba99c385c421fcfd99fc16e9198e818,"This paper examines the intersection of cognitive biases and ethical marketing practices, highlighting how psychological principles can influence consumer behavior within ethical boundaries. Cognitive biases such as scarcity bias, authority bias, the halo effect, and confirmation bias significantly shape consumer perceptions and decisions. However, their application in marketing raises complex ethical concerns, particularly regarding consumer autonomy and the potential for manipulation. This study proposes a conceptual framework that integrates ethical guidelines with marketing strategies that utilize cognitive biases. Through a comprehensive literature review and theoretical analysis, this paper outlines the implications of these biases in marketing, develops a set of ethical guidelines, and discusses the broader impacts on consumer trust and brand integrity. The findings give marketers practical insights for ethically harnessing cognitive biases, ensuring that marketing practices drive business success and maintain consumer respect and loyalty.",not included,0.826026663184166,36
2aee26dd83ba733b3bf3cfa6c89177abaa1f4904,preprocessed,citation,citation,semantic_scholar,The Florida AI Research Society,2024.0,semantic_scholar,sharing accountability of versatile ai systems: the role of developers and practitioners,https://www.semanticscholar.org/paper/2aee26dd83ba733b3bf3cfa6c89177abaa1f4904,"AI systems pose both opportunities and threats in various industries. To harness these opportunities and mitigate risks, accountability is crucial. Traditionally, developers bear the responsibility for auditing and modifying algorithms. How-ever, in the evolving landscape of versatile AI, developers may lack contextual understanding across diverse fields. This paper proposes a theoretical framework that distributes accountability to developers and practitioners according to their capabilities. This framework enhances systemic com-prehension of shared roles, empowering both groups to col-laboratively avert potential adverse impacts.",not included,0.8288842886686325,37
82164ac956e42b26ed64e9741f175d792c95b93f,preprocessed,citation,citation,semantic_scholar,arXiv.org,2023.0,semantic_scholar,"the ethics of ai value chains: an approach for integrating and expanding ai ethics research, practice, and governance",https://www.semanticscholar.org/paper/82164ac956e42b26ed64e9741f175d792c95b93f,"Researchers, practitioners, and policymakers with an interest in AI ethics need more integrative approaches for studying and intervening in AI systems across many contexts and scales of activity. This paper presents AI value chains as an integrative concept that satisfies that need. To more clearly theorize AI value chains and conceptually distinguish them from supply chains, we review theories of value chains and AI value chains from the strategic management, service science, economic geography, industry, government, and applied research literature. We then conduct an integrative review of a sample of 67 sources that cover the ethical concerns implicated in AI value chains. Building upon the findings of our integrative review, we recommend three future directions that researchers, practitioners, and policymakers can take to advance more ethical practices across AI value chains. We urge AI ethics researchers and practitioners to move toward value chain perspectives that situate actors in context, account for the many types of resources involved in co-creating AI systems, and integrate a wider range of ethical concerns across contexts and scales.",not included,0.8351606994867324,38
7c8a533175c24ceff2cdb82dfd340065cc93a1ce,preprocessed,citation,citation,semantic_scholar,Applied Sciences,2023.0,semantic_scholar,"re-thinking data strategy and integration for artificial intelligence: concepts, opportunities, and challenges",https://www.semanticscholar.org/paper/7c8a533175c24ceff2cdb82dfd340065cc93a1ce,"The use of artificial intelligence (AI) is becoming more prevalent across industries such as healthcare, finance, and transportation. Artificial intelligence is based on the analysis of large datasets and requires a continuous supply of high-quality data. However, using data for AI is not without challenges. This paper comprehensively reviews and critically examines the challenges of using data for AI, including data quality, data volume, privacy and security, bias and fairness, interpretability and explainability, ethical concerns, and technical expertise and skills. This paper examines these challenges in detail and offers recommendations on how companies and organizations can address them. By understanding and addressing these challenges, organizations can harness the power of AI to make smarter decisions and gain competitive advantage in the digital age. It is expected, since this review article provides and discusses various strategies for data challenges for AI over the last decade, that it will be very helpful to the scientific research community to create new and novel ideas to rethink our approaches to data strategies for AI.",included,0.8206197261810303,39
6a7e30d7ed98bc6cbd77d63931c45eb4b24f02a8,preprocessed,citation,citation,semantic_scholar,,2022.0,semantic_scholar,a principles-based ethical assurance argument pattern for ai and autonomous systems,https://www.semanticscholar.org/paper/6a7e30d7ed98bc6cbd77d63931c45eb4b24f02a8,"An assurance case presents a clear and defensible argument, supported by evidence, that a system will operate as intended in a particular context. Typically, an assurance case presents an argument that a system will be acceptably safe in its intended context. One emerging proposal within the Trustworthy AI research community is to extend and apply this methodology to provide assurance that the use of an AI system or an autonomous system (AI/AS) will be acceptably ethical in a particular context. In this paper, we advance this proposal further. We do so by presenting a principles-based ethical assurance (PBEA) argument pattern for AI/AS. The PBEA argument pattern offers a framework for reasoning about the overall ethical acceptability of the use of a given AI/AS and it could be an early prototype template for specific ethical assurance cases. The four core ethical principles that form the basis of the PBEA argument pattern are: justice; beneficence; non-maleficence; and respect for personal autonomy. Throughout, we connect stages of the argument pattern to examples of AI/AS applications. This helps to show its initial plausibility. The aim of this paper is to shape the debate around adapting the assurance case methodology to reason about ethically justifiable risk acceptance in the context of AI/AS. As a work in progress, we welcome comments to the corresponding author. 2",not included,0.8252739846706391,40
34779d3610536a4d0f1f6609cab11955704082bd,preprocessed,citation,citation,semantic_scholar,,,semantic_scholar,decentralized innovation: exploring the impact of blockchain technology in software development,https://www.semanticscholar.org/paper/34779d3610536a4d0f1f6609cab11955704082bd,",",not included,0.819400179386139,41
a40fe47a4cf069fb0a824778d374749370d2dc93,preprocessed,citation,citation,semantic_scholar,,,semantic_scholar,the confluence of big data and artificial intelligence: unraveling complex patterns and unveiling novel paradigms for transformative knowledge discovery,https://www.semanticscholar.org/paper/a40fe47a4cf069fb0a824778d374749370d2dc93,": The research paper embarks on an exploratory journey into the intricate intersection of big data and artificial intelligence (AI). This study aims to unravel complex patterns within massive datasets and illuminate novel paradigms, fostering transformative knowledge discovery in an era defined by unprecedented data volume and advanced AI capabilities. The abstract commences by acknowledging the synergy between big data and AI, positioning them as intertwined forces shaping the landscape of knowledge discovery. The paper underscores the need to unravel intricate patterns within vast datasets, emphasizing the transformative potential of this confluence.",not included,0.8052007794380188,42
60915efd60a37edaf553259d757ce994d5e3e430,preprocessed,citation,citation,semantic_scholar,European Conference on Information Systems,2024.0,semantic_scholar,unraveling the nuances of ai accountability: a synthesis of dimensions across disciplines,https://www.semanticscholar.org/paper/60915efd60a37edaf553259d757ce994d5e3e430,"The widespread diffusion of Artificial Intelligence (AI)-based systems offers many opportunities to contribute to the well-being of individuals and the advancement of economies and societies. This diffusion is, however, closely accompanied by public scandals causing harm to individuals, markets, or society, and leading to the increasing importance of accountability. AI accountability itself faces conceptual ambiguity, with research scattered across multiple disciplines. To address these issues, we review current research across multiple disciplines and identify key dimensions of accountability in the context of AI. We reveal six themes with 13 corresponding dimensions and additional accountability facilitators that future research can utilize to specify accountability scenarios in the context of AI-based systems.",not included,0.8411970287561417,43
59124702b213e415f95a1b938aa56981cd3553d1,preprocessed,citation,citation,semantic_scholar,2023 International Conference on Integrated Intelligence and Communication Systems (ICIICS),2023.0,semantic_scholar,analysis system of english translation on cloud platform based on artificial intelligence,https://www.semanticscholar.org/paper/59124702b213e415f95a1b938aa56981cd3553d1,"The rapid development of artificial intelligence has greatly affected various fields including language translation. This paper aims to explore the design and implementation of an AI cloud platform developed specifically for English translation analysis. This is a research work that uses artificial intelligence technology to improve the quality and efficiency of English translation. In this system, artificial intelligence is applied in every link, from data processing to model training and result generation, to achieve more accurate and smooth translation. This paper mainly applies the experimental method and comparative method, proposes machine translation from artificial intelligence, and tests the English translation analysis system on the cloud platform. The experimental results show that the fidelity and fluency of the optical translation system are the highest, respectively 59% and 59.8%, and its translation level is the highest in the experiment. But at the same time, there are still some problems in machine translation, so it is necessary to summarize from its error types and make improvements.",not included,0.8062968552112579,44
e0f63483b9daba4f0e81486651a6f768a9e8b9d8,preprocessed,citation,citation,semantic_scholar,Inf.,2023.0,semantic_scholar,ethics and trustworthiness of ai for predicting the risk of recidivism: a systematic literature review,https://www.semanticscholar.org/paper/e0f63483b9daba4f0e81486651a6f768a9e8b9d8,"Artificial Intelligence (AI) can be very beneficial in the criminal justice system for predicting the risk of recidivism. AI provides unrivalled high computing power, speed, and accuracy; all harnessed to strengthen the efficiency in predicting convicted individuals who may be on the verge of recommitting a crime. The application of AI models for predicting recidivism has brought positive effects by minimizing the possible re-occurrence of crime. However, the question remains of whether criminal justice system stakeholders can trust AI systems regarding fairness, transparency, privacy and data protection, consistency, societal well-being, and accountability when predicting convicted individuals’ possible risk of recidivism. These are all requirements for a trustworthy AI. This paper conducted a systematic literature review examining trust and the different requirements for trustworthy AI applied to predicting the risks of recidivism. Based on this review, we identified current challenges and future directions regarding applying AI models to predict the risk of recidivism. In addition, this paper provides a comprehensive framework of trustworthy AI for predicting the risk of recidivism.",not included,0.8065193235874176,45
e127da5ed504a9f3d143554242a93b7620743d25,preprocessed,citation,citation,semantic_scholar,Journal of Global Information Management,2024.0,semantic_scholar,optimizing digital market decision-making through artificial intelligence platforms,https://www.semanticscholar.org/paper/e127da5ed504a9f3d143554242a93b7620743d25,"As artificial intelligence rapidly advances, addressing the interplay of technical, ethical, and risk factors in optimizing digital market decision-making through AI platforms has become increasingly prominent. However, the impact of these factors on market performance, particularly in investment value, remains underexplored. The study, based on 412 validated responses from service industry professionals gathered through a carefully designed questionnaire, aims to predict the relationship among these factors and their influence on market performance. It also explores how cognitive engagement mediates the relationship between AI platforms and financial metrics. Key findings:(1) the interplay of technical, ethical, and risk factors optimizes market decision-making and guides AI investments; (2) cognitive engagement, especially in the services sector, is essential to maximize the impact of AI platforms on market performance. The study provides valuable insights into AI's role in shaping market dynamics within the services sector and relevant governance recommendations for policymakers.",not included,0.8411970287561417,46
73cdcbd57cadcaecbac76a0af9b75bf304e18011,preprocessed,citation,citation,semantic_scholar,Frontiers Artif. Intell.,2024.0,semantic_scholar,exploring how ai adoption in the workplace affects employees: a bibliometric and systematic review,https://www.semanticscholar.org/paper/73cdcbd57cadcaecbac76a0af9b75bf304e18011,"Introduction The adoption of artificial intelligence (AI) in the workplace is changing the way organizations function, and profoundly affecting employees. These organizational changes raise crucial questions about the employee’s future and well-being. Our study aims to explore the intersection between artificial intelligence and employee well-being through a bibliometric review and a contextual analysis. Methodology Carried out in May 2024, our study is divided into two phases. The first phase, dedicated to bibliometric review, was conducted using the PRISMA method, and explored the Scopus and Web of Science databases for the period from 2015 to 2024. A total of 92 articles were selected for quantitative analysis using VOSviewer software. The second phase is based on an in-depth systematic analysis of 25 articles selected from those previously identified. These articles were selected on the basis of their relevance to the research question, and were subjected to in-depth thematic analysis using NVivo software. Results The bibliometric analysis results reveal a significant increase in publications starting from the year 2020, highlighting advancements in research, primarily in the United States and China. The co-occurrence analysis identifies four main clusters: ethics, work autonomy, employee stress, and mental health, thus illustrating the dynamics created by artificial intelligence in the professional environment. Furthermore, the systematic analysis has brought to light theoretical gaps and under-explored areas, such as the need to conduct empirical studies in non-Western cultural contexts and among diverse target groups, including older adults, individuals of different sexes, people with low education levels, and participants from various sectors, including primary and secondary industries, small manufacturing businesses, call centers, as well as public and private healthcare sectors. Conclusion Existing literature emphasize the importance for organizations to implement supportive strategies aimed at mitigating the potential adverse effects of AI on employee well-being, while also leveraging its benefits to enhance workplace autonomy and satisfaction and promote AI-enabled innovation through employee creativity and self-efficacy.",not included,0.8062968552112579,47
a7b6f3fdf829ad0ec8b450758621938169b5206a,preprocessed,citation,citation,semantic_scholar,Economic Sciences,2024.0,semantic_scholar,a study on steps in building data infrastructure for data-driven hr practices in modern organizations (hr analytics perspective),https://www.semanticscholar.org/paper/a7b6f3fdf829ad0ec8b450758621938169b5206a,"HR analytics is the process of gathering and analyzing HR data to yield useful insights, enhance decision-making, and energize the workplace with data accuracy. Working dimensions are changing every minute in the world with advanced insights into the work environment.  As a part of the progression advanced technologies are adopted in organizations. New landscapes and horizons are made a pool of data as employees work 24/7, work from home, destination works, and various alternatives give rise to the use of the data. Now the data is new blood for the old organizations. So, in this parlance, the use of HR analytics is the need of the hour for HR Managers in developing organizations. A separate infrastructure is needed in the phase of modern organizations to become a rollercoaster in data-driven organizations. This paper focuses on the steps in creating data infrastructure for developing an infrastructure in modern organizations for data-driven HR practices.",not included,0.826026663184166,48
24869fc180b575e3eec292a467d7810e2f1e5bef,preprocessed,citation,citation,semantic_scholar,Human Resource Development Review,2024.0,semantic_scholar,exploring opportunities for artificial intelligence in organization development,https://www.semanticscholar.org/paper/24869fc180b575e3eec292a467d7810e2f1e5bef,"The purpose of this research was to examine the utilization of artificial intelligence (AI) in organization development (OD) through a comprehensive review of existing literature. We also propose potential avenues for future research on AI in OD. We conducted a systematic literature review of 68 studies on AI in OD based on Cummings and Worley’s four OD categories (i.e., human process, human resource, strategic change, and technostructural interventions). We first summarized and analyzed key information about how AI is implemented in OD contexts, and then examined the underlying theories or theoretical frameworks utilized in OD studies focusing on AI. We examined the application of AI in OD, potential ethical concerns, and recommendations for future research and practice using AI in OD. The paper concludes with discussion and implications for research and practice.",not included,0.8288842886686325,49
