paperId,url,title,abstract,venue,year,externalIds.CorpusId,externalIds.DOI,database,query_name,query_value
774c9e4a613959fd07a604d07db88f37bb779c16,https://www.semanticscholar.org/paper/774c9e4a613959fd07a604d07db88f37bb779c16,Alternative data and sentiment analysis: Prospecting non-standard data in machine learning-driven finance,"Social media commentary, satellite imagery and GPS data are a part of ‘alternative data’, that is, data that originate outside of the standard repertoire of market data but are considered useful for predicting stock prices, detecting different risk exposures and discovering new price movement indicators. With the availability of sophisticated machine-learning analytics tools, alternative data are gaining traction within the investment management and algorithmic trading industries. Drawing on interviews with people working in investment management and algorithmic trading firms utilizing alternative data, as well as firms providing and sourcing such data, we emphasize social media-based sentiment analytics as one manifestation of how alternative data are deployed for stock price prediction purposes. This demonstrates both how sentiment analytics are developed and subsequently utilized by investment management firms. We argue that ‘alternative data’ are an open-ended placeholder for every data source potentially relevant for investment management purposes and harnessing these disparate data sources requires certain standardization efforts by different market participants. Besides showing how market participants understand and use alternative data, we demonstrate that alternative data often undergo processes of (a) prospecting (i.e. rendering such data amenable to processing with the aid of analytics tools) and (b) assetization (i.e. the transformation of data into tradable assets). We further contend that the widespread embracement of alternative data in investment management and trading encourages a financialization process at the data level which raises new governance issues.",Big Data & Society,2022.0,246099305,10.1177/20539517211070701,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
f72b55f4fe808b11c6c6c8fecc863cbc0bdda7b2,https://www.semanticscholar.org/paper/f72b55f4fe808b11c6c6c8fecc863cbc0bdda7b2,"Artificial Intelligence, Machine Learning, and Bias In Finance: Toward Responsible Innovation","Over the last decade, a growing number of digital startups launched bids to lure business from the financial services industry. Financial technology (“fintech”) firms deploying ever more complex and opaque algorithms assess the creditworthiness of consumers. Armed with vast quantities of data and complex algorithms to interpret the data, these firms are reigniting debates about how best to regulate financial institutions and technology firms engaged in consumer banking activities. <br><br>With a few quick taps on a smart phone, consumers can access a growing universe of apps that offer discounted interest rates on consumer loans. For proponents, the launch of fintech firms marks a new frontier in the ever-expanding utopian vision of the “technological sublime” or faith-like devotion to the potential for technology to transform us into a more equitable and just society. Consumer advocates are justifiably skeptical. While legally prohibited today, well-documented discriminatory, exclusionary, and predatory credit market practices persist. <br><br>This Essay describes fintech firms’ integration of learning algorithms and their anticipated economic and social welfare benefits — enhanced efficiency, accuracy, and accessibility. We then examine the emerging regulatory landscape. Over the last decade, federal banking regulators signaled and adopted policies that preempted state regulatory authority over fintech firms. A recent announcement by the Office of the Comptroller of the Currency (OCC) revealed the agency’s intention to allow fintech firms to apply for special purpose charters that would permit them to operate, in many respects, as national banks (“Fintech Charter Decision”). <br><br>The OCC’s Fintech Charter Decision creates gaps in the supervision of fintech firms and encourages market participants to engage in regulatory arbitrage. We argue that federal special purpose charters set the stage for regulatory arbitrage and may enable fintech firms to minimize their exposure to state antidiscrimination and consumer protection regulations. Reducing regulatory oversight of these important legal and ethical norms in a dynamic and evolving market defined by a technology that may import unconscious biases and disadvantage lower-income individuals and families raises red flags. We conclude with brief reflections regarding the necessity for courts and regulators to balance the promised benefits of fintech firms’ neo-banking initiatives with the historic and special gatekeeping role of banking platforms. Unilateral deregulatory action by state or federal regulators may undermine efforts to ensure effective oversight of fintech firms that seek to extend access to safe and affordable banking services.",,2019.0,211437887,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
6ea25b3405e8cd27a0f0a5a8e0f2dcbc053d6280,https://www.semanticscholar.org/paper/6ea25b3405e8cd27a0f0a5a8e0f2dcbc053d6280,Quantitative Finance Research Newsletter Oxford-Man Institute OMIReNew Recovering Missing Firm Characteristics with Attention-based Machine Learning,"model reconstructs firm characteristics with high accuracy and comfortably outperforms competing approaches. Revisiting the vast literature on risk factors in financial research reveals the of missing observations The work develops an approach for solving time-consistent risk-sensitive stochastic optimisation problems using model-free reinforcement learning. It assumes that agents assess the risk of a sequence of random variables using dynamic convex risk measures. They employ a time-consistent dynamic programming principle to determine the value of a particular policy, and develop policy gradient update rules that aid in obtaining optimal policies. They further develop an actor-critic style algorithm using neural networks to optimise over policies. Finally, the work demonstrates the performance and flexibility of their approach by applying it to three optimisation problems: statistical arbitrage trading strategies, obstacle avoidance robot control, and financial hedging. We present a simple and effective methodology for the generation of lexicons (word lists) that may be used in natural language scoring applications. In particular, in the finance industry, word lists have become ubiquitous for sentiment scoring. These have been derived from dictionaries such as the Harvard Inquirer and require manual curation. Here, we present an automated approach to the curation of lexicons, which makes automatic preparation of any initial word list immediate, which can then be further curated. We show that our automated word lists deliver comparable performance to traditional lexicons on machine learning classification tasks. This new approach will enable finance academics and practitioners to create and deploy new word lists in addition to the few traditional ones in a facile manner. The work studies the long-term impact of climate change on economic activity across countries, using a stochastic growth model where productivity is affected by deviations of temperature and precipitation from their long-term moving average historical norms. Using a panel data set of 174 countries the 1960 2014, they find that the per-capita real output divergence to The demonstrates the effectiveness with numerical experiments which highlight both removal and the fidelity of the calibrated simulator. on the estimation of the equity joint estimation of the The work investigates the impact of order flow imbalance (OFI) on price movements in equity markets in a multiasset setting. First, authors show that taking into account multiple levels of the order book when defining order book imbalance leads to higher explanatory power for the contemporaneous price impact of OFI. Using a principal component analysis of OFI across order book levels, they define a notion of integrated OFI which shows superior explanatory power for market impact both in-sample and out-of-sample. Second, they examine the notion of cross-impact and show that, once the information from multiple levels is included in OFI, multi-asset models with cross-impact do not provide additional explanatory power for contemporaneous impact compared to a sparse model without cross-impact terms. However, they find evidence that cross-impact terms provide additional information for intraday forecasting of future returns",,2022.0,248149090,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
52205c0ba2d87ea2eac5efe8e452d4c4d2666cbd,https://www.semanticscholar.org/paper/52205c0ba2d87ea2eac5efe8e452d4c4d2666cbd,A machine learning approach to predict the success of crowdfunding fintech project,"PurposeThe crowdfunding market has experienced rapid growth in recent years. However, not all projects are successfully financed because of information asymmetries between the founder and the providers of external finance. This shortfall in funding has made factors that lead to successful fundraising, a great interest to researchers. This study draws on the social capital theory, human capital theory and level of processing (LOP) theory to predict the success of crowdfunding projects.Design/methodology/approachA feature set is extracted and correlations between project success and features are utilized to order the features. The artificial neural network (ANN) is popularly applied to analyze the dependencies of the input variables to improve the accuracy of prediction. However, the problem of overfitting may exist in such neural networks. This study proposes a neural network method based on ensemble machine learning and dropout methods to generate several neural networks for preventing the problem of overfitting. Four machine learning techniques are applied and compared for prediction performance.FindingsThis study shows that the success of crowdfunding projects can be predicted by measuring and analyzing big data of social media activity, human capital of funders and online project presentation. The ensemble neural network method achieves highest accuracy. The investments rose from early projects and another platform by the funder serve as credible indicators for later investors.Practical implicationsThe managerial implication of this study is that the project founders and investors can apply the proposed model to predict the success of crowdfunding projects. This study also identifies the most influential features that affect fundraising outcomes. The project funders can use these features to increase the successful opportunities of crowdfunding project.Originality/valueThis study contributes to apply a new machine learning modeling method to extract features from activity data of crowdfunding platforms and predict crowdfunding project success. In addition, it contributes to the research on the deployment of social capital, human capital and online presentation strategies in a crowdfunding context as well as offers practical implications for project funders and investors.",,2020.0,225615418,10.1108/jeim-01-2019-0017,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
954650f25c20588538c903f70e88528b79b9f2f5,https://www.semanticscholar.org/paper/954650f25c20588538c903f70e88528b79b9f2f5,MPCLeague: Robust MPC Platform for Privacy-Preserving Machine Learning,"In the modern era of computing, machine learning tools have demonstrated their potential in vital sectors, such as healthcare and finance, to derive proper inferences. The sensitive and confidential nature of the data in such sectors raises genuine concerns for data privacy. This motivated the area of Privacy-preserving Machine Learning (PPML), where privacy of data is guaranteed. In this thesis, we design an efficient platform, MPCLeague, for PPML in the Secure Outsourced Computation (SOC) setting using Secure Multi-party Computation (MPC) techniques. MPC, the holy-grail problem of secure distributed computing, enables a set of n mutually distrusting parties to perform joint computation on their private inputs in a way that no coalition of t parties can learn more information than the output (privacy) or affect the true output of the computation (correctness). While MPC, in general, has been a subject of extensive research, the area of MPC with a small number of parties has drawn popularity of late mainly due to its application to real-time scenarios, efficiency and simplicity. This thesis focuses on designing efficient MPC frameworks for 2, 3 and 4 parties, with at most one corruption and supports ring structures. At the heart of this thesis are four frameworks - ASTRA, SWIFT, Tetrad, ABY2.0 - catered to different settings. The practicality of our framework is argued through improvements in the benchmarking of widely used ML algorithms -- Linear Regression, Logistic Regression, Neural Networks, and Support Vector Machines. We propose two variants for each of our frameworks, with one variant aiming to minimise the execution time while the other focuses on the monetary cost. The concrete efficiency gains of our frameworks coupled with the stronger security guarantee of robustness make our platform an ideal choice for a real-time deployment of PPML techniques.",ArXiv,2021.0,245501913,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
fd787b65bd7fdf7fc28e051acdc3d9310b3173dc,https://www.semanticscholar.org/paper/fd787b65bd7fdf7fc28e051acdc3d9310b3173dc,ANALYSIS AND FORECAST OF COMMODITY PRICE USING MACHINE LEARNING AND DEPLOYMENT IN WEB APPLICATION,"Prediction of financial market accurately is certainly significant. Commodity price fluctuations affects the global economic activity. Earning in export industry rely mainly on primary commodity and the movements of commodity prices has significant impact on overall economic progress for all countries. The method of forecasting plays a vital role in predicting adverse movements in case of commodity price prediction. In today’s world, the growth in deep learning outperforms in several demonstration in fields of financial market analysis. In this paper, we present a productionized commodity price analysis and prediction using LSTM model.  The LSTM model gathers data in a sequential order periodically of the commodity value.  Datasets used in our model are collected in real time from Yahoo Finance via API to reduce local storage.  The critical task is to transform a machine learning model into user accessible real time environment. [2]  Manual conversion of a machine learning model source code into a software is a time-consuming and error-prone task.  Investors and traders can buy and sell commodities directly in the spot market.",,2021.0,236955118,,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
649024e1a5fa08d209e1b8a4882bcd9e5876061f,https://www.semanticscholar.org/paper/649024e1a5fa08d209e1b8a4882bcd9e5876061f,Editorial: Special Section on Services Computing Management for Artificial Intelligence and Machine Learning,"F IFTEEN years ago, few would have imagined that employees could work entirely remotely or that an entire business infrastructure could exist on the Internet. With the adoption of services computing, a service that allows companies to access processing and data storage through the Internet, these business models are becoming a reality. Services computing requires a multidisciplinary lens that integrates science and technology to bridge the gap between business services and information technology (IT) services [item 1) in the Appendix]. Services computing management involves 1) ensuring services computing strategy which is allied with how the organization manages IT and how IT is aligned with organizational strategy, 2) designing, building, sourcing, and deploying resilient computing solutions, trusted, efficient, and address quality of service (QoS) expectations, and 3) overseeing all matters related to business and IT services operations and resources both across business domains and within domains such as retail, finance, healthcare, logistics, and others [item 2) in the Appendix]. The goal of services computing is to enable IT services and computing technology to perform business services more efficiently and effectively [item 3) in the Appendix]. The pervasive nature of services computing management is exhibited in almost all industry settings [item 4) in the Appendix]. In everyday life, new business service innovations will give rise to an emergent dataand information-focused economy that will only pick up steam as both consumer and business utilization of Internet of Things are advanced. Concomitantly, we are moving toward an era of artificially intelligent (AI) (e.g., cognitive computing) services, which are deployed in multiscale, complex distributed architectures. Cognitive computing is the use of computerized models to simulate the human thought process in complex situations where the answers may be ambiguous and uncertain. Computers are increasingly capable of doing things that humans could once do exclusively. Today smart machines are becoming like humans by recognizing voices, processing natural language, learning, and interacting and learning with the physical world through their vision, smell, touch, and other senses, mobility, and motor control. In some cases, they do a much faster and better job than humans at recognizing patterns, performing rule-based analysis on a very large amount of data, and solving both structured and unstructured problems [item 5) in the Appendix].",IEEE Trans. Engineering Management,2021.0,228077504,10.1109/tem.2020.3024363,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
fce9518a4edff2c445d8d919bcee4440662101e7,https://www.semanticscholar.org/paper/fce9518a4edff2c445d8d919bcee4440662101e7,Using machine learning to assess public policies: a real case study for supporting SMEs development in Italy,"In recent years, several initiatives have been taken by governments to support investments in small and medium-sized enterprises. The aim is to foster their access to finance, and thus enhance their competitiveness. This paper investigates, through artificial intelligence, the socio-economic effects of these financial instruments on the performance and business continuity of the beneficiary companies. Moreover, this paper illustrates how artificial intelligence can support public decision-makers in creating and deploying regional policies. This study is a part of the collaboration among Arisk Srl and some policy-makers of the Regional Government of Piedmont (Italy).",2021 IEEE Technology & Engineering Management Conference - Europe (TEMSCON-EUR),2021.0,236481763,10.1109/TEMSCON-EUR52034.2021.9488581,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
b14692c1e0658dd1d814c737171ce714b1588360,https://www.semanticscholar.org/paper/b14692c1e0658dd1d814c737171ce714b1588360,An Intelligent UAV Deployment Scheme for Load Balance in Small Cell Networks Using Machine Learning,"In wireless networks, network load can be highly unbalanced due to the mobility of user equipments (UEs). Unmanned Aerial Vehicles (UAVs) supported base station with the advantage of flexible deployment, ubiquitous wireless coverage and high speed data rate, is a promising approach to handle with the foregoing problem. However, how to achieve cost-effective UAV deployment in an autonomous and dynamic manner is a significant challenge. Facing this problem, we propose a novel UAV base station intelligent deployment scheme based on machine learning and evaluate its performance on a realworld dataset. First, we conduct data preprocessing to process, clean, and transform raw data into formatted data. Missing values are filled by Conditional Mean Imputation (CMI) method and outliers are corrected by pauta criterion. Then, we use hybrid approach which contains ARIMA model and XGBoost model. Linear predictions are carried out by ARIMA model and later nonlinear model XGBoost are applied on residue of ARIMA. Resultant prediction is obtained by adding linear and nonlinear prediction, hybrid model is estimated by Root Mean Square Error (RMSE) and R2 score. Finally, according to predicted results, UAV base stations can be deployed to cater for dynamically changing demands in the hotspot areas and achieve cost-effective deployment. Simulation results show that the propose scheme is superior to other benchmark schemes in load balancing.",2019 IEEE Wireless Communications and Networking Conference (WCNC),2019.0,207757693,10.1109/WCNC.2019.8885648,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
19552c33b6144ba9cf02b52310cfdccdc66b14f2,https://www.semanticscholar.org/paper/19552c33b6144ba9cf02b52310cfdccdc66b14f2,Empirical observation of negligible fairness-accuracy trade-offs in machine learning for public policy,,Nat. Mach. Intell.,2020.0,234353731,10.1038/s42256-021-00396-x,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
0e54e1d7ca6d795bb5e6bd9ad9291af46fbcaa72,https://www.semanticscholar.org/paper/0e54e1d7ca6d795bb5e6bd9ad9291af46fbcaa72,Trident: Efficient 4PC Framework for Privacy Preserving Machine Learning,"Machine learning has started to be deployed in fields such as healthcare and finance, which propelled the need for and growth of privacy-preserving machine learning (PPML). We propose an actively secure four-party protocol (4PC), and a framework for PPML, showcasing its applications on four of the most widely-known machine learning algorithms -- Linear Regression, Logistic Regression, Neural Networks, and Convolutional Neural Networks. 
Our 4PC protocol tolerating at most one malicious corruption is practically efficient as compared to the existing works. We use the protocol to build an efficient mixed-world framework (Trident) to switch between the Arithmetic, Boolean, and Garbled worlds. Our framework operates in the offline-online paradigm over rings and is instantiated in an outsourced setting for machine learning. Also, we propose conversions especially relevant to privacy-preserving machine learning. 
The highlights of our framework include using a minimal number of expensive circuits overall as compared to ABY3. This can be seen in our technique for truncation, which does not affect the online cost of multiplication and removes the need for any circuits in the offline phase. Our B2A conversion has an improvement of $\mathbf{7} \times$ in rounds and $\mathbf{18} \times$ in the communication complexity. In addition to these, all of the special conversions for machine learning, e.g. Secure Comparison, achieve constant round complexity. 
The practicality of our framework is argued through improvements in the benchmarking of the aforementioned algorithms when compared with ABY3. All the protocols are implemented over a 64-bit ring in both LAN and WAN settings. Our improvements go up to $\mathbf{187} \times$ for the training phase and $\mathbf{158} \times$ for the prediction phase when observed over LAN and WAN.",IACR Cryptol. ePrint Arch.,2019.0,208179672,10.14722/ndss.2020.23005,semantic_scholar,finance,'finance' AND 'machine learning' AND ('real-world' AND 'deploy')
