paperId,url,title,abstract,venue,year
42bb6615fa08381a726e62eddb7c66bad9d50abe,https://www.semanticscholar.org/paper/42bb6615fa08381a726e62eddb7c66bad9d50abe,Reinforcement Q-learning PID Controller for a Restaurant Mobile Robot with Double Line-Sensors,"The wheeled mobile robots have been widely applied in daily applications for its simplicity, robustness, stability and low-cost of manufacturing. Typically, PID controller is implemented to drive a mobile robot. However, the performance of the robot is greatly depended on the PID control parameters are tuned and the robustness of the mechanical system. Since the analog controllers were replaced by digital controller, PID control parameters could be automatically tuned to adapt the variation of the system parameters and operating condition. In this manuscript, a mathematical model is developed for a line following mobile robotic system which is used as a restaurant serving robot. The serving robot is controlled by an adaptive PID controller using Q-learning algorithm. The simulation and experimental results are compared to verify the advantage of the adaptive PID controller over classical PID controller.",ICMLSC,2020
635680904e5eb1602df20528aad745e4d64b7017,https://www.semanticscholar.org/paper/635680904e5eb1602df20528aad745e4d64b7017,Reinforcement Learning based Design of Linear Fixed Structure Controllers,"Reinforcement learning has been successfully applied to the problem of tuning PID controllers in several applications. The existing methods often utilize function approximation, such as neural networks, to update the controller parameters at each time-step of the underlying process. In this work, we present a simple finite-difference approach, based on random search, to tuning linear fixed-structure controllers. For clarity and simplicity, we focus on PID controllers. Our algorithm operates on the entire closed-loop step response of the system and iteratively improves the PID gains towards a desired closed-loop response. This allows for embedding stability requirements into the reward function without any modeling procedures.",IFAC-PapersOnLine,2020
87a5b7ae9d3b56d168c26cf166ad0bf851f4002f,https://www.semanticscholar.org/paper/87a5b7ae9d3b56d168c26cf166ad0bf851f4002f,Adaptive neural network control of nonlinear systems with unknown dynamics,"Abstract In this study, an adaptive neural network control approach is proposed to achieve accurate and robust control of nonlinear systems with unknown dynamics, wherein the neural network is innovatively used to learn the inverse problem of system dynamics with guaranteed convergence. This study focuses on the following three contributions. First, the considered system is transformed into a multi-integrator system using an input-output linearization technique, and an extended state observation technique is used to identify the transformed states. Second, an iterative control learning algorithm is proposed to achieve the neural network training, and stability analysis is given to prove that the network’s predictions converge to ideal control inputs with guaranteed convergence. Third, an adaptive neural network controller is developed by combining the trained network and a proportional-integral controller, and the long-standing challenge of model-based methods for control determination of unknown dynamics is resolved. Simulation results of a virtual control mission and an aerospace altitude tracking mission are provided to substantiate the effectiveness of the proposed techniques and illustrate the adaptability and robustness of the proposed controller.",,2020
8fb4849ce9c3983c1a9a3711ad621989694a484c,https://www.semanticscholar.org/paper/8fb4849ce9c3983c1a9a3711ad621989694a484c,A STUDY OF REINFORCEMENT LEARNING APPLICATIONS & ITS ALGORITHMS,"Machine Learning is an indispensable part of Artificial Intelligence. It is the investigation of projects that makes computer to express like humans. Machine learning has come into existence as an important innovation with its adequate number of uses. Reinforcement Learning is one of the major application of Machine Learning that enables machines and software agents to work explicitly and also resolve the conduct within a definite situation to maximize its performance. Due to the aspect of self-improving, web based learning and less programming effort Reinforcement Learning becomes an intelligent agent’s in core technologies. With the advancement of more robust and efficient algorithms, there is still a requirement for more work to be done. Thus the main aim of this study is to provide the review of Reinforcement Learning and its applications by utilizing various algorithms from Machine learning perspective.",,2020
981624c2dcd0cf04467aef7970d4363905193ec0,https://www.semanticscholar.org/paper/981624c2dcd0cf04467aef7970d4363905193ec0,Research on Improved Intelligent Control Processes Based on Three Kinds of Artificial Intelligence,"Autotuning and online tuning of control parameters in control processes (OTP) are widely used in practice, such as in chemical production and industrial control processes. Better performance (such as dynamic speed and steady-state error) and less repeated manual-tuning workloads in bad environments for engineers are expected. The main works are as follows: Firstly, a change ratio for expert system and fuzzy-reasoning-based OTP methods is proposed. Secondly, a wavelet neural-network-based OTP method is proposed. Thirdly, comparative simulations are implemented in order to verify the performance. Finally, the stability of the proposed methods is analyzed based on the theory of stability. Results and effects are as follows: Firstly, the proposed control parameters of online tuning methods of artificial-intelligence-based classical control (AI-CC) systems had better performance, such as faster speed and smaller error. Secondly, stability was verified theoretically, so the proposed method could be applied with a guarantee. Thirdly, a lot of repeated and unsafe manual-based tuning work for engineers can be replaced by AI-CC systems. Finally, an upgrade solution AI-CC, with low cost, is provided for a large number of existing classical control systems.",Processes,2020
b3804444c46df2f5cf097167bfc518714af36b63,https://www.semanticscholar.org/paper/b3804444c46df2f5cf097167bfc518714af36b63,An Improved DDPG and Its Application Based on the Double-Layer BP Neural Network,"This paper focused on three application problems of the traditional Deep Deterministic Policy Gradient(DDPG) algorithm. That is, the agent exploration is insufficient, the neural network performance is unsatisfied, the agent output fluctuates greatly. In terms of agent exploration strategy, network training algorithm and overall algorithm implementation, an improved DDPG method based on double-layer BP neural network is proposed. This method introduces fuzzy algorithm and BFGS algorithm based on Armijo-Goldstein criterion, improves the exploration efficiency, learning efficiency and convergence of BP neural network, increases the number of layers of BP neural network to improve the fitting ability of the network, and adopts periodic update to ensure the stable operation of the algorithm. The experimental results show that the deep learning network based on the improved DDPG algorithm has greatly improved the performance compared with the traditional method after multiple rounds of self-learning under variable working conditions. This study lays a theoretical and experimental foundation for the extended application of deep learning algorithm.",IEEE Access,2020
b828a2c8e85169d6d85eef89b8a30c48bea90ee1,https://www.semanticscholar.org/paper/b828a2c8e85169d6d85eef89b8a30c48bea90ee1,Reinforcement Learning: Recent Threads,"​Abstract ​ —Reinforcement learning is a method of  training algorithms using reward and punishment  feedback. Reinforcement learning agents will  interact with their environment to extract  information. It is using a trial and error  mechanism to learn from its experiences. The goal  of reinforcement learning is getting a model that  can maximize the total aggregate reward. Its  policy is similar to supervised learning. When  comparing, both reinforcement learning and  supervised learning uses the mapping between  input and output as a policy method. This paper  contains detailed comparisons and discussion of  six reinforcement algorithms, their exploration  and exploitation strategy, their weakness and  strengths. Background on reinforcement learning  models and its recent trends, advantages and  future opportunities of reinforcement learning are  presented in the paper. This paper is keen to  discuss the state-of-the-art applications and  achievements of reinforcement learning in various  domains.  ​Index Terms​ —Reinforcement learning, trends,  review, challenges, model-free, Q-learning, DDPG,  SARSA, Inverse Reinforcement Learning, Actor  critic model.  I.INTRODUCTION  Reinforcement learning (RL) is a multidisciplinary  machine learning technique. It is a hot research topic  in the artificial intelligence domain. The last decade  witnessed research and applicational level success in  reinforcement learning. The concept and research in  reinforcement learning started during 1980 and have  its origin rooted back into statistics, game theory,  control theory and animal psychology. Reinforcement  learning is a goal-oriented method with the ability to  interact with the environment and learn from it. A  reinforcement learning agent is designed to learn from its environment using a trial and error  mechanism. An RL agent in a dynamic environment  is capable of extracting information from the current  state and to take appropriate action. The  reinforcement learning model is designed to choose  the best-fit action to maximize the reward and deliver  maximum utility. More appropriate actions will be  selected based on the reward function value and  undesirable actions will be silenced using punishment  feedback. Starting from single-agent reinforcement  learning detailed research is carrying out on  multi-agent and swarm intelligence topics. Genetic  algorithms and hybrid approaches are now trying to  break the barrier of human cognitive ability to  achieve superhuman perfection. The ability of  reinforcement learning to extract and manipulate the  raw pixels data made it an integral part of computer  vision and digital game environments. An RL agent learns the best policy using the  exploration of the environment. Reinforcement  learning models are used to solve complex  computational problems by setting a reward  mechanism and control policies. It chooses a best-fit  policy to maximize the reward. The concept of  reinforcement learning is inspired and adapted from  the natural learning process of the animals, especially  the learning and action behaviour of human beings. In  reinforcement learning, data will generate based on  environment exploration. The agent will only be  informed about the starting state, and the behaviour  will be modelled based on the reward and  punishments. The reward feedback in the form of a  scalar objective function is a performance measure ​of  each step. Reinforcement learning is closely related to  optimal control theory. RL and optimal control theory  are used to find an optimal control policy to optimize  the objective function. The ability of RL agents in  decision making under the uncertainty maid is special  among other machine learning techniques. No  information regarding what move to make is provided  to the RL agent. The agent must decide the best  activity to boost long-term rewards and execute it.  The selected action will change the current  environment state into the next adjacent state.  Different RL algorithms developed during the last  two decades are improvised a lot and achieved good  results in complex real-world applications. The  International Journal of Engineering Research & Technology (IJERT)",,2020
ccf4d07af16ea3c99484c62c0c85bd2507651bf1,https://www.semanticscholar.org/paper/ccf4d07af16ea3c99484c62c0c85bd2507651bf1,Optimising PID Control with Residual Policy Reinforcement Learning,"Suspension control systems in cars are a vital component in modern vehicles tasked with enhancing ride comfort for passengers. However, these systems rely on system controllers to dictate the damping rate. Commonly PID controllers are used for this purpose, but these controllers have a number of drawbacks such as their linearity and inability to adapt. On the other hand, many of these weaknesses are the strengths of Reinforcement Learning (RL) techniques. In this research, a novel approach is taken to combine both PID controllers and RL through a technique known as Residual Policy Reinforcement Learning (RPRL). This approach is evaluated on a quarter car suspension system model in a variety of common scenarios and is shown to improve the suspension control of a car, enhance the performance of a PID-controller, and adapt to environmental changes. However, it is also shown that the algorithm’s performance is highly reliant on the performance of the base policy, i.e., initially selected PID parameters.",AICS,2020
d226e9729b40d5c69a6ae7af56d22001dbecdfbf,https://www.semanticscholar.org/paper/d226e9729b40d5c69a6ae7af56d22001dbecdfbf,Adaptive Single Neuron Anti-Windup PID Controller Based on the Extended Kalman Filter Algorithm,"In this paper, an adaptive single neuron Proportional–Integral–Derivative (PID) controller based on the extended Kalman filter (EKF) training algorithm is proposed. The use of EKF training allows online training with faster learning and convergence speeds than backpropagation training method. Moreover, the propose adaptive PID approach includes a back-calculation anti-windup scheme to deal with windup effects, which is a common problem in PID controllers. The performance of the proposed approach is shown by presenting both simulation and experimental tests, giving results that are comparable to similar and more complex implementations. Tests are performed for a four wheeled omnidirectional mobile robot. Tests show the superiority of the proposed adaptive PID controller over the conventional PID and other adaptive neural PID approaches. Experimental tests are performed on a KUKA® Youbot® omnidirectional platform.",,2020
d7b37e645bb7450fe88c537e88ca4b4c05504ce3,https://www.semanticscholar.org/paper/d7b37e645bb7450fe88c537e88ca4b4c05504ce3,Adaptive neuro-fuzzy PID controller based on twin delayed deep deterministic policy gradient algorithm,"Abstract This paper presents an adaptive neuro-fuzzy PID controller based on twin delayed deep deterministic policy gradient (TD3) algorithm for nonlinear systems. In this approach, the observation of the environment is embedded with information of a multiple input single output (MISO) fuzzy inference system (FIS) and have a specially defined fuzzy PID controller in neural network (NN) formation acting as the actor in the TD3 algorithm, which achieves automatic tuning of gains of fuzzy PID controller. From the control perspective, the controller combines the merits of both FIS and PID controller and utilizes reinforcement learning algorithm for optimizing parameters. From the reinforcement learning point of view, embedding the prior knowledge into the fuzzy PID controller incorporated in the actor network helps reduce the learning difficulty in the training process. The proposed method was tested on the cart-pole system in simulation environment with comparison of a linear PID controller, which demonstrates the robustness and generalization of the proposed approach.",Neurocomputing,2020
f1e118216f8ef4d15f251eadda7287608143193e,https://www.semanticscholar.org/paper/f1e118216f8ef4d15f251eadda7287608143193e,NARX Prediction-Based Parameters Online Tuning Method of Intelligent PID System,"Control parameters of classical control system are expected to be online tuned and optimized by intelligent methods, in order to improve performance and help engineers reduce a lot of repetitive work in dangerous and harmful working environments. Main ideas and works of this paper are as follows:Firstly, change ratio based expert PID control method (EA-PID) is proposed to expand range of control parameters. Expert rule table (ERT) of expert PID control method (E-PID) is replaced by change ratio table (CRT) of EA-PID. Adjusted parameters of EA-PID are the results of multiplying change ratios in current adjusting cycle and control parameters in previous adjusting cycle. Secondly, NARX prediction-based NARX-E-PID and NARX-EA-PID are proposed. The NARX neural network is designed as a time series predictor to predict the output of the control system, then control parameters are adjusted according to the predicted output. Thirdly, comparative simulations of all the above methods are implemented to verify the improved effects. Finally, theoretical analysis is provided to ensure the stability of control systems. Effect are as follows: Firstly, comparative simulations verify that the improved methods have faster control speed, smaller steady-state error, less overshoot, and better ability of anti-interference. Secondly, theoretical analysis shows that the unstable control systems with adjusted parameters can be changed into a stable system by stability judgment in each adjusting cycle.",IEEE Access,2020
f807922458471796e363a7f6511d82950aad180a,https://www.semanticscholar.org/paper/f807922458471796e363a7f6511d82950aad180a,Uma Abordagem de Aprendizado online para o Seguimento de Trajetórias usando Robôs não Holonômicos,"This study investigates a Reinforcement Learning (RL) method to derivate control laws of a non-holonimic robot considering the coupling and nonlinearity of the system. The controller is on-line derivated from the interaction between the agent and an unknown environment through a Q-learning based approach. This approach aims to find the best action that maximizes the rewards along attempts to follow a trajectory. Performed experiments might show that the learned controllers were able of efficiently following diverse trajectories considering different speed variations of the robot translation and rotation as well as maximizing the reward amount over iteractions for two distinct learning process configurations. Resumo: Este artigo investiga a aplicação de um método de Aprendizado por Reforço (RL) para derivar as leis de controle de robôs não holonômico, considerando o acoplamento e a não linearidade do sistema. Os controladores são derivados on-line através da interação entre o agente real e o ambiente desconhecido, usando uma abordagem baseada no algoritmo Q-Learning, que visa descobrir qual a melhor ação a ser tomada pelo agente, de modo a maximizar as recompensas recebidas em cada tentativa de execução do seguimento da trajetória desejada. Resultados experimentais mostraram que os controladores aprendidos são capazes de realizar o seguimento de diferentes trajetórias, de forma eficiente, levando em conta a variação das velocidades de translação e de rotação do robô e a maximização do valor das recompensas ao longo das iterações, conforme apresentado nos estudos de caso.",,2020
020e4193cca69c790f3fd43341795572257eed90,https://www.semanticscholar.org/paper/020e4193cca69c790f3fd43341795572257eed90,Performance Analysis of Deep Q Networks and Advantage Actor Critic Algorithms in Designing Reinforcement Learning-based Self-tuning PID Controllers,"Use of Reinforcement Learning (RL) in designing adaptive self-tuning PID controllers is a relatively new horizon of research with Q-learning and its variants being the predominant algorithms found in the literature. However, the possibility of using an interesting alternative algorithm i.e. Advantage Actor Critic (A2C) in the above context is relatively unexplored. In the present study, Deep Q Networks (DQN) and A2C approaches have been employed to design self-tuning PID controllers. Comparative performance analysis of both the controllers was undertaken in a simulation environment on a servo position control system, with various static and dynamic control objectives, keeping a conventional PID controller as a baseline. A2C based Adaptive PID Controller(A2CAPID) is more promising in trajectory tracking problems whereas DQN based Adaptive PID Controller(DQNAPID) is rather suitable for systems with relatively large plant parameter variations.",2019 IEEE Bombay Section Signature Conference (IBSSC),2019
24f9cec3c63d0a37a709bbccdf55c55a7770614d,https://www.semanticscholar.org/paper/24f9cec3c63d0a37a709bbccdf55c55a7770614d,Double Q-PID algorithm for mobile robot control,"Abstract Many expert systems have been developed for self-adaptive PID controllers of mobile robots. However, the high computational requirements of the expert systems layers, developed for the tuning of the PID controllers, still require previous expert knowledge and high efficiency in algorithmic and software execution for real-time applications. To address these problems, in this paper we propose an expert agent-based system, based on a reinforcement learning agent, for self-adapting multiple low-level PID controllers in mobile robots. For the formulation of the artificial expert agent, we develop an incremental model-free algorithm version of the double Q -Learning algorithm for fast on-line adaptation of multiple low-level PID controllers. Fast learning and high on-line adaptability of the artificial expert agent is achieved by means of a proposed incremental active-learning exploration-exploitation procedure, for a non-uniform state space exploration, along with an experience replay mechanism for multiple value functions updates in the double Q -learning algorithm. A comprehensive comparative simulation study and experiments in a real mobile robot demonstrate the high performance of the proposed algorithm for a real-time simultaneous tuning of multiple adaptive low-level PID controllers of mobile robots in real world conditions.",Expert Syst. Appl.,2019
2666ebdb6f6b9566e2bebab3bef5c01796f2c23e,https://www.semanticscholar.org/paper/2666ebdb6f6b9566e2bebab3bef5c01796f2c23e,Dynamic Linear Predictive Optimization of Flexible Robot Profiling MFA Model,"As the airbag of a flexible robot is affected by external environmental factors during the profiling process, there are many uncertainties in the process of deformation of the airbag. For this reason, the general nonlinear control strategy cannot obtain an accurate data model. In this paper, a flexible robot profiling MFA (Model-Free Adaptive) model based on adaptive predictive dynamic linear optimization is proposed. Firstly, the real-time thickness of the airbag is obtained through edge detection by using the image processing algorithm. Secondly, the airbag aerodynamic model is constructed by visual servo control strategy. Then, a nonlinear control system based on model-free adaptive control is established. Thirdly, the weighting factor is used to limit the variation range of the input quantity, and the deviation of the actual value and the expected value is corrected by the adaptive prediction mechanism. Finally, the servo control the airbag is completed. The experimental results show that the improved model proposed in this paper solves the overshoot phenomenon of the standard control model with less control error and higher robustness.",J. Sensors,2019
6e61f825069bc1da7863aaed45ece4e55b516fb8,https://www.semanticscholar.org/paper/6e61f825069bc1da7863aaed45ece4e55b516fb8,Trajectory Tracking Control for Mobile Robots Using Reinforcement Learning and PID,"In this paper, a novel algorithm of trajectory tracking control for mobile robots using the reinforcement learning and PID is proposed. The Q-learning and PID are adopted for tracking the desired trajectory of the mobile robot. The proposed method can reduce the computational complexity of reward function for Q-learning and improve the tracking accuracy of mobile robot. The effectiveness of the proposed algorithm is demonstrated via simulation tests.","Iranian Journal of Science and Technology, Transactions of Electrical Engineering",2020
8660967a947a6c705d35df9c0a8383b7166355db,https://www.semanticscholar.org/paper/8660967a947a6c705d35df9c0a8383b7166355db,Ictiobot-40 a low cost AUV platform for acoustic imaging surveying,"Autonomous Underwater Vehicles (AUVs) are suitable platforms for a wide type of applications in the oceanic environment. These applications are developed in various fields such as scientific surveying, off-shore industry and defense. The employment of AUVs requires less human support and reduces operation costs. Due to the changing marine environment these vehicles must deal with uncertain and hostile conditions to perform its tasks. In the marine robotics matter, the INTELYMEC group has developed in 2012 an AUV prototype called Ictiobot, a low cost experimental platform for multipurpose missions. In this paper an upgrade of the original prototype is presented, the Ictiobot-40, conceived to perform acoustic imaging surveying missions of up to two hours and maximum depths of 40 meters. The new software and hardware architectures and mechanical structure improvements, are detailed. In addition to these technical details, initial experimental results of the AUV performance in quiet waters will be discussed. Also, the new approaches for systems under development are presented.",OCEANS 2019 - Marseille,2019
8ab6c626bf074b501da30d656432afaefdfa5a45,https://www.semanticscholar.org/paper/8ab6c626bf074b501da30d656432afaefdfa5a45,Solving the optimal path planning of a mobile robot using improved Q-learning,"Abstract Q-learning, a type of reinforcement learning, has gained increasing popularity in autonomous mobile robot path planning recently, due to its self-learning ability without requiring a priori model of the environment. Yet, despite such advantage, Q-learning exhibits slow convergence to the optimal solution. In order to address this limitation, the concept of partially guided Q-learning is introduced wherein, the flower pollination algorithm (FPA) is utilized to improve the initialization of Q-learning. Experimental evaluation of the proposed improved Q-learning under the challenging environment with a different layout of obstacles shows that the convergence of Q-learning can be accelerated when Q-values are initialized appropriately using the FPA. Additionally, the effectiveness of the proposed algorithm is validated in a real-world experiment using a three-wheeled mobile robot.",Robotics Auton. Syst.,2019
