contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Article,doi:10.1007/s00500-022-06815-4,Using deep reinforcement learning to search reachability properties in systems specified through graph transformation,Soft Computing,10.1007/s00500-022-06815-4,Springer,2022-02-11,2022-02-11,"Today, model checking is one of the essential techniques in the verification of software systems. This technique can verify some properties such as reachability in which the entire state space is searched to find the desired state. However, model checking may lead to the state space explosion problem in which all states cannot be generated due to the exponential resource usage. Although the results of recent model checking approaches are promising, there is still room for improvement in terms of accuracy and the number of explored states. In this paper, using deep reinforcement learning and two neural networks, we propose an approach to increase the accuracy of the generated witnesses and reduce the use of hardware resources. In this approach, at first, an agent starts to explore the state space without any knowledge and gradually identifies the proper and improper actions by receiving different rewards/penalties from the environment to achieve the goal. Once the dataset is fulfilled with the agent's experiences, two neural networks evaluate the quality of each operation in each state, and afterwards, the best action is selected. The significant difficulties and challenges in the implementation are encoding the states, feature engineering, feature selection, reward engineering, handling invalid actions, and configuring the neural network. Finally, the proposed approach has been implemented in the Groove toolset, and as a result, in most of the case studies, it overcame the problem of state space explosion. Also, this approach outperforms the existing solutions in terms of generating shorter witnesses and exploring fewer states. On average, the proposed approach is nearly 400% better than other approaches in exploring fewer states and 300% better than the others in generating shorter witnesses. Also, on average, the proposed approach is 37% more accurate than the others in terms of finding the goals state.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00500-022-06815-4,springer
Article,doi:10.1007/s41870-022-00858-4,Neural model based collaborative filtering for movie recommendation system,International Journal of Information Technology,10.1007/s41870-022-00858-4,Springer,2022-02-04,2022-02-04,"Due to the availability of enormous number of products of same domain is increasing day by day the possibility of getting your desire product is getting less. Therefore, a recommendation not only helps you find the best probable product according to your preference but also increases the efficacy to find the product for you in less time interval. Artificial neural network has been producing a tremendous result in the practical solutions like image classification, speech recognitions and various AI problems. The use of neural network to build recommendations system can also be used as an auto encoder in various sector. The neural network contains many layers and each layer contains many perceptron which holds the weight. While the network gets trained, the weights of each perception are optimized and get adjusted. Building a simple neural network model for predicting recommendations with high accuracy is the objective of this work. The dataset used in this recommendations model is contributed by the Movie-lens archive. Manipulating the data into a right form and format is the most important part of the model. The whole work is performed, experimented and evaluated in python as it consists of many predefined useful libraries. The result of the recommender model is evaluated by finding the Hit-Ratio. The Hit-ratio obtained by this model is 87.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s41870-022-00858-4,springer
Article,doi:10.1007/s10596-021-10104-8,Latent-space inversion (LSI): a deep learning framework for inverse mapping of subsurface flow data,Computational Geosciences,10.1007/s10596-021-10104-8,Springer,2022-02-01,2021-11-22,"This paper presents Latent-Space Inversion (LSI) as a new data-informed inversion and parameterization framework where dimensionality reduction is tailored to flow physics that governs the behavior of subsurface systems. Inverse modeling in hydrogeology and petroleum engineering involves minimizing the mismatch between observed and simulated data from a set of prior models. A myriad of approaches has been developed to accomplish this goal over the years, and their performance is dependent on the effectiveness of parameterization and the capability of data conditioning technique. We demonstrate LSI as a more robust and efficient approach for calibration of subsurface model over traditional approaches where dimensionality reduction of model parameters is done independently (decoupled) of flow data integration. LSI provides a compact description of the parameters in a latent space that does not only exploit the redundancy of large-scale geologic features but also retain features that are sensitive to flow data. Motivated by recent advances in machine learning research, LSI architecture involves a pair of deep convolutional autoencoders that are coupled to jointly extract spatial geologic features in subsurface models and temporal trends in flow data. The LSI architecture is trained offline using prior model realizations and their corresponding simulated flow responses (as training data) to effectively represent the model and data and to learn the complex nonlinear inverse mapping between data and model. Once field data becomes available, calibrated models can be rapidly obtained using the trained LSI architecture. The resulting data-informed model latent space can be explored to allow the generation of an ensemble of calibrated model realizations around the inversion solution. This is especially useful when observed data is noisy and multiple inversion solutions can be accepted within the noise range. We present several inversion examples to illustrate the performance of LSI and to discuss the advantages and limitations of data-driven inversion approaches compared to the conventional inverse modelling formulations.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10596-021-10104-8,springer
Article,doi:10.1007/s11182-022-02528-1,Application of Artificial Neural Networks in Studying the Dynamic Structure of the Near-Earth Orbital Space,Russian Physics Journal,10.1007/s11182-022-02528-1,Springer,2022-02-01,2022-02-21,"A description of the technique for studying the dynamic structure of the near-Earth orbital space using machine learning technology is presented. Artificial neural networks were used to process time series associated with the evolution of resonance characteristics that determine the dynamic structure of the near-Earth region up to 120 thousand km along the semi-major axis. The number of series processed has exceeded half a million, and their manual processing would be time consuming. The results of applying the technique to the analysis of the resonant structure of the selected area of space are presented.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11182-022-02528-1,springer
Article,doi:10.1007/s11548-021-02535-6,Anisotropic neural deblurring for MRI acceleration,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-021-02535-6,Springer,2022-02-01,2021-12-03,"Purpose MRI has become the tool of choice for brain imaging, providing unrivalled contrast between soft tissues, as well as a wealth of information about anatomy, function, and neurochemistry. Image quality, in terms of spatial resolution and noise, is strongly dependent on acquisition duration. A typical brain MRI scan may last several minutes, with total protocol duration often exceeding 30 minutes. Long scan duration leads to poor patient experience, long waiting time for appointments, and high costs. Therefore, shortening MRI scans is crucial. In this paper, we investigate the enhancement of low-resolution (LR) brain MRI scanning, to enable shorter acquisition times without compromising the diagnostic value of the images. Methods We propose a novel fully convolutional neural enhancement approach. It is optimized for accelerated LR MRI acquisitions obtained by reducing the acquisition matrix size only along phase encoding direction. The network is trained to transform the LR acquisitions into corresponding high-resolution (HR) counterparts in an end-to-end manner. In contrast to previous neural-based MRI enhancement algorithms, such as DAGAN, the LR images used for training are real acquisitions rather than smoothed, downsampled versions of the HR images. Results The proposed method is validated qualitatively and quantitatively for an acceleration factor of 4. Favourable comparison is demonstrated against the state-of-the-art DeblurGAN and DAGAN algorithms in terms of PSNR and SSIM scores. The result was further confirmed by an image quality rating experiment performed by four senior neuroradiologists. Conclusions The proposed method may become a valuable tool for scan time reduction in brain MRI. In continuation of this research, the validation should be extended to larger datasets acquired for different imaging protocols, and considering several MRI machines produced by different vendors.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11548-021-02535-6,springer
Article,doi:10.1007/s12555-020-0538-y,Online Gaussian Process State-space Model: Learning and Planning for Partially Observable Dynamical Systems,"International Journal of Control, Automation and Systems",10.1007/s12555-020-0538-y,Springer,2022-02-01,2022-02-04,"This paper proposes an online learning method of Gaussian process state-space model (GP-SSM). GP-SSM is a probabilistic representation learning scheme that represents unknown state transition and/or measurement models as Gaussian processes (GPs). While the majority of prior literature on learning of GP-SSM are focused on processing a given set of time series data, data may arrive and accumulate sequentially over time in most dynamical systems. Storing all such sequential data and updating the model over entire data incur large amount of computational resources in space and time. To overcome this difficulty, we propose a practical method, termed onlineGPSSM , that incorporates stochastic variational inference (VI) and online VI with novel formulation. The proposed method mitigates the computational complexity without catastrophic forgetting and also support adaptation to changes in a system and/or real environments. Furthermore, we present application of onlineGPSSM into the reinforcement learning (RL) of partially observable dynamical systems by integrating onlineGPSSM with Bayesian filtering and trajectory optimization algorithms. Numerical examples are presented to demonstrate applicability of the proposed method.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12555-020-0538-y,springer
Article,doi:10.1007/s11705-021-2073-7,Using machine learning models to explore the solution space of large nonlinear systems underlying flowsheet simulations with constraints,Frontiers of Chemical Science and Engineering,10.1007/s11705-021-2073-7,Springer,2022-02-01,2021-08-26,"Flowsheet simulations of chemical processes on an industrial scale require the solution of large systems of nonlinear equations, so that solvability becomes a practical issue. Additional constraints from technical, economic, environmental, and safety considerations may further limit the feasible solution space beyond the convergence requirement. A priori, the design variable domains for which a simulation converges and fulfills the imposed constraints are usually unknown and it can become very time-consuming to distinguish feasible from infeasible design variable choices by simply running the simulation for each choice. To support the exploration of the design variable space for such scenarios, an adaptive sampling technique based on machine learning models has recently been proposed. However, that approach only considers the exploration of the convergent domain and ignores additional constraints. In this paper, we present an improvement which particularly takes the fulfillment of constraints into account. We successfully apply the proposed algorithm to a toy example in up to 20 dimensions and to an industrially relevant flowsheet simulation.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11705-021-2073-7,springer
Article,doi:10.1007/s11227-021-04038-2,Effective approximation of high-dimensional space using neural networks,The Journal of Supercomputing,10.1007/s11227-021-04038-2,Springer,2022-02-01,2021-08-30,"Because of the curse of dimensionality, the data in high-dimensional space hardly afford sufficient information for neural networks training. Hence, this is a tough task to approximate the high-dimensional space using neural networks. To address this, here proposes the method that neural networks approximate a high-dimensional function that can effectively approach the high-dimensional space, rather than using neural networks to directly approximate the high-dimensional space. Hence, two boundaries were derived by Lipschitz condition, i.e., the one is that neural networks approximate a high-dimensional function, and the other is that a high-dimensional function approaches the high-dimensional space. Experimental results on synthetic and real-world datasets show that our method is effective and outperforms the competing methods in the performance to approximate the high-dimensional space. We find that this manner of using neural networks to approximate a high-dimensional function that can effectively approach the high-dimensional space is more resistance to the curse of dimensionality. In addition, the ability of the proposed method to approximate the high-dimensional space is related to the number of hidden layers and the choice of high-dimensional functions, but more relies on the latter. Our findings demonstrate that it is no obvious dependency between the number of hidden layers respecting the proposed method and the choice for high-dimensional functions.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11227-021-04038-2,springer
Article,doi:10.1007/s10845-021-01842-8,Deep semi-supervised learning of dynamics for anomaly detection in laser powder bed fusion,Journal of Intelligent Manufacturing,10.1007/s10845-021-01842-8,Springer,2022-02-01,2021-09-23,"Highly complex data streams from in-situ additive manufacturing (AM) monitoring systems are becoming increasingly prevalent, yet finding physically actionable patterns remains a key challenge. Recent AM literature utilising machine learning methods tend to make predictions about flaws or porosity without considering the dynamical nature of the process. This leads to increases in false detections as useful information about the signal is lost. This study takes a different approach and investigates learning a physical model of the laser powder bed fusion process dynamics. In addition, deep representation learning enables this to be achieved directly from high speed videos. This representation is combined with a predictive state space model which is learned in a semi-supervised manner, requiring only the optimal laser parameter to be characterised. The model, referred to as FlawNet, was exploited to measure offsets between predicted and observed states resulting in a highly robust metric, known as the dynamic signature. This feature also correlated strongly with a global material quality metric, namely porosity. The model achieved state-of-the-art results with a receiver operating characteristic (ROC) area under curve (AUC) of 0.999 when differentiating between optimal and unstable laser parameters. Furthermore, there was a demonstrated potential to detect changes in ultra-dense, 0.1% porosity, materials with an ROC AUC of 0.944, suggesting an ability to detect anomalous events prior to the onset of significant material degradation. The method has merit for the purposes of detecting out of process distributions, while maintaining data efficiency. Subsequently, the generality of the methodology would suggest the solution is applicable to different laser processing systems and can potentially be adapted to a number of different sensing modalities.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10845-021-01842-8,springer
Article,doi:10.1007/s00365-021-09543-4,Approximation Spaces of Deep Neural Networks,Constructive Approximation,10.1007/s00365-021-09543-4,Springer,2022-02-01,2021-05-05,"We study the expressivity of deep neural networks. Measuring a network’s complexity by its number of connections or by its number of neurons, we consider the class of functions for which the error of best approximation with networks of a given complexity decays at a certain rate when increasing the complexity budget. Using results from classical approximation theory, we show that this class can be endowed with a (quasi)-norm that makes it a linear function space, called approximation space. We establish that allowing the networks to have certain types of “skip connections” does not change the resulting approximation spaces. We also discuss the role of the network’s nonlinearity (also known as activation function) on the resulting spaces, as well as the role of depth. For the popular ReLU nonlinearity and its powers, we relate the newly constructed spaces to classical Besov spaces. The established embeddings highlight that some functions of very low Besov smoothness can nevertheless be well approximated by neural networks, if these networks are sufficiently deep.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00365-021-09543-4,springer
Article,doi:10.1007/s00365-021-09549-y,The Barron Space and the Flow-Induced Function Spaces for Neural Network Models,Constructive Approximation,10.1007/s00365-021-09549-y,Springer,2022-02-01,2021-05-24,"One of the key issues in the analysis of machine learning models is to identify the appropriate function space and norm for the model. This is the set of functions endowed with a quantity which can control the approximation and estimation errors by a particular machine learning model. In this paper, we address this issue for two representative neural network models: the two-layer networks and the residual neural networks. We define the Barron space and show that it is the right space for two-layer neural network models in the sense that optimal direct and inverse approximation theorems hold for functions in the Barron space. For residual neural network models, we construct the so-called flow-induced function space and prove direct and inverse approximation theorems for this space. In addition, we show that the Rademacher complexity for bounded sets under these norms has the optimal upper bounds.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00365-021-09549-y,springer
Article,doi:10.3758/s13421-021-01233-7,Reward learning and working memory: Effects of massed versus spaced training and post-learning delay period,Memory & Cognition,10.3758/s13421-021-01233-7,Springer,2022-02-01,2021-09-14,"Neuroscience research has illuminated the mechanisms supporting learning from reward feedback, demonstrating a critical role for the striatum and midbrain dopamine system. However, in humans, short-term working memory that is dependent on frontal and parietal cortices can also play an important role, particularly in commonly used paradigms in which learning is relatively condensed in time. Given the growing use of reward-based learning tasks in translational studies in computational psychiatry, it is important to understand the extent of the influence of working memory and also how core gradual learning mechanisms can be better isolated. In our experiments, we manipulated the spacing between repetitions along with a post-learning delay preceding a test phase. We found that learning was slower for stimuli repeated after a long delay (spaced-trained) compared to those repeated immediately (massed-trained), likely reflecting the remaining contribution of feedback learning mechanisms when working memory is not available. For massed learning, brief interruptions led to drops in subsequent performance, and individual differences in working memory capacity positively correlated with overall performance. Interestingly, when tested after a delay period but not immediately, relative preferences decayed in the massed condition and increased in the spaced condition. Our results provide additional support for a large role of working memory in reward-based learning in temporally condensed designs. We suggest that spacing training within or between sessions is a promising approach to better isolate and understand mechanisms supporting gradual reward-based learning, with particular importance for understanding potential learning dysfunctions in addiction and psychiatric disorders.",http://link.springer.com/openurl/fulltext?id=doi:10.3758/s13421-021-01233-7,springer
Article,doi:10.1007/s00365-021-09550-5,Robust and Resource-Efficient Identification of Two Hidden Layer Neural Networks,Constructive Approximation,10.1007/s00365-021-09550-5,Springer,2022-02-01,2021-06-30,"We address the structure identification and the uniform approximation of two fully nonlinear layer neural networks of the type $$f(x)=1^T h(B^T g(A^T x))$$ f ( x ) = 1 T h ( B T g ( A T x ) ) on $$\mathbb R^d$$ R d , where $$g=(g_1,\dots , g_{m_0})$$ g = ( g 1 , ⋯ , g m 0 ) , $$h=(h_1,\dots , h_{m_1})$$ h = ( h 1 , ⋯ , h m 1 ) , $$A=(a_1|\dots |a_{m_0}) \in \mathbb R^{d \times m_0}$$ A = ( a 1 | ⋯ | a m 0 ) ∈ R d × m 0 and $$B=(b_1|\dots |b_{m_1}) \in \mathbb R^{m_0 \times m_1}$$ B = ( b 1 | ⋯ | b m 1 ) ∈ R m 0 × m 1 , from a small number of query samples. The solution of the case of two hidden layers presented in this paper is crucial as it can be further generalized to deeper neural networks. We approach the problem by sampling actively finite difference approximations to Hessians of the network. Gathering several approximate Hessians allows reliably to approximate the matrix subspace $$\mathcal W$$ W spanned by symmetric tensors $$a_1 \otimes a_1,\dots ,a_{m_0}\otimes a_{m_0}$$ a 1 ⊗ a 1 , ⋯ , a m 0 ⊗ a m 0 formed by weights of the first layer together with the entangled symmetric tensors $$v_1 \otimes v_1 ,\dots ,v_{m_1}\otimes v_{m_1}$$ v 1 ⊗ v 1 , ⋯ , v m 1 ⊗ v m 1 , formed by suitable combinations of the weights of the first and second layer as $$v_\ell =A G_0 b_\ell /\Vert A G_0 b_\ell \Vert _2$$ v ℓ = A G 0 b ℓ / ‖ A G 0 b ℓ ‖ 2 , $$\ell \in [m_1]$$ ℓ ∈ [ m 1 ] , for a diagonal matrix $$G_0$$ G 0 depending on the activation functions of the first layer. The identification of the 1-rank symmetric tensors within $$\mathcal W$$ W is then performed by the solution of a robust nonlinear program, maximizing the spectral norm of the competitors constrained over the unit Frobenius sphere. We provide guarantees of stable recovery under a posteriori verifiable conditions. Once the 1-rank symmetric tensors $$\{a_i \otimes a_i, i\in [m_0]\}\cup \{v_\ell \otimes v_\ell , \ell \in [m_1] \}$$ { a i ⊗ a i , i ∈ [ m 0 ] } ∪ { v ℓ ⊗ v ℓ , ℓ ∈ [ m 1 ] } are computed, we address their correct attribution to the first or second layer ( $$a_i$$ a i ’s are attributed to the first layer). The attribution to the layers is currently based on a semi-heuristic reasoning, but it shows clear potential of reliable execution. Having the correct attribution of the $$a_i,v_\ell $$ a i , v ℓ to the respective layers and the consequent de-parametrization of the network, by using a suitably adapted gradient descent iteration, it is possible to estimate, up to intrinsic symmetries, the shifts of the activations functions of the first layer and compute exactly the matrix $$G_0$$ G 0 . Eventually, from the vectors $$v_\ell =A G_0 b_\ell /\Vert A G_0 b_\ell \Vert _2$$ v ℓ = A G 0 b ℓ / ‖ A G 0 b ℓ ‖ 2 ’s and $$a_i$$ a i ’s one can disentangle the weights $$b_\ell $$ b ℓ ’s, by simple algebraic manipulations. Our method of identification of the weights of the network is fully constructive, with quantifiable sample complexity and therefore contributes to dwindle the black box nature of the network training phase. We corroborate our theoretical results by extensive numerical experiments, which confirm the effectiveness and feasibility of the proposed algorithmic pipeline.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00365-021-09550-5,springer
