contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Chapter ConferencePaper,doi:10.1007/978-981-16-2712-5_35,Deep Neural Networks to Predict Sub-surface Ocean Temperatures from Satellite-Derived Surface Ocean Parameters,Soft Computing for Problem Solving,10.1007/978-981-16-2712-5_35,Springer,2021-01-01,2021-10-14,"Sub-surface ocean temperature (SSOT) profiles are highly significant for tropical cyclone triggers and their progressive behavior; therefore, the prediction of these profiles is of utmost importance. Various past studies mention the successful use of soft computing methods in estimating SSOT profiles with good accuracy. However, the prediction of SSOT at significant lead times (3–5 days) has not been investigated yet. Whether recent advanced deep learning models can predict SSOT accurately at higher lead times, and if they do will the accuracy be competitive enough compared to past studies and sufficient to understand the progressing cyclone behavior? To answer these important issues, we propose a study using a combination of deep learning models to predict the SSOT profile (1.5–750 m) for the 3-day and 5-day lead times at a specific location in the eastern Indian Ocean. The proposed deep learning model is a combination of a convolutional long short-term memory two-dimensional (ConvLSTM 2D) network and a deep multilayer perceptron (MLP) fully connected network. ConvLSTM 2D is used for analyzing the spatio-temporal past sea surface temperature (SST) satellite-derived data around the study location. Deep MLP is used for analyzing past observed SSOT profiles at the study location. Two different experiments were performed for SSOT predictions, one is with only SST inputs (ConvLSTM 2D model) and the second is with a combination of SST and past SSOT profiles (combining ConvLSTM2D and deep MLP networks). A combination of SST and past SSOT profile experiments has shown highly accurate results compared to SST. Still, it is appreciable that SST alone can predict the SSOT up to a depth of 100 m with an accuracy of 0.5 °C (0.6 °C) at a 3-day (5-day) lead time. But for higher depths (100 m–300 m), the performance was drastically degraded and errors of magnitude more than 1.2 °C were observed. The second experiment of past SST and SSOT profiles as inputs has overcome this current limitation and errors for higher depths were observed to be below 1.0 °C. Moreover, it was very interesting to note that the second experiment has produced a very low error for lower depths (0–100 m) below 0.25 °C (0.4 °C) for a 3-day (5-day) lead time, which is the lowest compared to past SSOT estimation studies. Such highly accurate SSOT predictions from deep learning models at such higher lead times are very significant from a cyclone progression point of view, especially in upper layers.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-16-2712-5_35,springer
Chapter,doi:10.1007/978-3-030-63974-7_3,A Future with Artificial Intelligence: Strategy for Success,Technology and Business Strategy,10.1007/978-3-030-63974-7_3,Springer,2021-01-01,2021-02-02,"The introduction of artificial intelligence allows the most successful companies in the world to advance the thesis on the predominant role of digital solutions in the achievements of leading companies. Based on the assertion of many experts about the growing gap between digital and non-digital businesses, a hypothesis emerges: to use artificial intelligence (first of all, the “weak” form), it is necessary to introduce it at the strategic level of management. This hypothesis is very useful for finding the answer to the question of what type of strategy is most applicable for the commercialization of digital products. It is shown that a generalized vision of three strategies (growth, cost reduction, and blue ocean) allows a comparative analysis of the possibility of strategizing digital solutions, which includes artificial intelligence. It is noted that pilot projects risk making the attracted investments irrevocable if their scaling is not provided at the strategic level. Finally, recommendations on the choice of strategies for different areas of digitalization, combined with artificial intelligence, are given.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-63974-7_3,springer
Chapter ConferencePaper,doi:10.1007/978-981-15-5281-6_7,Analysis of Pruned Neural Networks (MobileNetV2-YOLO v2) for Underwater Object Detection,Proceedings of the 11th National Technical Seminar on Unmanned System Technology 2019,10.1007/978-981-15-5281-6_7,Springer,2021-01-01,2020-07-08,"Underwater object detection involves the activity of multiple object identification within a dynamic and noisy environment. Such task is challenging due to the inconsistency of moving shapes underwater (i.e. goldfish) within a very dynamic surrounding (e.g. bubbles, miscellaneous objects). The application of pre-trained deep learning classifiers (e.g. AlexNet, ResNet, GoogLeNet and so on) as the backbone of several object detection algorithms (e.g. YOLO, Faster-RCNN and so on) have gained popularity in recent years, however, there is a lack of attention on the systematic study to reduce the size of the pre-trained neural networks hence speeding up the object detection process in the real-world application. In this work, we investigate the effect of reducing the size of the pre-trained MobileNetV2 as the backbone of the YOLOv2 object detection framework to construct a fast, accurate and small neural network model to perform goldfish breed identification in real-time.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-15-5281-6_7,springer
Article,doi:10.1007/s11042-019-07967-6,Deep learning for inversion of significant wave height based on actual sea surface backscattering coefficient model,Multimedia Tools and Applications,10.1007/s11042-019-07967-6,Springer,2020-12-01,2019-07-25,"Ocean waves are complex systems with the contributions of wind waves and swells. The study on interaction mechanism between electromagnetic wave and actual sea surface is of significant importance in ocean remote sensing and engineering application, which is also helpful in the prediction and inversion of wave information. In this paper, an efficient model for estimating backscattering coefficient is built, considering the characteristics of the wind-wave regime based on the inverse wave age. The backscattering coefficient results have been verified by comparing with the data collected in Lingshan Island during the period of October and November 2014 at low grazing angles and the Ku-band measurements at moderate grazing angles. The results indicate perfect agreement (within about 2 dB) with field data. Deep learning is an excellent method that can be used not only for classification but also for inversion and fitting of non-linear functions. In order to simulate the application of actual radar detection and inversion technology, the inversion of significant wave height from actual sea surface backscattering coefficients train data sets has been performed by using deep learning technology. The accuracy of 99.01% has been achieved under the condition of three hidden layers and iterating 100 times. The root mean square errors of the test data sets are less than 0.10, which indicates that deep learning is available in the inversion of significant wave height.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11042-019-07967-6,springer
Article,doi:10.3103/S1068373920110084,"Forecasting El Niño/La Niña
			and Their Types Using Neural Networks",Russian Meteorology and Hydrology,10.3103/S1068373920110084,Springer,2020-11-01,2021-03-01,"Abstract A possibility of the early prediction of El Niño and La Niña phenomena taking into account their two types (Central Pacific and East Pacific ones) is studied. The prognostic model is based on the method of artificial neural networks. A set of global climate indices for the period of 1950–2019 is used as the input parameters of the model. The indices are calculated using monthly mean NCEP/NCAR reanalysis data on 500 hPa geopotential height and sea-level pressure. The model is verified for the period of 2010–2019. A possibility of the successful forecast of Niño 3.4, Niño 4, and Niño 3 indices with a lead time of 3 to 9 months is shown. The quality of the forecast decreases as its lead time increases, but remains generally high. It is found that the model can predict well the El Niño beginning and evolution and, a bit worse, La Niña events; in this case, the number of La Niña events is overestimated as the forecast lead time increases.",http://link.springer.com/openurl/fulltext?id=doi:10.3103/S1068373920110084,springer
Article,doi:10.1007/s42452-020-2951-5,Prediction of ocean import shipment lead time using machine learning methods,SN Applied Sciences,10.1007/s42452-020-2951-5,Nature,2020-06-23,2020-06-23,"This paper focuses on developing a predictive model for estimating the shipment lead time using machine learning methods for ocean import freight considering interests of different stakeholders such as shipper, carrier, freight forwarder, and consignee. Two different terminal criteria for calculating shipment lead time are defined considering different milestones: one with empty container return and the other with delivery confirmation at the destination. Real data obtained from an industry partner are used for implementation, and multinomial logistic regression is identified as the best classifier with the highest accuracy in each binning method, which is followed by a decision tree method. Additionally, commonly used classifiers such as multinomial logistic regression, decision tree, K -nearest neighbors, and support vector machine perform better than Naïve Bayes when the categorical variables are binarized, and vice versa when the categorical variables are converted into ordinal values. The proposed model has the significant potential to benefit different parties in the supply chain by providing improved visibility and predictability for shipment lead times.",https://www.nature.com/articles/s42452-020-2951-5,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-40749-0_7,Application of the Blue Ocean Strategy in the Assessment of the Feasibility of Space Projects,"Industry Competitiveness: Digitalization, Management, and Integration",10.1007/978-3-030-40749-0_7,Springer,2020-01-01,2020-02-25,"The article uses the blue ocean strategy as a methodology for assessing the feasibility of a space project. We consider the approach and construction of a methodology for the analysis and assessment of the feasibility of space projects, relying on the methods of economic and mathematical modeling. We chose the Kohonen self-organizing card method as the leading one. An analysis of the implemented space projects was carried out using this method. The paper concludes with final remarks about the analysis and its possible further application.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-40749-0_7,springer
Article,doi:10.1007/s00343-019-9028-6,Detection of ocean internal waves based on Faster R-CNN in SAR images,Journal of Oceanology and Limnology,10.1007/s00343-019-9028-6,Springer,2020-01-01,2019-09-23,"Ocean internal waves appear as irregular bright and dark stripes on synthetic aperture radar (SAR) remote sensing images. Ocean internal waves detection in SAR images consequently constituted a difficult and popular research topic. In this paper, ocean internal waves are detected in SAR images by employing the faster regions with convolutional neural network features (Faster R-CNN) framework; for this purpose, 888 internal wave samples are utilized to train the convolutional network and identify internal waves. The experimental results demonstrate a 94.78% recognition rate for internal waves, and the average detection speed is 0.22 s/image. In addition, the detection results of internal wave samples under different conditions are analyzed. This paper lays a foundation for detecting ocean internal waves using convolutional neural networks.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00343-019-9028-6,springer
Chapter ConferencePaper,doi:10.1007/978-981-15-5436-0_42,Possible Roles of Artificial Neural Networks in Hydraulic and Hydrological Models,Advances in Hydroinformatics,10.1007/978-981-15-5436-0_42,Springer,2020-01-01,2020-07-26,"This paper presents 2 past and 1 on-going works on the applications of Artificial Neural Networks (ANN). The 2 past works are river flow forecasting in Bangladesh (a country with vast delta and severe floods perennially) and forecasting of maximum wave height and its time of arrival of the devastating Aceh tsunami in 2004. The on-going work is on deriving a cost effective and high accuracy Digital Elevation Model (DEM) from publicly accessible satellite data. The paper first demonstrates the ANN application on the river stage forecasting at Dhaka, Bangladesh, from 1 to 7 lead day forecast horizons. Although the input nodes used only the water levels at most upstream reaches of 3 main transboundary rivers (Ganges, Brahmaputra, Meghna), the goodness-of-fit R^2 values are very high ranging from 0.99 (for 1 lead day) to 0.91 (for 7 lead days). The reason, even without rainfall data in the input nodes, is that 80–95% of the catchments of these 3 large rivers lie in India; thus, the main flow contributions come from India. The high degree of accuracy, accompanied with very short computational time (less than 1 min), makes ANN a desirable advanced warning flow forecasting tool. The paper continues with a second ANN application demonstrating its effectiveness and efficiency as a forecasting tool for devastating Indian Ocean/Aceh tsunami in 2004. The ANN was trained with simulation output data of a widely used process-based tsunami propagation model, TUNAMI-N2. The input nodes comprised, among others, the earthquake magnitude and epicenter with spatial values of maximum tsunami heights and tsunami arrival times (snapshots) for the most probable ocean floor rupture scenarios as its target. Validation tests demonstrated that with a given earthquake magnitude and location, the ANN method provides accurate and near instantaneous forecasting of the maximum tsunami heights and arrival times for the entire computational domain covering South China sea (the Philippines inclusive) and the Indian Ocean (India inclusive). The 3rd ANN application shows the on-going DEM improvement scheme, which significantly improves DEM originating from a publicly accessible satellite SRTM (Shuttle Radar Topography Mission). The scheme uses the DEM data of SRTM and the multispectral data of another publicly accessible satellite Sentinel-2 as the input to the ANN while the target is the high spatially resolution and high accuracy DEM from German Aerospace Center (DLR). Thus far the present improvement scheme manages to reduce the Root Mean Square Error up to 42.3%. Equally interesting is that the trained ANN can also be used to provide DEM in another part of the world with accuracy much higher than the raw DEM from SRTM.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-15-5436-0_42,springer
Article,doi:10.1007/s00773-019-00626-3,Statistical validation of a voyage simulation model for ocean-going ships using satellite AIS data,Journal of Marine Science and Technology,10.1007/s00773-019-00626-3,Springer,2019-12-01,2019-02-13,"In the second generation intact stability criteria being discussed by the International Maritime Organization, a ship can be operated even though it fails to pass the vulnerability criteria of dynamic stability failures, as far as operational limitations are imposed to guarantee the required safety level of the ship. This is a new concept that has not been implemented in previous intact stability criteria. Voyage simulation is the most effective assessment tool to facilitate the discussion of the new operational limitations, and its model needs to be developed and validated for ocean-going ships in various cases. In this study, statistical validation of a voyage simulation model is attempted by comparison against numerous actual voyages collected from satellite automatic identification system data. The validation results showed that the simulated results of navigation in the North Pacific and North Atlantic are similar to those of actual voyages. Furthermore, to improve the reproducibility of the simulation in rough seas, a wave limit criterion was derived by comparing the probability density of the actually encountered and occurred wave heights of the navigable area. Introducing the wave limit criterion improved the correlation of the encountered wave height during the voyage.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00773-019-00626-3,springer
Article,doi:10.1007/s00500-019-03775-0,Prediction of storm surge and inundation using climatological datasets for the Indian coast using soft computing techniques,Soft Computing,10.1007/s00500-019-03775-0,Springer,2019-12-01,2019-01-17,"Natural hazards such as tropical cyclones is a topic of wider interest and operational forecast of their landfall, maximum sustained winds, storm surge height and associated extent of inland inundation is a challenging topic having wider socio-economic implication. Recent advancements in computational power and development of sophisticated models have resulted in better understanding the dynamics of atmosphere and ocean. Forecast quality have improved to a great extent however there are still constraints in computation time and cost for real-time operations. Soft computing techniques in the broad domain of computational intelligence are widely recognized today having diverse practical applications and beneficial value across multiple disciplines. The present study is an effort on application of soft computing techniques such as Artificial Neural Networks, Genetic Algorithm, and Genetic Programming to predict storm surge and inundation characteristics resulting from tropical cyclones. The coast of Odisha adjoining the Bay of Bengal is considered for this case study. Historically, the Odisha coast is known to be highly vulnerable to strike from maximum number of high intense tropical cyclones that form over Bay of Bengal region. Recently in a separate study the authors have developed a comprehensive pre-computed dataset on storm surges and inundation scenarios from historical cyclones that made landfall over coastal Odisha State. Present study is an effort to effectively utilize the pre-computed dataset for real-time operation using soft computing techniques and that performs rapid computation to aid emergency preparedness and planning operations. Study performed several numerical experiments using various soft computing techniques and best possible configuration for real-time operation is developed. An inter-comparison exercise was also carried out to skill assess the performance of various soft computing techniques. The authors believe that this study has immense potential for real-time operations and that can be extended to other coastal regions in India.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00500-019-03775-0,springer
Article,doi:10.1007/s11707-019-0748-x,An unsupervised learning approach to study synchroneity of past events in the South China Sea,Frontiers of Earth Science,10.1007/s11707-019-0748-x,Springer,2019-09-01,2019-08-08,"Unsupervised machine learning methods were applied on multivariate geophysical and geochemical datasets of ocean floor sediment cores collected from the South China Sea. The well-preserved and continuous core samples comprising high resolution Cenozoic sediment records enable scientists to carry out paleoenvironment studies in detail. Bayesian age-depth chronological models constructed from biostratigraphic control points for the drilling sites are applied on cluster boundaries generated from two popular unsupervised learning methods: K -means and random forest. The unsupervised learning methods experimented have produced compact and unambiguous clusters from the datasets, indicating that previously unknown data patterns can be revealed when all variables from the datasets are taken into account simultaneously. A study of synchroneity of past events represented by the cluster boundaries across geographically separated ocean drilling sites is achieved through converting the fixed depths of cluster boundaries into chronological ranges represented by Gaussian density plots which are then compared with known past events in the region. A Gaussian density peak at around 7.2 Ma has been identified from results of all three sites and it is suggested to coincide with the initiation of the East Asian monsoon. Contrary to traditional statistical approach, a priori assumptions are not required for unsupervised learning, and the clustering results serve as a novel data-driven proxy for studying the complex and dynamic processes of the paleoenvironment surrounding the ocean sediment. This work serves as a pioneering approach to extract valuable information of regional events and opens up a systematic and objective way to study the vast global ocean sediment datasets.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11707-019-0748-x,springer
Article,doi:10.1007/s10514-018-9810-x,Advancing multi-vehicle deployments in oceanographic field experiments,Autonomous Robots,10.1007/s10514-018-9810-x,Springer,2019-08-15,2018-10-26,"Our research concerns the coordination and control of robotic vehicles for upper water-column oceanographic observations. In such an environment, operating multiple vehicles to observe dynamic oceanographic phenomena, such as ocean processes and marine life, from fronts to cetaceans, has required that we design, implement and operate software, methods and processes which can support opportunistic needs in real-world settings with substantial constraints. In this work, an approach for coordinated measurements using such platforms, which relate directly to task outcomes, is presented. We show the use and operational value of a new Artificial Intelligence based mixed-initiative system for handling multiple platforms along with the networked infrastructure support needed to conduct such operations in the open sea. We articulate the need and use of a range of middleware architectures, critical for such deployments and ground this in the context of a field experiment in open waters of the mid-Atlantic in the summer of 2015.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10514-018-9810-x,springer
