abstract,doi,downloadUrl,id,title,publishedDate,publisher,journals,database,query_name,query_value
"In this manifesto, we make the case that Exercise Science can and must do more to improve the health of the public and the planet. Post pandemic, our vision for Exercise Science is one of a maturing scientific discipline reaching outwards from a base of strong empirical evidence to have a profound and sustained positive global impact on health. In each of the three main areas of the discipline–research, teaching, and professional practice–a new and distinctive approach is needed. We propose 12 points of action, in no particular order, for a). quality, rigour, and professional standing, and b). reach, relevance, and public engagement and make numerous suggestions for action and change. We encourage the teachers, researchers and practitioners of Exercise Science to consider and act on these recommendations. We hope that this manifesto can help create a shared sense of purpose amongst the global Exercise Science community and further the principles of equality, diversity and inclusion. To act on these principles, we need to cultivate a discipline that encourages more women, people who experience racism and other forms of discrimination, and people with a disability to become involved in the discipline",10.1080/02640414.2022.2049083,https://core.ac.uk/download/492527618.pdf,18818590,a manifesto for exercise science–a vision for improving the health of the public and planet,2022-01-01T00:00:00,'Informa UK Limited',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"+ Data is not a property but a relation

+ Beyond data anxiety

+ Data citizens: emerging socialities and sovereignties

+ The rise and enclosure of user-generated publics

+ Dispossessing data

+ Dataism and the legitimacy of claim",10.4324/9780429196515,https://core.ac.uk/download/372706707.pdf,8161705,introduction: data is not a property but a relation,2020-06-10T00:00:00,'Informa UK Limited',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The purpose of this report is to share lessons from an international research workshop dedicated to post- automation. Twenty-seven researchers from eleven different countries in Africa, Asia, Latin America and Europe, met at the Science Policy Research Unit at Sussex University on 11-13 September 2019, where we discussed empirical research papers and explored post-automation in group activities. We write this report primarily for researchers, but also for activists and policy advisors looking for more imaginative approaches to governing technology, work and sustainability in society, compared to those dominant agendas adapting automatically to the interests behind automation.

The report is structured as follows. Section two introduces the workshop topic and papers presented, and which leads into two related areas that became a focus for discussion. First, some challenges in the foundations

of automation theory (section three). And second, post-automation as a more constructive proposition to the challenges of automation, and that is happening right now (section four). Section five summarises some key points arising from the workshop, based on empirical observations from the margins of digital technology development, and that give both a flavour of the workshop and help elaborate the post-automation proposition. Some analytical and strategic themes are discussed in section six. We conclude in section seven with proposals for a post-automation agenda",,https://core.ac.uk/download/305117901.pdf,8038296,post-automation: report from an international workshop,2020-04-05T00:00:00,Science Policy Research Unit,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This paper addresses ways in which artists and cultural practitioners have recently                been using forms of urban exploration as a means of engaging with, and intervening                in, cities. It takes its cues from recent events on the streets of New York that                involved exploring urban spaces through artistic practices. Walks, games,                investigations and mappings are discussed as manifestations of a form of                ‘psychogeography’, and are set in the context of recent                increasing international interest in practices associated with this term, following                its earlier use by the situationists. The paper argues that experimental modes of                exploration can play a vital role in the development of critical approaches to the                cultural geographies of cities. In particular, discussion centres on the political                significance of these spatial practices, drawing out what they have to say about two                interconnected themes: ‘rights to the city’ and                ‘writing the city’. Through addressing recent cases of                psychogeographical experimentation in terms of these themes, the paper raises broad                questions about artistic practices and urban exploration to introduce this theme                issue on ‘Arts of urban exploration’ and to lead into the                specific discussions in the papers that follow",10.1191/1474474005eu347oa,https://www.ssoar.info/ssoar/bitstream/document/23257/1/ssoar-cultgeo-2005-4-pinder-arts_of_urban_exploration.pdf,24519849,arts of urban exploration,2011-03-01T07:22:00,'SAGE Publications',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Funding Information: This research has been supported in part by the National Key Research and Development Program of China under Grant 2020YFB2104005; in part by the National Natural Science Foundation of China under Grant U20B2060, and Grant U21B2036; in part by the International Postdoctoral Exchange Fellowship Program (Talent-Introduction Program) under YJ20210274; and in part by the Academy of Finland under Project 319669, Project 319670, Project 325570, Project 326305, Project 325774, and Project 335934. Publisher Copyright: © 2022 Owner/Author.Understanding economic development and designing government policies requires accurate and timely measurements of socioeconomic activities. In this paper, we show how to leverage city structural information and urban imagery like satellite images and street view images to accurately predict multi-level socioeconomic indicators. Our framework consists of four steps. First, we extract structural information from cities by transforming real-world street networks into city graphs (GeoStruct). Second, we design a contrastive learning-based model to refine urban image features by looking at geographic similarity between images, with images that are geographically close together having similar features (GeoCLR). Third, we propose using street segments as containers to adaptively fuse the features of multi-view urban images, including satellite images and street view images (GeoFuse). Finally, given the city graph with a street segment as a node and a neighborhood area as a subgraph, we jointly model street- and neighborhood-level socioeconomic indicator predictions as node and subgraph classification tasks. The novelty of our method is that we introduce city structure to organize multi-view urban images and model the relationships between socioeconomic indicators at different levels. We evaluate our framework on the basis of real-world datasets collected in multiple cities. Our proposed framework improves performance by over 10% when compared to state-of-the-art baselines in terms of prediction accuracy and recall.Peer reviewe",10.1145/3511808.3557153,https://core.ac.uk/download/558722480.pdf,141097612,predicting multi-level socioeconomic indicators from structural urban imagery,2022-10-17T01:00:00,Association for Computing Machinery,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Accurate air quality forecasting is crucial for public health, environmental
monitoring and protection, and urban planning. However, existing methods fail
to effectively utilize multi-scale information, both spatially and temporally.
Spatially, there is a lack of integration between individual monitoring
stations and city-wide scales. Temporally, the periodic nature of air quality
variations is often overlooked or inadequately considered. To address these
limitations, we present a novel Multi-spatial Multi-temporal air quality
forecasting method based on Graph Convolutional Networks and Gated Recurrent
Units (M2G2), bridging the gap in air quality forecasting across spatial and
temporal scales. The proposed framework consists of two modules: Multi-scale
Spatial GCN (MS-GCN) for spatial information fusion and Multi-scale Temporal
GRU(MT-GRU) for temporal information integration. In the spatial dimension, the
MS-GCN module employs a bidirectional learnable structure and a residual
structure, enabling comprehensive information exchange between individual
monitoring stations and the city-scale graph. Regarding the temporal dimension,
the MT-GRU module adaptively combines information from different temporal
scales through parallel hidden states. Leveraging meteorological indicators and
four air quality indicators, we present comprehensive comparative analyses and
ablation experiments, showcasing the higher accuracy of M2G2 in comparison to
nine currently available advanced approaches across all aspects. The
improvements of M2G2 over the second-best method on RMSE of the 24h/48h/72h are
as follows: PM2.5: (7.72%, 6.67%, 10.45%); PM10: (6.43%, 5.68%, 7.73%); NO2:
(5.07%, 7.76%, 16.60%); O3: (6.46%, 6.86%, 9.79%). Furthermore, we demonstrate
the effectiveness of each module of M2G2 by ablation study",,http://arxiv.org/abs/2401.00521,157266216,"multi-spatial multi-temporal air quality forecasting with integrated
  monitoring and reanalysis data",2023-12-31T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
Also PCMA Working Paper #36.http://deepblue.lib.umich.edu/bitstream/2027.42/51257/1/491.pd,,http://deepblue.lib.umich.edu/bitstream/2027.42/51257/1/491.pdf,1234061,enabling children to map out a more equitable society,1993-03-01T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This article explores how Education for Sustainable Development (ESD) could be used as a guidance framework for the capacity development of those engaged in the process of identifying, protecting, conserving, presenting and transmitting cultural landscapes. It draws insights from the Ecovillage Design Education (EDE) curriculum intended to serve the purpose of educating for the transition to a comprehensive sustainable culture; and incorporates learning objectives from the Education for Sustainable Development Goals report by UNESCO. The framework follows the pattern of the EDE curriculum organised in four dimensions of sustainability and the three dimensions of learning - cognitive, socio-emotional and behavioural. Each of these four dimensions, in turn, contains five modules- thus twenty subject areas in total, all of which need to be considered by sustainable cultural landscape educational programmes. The paper concludes that in order to create a whole-systems guidance framework addressing cultural landscape complexities, a wide variety of viewpoints needs to be considered including community, nature rights and traditional ways of knowing and other panicipatory epistemologies.</p",10.19040/ecocycles.v7i1.185,https://core.ac.uk/download/457643911.pdf,8666051,design for sustainable cultural landscapes - a whole-systems framework,2021-01-01T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The unpredictable Anthropocene poses the challenge of imagining a radically different, equitable and sustainable world. Looking 100 years ahead is not easy, and especially as millennials, it appears quite bleak. This paper is the outcome of a visioning exercise carried out in a 2-day workshop, attended by 33 young early career professionals under the auspices of IPBES. The process used Nature Futures Framework in an adapted visioning method from the Seeds of Good Anthropocene project. Four groups envisioned more desirable future worlds; where humanity has organised itself, the economy, politics and technology, to achieve improved nature-human well-being. The four visions had differing conceptualisations of this future. However, there were interesting commonalities in their leverage points for transformative change, including an emphasis on community, fundamentally different economic systems based on sharing and technological solutions to foster sustainability and human-nature connectedness. Debates included questioning the possibility of maintaining local biocultural diversity with increased connectivity globally and the prominence of technology for sustainability outcomes. These visions are the first step towards a wider galvanisation of youth visions for a brighter future, which is often missing in the arena where it can be taken seriously, to trigger more transformative pathways towards meeting global goals",10.1080/26395916.2020.1821095,https://core.ac.uk/download/334954043.pdf,8018231,the voices of youth in envisioning positive futures for nature and people,2020-01-01T00:00:00,'Informa UK Limited',"[{'title': 'Ecosystems and People', 'identifiers': ['issn:2639-5908', 'issn:2639-5916', '2639-5908', '2639-5916']}]",core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This paper examines the latest development of capitalism called cognitive capitalism and its characteristics that differentiate it from the industry-based society through literary science fiction, more specifically, the alternative history novel The Difference Engine. This novel is examined within the framework of Moulier-Boutang’s theory of cognitive capitalism for signs of economic, social and technological trends, such as social inclusion in economic production of value, free access to information and networking. Furthermore, contradictory effects of information propriety and endangered privacy of individuals are explored. Much of the issues of cognitive capitalism identified by Moulier-Boutang are present in the work of Sterling and Gibson. The increasing informatization of the society and economy are depicted as causing the extinction of certain small businesses, and the booming of mass media and the entertainment sector as evidenced by the importance of computerized cinema theatres in London. The convenience of information access has rendered much of the urban population indifferent to the privacy-intruding computerized surveillance. Furthermore, the disenchanted masses of unemployed who are not included in the new economy (which constitutes a cognitive capitalism contradiction to its policy of horizontal distribution of labor) feel alienated by the society and instigate a rebellion amidst the environmental disaster in the city (a negative economic externality affecting the biosphere) against the perceived oppressiveness of the regime. Finally, the computer-controlled system is constantly evolving to the point of removing human influence from the decision-making loop. With these points of convergence of today’s economy and yesterday’s fiction we turn towards the United States, particularly its South which is argued to be the cradle of modern day neoliberalism. In this short outline of neoliberal origins it is established that the regional economic interests of the South have superseded the social welfare inclination of the US as a whole and took the lead not just in the country but also in the rest of the world. In the end, the conclusion is that science-fiction, or

42

The Difference Engine in particular did not really try hard to predict the future of society but it merely reflected the changes that were already underway at the time of the writing (Reagan-era America and Margaret Thatcher UK). This in turn means that the rapid transformation of the ways in which capitalism operates is nothing new. The advancement of technology makes it more flexible and this enables it to negotiate its position with consumer society by offering convenience and instant communication in exchange for economic exploitation of privacy. In other words, generation of profit and production of value are the same end goals that they have always been",,https://core.ac.uk/download/299372432.pdf,10653690,američki kapitalizam i znanstvena fantastika,2016-01-01T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Architecture is not only that which is built. Architecture is made up of different aspects, both material and immaterial. The atmosphere, the sounds, the smells, the possibility of interaction between human bodies: these all constitute characteristics of space, characteristics that are assuming an increasing importance within architectural research worldwide. Within this field of thought about “Architecture Beyond Building”, we focus on one particular non-material spatial phenomenon that lies ‘beyond the built’: sound. We have created, thus, an interactive sonic map of Athens, which presents, in an unexpected way, fragments of the atmosphere of the city. What would a non-visual map look like? What would it feel like if you wandered within a forest of headphones, playing sounds from different places in Athens? How would it feel if you found yourself in a ‘map’ that only appeared when you walked in it? What would it be like if the map only appeared when you invited one more person to be with you? The Greek pavilion addresses these questions through an atmospheric interactive ‘game’, presenting fragments of sounds and visual sequences of Athens. The visitor recreates the space around him through his own presence and movement. The map appears only where he walks, and/or when he invites one more person to sit next to him. The bodies of the visitors react with one another and with the space itself, creating a dynamic, changing field. This walk in the pavilion takes you “out there”, through invisible Athens. The pavilion brings forth the aspects of architecture that are ‘beyond the material’: the ‘beyond the built’, the almost unreachable, elusive aspects of space, such as sound, non-visual senses, atmosphere. It challenges, thus, the limits of architecture, the limits of what can be mapped and re-located and what cannot. An edited collection by A. Karandinou, C. Achtypi, S. Giamarelos, including texts by: Ιntothepill, Katie Lloyd Thomas, Martin Parker, Panayiotis Tournikiotis, Mark Wigley, Dorian Wiszniewski, Leslie Kavanaugh, Stephen Cairns, Jonathan Hill, Vassilis Ganiatsas, Anastasios Kotsiopoulos, Constance Classen, Stavros Stavrides, Ole Bouman, William Mitchell, Richard Coyne, Neil Spiller, Kas Oosterhuis, Nora Schueler, Zissis Kotionis, Stelarc, Andreas Angelidakis, Aristide Antonas, Slavoj Žižek, Nikolaos Laskaris, Argyris Rokas, Andreas Kourkoulas, John Peponis, Yorgos Ioannou, Yorgos Tzirtzilakis, Konstantinos Vita, Dionyssis Kapsalis, United Visual Artists, Platon Rivellis, and Dimitris Filippidis. Contributors to the Greek National Participation to the 11th International Architecture Exhibition La Biennale di Venezia ""Out there. Architecture beyond building"" (2008) Organised by: Hellenic Ministry of Culture [yppo.gr] General Directorate of Modern Culture Directorate of Visual Arts Department for the Promotion of Contemporary Art Curators: Anastasia Karandinou Christina Achtypi Stylianos Giamarelos Video works by Intothepill net [intothepill.net] Artists: Yiannis Grigoriadis Yiannis Isidorou Lina Theodorou Sound Recording / Sound Design Dimitris Miyakis [movement.gr] Vangelis Lympouridis Exhibition Graphics / Catalogue Design Company [company-london.com] Design and Implementation of interactive environment 2monochannels [2monochannels.com] Audiovisual and interactive systems design / acoustic design / construction supervision Iraklis Lampropoulos Giorgos Lampropoulos Software programming Vassilis Boukis Electronic subsystem design Michail Kritsotakis Electrical Design Giorgos Satolias Interconnection of interactive elements Vangelis Lympouridis [inter-axions.com] Dimitris Miyakis Light design L+DG lighting architects [lightingdg.com] Thomas Gravanis Christina Frangeti Construction Gavrilos Michalis [gavrilos.gr] Digital printing Polichromo [polichromo.com] Translations Rachel Howard Nikos Masourides Catalogue photographs Intothepill – Internet video platform Catalogue published by futura publications Marketing communication Chryssa Vrouzi Communication associate Katerina Stamidi Photographer Cathy Cunliffe [cathycunliffeΑΤgmail.com] For their financial and material support for the Greek participation at the 11th International Exhibition of Architecture, La Biennale di Venezia, we express our deepest thanks to the sponsors: Alexander S. Onassis Public Benefit Foundation [onassis.gr] Akzonobel [akzonobel.com] Carteco - Architectural Materials & Design [carteco.gr] L+DG Lighting Architects [lightingdg.com] Plaisio [plaisio.gr] Polichromo Advertising Applications [polichromo.com] iGuzzini illuminazione [iguzzini.com] Diathlasis Architectural Lighting [diathlasis.gr",,https://core.ac.uk/download/519714823.pdf,133735335,athens by sound,2008-08-14T01:00:00,'Udruga Futura',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Artists\u27 Genres is a brief introduction to the history of post-medieval Western art organized by the major genres. The book is designed as a basic textbook for high school- or introductory college-level courses or for individuals simply looking for an interesting guidebook into the art of this period and geographical region.
This is the revised edition of Artists\u27 Genres: A Brief Introduction to Post-Medieval Western Art, which was released in 2018.https://uknowledge.uky.edu/art_book/1001/thumbnail.jp",,https://core.ac.uk/download/423733552.pdf,84315858,artists\u27 genres: a brief introduction to post-medieval western art,2021-04-16T08:00:00,UKnowledge,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Recent activity in the field of artificial intelligence (AI) has given rise to large language models (LLMs) such as GPT-4 and Bard. These are undoubtedly impressive achievements, but they raise serious questions about appropriation, accuracy, explainability, accessibility, responsibility, and more. There have been pusillanimous and self-exculpating calls for a halt in development by senior researchers in the field and largely self-serving comments by industry leaders around the potential of AI systems, good or bad. Many of these commentaries leverage misguided conceptions, in the popular imagination, of the competence of machine intelligence, based on some sort of Frankenstein or Terminator-like fiction: however, this leaves it entirely unclear what exactly the relationship between human(ity) and AI, as represented by LLMs or what comes after, is or could be",10.1109/mts.2023.3341463,https://core.ac.uk/download/598038913.pdf,153419090,the stuff we swim in: regulation alone will not lead to justifiable trust in ai,2024-01-22T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Im Zentrum der ideenpolitischen Bemühungen, die die japanischen Eliten der Meiji-Ära (1868– 1912) unternahmen, um das Land in modernem Gewand, doch auf traditionellen Grundlagen zur Nation zu formen, standen der Tennō-Kult und die allgemeine staatliche Pflichtschule. Zwischen der Verabschiedung der Verfassung des Kaiserlichen Japan im Jahr 1889 und dem Erlass des Kaiserlichen Erziehungs-Edikts im Jahr 1890 bestand insofern ein enger politisch-ideeller Zusammenhang. Der Artikel verfolgt die konflikthaften Auseinandersetzungen, die im letzten Drittel des 19. Jahrhunderts zwischen den Verteidigern altjapanischer Bildungstradition und den Anhängern westlicher Aufklärung, zwischen konfuzianischen Intellektuellen und westlich orientierten Demokraten, ausgetragen wurden. Er entwickelt vor diesem Hintergrund die weder selbstverständliche noch einlinige Genese der normativen Grundlagen des modernen Japan. Die Autoren beschreiben die wechselnden Inszenierungen, die in diesem Zusammenhang dem Tennō zuteil wurden: von seiner anfänglichen Rolle als öffentlich sichtbarem Symbol der Einheit der Nation (auf landesweiten Rundreisen oder Militärparaden) über den völligen Rückzug hinter die Palastmauern (in Konsequenz seiner Sakralisierung durch den erstarkenden Staats-Shintō) hin zu seiner indirekten Rückkehr in den öffentlichen Raum (in Form eines hochstilisierten und kultisch verehrten Konterfeis). Und sie schildern – unter Einbezug auch autobiographischer Reminiszenzen – sowohl die aus buddhistischer Tradition übernommene sakrale Überhöhung der modernen Schule wie die zeremoniellen Präsentationsformen des kultisch verehrten Tennō-Bildes und die von ihm ausgehenden sozialintegrativen und loyalitätsstiftenden Wirkungen",10.26014/j.comp.2009.02/03.03,https://core.ac.uk/download/480552735.pdf,122838605,transforming popular consciousness through the sacralisation of the western school:: the meiji schoolhouse and tennō worship,2009-02-19T00:00:00,Leipziger Universitätsverlag,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
