abstract,doi,downloadUrl,id,title,publishedDate,publisher,journals,database,query_name,query_value
"Accurate air quality forecasting is crucial for public health, environmental
monitoring and protection, and urban planning. However, existing methods fail
to effectively utilize multi-scale information, both spatially and temporally.
Spatially, there is a lack of integration between individual monitoring
stations and city-wide scales. Temporally, the periodic nature of air quality
variations is often overlooked or inadequately considered. To address these
limitations, we present a novel Multi-spatial Multi-temporal air quality
forecasting method based on Graph Convolutional Networks and Gated Recurrent
Units (M2G2), bridging the gap in air quality forecasting across spatial and
temporal scales. The proposed framework consists of two modules: Multi-scale
Spatial GCN (MS-GCN) for spatial information fusion and Multi-scale Temporal
GRU(MT-GRU) for temporal information integration. In the spatial dimension, the
MS-GCN module employs a bidirectional learnable structure and a residual
structure, enabling comprehensive information exchange between individual
monitoring stations and the city-scale graph. Regarding the temporal dimension,
the MT-GRU module adaptively combines information from different temporal
scales through parallel hidden states. Leveraging meteorological indicators and
four air quality indicators, we present comprehensive comparative analyses and
ablation experiments, showcasing the higher accuracy of M2G2 in comparison to
nine currently available advanced approaches across all aspects. The
improvements of M2G2 over the second-best method on RMSE of the 24h/48h/72h are
as follows: PM2.5: (7.72%, 6.67%, 10.45%); PM10: (6.43%, 5.68%, 7.73%); NO2:
(5.07%, 7.76%, 16.60%); O3: (6.46%, 6.86%, 9.79%). Furthermore, we demonstrate
the effectiveness of each module of M2G2 by ablation study",,http://arxiv.org/abs/2401.00521,157266216,"multi-spatial multi-temporal air quality forecasting with integrated
  monitoring and reanalysis data",2023-12-31T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The unpredictable Anthropocene poses the challenge of imagining a radically different, equitable and sustainable world. Looking 100 years ahead is not easy, and especially as millennials, it appears quite bleak. This paper is the outcome of a visioning exercise carried out in a 2-day workshop, attended by 33 young early career professionals under the auspices of IPBES. The process used Nature Futures Framework in an adapted visioning method from the Seeds of Good Anthropocene project. Four groups envisioned more desirable future worlds; where humanity has organised itself, the economy, politics and technology, to achieve improved nature-human well-being. The four visions had differing conceptualisations of this future. However, there were interesting commonalities in their leverage points for transformative change, including an emphasis on community, fundamentally different economic systems based on sharing and technological solutions to foster sustainability and human-nature connectedness. Debates included questioning the possibility of maintaining local biocultural diversity with increased connectivity globally and the prominence of technology for sustainability outcomes. These visions are the first step towards a wider galvanisation of youth visions for a brighter future, which is often missing in the arena where it can be taken seriously, to trigger more transformative pathways towards meeting global goals",10.1080/26395916.2020.1821095,https://core.ac.uk/download/334954043.pdf,8018231,the voices of youth in envisioning positive futures for nature and people,2020-01-01T00:00:00,'Informa UK Limited',"[{'title': 'Ecosystems and People', 'identifiers': ['issn:2639-5908', 'issn:2639-5916', '2639-5908', '2639-5916']}]",core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Many philosophers and thinkers have considered the idea of community and what makes it strong, beneficial, and enduring. The Ancient Greek philosopher Aristotle is no exception. Aristotle wrote thoroughly on the nature of the ideal community, which he observed in Greek city-states. Called a “polis”, this ideal community, according to Aristotle, is one that provides for its residents to live a good life above all else. In doing so, it usually is small enough that all its residents share a similar lived experience while being big enough to be self-sufficient. While Aristotle wrote on this subject over 2000 years ago, his teachings on community are still relevant today.
In this paper, I examine the social, economic, and physical construct of Moroccan medinas through secondary research, primary interviews, and observational research in the medina of Rabat. Medinas are the old walled cities found across North Africa. They consist of weaving streets, interconnecting alleyways, countless shops and small restaurants, and historical buildings such as mosques. While medinas have been around for hundreds of years, modern cities have sprawled around them, and the modern medina is an outpost of preserved history and culture surrounded by modernization. Inside the walls, however, remains the strong communities formed by the proximity of living quarters and similar lived experiences. I begin by examining Aristotle’s teachings before bringing up the Arab philosopher Al-Farabi, and then shifting to discussing the history and modern context of the medina. Then, I examine and synthesize the findings from my interviews to paint of a picture of the modern culture of the medina and analyze it in the context of the Aristotelian theory discussed earlier. By the end, I present a comprehensive picture of life in the modern medina and examine it through the lens of the Aristotelian idea of the polis",,https://core.ac.uk/download/534805396.pdf,125759927,from city state to medina: the timeless wisdom of aristotle’s polis,2022-04-01T08:00:00,SIT Digital Collections,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"+ Data is not a property but a relation

+ Beyond data anxiety

+ Data citizens: emerging socialities and sovereignties

+ The rise and enclosure of user-generated publics

+ Dispossessing data

+ Dataism and the legitimacy of claim",10.4324/9780429196515,https://core.ac.uk/download/372706707.pdf,8161705,introduction: data is not a property but a relation,2020-06-10T00:00:00,'Informa UK Limited',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Recent activity in the field of artificial intelligence (AI) has given rise to large language models (LLMs) such as GPT-4 and Bard. These are undoubtedly impressive achievements, but they raise serious questions about appropriation, accuracy, explainability, accessibility, responsibility, and more. There have been pusillanimous and self-exculpating calls for a halt in development by senior researchers in the field and largely self-serving comments by industry leaders around the potential of AI systems, good or bad. Many of these commentaries leverage misguided conceptions, in the popular imagination, of the competence of machine intelligence, based on some sort of Frankenstein or Terminator-like fiction: however, this leaves it entirely unclear what exactly the relationship between human(ity) and AI, as represented by LLMs or what comes after, is or could be",10.1109/mts.2023.3341463,https://core.ac.uk/download/598038913.pdf,153419090,the stuff we swim in: regulation alone will not lead to justifiable trust in ai,2024-01-22T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Laws of Settlement revives, updates and refreshes the ’54 Laws of Settlements’ outlined in Constantinos Apostolou Doxiadis’ seminal books Ekistics: An Introduction to the Science of Human Settlements, making them relevant to the problems we face in the 21st century.This PDF is a representation of the book as it was on January 1, 2018. The online version may have been updated. For the most recent version, please visit the book url",,https://core.ac.uk/download/395450646.pdf,109537731,the laws of settlement: 54 laws underlining settlements across scale and culture,2018-01-01T00:00:00,Kwantlen Polytechnic University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This paper addresses ways in which artists and cultural practitioners have recently                been using forms of urban exploration as a means of engaging with, and intervening                in, cities. It takes its cues from recent events on the streets of New York that                involved exploring urban spaces through artistic practices. Walks, games,                investigations and mappings are discussed as manifestations of a form of                ‘psychogeography’, and are set in the context of recent                increasing international interest in practices associated with this term, following                its earlier use by the situationists. The paper argues that experimental modes of                exploration can play a vital role in the development of critical approaches to the                cultural geographies of cities. In particular, discussion centres on the political                significance of these spatial practices, drawing out what they have to say about two                interconnected themes: ‘rights to the city’ and                ‘writing the city’. Through addressing recent cases of                psychogeographical experimentation in terms of these themes, the paper raises broad                questions about artistic practices and urban exploration to introduce this theme                issue on ‘Arts of urban exploration’ and to lead into the                specific discussions in the papers that follow",10.1191/1474474005eu347oa,https://www.ssoar.info/ssoar/bitstream/document/23257/1/ssoar-cultgeo-2005-4-pinder-arts_of_urban_exploration.pdf,24519849,arts of urban exploration,2011-03-01T07:22:00,'SAGE Publications',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This paper is the first work to perform spatio-temporal mapping of human
activity using the visual content of geo-tagged videos. We utilize a recent
deep-learning based video analysis framework, termed hidden two-stream
networks, to recognize a range of activities in YouTube videos. This framework
is efficient and can run in real time or faster which is important for
recognizing events as they occur in streaming video or for reducing latency in
analyzing already captured video. This is, in turn, important for using video
in smart-city applications. We perform a series of experiments to show our
approach is able to accurately map activities both spatially and temporally. We
also demonstrate the advantages of using the visual content over the
tags/titles.Comment: Accepted at ACM SIGSPATIAL 201",10.1145/3139958.3140055,http://arxiv.org/abs/1706.07911,42965922,large-scale mapping of human activity using geo-tagged videos,2017-11-28T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
Also PCMA Working Paper #36.http://deepblue.lib.umich.edu/bitstream/2027.42/51257/1/491.pd,,http://deepblue.lib.umich.edu/bitstream/2027.42/51257/1/491.pdf,1234061,enabling children to map out a more equitable society,1993-03-01T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"This paper examines the latest development of capitalism called cognitive capitalism and its characteristics that differentiate it from the industry-based society through literary science fiction, more specifically, the alternative history novel The Difference Engine. This novel is examined within the framework of Moulier-Boutang’s theory of cognitive capitalism for signs of economic, social and technological trends, such as social inclusion in economic production of value, free access to information and networking. Furthermore, contradictory effects of information propriety and endangered privacy of individuals are explored. Much of the issues of cognitive capitalism identified by Moulier-Boutang are present in the work of Sterling and Gibson. The increasing informatization of the society and economy are depicted as causing the extinction of certain small businesses, and the booming of mass media and the entertainment sector as evidenced by the importance of computerized cinema theatres in London. The convenience of information access has rendered much of the urban population indifferent to the privacy-intruding computerized surveillance. Furthermore, the disenchanted masses of unemployed who are not included in the new economy (which constitutes a cognitive capitalism contradiction to its policy of horizontal distribution of labor) feel alienated by the society and instigate a rebellion amidst the environmental disaster in the city (a negative economic externality affecting the biosphere) against the perceived oppressiveness of the regime. Finally, the computer-controlled system is constantly evolving to the point of removing human influence from the decision-making loop. With these points of convergence of today’s economy and yesterday’s fiction we turn towards the United States, particularly its South which is argued to be the cradle of modern day neoliberalism. In this short outline of neoliberal origins it is established that the regional economic interests of the South have superseded the social welfare inclination of the US as a whole and took the lead not just in the country but also in the rest of the world. In the end, the conclusion is that science-fiction, or

42

The Difference Engine in particular did not really try hard to predict the future of society but it merely reflected the changes that were already underway at the time of the writing (Reagan-era America and Margaret Thatcher UK). This in turn means that the rapid transformation of the ways in which capitalism operates is nothing new. The advancement of technology makes it more flexible and this enables it to negotiate its position with consumer society by offering convenience and instant communication in exchange for economic exploitation of privacy. In other words, generation of profit and production of value are the same end goals that they have always been",,https://core.ac.uk/download/299372432.pdf,10653690,američki kapitalizam i znanstvena fantastika,2016-01-01T00:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Funding Information: This research has been supported in part by the National Key Research and Development Program of China under Grant 2020YFB2104005; in part by the National Natural Science Foundation of China under Grant U20B2060, and Grant U21B2036; in part by the International Postdoctoral Exchange Fellowship Program (Talent-Introduction Program) under YJ20210274; and in part by the Academy of Finland under Project 319669, Project 319670, Project 325570, Project 326305, Project 325774, and Project 335934. Publisher Copyright: © 2022 Owner/Author.Understanding economic development and designing government policies requires accurate and timely measurements of socioeconomic activities. In this paper, we show how to leverage city structural information and urban imagery like satellite images and street view images to accurately predict multi-level socioeconomic indicators. Our framework consists of four steps. First, we extract structural information from cities by transforming real-world street networks into city graphs (GeoStruct). Second, we design a contrastive learning-based model to refine urban image features by looking at geographic similarity between images, with images that are geographically close together having similar features (GeoCLR). Third, we propose using street segments as containers to adaptively fuse the features of multi-view urban images, including satellite images and street view images (GeoFuse). Finally, given the city graph with a street segment as a node and a neighborhood area as a subgraph, we jointly model street- and neighborhood-level socioeconomic indicator predictions as node and subgraph classification tasks. The novelty of our method is that we introduce city structure to organize multi-view urban images and model the relationships between socioeconomic indicators at different levels. We evaluate our framework on the basis of real-world datasets collected in multiple cities. Our proposed framework improves performance by over 10% when compared to state-of-the-art baselines in terms of prediction accuracy and recall.Peer reviewe",10.1145/3511808.3557153,https://core.ac.uk/download/558722480.pdf,141097612,predicting multi-level socioeconomic indicators from structural urban imagery,2022-10-17T01:00:00,Association for Computing Machinery,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Mindful Wandering is an inspiring blend of memoir, travelogue, and environmental manifesto. As a translational ecologist, Rebecca Romsdahl is trained to ask critical questions about how we can improve our human relationships with the natural world for a sustainable, resilient future. As a farmgirl, she learned how to observe nature and life through the changing seasons. In this collection of essays spanning two decades, Romsdahl weaves these ideas together as she travels our changing world. From a Minnesota farm to the mountains of Peru and the edge of the Sahara Desert, she explores strategies for sustainability and resilience, and advocates that we (especially those of us privileged enough to travel) must expand our mindful considerations to include all the other inhabitants of this beautiful Earth. Romsdahl practices, and preaches, mindful wandering to reduce her impacts on the natural environment, and to encourage us all to be better global citizens. She implores us, through the eyes of a farmgirl scientist, to ask soul-searching questions: How do we reconnect with the local, seasonal rhythms of life, while learning how to care about the whole Earth as our home?
Rebecca J. Romsdahl, PhD, is a translational ecologist, educator, writer, and professor in the Department of Earth System Science & Policy at the University of North Dakota. Her research and teaching examine links between social, ecological, and policy factors when scientists, stakeholders, and decision makers work together to solve environmental problems.https://commons.und.edu/press-books/1019/thumbnail.jp",,https://core.ac.uk/download/524633393.pdf,129190751,mindful wandering: nature and global travel through the eyes of a farmgirl scientist,2021-12-01T08:00:00,UND Scholarly Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Newspaper published in Holland, Michigan, from 1872-1977, to serve the English-speaking people in Holland, Michigan. Purchased by local Dutch language newspaper, De Grondwet, owner in 1888.https://digitalcommons.hope.edu/hcn_1926/1002/thumbnail.jp",,https://core.ac.uk/download/268393221.pdf,74906305,"holland city news, volume 55, number 3: january 21, 1926",1926-01-21T08:00:00,Hope College Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Newspaper published in Holland, Michigan, from 1872-1977, to serve the English-speaking people in Holland, Michigan. Purchased by local Dutch language newspaper, De Grondwet, owner in 1888.https://digitalcommons.hope.edu/hcn_1901/1005/thumbnail.jp",,https://core.ac.uk/download/268398713.pdf,75099482,"holland city news, volume 30, number 4: february 8, 1901",1901-02-08T08:00:00,Hope College Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Planning theory and practice reflect the cultural and political context in which planning occurs. The purpose of this article is to examine the variety of planning contexts which have been described in the literature and to apply&nbsp;these to South Africa. For this pur­pose, five categories or perspectives were used, namely, technocratic, de­mocratic, reformist, radical and lib­eral. As reform in South Africa is set to continue and to gather momentum&nbsp;in the next few years, these categories provide a useful framework for the analysis of the possible nature of change, and for consideration of pos­sible roles which South African plan­ners can adopt in changing contexts.&nbsp;""Planning ... could be a truly innova­tive field in our epoch of crisis&nbsp;. . .&nbsp;The current process of social change forces planning itself to change, if we want our discipline to be a guide for action instead of becoming an outdated bureaucratic routine"" (Castells 1982:3)",,https://core.ac.uk/download/480900784.pdf,11280541,replacing the dinosaur: changing roles for planners in south africa,1991-09-30T00:00:00,'University of the Free State',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Newspaper published in Holland, Michigan, from 1872-1977, to serve the English-speaking people in Holland, Michigan. Purchased by local Dutch language newspaper, De Grondwet, owner in 1888.https://digitalcommons.hope.edu/hcn_1874/1035/thumbnail.jp",,https://core.ac.uk/download/268397950.pdf,74910373,"holland city news, volume 3, number 30: september 12, 1874",1874-09-12T07:52:58,Hope College Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Artists\u27 Genres is a brief introduction to the history of post-medieval Western art organized by the major genres. The book is designed as a basic textbook for high school- or introductory college-level courses or for individuals simply looking for an interesting guidebook into the art of this period and geographical region.
This is the revised edition of Artists\u27 Genres: A Brief Introduction to Post-Medieval Western Art, which was released in 2018.https://uknowledge.uky.edu/art_book/1001/thumbnail.jp",,https://core.ac.uk/download/423733552.pdf,84315858,artists\u27 genres: a brief introduction to post-medieval western art,2021-04-16T08:00:00,UKnowledge,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
