doi,url,database,title,abstract,publisher,publication_date,domain
aee9af1371be49a2831035d0ab31ac42a269c783,https://www.semanticscholar.org/paper/aee9af1371be49a2831035d0ab31ac42a269c783,semantic_scholar,Managing the Evolution to Future Internet Architectures and Seamless Interoperation,"With the increasing diversity of application needs (datacenters, IoT, content retrieval, industrial automation, etc.), new network architectures are continually being proposed to address specific and particular requirements. From a network management perspective, it is both important and challenging to enable evolution towards such new architectures. Given the ubiquity of the Internet, a clean-slate change of the entire infrastructure to a new architecture is impractical. It is believed that we will see new network architectures coming into existence with support for interoperability between separate architectural islands. We may have servers, and more importantly, content, residing in domains having different architectures. This paper presents COIN, a content-oriented interoperability framework for current and future Internet architectures. We seek to provide seamless connectivity and content accessibility across multiple of these network architectures, including the current Internet. COIN preserves each domain's key architectural features and mechanisms, while allowing flexibility for evolvability and extensibility. We focus on Information-Centric Networks (ICN), the prominent class of Future Internet architectures. COIN avoids expanding domain-specific protocols or namespaces. Instead, it uses an application-layer Object Resolution Service to deliver the right ""foreign"" names to consumers. COIN uses translation gateways that retain essential interoperability state, leverages encryption for confidentiality, and relies on domain-specific signatures to guarantee provenance and data integrity. Using NDN and MobilityFirst as important candidate solutions of ICN, and IP, we evaluate COIN. Measurements from an implementation of the gateways show that the overhead is manageable and scales well.",2020 29th International Conference on Computer Communications and Networks (ICCCN),2020,citation
b99a545e8f9ad05b2a15797b8bc070425b7fb383,https://www.semanticscholar.org/paper/b99a545e8f9ad05b2a15797b8bc070425b7fb383,semantic_scholar,Feasibility of IP-over-ICN,"The IP-over-ICN strategy intends to establish islands of networks that internally route packets based on Information-Centric Networking (ICN) while maintaining IP-based protocols at the ingress and egress of the network. This strategy aims at benefits from the use of ICN-based routing while maintaining backward compatibility with IP-based services. In the long run, an ICN-based Internet architecture may emerge from the interconnection of these ICN-based islands. We assess the feasibility of this strategy by discussing the willingness of Internet stakeholders to adopt one particular IP-over-ICN implementation based on the Publish-Subscribe Internet Technologies (PURSUIT) for flow-based routing, multicast routing, and service routing. We suggest that the IP-over-PURSUIT solution offers viable mechanisms for IP interoperability and routing scalability as well as potential advantages in comparison to substitutes, including IP-based solutions, such as IPv6; Multiprotocol Level Switching; and hybrid ICN; as well as other IP-over-ICN implementations based on Content-Centric Networking. We indicate that triple play operators and micro-operators have a greater incentive to adopt IP-over-PURSUIT since they can maximize the utilization of the multicast and service routing, respectively. However, we argue that IP-over-PURSUIT requires new exterior inter-stakeholder interfaces for significant operator traffic to be delivered through its new and cost-efficient routing capabilities, thus increasing the likelihood of operator adoption. Finally, we suggest that the advent of an ICN-based Internet architecture might be delayed until Internet stakeholders can trustworthily delegate the delivery of valuable content and services via information-based exchange points.",Telecommun. Syst.,2020,citation
d9478e7bdba687c0769f0e5a4e2fd134bf17c85f,https://www.semanticscholar.org/paper/d9478e7bdba687c0769f0e5a4e2fd134bf17c85f,semantic_scholar,A Cooperative Green Content Caching Technique for Next Generation Communication Networks,"Proactive content caching at the network-edge is envisioned as a key technique to reduce backhaul congestion and latency in popular content delivery. Data storage units, however, require additional energy, which offers a challenge to researchers who intend to reduce energy consumption up to 90% in next generation networks. The concept of powering data storage units by renewable energy aligns with this energy reduction target. In this article, we introduce a proactive caching strategy, which caches content in helper nodes in a cooperative manner considering intermittent renewable energy and variable content load for various hours of the day. The hypothesis is that the amount of renewable energy available to various helper nodes varies depending on the node location and time of the day. The content load across helper nodes also varies with time. As such, if helper nodes work cooperatively by considering the available renewable energy and content load at each helper node, the aggregate non-renewable energy consumption for content caching can be further reduced. We model the research challenge as an optimization problem. Furthermore, we also present a heuristic solution. Our proposed scheme achieves a significant reduction in non-renewable energy consumption by 23% over the existing green solution.",IEEE Transactions on Network and Service Management,2020,citation
01b771bf57c1acae534f5d759f5b6110f85aff20,https://www.semanticscholar.org/paper/01b771bf57c1acae534f5d759f5b6110f85aff20,semantic_scholar,Ensuring trust and confidentiality for adaptive video streaming in ICN,"With the dissemination of huge amount of video content over the internet, information centric networking (ICN) has emerged as a potential candidate to effectively exploit it and improve the QoS. ICN decouples content from its location by caching, which can later be retrieved by consumers from their nearest locations. Various experimental studies have depicted the performance merits of dynamic adaptive streaming via HTTP (DASH) over ICN for improving QoS. However, there are two challenges that need to be addressed in the context of DASH over an ICN environment. The first one from content consumer domain is that the relevance, integrity, and provenance (RIP) of content should be guaranteed. RIP ensures trust establishment between publisher and consumer of content. The second one that concerns the content publisher is the confidentiality of DASH media, so that any consumer can view the particular quality or resolution of video based on his designated privileged rights. We address these two mentioned issues with the context of DASH over ICN. The performance and security analysis of our scheme depict its effectiveness for enforcing access control of adaptive streaming media in an ICN environment.",Journal of Communications and Networks,2019,citation
4be2c9b9d720b8bb60053583b435678a6752c4d4,https://www.semanticscholar.org/paper/4be2c9b9d720b8bb60053583b435678a6752c4d4,semantic_scholar,Architectures et fonctions avancées pour le déploiement progressif de réseaux orientés contenus. (Architectures and advanced functions for a progressive deployment of Information-Centric Networking),"Les protocoles historiques d’Internet (TCP/IP) qui servaient a interconnecter les tous premiers ordinateurs ne sont plus adaptes a la diffusion massive de contenus qui en est fait aujourd’hui. De nouveaux protocoles reseau centres sur les contenus (Information-Centric Networking) sont actuellement concus pour optimiser ces echanges en pariant sur un changement de paradigme ou les contenus, plutot que les machines sont adressables a l’echelle d’Internet. Cependant, un tel changement ne peut se faire que progressivement et si tous les imperatifs operationnels sont assures. Ainsi, cette these a pour objectif d’etudier et de lever les principaux verrous technologiques empechant l’adoption du protocole NDN (Name Data Networking) par les operateur en garantissant la securite, les performances, l’interoperabilite, la bonne gestion et le deploiement automatise d’un reseau NDN. Dans un premier temps, nous evaluons les performances actuelles d’un reseau NDN a l’aide d’un outil de notre conception, ndnperf, et constatons le cout eleve pour un serveur utilisant ce protocole. Puis nous proposons un ensemble de solutions pour ameliorer l’efficacite d’un serveur NDN pouvant etre jusqu’a 6,4 fois plus efficient que les parametres de base. Ensuite nous nous interessons a la securite de NDN a travers l’evaluation de l’attaque par empoisonnement de contenus, connue pour etre critique mais jamais caracterisee. Cette etude se base sur deux scenarios, en utilisant un serveur et un client pour effectuer la pollution, ou en exploitant une faille dans le traitement des paquets au niveau du routeur. Nous montrons ainsi la dangerosite de l’attaque et proposons une correction de la faille la permettant. Dans un troisieme temps, nous cherchons a adapter le protocole HTTP pour qu’il puisse etre transporte sur un reseau NDN a des fins d’interoperabilite. Pour ce faire, nous avons developpe deux passerelles qui effectuent les conversions necessaires pour qu’un contenu web puisse rentrer ou sortir d’un reseau NDN. Apres avoir decrit notre solution, nous l’evaluons et l’ameliorons afin de pouvoir beneficier d’une fonctionnalite majeure de NDN, a savoir la mise en cache des contenus dans le reseau a hauteur de 61,3% lors de tests synthetiques et 25,1% lors de simulations de navigation avec plusieurs utilisateurs utilisant une loi Zipf de parametre 1,5. Pour finir, nous proposons une architecture a base de microservices virtualises et orchestres pour le deploiement du protocole NDN en suivant le paradigme NFV (Network Function Virtualization). Les sept microservices presentes reprennent soit une fonction atomique du routeur, soit proposent un nouveau service specifique. Ces fonctions peuvent ensuite etre chainees pour constituer un reseau optimise. Cette architecture est orchestree a l’aide d’un manager qui nous permet de pleinement tirer parti des avantages des microservices comme la mise a l’echelle des composants les plus lents ou encore le changement dynamique de topologie en cas d’attaque.Une telle architecture, associee aux contributions precedentes, permettrait un deploiement rapide du protocole NDN, notamment grâce a un developpement facilite des fonctions, a l’execution sur du materiel conventionnel, ou encore grâce a la flexibilite qu’oﬀre ce type d’architecture.",,2019,citation
61bc4d6a9078b5cda18466af551a2fb48a04108f,https://www.semanticscholar.org/paper/61bc4d6a9078b5cda18466af551a2fb48a04108f,semantic_scholar,"An Orchestrated NDN Virtual Infrastructure Transporting Web Traffic: Design, Implementation, and First Experiments with Real End Users","After more than one decade of research efforts, ICN technologies seem mature enough to move from a design and implementation phase to early deployment trials. However, if one wants an ICN stack to be operated in a production context, some major locks, related to the lack of adequate deployment infrastructure, the migration of relevant services, and the capability to accurately monitor an overall ICN domain, must be addressed. In this article we present a feedback experience of the deployment of a Named Data Networking island. The latter considers HTTP over NDN as a primary service deployed through dedicated gateways and NFV as a substrate for deploying and orchestrating ICN components. From the performance assessment of individual components up to the opening of the testbed to end users in a university campus, we propose an analysis that can guide further research efforts in the ICN area.",IEEE Communications Magazine,2019,citation
bda3adb1923dd8acb5923465a475399aabd4d3fd,https://www.semanticscholar.org/paper/bda3adb1923dd8acb5923465a475399aabd4d3fd,semantic_scholar,Content Retrieval while Moving Across IP and NDN Network Architectures,"Research on Future Internet has gained traction in recent years, with a variety of clean-slate network architectures being proposed. The realization of such proposals may lead to a period of coexistence with the current Internet, creating a heterogeneous Future Internet. In such a vision, mobile nodes (MNs) can move across access networks supporting different network architectures, while being able to maintain the access to content during this movement. In order to support such scenarios, this paper proposes an inter-network architecture mobility framework that allows MNs to move across different network architectures without losing access to the contents being accessed. The usage of the proposed framework is exemplified and evaluated in a mobility scenario targeting IP and NDN network architectures in a content retrieval use case. The obtained results validate the proposed framework while highlighting the impact on the overall communication between the MN and content source.",2019 IEEE Symposium on Computers and Communications (ISCC),2019,citation
c866bbe462c90a334493831c43fd55c7269cb9ad,https://www.semanticscholar.org/paper/c866bbe462c90a334493831c43fd55c7269cb9ad,semantic_scholar,Enabling ICN in the Internet Protocol: Analysis and Evaluation of the Hybrid-ICN Architecture,"Information-Centric Networking (ICN) embraces a family of network architectures rethinking Internet communication principles around named-data. After several years of research and the emergence of a few popular proposals, the idea to replace the Internet protocol with data-centric networking remains a subject of debate. ICN advantages have been advocated in the context of 5G networks for the support of highly mobile, multi-access/source and latency-minimal patterns of communications. However, large scale testing and insertion in operational networks are yet to happen, likely due to the lack of a clear incremental deployment strategy. In this paper, we analyze a recent proposal Hybrid-ICN (hICN), an ICN integration inside IP (rather that over/ under/ in place of) that has the ambition to trade-off no ICN architectural principles. By reusing existing packet formats, hICN brings innovation inside the IP stack, requiring minimal software upgrades and guaranteeing transparent interconnection with existing IP networks. We describe the architecture and use the open source implementation to test hICN in the open Internet to validate its short-term deployability. Further, we consider linear video streaming over mobile wireless heterogeneous networks as use case to highlight hICN advantages compared to TCP/IP counterpart.",ICN,2019,citation
c8c569f20498277b8364e03f8e17a8febb205d24,https://www.semanticscholar.org/paper/c8c569f20498277b8364e03f8e17a8febb205d24,semantic_scholar,Exploring interoperability assessment for Future Internet Architectures roll out,,J. Netw. Comput. Appl.,2019,citation
d308a7e36e6852bdd50b0574d004324298726a30,https://www.semanticscholar.org/paper/d308a7e36e6852bdd50b0574d004324298726a30,semantic_scholar,Towards a scalable and programmable incremental deployment of ICN in the real world. (Vers un déploiement incremental programmable et évolutif d'ICN dans le monde réel),"Information-Centric Networking (ICN) embraces a family of network architectures rethinking Internet communication principles around named-data. After several years of research and the emergence of a few popular proposals, the idea to replace TCP/IP with data-centric networking remains a subject of debate. ICN advantages have been advocated in the context of 5G networks for the support of highly mobile, multi-access/source and latency minimal patterns of communications. However, large-scale testing and insertion in operational networks are yet to happen, likely due to the lack of a clear incremental deployment strategy. The aim of this thesis is to propose and evaluate effective solutions for deploying ICN. Firstly, we propose Hybrid-ICN (hICN), an ICN integration inside IP (rather that over/ under/ in place of) that has the ambition to trade-off no ICN architectural principles. By reusing existing packet formats, hICN brings innovation inside the IP stack, requiring minimal software upgrades and guaranteeing transparent interconnection with existing IP networks. Secondly, the thesis focuses on the problem of deploying ICN at the network endpoints, namely at the end host, by designing a transport framework and a socket API that can be used in several ICN architectures such as NDN, CCN and hICN. The framework fosters cutting-edge technologies aiming at providing performance and efficiency to applications. An extensive benchmarking at the end of the chapter will present the performance of the transport framework. Subsequently, the benefits that hICN network and transport services can bring to applications will be assessed, by considering two main use cases: HTTP and WebRTC. The former represents the de-facto protocol of the Web, while the latter is a new emerging technology increasingly adopted for real time services. At last, the thesis proposes a solution for programmatically deploying, configuring and managing ICN networks and applications: Virtualized ICN (vICN), a programmable unified framework for network configuration and management that uses recent progresses in resource isolation and virtualization techniques. It offers a single, flexible and scalable platform to serve different purposes, in particular the real deployments of ICN in existing IP networks.",,2019,citation
185ecf340444b8557b346828b8dd8c9ec16c7621,https://www.semanticscholar.org/paper/185ecf340444b8557b346828b8dd8c9ec16c7621,semantic_scholar,Leveraging NFV for the deployment of NDN: Application to HTTP traffic transport,"For a few years, Network-Function Virtualization (NFV) acts as the most promising solution for the flexible implementation and management of future network services. If most of current efforts in this area focus on IP-based Virtual Network Functions (VNF), the case of Information-Centric Networking (ICN) is interesting since it can demonstrate that NFV is a promising technology for ISP to deploy such new innovative network stacks. In this context, we propose to design and implement a NFV compliant architecture to easily deploy ICN islands. Especially, at the core of this architecture, we present an HTTP/NDN gateway, which enables our network to carry real HTTP traffic. Finally, we show early functional experimental results of an initial testbed deployment exhibiting the capability of our global infrastructure to retrieve the top- 1000 of the most popular web sites.",NOMS 2018 - 2018 IEEE/IFIP Network Operations and Management Symposium,2018,citation
24007d29378c905a00c36fd2cbf75c45a6db67a2,https://www.semanticscholar.org/paper/24007d29378c905a00c36fd2cbf75c45a6db67a2,semantic_scholar,IP/NDN: A multi-level translation and migration mechanism,"Different from TCP/IP architecture, Named Data Networking (NDN) adopts a data-centric and in-network caching approach to achieve improved network efficiency and reduced traffic redundancy. As NDN begins to incrementally deploy on the real-world, there will be a hybrid network of TCP/IP and NDN during the transitional period. However, redeveloping TCP/IP- based applications for NDN is a daunting and time-consuming task. Thus, a more sensible and economical approach is to design an effective strategies for leveraging NDN to deliver IP datagrams and porting TCP/IP-based applications on NDN without chang­ing its original code. Towards this end, this paper introduces three different migration methods at Internet layer, TCP layer and application layer, respectively to translate TCP/IP-based packets into NDN packets and run TCP/IP-based applications on NDN. By implementing these methods on a real NDN test-bed, we demonstrate the multi-level IP/NDN translation and migration mechanism is feasible. The analysis of testing results shows that each of the proposed methods is valid with varying benefits and costs: translating at TCP layer with more time overhead can have a less packets overhead than Internet layer. And when translated at application layer, the network load is reduced by half because of the in-network cache.",NOMS 2018 - 2018 IEEE/IFIP Network Operations and Management Symposium,2018,citation
c7d54e4b0932ec64c575c265e9470e39361bd716,https://www.semanticscholar.org/paper/c7d54e4b0932ec64c575c265e9470e39361bd716,semantic_scholar,Application-Layer Gateway for IP and Content Centric Network Interoperability,"With the growing presence of data streaming services and applications in today’s Internet, information-centric networks (ICNs) are an attractive alternative to the traditional IP-based, point-to-point architectures. In contrast with the hostbased nature of addressable interfaces, ICNs make data directly addressable and routable within the network. This difference leads to different mechanisms to publish and retrieve data and enable peer-to-peer communication. Interoperability between the IP-based, point-to-point networks and CCNs are an important step toward deploying the benefits of ICNs without disrupting existing IP networks. We present CCNSink, an application layer middleware gateway providing interoperability between CCNs and IP. CCNSink provides semantic translation between the communication mechanisms used in both networks. We discuss the implementation details at length and study the performance overhead induced by this gateway and the message round-triptime is studied in various communication settings.",,2017,citation
90dfdf87962c50335a5128a93a282a7e771beae8,https://www.semanticscholar.org/paper/90dfdf87962c50335a5128a93a282a7e771beae8,semantic_scholar,"Service Provisioning in Content-Centric Networking: Challenges, Opportunities, and Promising Directions","Contemporary IP-based Internet architecture increasingly is unable to meet the demands of current network usage patterns. Content-centric networking (CCN), as a clean-slate future network architecture, is different from existing IP networks and has some salient features, such as in-network caching, name-based routing, friendly mobility, and built-in security. This architecture has a profound impact on how Internet applications are provisioned. Here, from the perspective of upper-layer applications, the authors discuss challenges and opportunities regarding service provisioning in CCN. They also describe the Service Innovation Environment for Future Internet, their approach that addresses challenges while exploiting opportunities for the future of CCN.",IEEE Internet Computing,2016,citation
0e37f4765faaf0b1f93691db3f40896e3b503986,https://www.semanticscholar.org/paper/0e37f4765faaf0b1f93691db3f40896e3b503986,semantic_scholar,Monitoring and Securing New Functions Deployed in a Virtualized Networking Environment,"Network operators are currently very cautious before deploying a new network equipment. This is done only if the new networking solution is fully monitored, secured and can provide rapid revenues (short Return of Investment). For example, the NDN (Named Data Networking) solution is admitted as promising but still uncertain, thus making network operators reluctant to deploy it. Having a flexible environment would allow network operators to initiate the deployment of new network solutions at low cost and low risk. The virtualization techniques, appeared a few years ago, can help to provide such a flexible networking architecture. However, with it, emerge monitoring and security issues which should be solved. In this paper, we present our secure virtualized networking environment to deploy new functions and protocol stacks in the network, with a specific focus on the NDN use-case as one of the potential Future Internet technology. As strong requirements for a network operator, we then focus on monitoring and security components, highlighting where and how they can be deployed and used. Finally, we introduce our preliminary evaluation, with a focus on security, before presenting the test bed, involving end-users consuming real contents, that we will set up for the assessment of our approach.","2015 10th International Conference on Availability, Reliability and Security",2015,citation
3154cf2a05f662d55ad84a459eaeb52c85b3bec0,https://www.semanticscholar.org/paper/3154cf2a05f662d55ad84a459eaeb52c85b3bec0,semantic_scholar,"Red Abierta, Libre y Neutral para la ciudad de Cúcuta","Este artículo presenta el prototipo del diseño de la Red Abierta, Libre y Neutral para la ciudad de Cúcuta, la cual es una alternativa para el intercambio de información sin costo ante las opciones que ofrecen las empresas de telecomunicaciones en la ciudad. Se define el acuerdo entre iguales que permite la sana convivencia de los miembros, así como contenidos y servicios. El diseño físico y lógico aclara la viabilidad de implementación. El prototipo aterriza los requerimientos y clarifica la factibilidad que tiene el ciudadano del común para tener acceso a información y compartir la suya. El empoderamiento de la comunidad aumenta la continuidad de proyectos. El establecimiento y aceptación del Procomún por la comunidad aumenta la cultura de la sociedad. Keywords-prototipo, red abierta, libre y neutral, software libre, hardware libre, inalámbrica",Rev. Colomb. de Computación,2015,citation
340458ea2141a989ef902f3c7483b1f5cd7c1b48,https://www.semanticscholar.org/paper/340458ea2141a989ef902f3c7483b1f5cd7c1b48,semantic_scholar,"THESE DE DOCTORAT de L'UNIVERSITE PARIS-SACLAY, préparée à l'Université Paris Sud et du",,,2015,citation
