id,datePublished,description,journals,publisher,title,doi,downloadUrl,database
288596311,2019,"This paper addresses the problem of achieving high-performance dynamic control allocation for uncertain plants by exploiting a data-driven design of the annihilator for the underlying plant. Previous work revealed that an output invisible control allocator can be decomposed as the cascade interconnection of a steady-state optimizer and an annihilator, where the latter unit modulates the allocator outputs in such a way to render such signals undetectable from the plant output. Clearly, the critical role and challenging requirements imposed on the annihilator make it the source of the fragility of control allocation schemes in the presence of uncertainty; nonetheless this critical aspect can be (almost) completely circumvented by tuning the annihilator to the actual plant parameters, namely by envisioning a data-driven control allocation scheme. Relations are also highlighted between the present results and the concepts of moments and orthogonal moments of a plant at frequencies of interest, whose use and estimation have recently been the subject of increasing interest",,IEEE,Data-Driven Dynamic Control Allocation for Uncertain Redundant Plants,10.1109/CDC.2018.8619485,,core
472156754,2019-01-01T00:00:00,,,"'Association of Collegiate Schools of Architecture, Inc'",Composing Frankensteins:Data-Driven Design Assemblies through Graph-Based Deep Neural Networks,10.35483/ACSA.AM.107.90,,core
234573893,2019-09-01T07:00:00,"OBJECTIVE:
The purpose of this study was to determine whether an automated platform for evaluation selection and delivery would increase participation from surgical teaching faculty in submitting resident operative performance evaluations.  DESIGN:
We built a HIPAA-compliant, web-based platform to track resident operative assignments and to link embedded evaluation instruments to procedure type. The platform matched appropriate evaluations to surgeons\u27 scheduled procedures, and delivered multiple evaluation types, including Ottawa Surgical Competency Operating Room Evaluation (O-Score) evaluations and Operative Performance Rating System (OPRS) evaluations. Prompts to complete evaluations were made through a system of automatic electronic notifications. We compared the time spent in the platform to achieve evaluation completion. As a metric for the platform\u27s effect on faculty participation, we considered a task that would typically be infeasible without workflow optimization: the evaluator could choose to complete multiple, complementary evaluations for the same resident in the same case. For those cases with multiple evaluations, correlation was analyzed by Spearman rank test. Evaluation data were compared between PGY levels using repeated measures ANOVA.  SETTING:
The study took place at 4 general surgery residency programs: The University of Massachusetts Medical School-Baystate, the University of Connecticut School or Medicine, the University of Iowa Carver College of Medicine, and Maimonides Medical Center.  PARTICIPANTS:
From March 2017 to February 2019, the study included 70 surgical teaching faculty and 101 general surgery residents.  RESULTS:
Faculty completed 1230 O-Score evaluations and 106 OPRS evaluations. Evaluations were completed quickly, with a median time of 36 ± 18 seconds for O-Score evaluations, and 53 ± 51 seconds for OPRS evaluations. 89% of O-Score and 55% of OPRS evaluations were completed without optional comments within one minute, and 99% of O-Score and 82% of OPRS evaluations were completed within 2 minutes. For cases eligible for both evaluation types, attendings completed both evaluations on 74 of 221 (33%) of these cases. These paired evaluations strongly correlated on resident performance (Spearman coefficient = 0.84, p \u3c 0.00001). Both evaluation types stratified operative skill level by program year (p \u3c 0.00001).  CONCLUSIONS:
Evaluation initiatives can be hampered by the challenge of making multiple surgical evaluation instruments available when needed for appropriate clinical situations, including specific case types. As a test of the optimized evaluation workflow, and to lay the groundwork for future data-driven design of evaluations, we tested the impact of simultaneously delivering 2 evaluation instruments via a secure web-based education platform. We measured the evaluation completion rates of faculty surgeon evaluators when rating resident operative performance, and how effectively the results of evaluation could be analyzed and compared, taking advantage of a highly integrated management of the evaluative information",,Scholarly Commons @ Baystate Health,Education Management Platform Enables Delivery and Comparison of Multiple Evaluation Types,,,core
474897163,2021-01-01T00:00:00,"The smart city operation and management center with a hierarchical data-driven architecture has already become one of the most widely used solutions for smart cities in practice, solving the problems associated with data acquisition, data gathering and storage, data processing, and data application. At present, the construction of smart city operation and management center faces bottlenecks such as incomplete top-level design theory, the insufficient integration capability of software and hardware, the low efficiency of data collection and aggregation, and the lack of intelligence in data analysis and application. Aiming to address the above problems, this paper proposes a &#x2018;two-dimension, three-layer, and six-goal&#x2019; top-level design model for a smart city, with six principles for a smart city operational pattern, and focuses on three key technologies: (1) infrastructure integration and application, (2) multidimensional perception data collection and aggregation, and (3) intelligent data analysis and data service. Following the guidance of this model, Longgang District of Shenzhen has constructed a smart city operation and management center including integrated ICT infrastructure, an urban fine management system, and an intelligent urban data analysis and service system. The actual effects and quantitative improvements in the practical case show that the top-level design model of a smart city proposed in this paper has achieved successful results, and it thereby offers an applicability model of a smart city that can be referenced and replicated","[{'title': 'IEEE Access', 'identifiers': ['issn:2169-3536', '2169-3536']}]",'Institute of Electrical and Electronics Engineers (IEEE)',Modeling and Key Technologies of a Data-Driven Smart City System,10.1109/ACCESS.2021.3091716,,core
323402545,2020-09-15T00:00:00,"Data-driven design of mechanical metamaterials is an increasingly popular
method to combat costly physical simulations and immense, often intractable,
geometrical design spaces. Using a precomputed dataset of unit cells, a
multiscale structure can be quickly filled via combinatorial search algorithms,
and machine learning models can be trained to accelerate the process. However,
the dependence on data induces a unique challenge: An imbalanced dataset
containing more of certain shapes or physical properties can be detrimental to
the efficacy of data-driven approaches. In answer, we posit that a smaller yet
diverse set of unit cells leads to scalable search and unbiased learning. To
select such subsets, we propose METASET, a methodology that 1) uses similarity
metrics and positive semi-definite kernels to jointly measure the closeness of
unit cells in both shape and property spaces, and 2) incorporates Determinantal
Point Processes for efficient subset selection. Moreover, METASET allows the
trade-off between shape and property diversity so that subsets can be tuned for
various applications. Through the design of 2D metamaterials with target
displacement profiles, we demonstrate that smaller, diverse subsets can indeed
improve the search process as well as structural performance. By eliminating
inherent overlaps in a dataset of 3D unit cells created with symmetry rules, we
also illustrate that our flexible method can distill unique subsets regardless
of the metric employed. Our diverse subsets are provided publicly for use by
any designer",,'ASME International',"METASET: Exploring Shape and Property Spaces for Data-Driven
  Metamaterials Design",10.1115/1.4048629,http://arxiv.org/abs/2006.02142,core
479629355,2021-07-01T00:00:00,"To create products that are better fit for purpose, manufacturers require new methods for gaining insights into product experience in the wild at scale. “Chatty Factories” is a concept that explores the transformative potential of placing IoT-enabled data-driven systems at the core of design and manufacturing processes, aligned to the Industry 4.0 paradigm. In this paper, we propose a model that enables new forms of agile engineering product development via “chatty” products. Products relay their “experiences” from the consumer world back to designers and product engineers through the mediation provided by embedded sensors, IoT, and data-driven design tools. Our model aims to identify product “experiences” to support the insights into product use. To this end, we create an experiment to: (i) collect sensor data at 100 Hz sampling rate from a “Chatty device” (device with sensors) for six common everyday activities that drive produce experience: standing, walking, sitting, dropping and picking up of the device, placing the device stationary on a side table, and a vibrating surface; (ii) pre-process and manually label the product use activity data; (iii) compare a total of four Unsupervised Machine Learning models (three classic and the fuzzy C-means algorithm) for product use activity recognition for each unique sensor; and (iv) present and discuss our findings. The empirical results demonstrate the feasibility of applying unsupervised machine learning algorithms for clustering product use activity. The highest obtained F-measure is 0.87, and MCC of 0.84, when the Fuzzy C-means algorithm is applied for clustering, outperforming the other three algorithms applied","[{'title': 'Sensors', 'identifiers': ['issn:1424-8220', '1424-8220']}]",'MDPI AG',Unsupervised Learning for Product Use Activity Recognition: An Exploratory Study of a “Chatty Device”,10.3390/s21154991,,core
440581552,2019-06-01T00:00:00,"Data-driven design approaches based on deep learning have been introduced in nanophotonics to reduce time-consuming iterative simulations, which have been a major challenge. Here, we report the first use of conditional deep convolutional generative adversarial networks to design nanophotonic antennae that are not constrained to predefined shapes. For given input reflection spectra, the network generates desirable designs in the form of images; this allows suggestions of new structures that cannot be represented by structural parameters. Simulation results obtained from the generated designs agree well with the input reflection spectrum. This method opens new avenues toward the development of nanophotonics by providing a fast and convenient approach to the design of complex nanophotonic structures that have desired optical properties","[{'title': 'Nanophotonics', 'identifiers': ['2192-8614', '2192-8606', 'issn:2192-8614', 'issn:2192-8606']}]",'Walter de Gruyter GmbH',Designing nanophotonic structures using conditional deep convolutional generative adversarial networks,10.1515/nanoph-2019-0117,,core
387319181,2021-02-09T00:00:00,"We introduce a novel data-driven framework for the design of targeted gene
panels for estimating exome-wide biomarkers in cancer immunotherapy. Our first
goal is to develop a generative model for the profile of mutation across the
exome, which allows for gene- and variant type-dependent mutation rates. Based
on this model, we then propose a new procedure for estimating biomarkers such
as Tumour Mutation Burden and Tumour Indel Burden. Our approach allows the
practitioner to select a targeted gene panel of a prespecified size, and then
construct an estimator that only depends on the selected genes. Alternatively,
the practitioner may apply our method to make predictions based on an existing
gene panel, or to augment a gene panel to a given size. We demonstrate the
excellent performance of our proposal using an annotated mutation dataset from
1144 Non-Small Cell Lung Cancer patients.Comment: 21 pages, 10 figure",,,"Data-driven design of targeted gene panels for estimating immunotherapy
  biomarkers",,http://arxiv.org/abs/2102.04296,core
343637812,2020-01-01T00:00:00,,,'Institute of Electrical and Electronics Engineers (IEEE)',Machine Learning at the Edge: A Data-Driven Architecture with Applications to 5G Cellular Networks,10.1109/tmc.2020.2999852,,core
387880698,2020-01-01T00:00:00,"In this paper, we propose a novel sensor validation architecture, which performs sensor fault detection, isolation and accommodation (SFDIA). More specifically, a machine-learning based architecture is presented to detect faults in sensors measurements within the system, identify the faulty ones and replace them with estimated values. In our proposed architecture, sensor estimators based on neural networks are constructed for each sensor node in order to accommodate faulty measurements along with a classifier to determine the failure detection and isolation. Finally, numerical results are presented to confirm the effectiveness of the proposed architecture on a publicly-available air quality (AQ) chemical multi-sensor data-set",,'Institute of Electrical and Electronics Engineers (IEEE)',A Data-Driven Architecture for Sensor Validation Based on Neural Networks,,,core
475696546,2020-05-01T07:00:00,"For the 12 GeV upgrade of Jefferson Laboratory, a Silicon Vertex Tracker (SVT) has been designed for theCLAS12 spectrometer using single-sided microstrip sensors fabricated by Hamamatsu Photonics. The sensors have a graded angle design to minimize dead areas and a readout pitch of156 μm, with intermediate strips. Each double-sided SVT module hosts three daisy-chained sensors on each side with a full strip length of33 cm. There are 512 channels per module, read out by four Fermilab Silicon Strip Readout (FSSR2) chips, featuring data-driven architecture, mounted on a rigid–flex hybrid board. The modules are assembled in a barrel configuration using a unique cantilevered geometry to minimize the amount of material in the tracking volume. This paper is focused on the design, qualification of the performance, and experience in operating and commissioning the tracker during the first year of the data taking",,UR Scholarship Repository,The CLAS12 Silicon Vertex Tracker,,,core
480021211,2021-01-01T00:00:00,"Data-Driven Design (DDD) – это дизайн на основе данных, полученных в результате исследований. С приходом DDD усложнился анализ потребностей, интерфейсы стали персонализированными, дизайн стал ориентированным на бизнес-показатели, а профессия веб-дизайнера распалась на составляющие. Основное преимущество DDD-подхода состоит в том, что все дизайн-решения обоснованы, исключается элемент вкусовщины. Но DDD в чистом виде часто ведет к перегибам – «машинному» подходу при разработке продукта для людей. Наиболее успешные сервисы придерживаются несколько иного подхода – Data-Informed Design – дизайн с учетом данных, но без слепого подчинения им. Data-Driven Design (DDD) is the design based on research data. With the advent of DDD, needs analysis became more complex, interfaces became personalized, design began to be focused on business performance, and the web designer profession resolved into specializations. The main advantage of the DDD approach is that all design decisions are justified, the element of taste is excluded. But DDD in its purest form often leads to kinks – ""machine"" approach to product development. The most successful services take a bit different approach – Data-Informed Design – design with data in mind, but without blind obedience to it",,"БГУИР, РБ",Data-Driven approach to web design,,,core
275725174,2019-12-26T00:00:00,"We show that a neural network whose output is obtained as the difference of the outputs of two feedforward networks with exponential activation function in the hidden layer and logarithmic activation function in the output node (LSE networks) is a smooth universal approximator of continuous functions over convex, compact sets. By using a logarithmic transform, this class of networks maps to a family of subtraction-free ratios of generalized posynomials, which we also show to be universal approximators of positive functions over log-convex, compact subsets of the positive orthant. The main advantage of Difference-LSE networks with respect to classical feedforward neural networks is that, after a standard training phase, they provide surrogate models for design that possess a specific difference-of-convex-functions form, which makes them optimizable via relatively efficient numerical methods. In particular, by adapting an existing difference-of-convex algorithm to these models, we obtain an algorithm for performing effective optimization-based design. We illustrate the proposed approach by applying it to data-driven design of a diet for a patient with type-2 diabetes",,HAL CCSD,A Universal Approximation Result for Difference of log-sum-exp Neural Networks,,,core
491073645,2021-12-15T00:00:00,"Recent applications of machine learning (ML) reveal a noticeable shift from
its use for predictive modeling in the sense of a data-driven construction of
models mainly used for the purpose of prediction (of ground-truth facts) to its
use for prescriptive modeling. What is meant by this is the task of learning a
model that stipulates appropriate decisions about the right course of action in
real-world scenarios: Which medical therapy should be applied? Should this
person be hired for the job? As argued in this article, prescriptive modeling
comes with new technical conditions for learning and new demands regarding
reliability, responsibility, and the ethics of decision making. Therefore, to
support the data-driven design of decision-making agents that act in a rational
but at the same time responsible manner, a rigorous methodological foundation
of prescriptive ML is needed. The purpose of this short paper is to elaborate
on specific characteristics of prescriptive ML and to highlight some key
challenges it implies. Besides, drawing connections to other branches of
contemporary AI research, the grounding of prescriptive ML in a (generalized)
decision-theoretic framework is advocated",,,"Prescriptive Machine Learning for Automated Decision Making: Challenges
  and Opportunities",,http://arxiv.org/abs/2112.08268,core
323312234,2020-03-29T00:00:00,"This paper studies how to design abstractions of large-scale combinatorial optimization problems that can leverage existing state-of-the-art solvers in general purpose ways, and that are amenable to data-driven design. The goal is to arrive at new approaches that can reliably outperform existing solvers in wall-clock time. We focus on solving integer programs, and ground our approach in the large neighborhood search (LNS) paradigm, which iteratively chooses a subset of variables to optimize while leaving the remainder fixed. The appeal of LNS is that it can easily use any existing solver as a subroutine, and thus can inherit the benefits of carefully engineered heuristic approaches and their software implementations. We also show that one can learn a good neighborhood selector from training data. Through an extensive empirical validation, we demonstrate that our LNS framework can significantly outperform, in wall-clock time, compared to state-of-the-art commercial solvers such as Gurobi",,,A General Large Neighborhood Search Framework for Solving Integer Programs,,https://core.ac.uk/download/323312234.pdf,core
387312911,2021-01-26T00:00:00,"A new class of rare-earth-free permanent magnets is proposed. The parent
compound of this class is Co$_3$Mn$_2$Ge, and its discovery is the result of
first principles theory combined with experimental synthesis and
characterisation. The theory is based on a high-throughput/data-mining search
among materials listed in the ICSD database. From ab-initio theory of the
defect free material it is predicted that the saturation magnetization is 1.71
T, the uniaxial magnetocrystalline anisotropy is 1.44 MJ/m$^3$, and the Curie
temperature is 700 K. Co$_3$Mn$_2$Ge samples were then synthesized and
characterised with respect to structure and magnetism. The crystal structure
was found to be the MgZn$_2$-type, with partial disorder of Co and Ge on the
crystallographic lattice sites. From magnetization measurements a saturation
polarization of 0.86 T at 10 K was detected, together with a uniaxial
magnetocrystalline anisotropy constant of 1.18 MJ/m$^3$, and the Curie
temperature of $T_{\rm C}$ = 359 K. These magnetic properties make
Co$_3$Mn$_2$Ge a very promising material as a rare-earth free permanent magnet,
and since we can demonstrate that magnetism depends critically on the amount of
disorder of the Co and Ge atoms, a further improvement of the magnetism is
possible. From the theoretical works, a substitution of Ge by neighboring
elements suggest two other promising materials - Co$_3$Mn$_2$Al and
Co$_3$Mn$_2$Ga. We demonstrate here that the class of compounds based on
$T_3$Mn$_2$X (T = Co or alloys between Fe and Ni; X=Ge, Al or Ga) in the
MgZn$_2$ structure type, form a new class of rare-earth free permanent magnets
with very promising performance",,,Data-driven design of a new class of rare-earth free permanent magnets,,http://arxiv.org/abs/2101.10773,core
334894834,2019-12-19T00:00:00,"In radar systems, unimodular (or constant-modulus) waveform design plays an
important role in achieving better clutter/interference rejection, as well as a
more accurate estimation of the target parameters. The design of such sequences
has been studied widely in the last few decades, with most design algorithms
requiring sophisticated a priori knowledge of environmental parameters which
may be difficult to obtain in real-time scenarios. In this paper, we propose a
novel hybrid model-driven and data-driven architecture that adapts to the ever
changing environment and allows for adaptive unimodular waveform design. In
particular, the approach lays the groundwork for developing extremely low-cost
waveform design and processing frameworks for radar systems deployed in
autonomous vehicles. The proposed model-based deep architecture imitates a
well-known unimodular signal design algorithm in its structure, and can quickly
infer statistical information from the environment using the observed data. Our
numerical experiments portray the advantages of using the proposed method for
efficient radar waveform design in time-varying environments",,,Deep Radar Waveform Design for Efficient Automotive Radar Sensing,,http://arxiv.org/abs/1912.08180,core
334921588,2020-03-11T00:00:00,"Critical aspects of computational imaging systems, such as experimental
design and image priors, can be optimized through deep networks formed by the
unrolled iterations of classical model-based reconstructions (termed
physics-based networks). However, for real-world large-scale inverse problems,
computing gradients via backpropagation is infeasible due to memory limitations
of graphics processing units. In this work, we propose a memory-efficient
learning procedure that exploits the reversibility of the network's layers to
enable data-driven design for large-scale computational imaging systems. We
demonstrate our method on a small-scale compressed sensing example, as well as
two large-scale real-world systems: multi-channel magnetic resonance imaging
and super-resolution optical microscopy.Comment: 9 pages, 8 figures. See also relate NeurIPS 2019 presentation
  arXiv:1912.0509",,,Memory-efficient Learning for Large-scale Computational Imaging,,http://arxiv.org/abs/2003.05551,core
478130993,2021-05-01T15:46:34,"Recent advancements in computer technology have allowed for designers to have direct control over the production process through the help of computer-based tools, creating the possibility of a completely integrated design and manufacturing process. Over the last few decades, ""artificial intelligence"" (AI) techniques, such as machine learing and deep learning, have been topics of interest in computer-based design and manufacturing research fields. However, efforts to develop computer-based AI to handle big data in design and manufacturing have not yet been successful. This Special Issue aims to collect novel articles covering artificial intelligence-based design, manufacturing, and data-driven design. It will comprise academics, researchers, mechanical, manufacturing, production and industrial engineers and professionals related to engineering design and manufacturing",,'MDPI AG',Computer-Aided Manufacturing and Design,10.3390/books978-3-03943-135-9,,core
328359639,2020-01-01T00:00:00,"The paper presents a systematic literature review investigating definitions, uses, and application of data-driven design in the concept development process. The analysis shows a predominance of the use of text mining techniques on social media and online reviews to identify customers’ needs, not exploiting the opportunity granted by the increased accessibility of IoT in cyber-physical systems. The paper argues that such a gap limits the potential of capturing tacit customers’ needs and highlights the need to proactively plan and design for a transition toward data-driven design.Open access</p",,'Cambridge University Press (CUP)',Data-driven design in concept development : systematic review and missed opportunities,10.1017/dsd.2020.4,,core
