contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Chapter,doi:10.1007/978-3-030-78679-3_6,How to Approach an Organization Design,Organization Design,10.1007/978-3-030-78679-3_6,Springer,2021-01-01,2021-08-04,"The organization designer has two important dimensions to consider when approaching an organization design project. One is the mode of intervention, which can range from providing expert knowledge to the client to engaging in a collaborative process. The second dimension is the number of people involved in the design process, which can range from just a few members of the leadership team to groups of up to thousands (in so-called large group interventions). The approach described here uses a collaborative approach that engages a design team of a manageable size. The design team represents the organization and is mandated by the leadership team to perform the design work. Elements of approaches from other design disciplines can offer useful inspiration for the organization design approach, such as the importance of prototyping and testing. Still, a lot of challenging aspects of the design process remain, especially having to do with the inevitable political aspects at play. Data-driven tools that support the organization design process are increasingly on offer. They may offer support in analyzing the current situation, in prototyping design options, and even in generating new designs.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-78679-3_6,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-51295-8_15,Augmented BIM Workflow for Structural Design Through Data Visualization,Proceedings of the 18th International Conference on Computing in Civil and Building Engineering,10.1007/978-3-030-51295-8_15,Springer,2021-01-01,2020-07-14,"Structural analysis of projects generates a large amount of data, especially when it involves complex or not modular geometries. By analyzing the generated data, it is possible to create optimized outputs for structures in an iterative process, until reaching a solution that satisfies the project constraints. Often, it is challenging to conciliate optimization with issuing of intermediate versions to be used for project coordination by other stakeholders. This is due to recurrent project changes, related to architectural or client requirements that arise during the design process. Moreover, structural design is generally carried out in a variety of software by different engineers within the design team. Therefore, it is rather challenging to organize, control and analyze all the information generated in structural design at each step, aiming to enhance both general team efficiency and structural optimization. The increasing popularity of BIM (Building Information Modeling) in this field could be a pivoting factor towards data-driven design and informed decision-making in all levels of a structural project team. In this context, this paper presents a proposal and an application of a BIM data workflow to enhance the work of structural designers as well as the collaboration within the design team. The workflow is based on data extraction through visual programming, using Dynamo, and the creation of an automatically updatable dashboard within Power BI. Python is used to create custom-build operations that apply specifically to the structural assessment context. Discussion about the suitability of this process for other applications within decision-making activities in structural engineering is also given.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-51295-8_15,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-71151-1_29,Data-Driven Design of Energy-Shaping Controllers for Swing-Up Control of Underactuated Robots,Experimental Robotics,10.1007/978-3-030-71151-1_29,Springer,2021-01-01,2021-03-28,"We propose a novel data-driven procedure to train a neural network for the swing-up control of underactuated robotic systems. Our approach is inspired by several recent developments ranging from nonlinear control theory to machine learning. We embed a neural network indirectly into the equations of motion of the robotic manipulator as its control input. Using familiar results from passivity-based and energy-shaping control literature, this control function is determined by the appropriate gradients of a neural network, acting as an energy-like (Lyapunov) function. We encode the task of swinging-up robotic systems through the use of transverse coordinates and goal sets; which drastically accelerates the rate of learning by providing a concise target for the neural network. We demonstrate the efficacy of the algorithm with both numerical simulations and experiments.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-71151-1_29,springer
Article,doi:10.1007/s00158-020-02523-5,Data-driven metamaterial design with Laplace-Beltrami spectrum as “shape-DNA”,Structural and Multidisciplinary Optimization,10.1007/s00158-020-02523-5,Springer,2020-06-01,2020-02-19,"The design of multiscale metamaterial systems often suffers from high computational cost and incompatible boundaries between unit cells. As a result, unit cells are either assumed to be repeated (periodic) everywhere or limited to a small number of shapes. To address these limitations, this work proposes a data-driven design framework consisting of a metamaterial genome with a reduced-order geometrical representation as well as methods for the efficient design and analysis of 2D aperiodic metamaterials with compatible boundaries. To collect a large amount of designs, a set of unit cells generated by topology optimization is taken as initial seeds for the genome, and then expanded iteratively through random shape perturbations to form a rich database that covers a wide range of properties. For a reduced-order representation, the Laplace-Beltrami (LB) spectrum is adopted to describe complex unit cell shapes using a low number of descriptors, therefore significantly reducing the design dimensionality. Moreover, the physical and geometrical information contained in the LB spectrum is revealed through both quantitative and theoretical analysis. This information as well as the lower dimensionality allows the genome to be effectively leveraged to build a neural network model of structure-property relations for the rapid design of new unit cells. Finally, the combination of the metamaterial genome with an efficient optimization method based on the Markov random field (MRF) model is proposed to ensure connected boundaries between unit cells in multiscale aperiodic microstructure designs.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00158-020-02523-5,springer
Article,doi:10.1007/s00158-020-02497-4,Data-driven design approach to hierarchical hybrid structures with multiple lattice configurations,Structural and Multidisciplinary Optimization,10.1007/s00158-020-02497-4,Springer,2020-06-01,2020-02-11,"This work presents a data-driven design approach to hierarchical hybrid structures with multiple lattice configurations. Two design variables are considered for each lattice substructure, one discrete variable indicating the configuration type and the other continuous density variable determining the geometrical feature size. For each lattice configuration, a series of similar lattice substructures are sampled by varying the density variable and a corresponding data-driven interpolation model is built for an explicit representation of the constitutive behavior. To reduce the model complexity, substructuring by means of static condensation is performed on the sampled lattice substructures. To achieve hybrid structure with multiple lattice configurations, a multi-material interpolation model is adopted by synthesizing the data-driven interpolation models and the discrete lattice configuration variables. The proposed approach has proved capable of generating hierarchically strongly coupled designs, which therefore allows for direct manufacturing with no post-processing requirement as required for homogenization-based designs due to the assumption on scales separation.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00158-020-02497-4,springer
Article,doi:10.1557/jmr.2020.38,Data-driven design of B20 alloys with targeted magnetic properties guided by machine learning and density functional theory,Journal of Materials Research,10.1557/jmr.2020.38,Springer,2020-04-01,2020-04-01,"Chiral magnets in the B20 crystal structure host a peculiar spin texture in the form of a topologically stable skyrmion lattice. However, the helical transition temperature ( T _C) of these compounds is below room temperature, which limits their potential in spintronics applications. Here, a data-driven approach is demonstrated, which integrates density functional theory (DFT) calculations with machine learning (ML) in search of alloying elements that will enhance the T _C of known B20 compounds. Initial DFT screening led to the identification of chromium (Cr) and tin (Sn) as potential substituents for alloy design. Then, trained ML models predict Sn substitution to be more promising than Cr-substitution for tuning the T _C of FeGe. The magnetic exchange energy calculated from DFT validates the promise of Sn as an effective alloying element for enhancing the T _C in Fe(Ge,Sn) compounds. New B20 chiral magnets are recommended for experimental investigation.",http://link.springer.com/openurl/fulltext?id=doi:10.1557/jmr.2020.38,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-62807-9_54,Participative Method to Identify Data-Driven Design Use Cases,Product Lifecycle Management Enabling Smart X,10.1007/978-3-030-62807-9_54,Springer,2020-01-01,2020-11-10,"Paradigms such as smart factory and industry 4.0 enable the collection of data in enterprises. To enhance decision making in design, computational support that is driven by data seems to be beneficial. With this respect, an identification of data-driven use cases is needed. Still, the state of practice does not reflect the potential of data-driven design in engineering product development. With this respect, a method is proposed addressing the business and data understanding in industrial contexts and corresponding Product Lifecycle Management (PLM) environments. This allows to identify use cases for data-driven design taking into account business processes as well as the related data. In the proposed method, first the main process tasks are analyzed using a SIPOC analysis that is followed by a process decomposition to further detail and highlight corresponding applications using Enterprise Architecture principles. Following this, value stream mapping and design process failure mode effect analysis are used to identify sources of waste and the related causes. With this, a feature analysis of given data is proposed to identify use cases and enable to further use standard data science methods like CRISP-DM. The method is validated using the infrastructure of the Pilotfabrik at TU Vienna. The use case shows the applicability of the method to identify features that influence the cost of a product during the manufacturing without changing the functional specifications. The results highlight that different methods need to be combined to attain a comprehensive business and data understanding. Further, a comprehensive view of the processes is yielded that enables to further identify use cases for data-driven design. This work lays a foundation for future research with respect to data-driven design use cases identification in engineering product development.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-62807-9_54,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-57997-5_37,The Data-Driven Product-Service Systems Design and Delivery (4DPSS) Methodology,Advances in Production Management Systems. Towards Smart and Digital Manufacturing,10.1007/978-3-030-57997-5_37,Springer,2020-01-01,2020-08-25,"The design of Product-Service Systems (PSS) has been approached from several perspectives like the process, innovation, engineering and operational ones providing, for each one of those, a specific view on the problem. This paper proposes a Data-Driven Product-Service System Design and Delivery (4DPSS) methodology focusing on the collection and exploitation of delivery data to feed the design phase. The logic of the methodology relies on aggregating operational data (collected in the delivery phase) to build a consistent body of knowledge to be exploited in iterative PSS design activities, thanks to better identification of customer needs, and product and service process design issues. This paper presents the 4DPSS methodology at a theoretical level, the implementations of the different methods constituting the methodology are referred to in the text, while its implementation and test as a whole are demanded to future work.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-57997-5_37,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-57717-9_43,Data-Driven Game Design: The Case of Difficulty in Educational Games,Addressing Global Challenges and Quality Education,10.1007/978-3-030-57717-9_43,Springer,2020-01-01,2020-09-07,"There is increasing interest in using data to design digital games that serve the purposes of learning and assessment. One game element, difficulty , could benefit vastly from applying data-driven methods as it affects both players’ overall enjoyment and efficiency of learning and qualities of assessment. However, how difficulty is being defined varies across the learning, assessment, and game perspectives, yet little is known about how educational difficulty can be balanced in educational games for each of the potentially conflicting goals. In this paper, we first review varying definitions of difficulty and then we discuss how we came up with a difficulty metric and used it to refine our game-based assessment Shadowspect . The design guidelines, metrics and lessons learned will be useful for designers of learning games and educators interested in balancing difficulty before they implement these tools in the classroom.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-57717-9_43,springer
Chapter,doi:10.1007/978-3-030-27994-3_9,User-Centered Design Approaches and Methods for P5 eHealth,P5 eHealth: An Agenda for the Health Technologies of the Future,10.1007/978-3-030-27994-3_9,Springer,2020-01-01,2019-11-30,"As seen throughout this book, eHealth informed by P5 approach gives full recognition to patients’ contexts, needs, desires, and personal characteristics. These aspects should not only be considered as cornerstones for technology evaluation, but as fundamental guidelines for design in the first place. This relates to User-Centered Design, that is, any technology/service design where final users influence how the design itself takes place. In other words, eHealth development should be based on research data gathered among final users about their needs and contexts of use, in order to be specifically tailored on final users even before the realization of low-level prototypes. This methodological contribution presents a critical presentation, description, and evaluation of research tools to be employed not to evaluate technology’s results and effectiveness, but the specific characteristics of users in order to orient design and development. Such an approach should be considered the “gold standard” of P5 eHealth solutions.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-27994-3_9,springer
Article,doi:10.1007/s10845-018-1430-y,"A data-driven cyber-physical approach for personalised smart, connected product co-development in a cloud-based environment",Journal of Intelligent Manufacturing,10.1007/s10845-018-1430-y,Springer,2020-01-01,2018-06-18,"The rapid development of information and communication technology enables a promising market of information densely product, i.e. smart, connected product (SCP), and also changes the way of user–designer interaction in the product development process. For SCP, massive data generated by users drives its design innovation and somehow determines its final success. Nevertheless, most existing works only look at the new functionalities or values that are derived in the one-way communication by introducing novel data analytics methods. Few work discusses about an effective and systematic approach to enable individual user innovation in such context, i.e. co-development process, which sets the fundamental basis of the prevailing concept of data-driven design. Aiming to fill this gap, this paper proposes a generic data-driven cyber-physical approach for personalised SCP co-development in a cloud-based environment. A novel concept of smart, connected, open architecture product is hence introduced with a generic cyber-physical model established in a cloud-based environment, of which the interaction processes are enabled by co-development toolkits with smartness and connectedness. Both the personalized SCP modelling method and the establishment of its cyber-physical product model are described in details. To further demonstrate the proposed approach, a case study of a smart wearable device (i.e. i-BRE respiratory mask) development process is given with general discussions.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10845-018-1430-y,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-58805-2_46,Alzheimer’s Garden: Understanding Social Behaviors of Patients with Dementia to Improve Their Quality of Life,Computers Helping People with Special Needs,10.1007/978-3-030-58805-2_46,Springer,2020-01-01,2020-09-04,"This paper aims at understanding the social behavior of people with dementia through the use of technology, specifically by analyzing localization data of patients of an Alzheimer’s assisted care home in Italy. The analysis will allow to promote social relations by enhancing the facility’s spaces and activities, with the ultimate objective of improving residents’ quality of life. To assess social wellness and evaluate the effectiveness of the village areas and activities, this work introduces measures of sociability for both residents and places. Our data analysis is based on classical statistical methods and innovative machine learning techniques. First, we analyze the correlation between relational indicators and factors such as the outdoor temperature and the patients’ movements inside the facility. Then, we use statistical and accessibility analyses to determine the spaces residents appreciate the most and those in need of enhancements. We observe that patients’ sociability is strongly related to the considered factors. From our analysis, outdoor areas result less frequented and need spatial redesign to promote accessibility and attendance among patients. The data awareness obtained from our analysis will also be of great help to caregivers, doctors, and psychologists to enhance assisted care home social activities, adjust patient-specific treatments, and deepen the comprehension of the disease.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-58805-2_46,springer
Article,doi:10.1038/s41586-019-1798-7,Data-driven design of metal–organic frameworks for wet flue gas CO_2 capture,Nature,10.1038/s41586-019-1798-7,Nature,2019-12-12,2019-12-11,"Limiting the increase of CO_2 in the atmosphere is one of the largest challenges of our generation^ 1 . Because carbon capture and storage is one of the few viable technologies that can mitigate current CO_2 emissions^ 2 , much effort is focused on developing solid adsorbents that can efficiently capture CO_2 from flue gases emitted from anthropogenic sources^ 3 . One class of materials that has attracted considerable interest in this context is metal–organic frameworks (MOFs), in which the careful combination of organic ligands with metal-ion nodes can, in principle, give rise to innumerable structurally and chemically distinct nanoporous MOFs. However, many MOFs that are optimized for the separation of CO_2 from nitrogen^ 4 – 7 do not perform well when using realistic flue gas that contains water, because water competes with CO_2 for the same adsorption sites and thereby causes the materials to lose their selectivity. Although flue gases can be dried, this renders the capture process prohibitively expensive^ 8 , 9 . Here we show that data mining of a computational screening library of over 300,000 MOFs can identify different classes of strong CO_2-binding sites—which we term ‘adsorbaphores’—that endow MOFs with CO_2/N_2 selectivity that persists in wet flue gases. We subsequently synthesized two water-stable MOFs containing the most hydrophobic adsorbaphore, and found that their carbon-capture performance is not affected by water and outperforms that of some commercial materials. Testing the performance of these MOFs in an industrial setting and consideration of the full capture process—including the targeted CO_2 sink, such as geological storage or serving as a carbon source for the chemical industry—will be necessary to identify the optimal separation material. Data mining of a computational library of metal–organic frameworks identifies motifs that bind CO_2 sufficiently strongly and whose uptake is not affected by water, with application for the capture of CO_2 from flue gases.",https://www.nature.com/articles/s41586-019-1798-7,springer
Article,doi:10.1007/s00163-019-00312-w,Overlay technology space map for analyzing design knowledge base of a technology domain: the case of hybrid electric vehicles,Research in Engineering Design,10.1007/s00163-019-00312-w,Springer,2019-07-01,2019-03-07,"A tangible understanding of the latent design knowledge base of a technology domain, i.e., the set of technologies and related design knowledge used to solve the specific problems of a domain, and how it evolves, can guide engineering design efforts in that domain. However, methods for extracting, analyzing and understanding the structure and evolutionary trajectories of a domain’s accumulated design knowledge base are still underdeveloped. This study introduces a network-based methodology for visualizing and analyzing the structure and expansion trajectories of the design knowledge base of a given technology domain. The methodology is centered on overlaying the total technology space, represented as a network of all known technologies based on patent data, with the specific knowledge positions and estimated expansion paths of a specific domain as a subgraph of the total network. We demonstrate the methodology via a case study of hybrid electric vehicles. The methodology may help designers understand the technology evolution trajectories of their domain and suggest next design opportunities or directions.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00163-019-00312-w,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-00220-6_103,Lessons Learned from a Multi-year Initiative to Integrate Data-Driven Design Using BIM into Undergraduate Architectural Education,Advances in Informatics and Computing in Civil and Construction Engineering,10.1007/978-3-030-00220-6_103,Springer,2019-01-01,2018-10-04,"The question of how to best integrate BIM into the curriculum is one of significant debate, especially at the university level. This paper presents the ongoing development of a third-year BIM integration curriculum within an Architectural Science undergraduate program, with a specific focus on a project designed to introduce students to data-driven design. This project has students create a series of massing models in Autodesk Revit, which are analyzed for both initial cost and life-cycle energy performance and these iterations guide studio project development. This paper presents the pedagogical approach developed to introduce students to advanced BIM use cases such as cost analysis and energy simulation and evaluates the first three years of integration of these topics into an architectural curriculum. From 2015 to 2017, over 300 students participated in this project, creating and evaluating over 1000 model iterations. Student feedback obtained through surveys and course evaluations demonstrates that this project is effective not only to provide students with increased BIM capabilities, but also encourage them to synthesize a broad range of data generated through simulation to refine and develop their designs.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-00220-6_103,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-23570-3_17,A Data-Driven Design Framework for Customer Service Chatbot,"Design, User Experience, and Usability. Design Philosophy and Theory",10.1007/978-3-030-23570-3_17,Springer,2019-01-01,2019-07-03,"User experience in customer service is critical. It is because customer service is what a customer first requests for a service. The service fails to satisfactory response will cause a crucial damage. Albeit business includes a chatbot for better responsiveness, customization is still necessary to fulfill the satisfaction from customer service. For customization, a designer performs qualitative research such as surveys, self-reports, interviews, and user observation to pull out key characteristics and to build personas based on the characteristics. However, a small sample size and cognitive limitation of a researcher demand more data to model persona better. Therefore, in this study, we introduce a data-driven framework for designing customer service chatbot that utilizes the past customer behavior data from clickstreams and a customer service chatbot. We apply this framework to a cartoon streaming service, Laftel. In result, we generate three types of customer service chatbots for three personas such as explorer, soft user, and hard user. In the future, we will validate our result by conducting a field experiment.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-23570-3_17,springer
Chapter,doi:10.1007/978-3-030-01641-8_9,Data-Driven Design Optimization for Industrial Products,Optimization in Industry,10.1007/978-3-030-01641-8_9,Springer,2019-01-01,2018-11-04,"Prescriptive Data-driven design data analytics along with optimization Optimization techniques in complex industrial processes lead to extraction of useful knowledge from the data, mapping of the relation between the inputs and outputs of the products and/or processes, product quality improvement, cost reduction, process simplification and designing new product with improved performance. There are several statistical methods Statistical methods and soft computing techniques, which are useful to generate the objective functions for optimization Optimization from industrial data. In this chapter, a case study is discussed where ANN Artificial Neural Network (ANN) model with desirability function Desirability function forms the objective function. GA-based search is employed to get the optimized solutions, and to find the behaviour of the alloying elements in steel with desired performance.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-01641-8_9,springer
