contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Article,doi:10.1007/s10994-021-06019-1,Bayesian optimization with safety constraints: safe and automatic parameter tuning in robotics,Machine Learning,10.1007/s10994-021-06019-1,Springer,2021-06-24,2021-06-24,"Selecting the right tuning parameters for algorithms is a pravelent problem in machine learning that can significantly affect the performance of algorithms. Data-efficient optimization algorithms, such as Bayesian optimization, have been used to automate this process. During experiments on real-world systems such as robotic platforms these methods can evaluate unsafe parameters that lead to safety-critical system failures and can destroy the system. Recently, a safe Bayesian optimization algorithm, called  SafeOpt , has been developed, which guarantees that the performance of the system never falls below a critical value; that is, safety is defined based on the performance function. However, coupling performance and safety is often not desirable in practice, since they are often opposing objectives. In this paper, we present a generalized algorithm that allows for multiple safety constraints separate from the objective. Given an initial set of safe parameters, the algorithm maximizes performance but only evaluates parameters that satisfy safety for all constraints with high probability. To this end, it carefully explores the parameter space by exploiting regularity assumptions in terms of a Gaussian process prior. Moreover, we show how context variables can be used to safely transfer knowledge to new situations and tasks. We provide a theoretical analysis and demonstrate that the proposed algorithm enables fast, automatic, and safe optimization of tuning parameters in experiments on a quadrotor vehicle.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10994-021-06019-1,springer
Article,doi:10.1007/s41315-021-00179-y,Robot grasping in dense clutter via view-based experience transfer,International Journal of Intelligent Robotics and Applications,10.1007/s41315-021-00179-y,Springer,2021-05-28,2021-05-28,"To perform object grasping in dense clutter, we propose a novel algorithm for grasp detection. To obtain grasp candidates, we developed instance segmentation and view-based experience transfer as part of the algorithm. Subsequently, we established an algorithm for collision avoidance and stability analysis to determine the optimal grasp for robot grasping. The strategy for the view-based experience transfer was to first find the object view and then transfer the grasp experience onto the clutter scenario. This strategy has two advantages over existing learning-based methods for finding grasp candidates. (1) our approach can effectively exclude the influence of noise or occlusion on images and precisely detect grasps that are well aligned on each target object. (2) our approach can efficiently find out optimal grasps on each target object and has the flexibility of adjusting and redefining the grasp experience based on the type of target object. We evaluated our approach using some open-source datasets and with a real-world robot experiment, which involved a six-axis robot arm with a two-jaw parallel gripper and a Kinect V2 RGB-D camera. The experimental results show that our proposed approach can be generalized to objects with complex shape, and is able to grasp on dense clutter scenarios where different types of objects are in a bin. To demonstrate our grasping pipeline, a video is provided at https://youtu.be/gQ3SO6vtTpA .",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s41315-021-00179-y,springer
Article,doi:10.1007/s43154-021-00053-6,"Ethics of Corporeal, Co-present Robots as Agents of Influence: a Review",Current Robotics Reports,10.1007/s43154-021-00053-6,Springer,2021-06-01,2021-04-14,"Purpose of Review To summarize the set of roboethics issues that uniquely arise due to the corporeality and physical interaction modalities afforded by robots, irrespective of the degree of artificial intelligence present in the system. Recent Findings One of the recent trends in the discussion of ethics of emerging technologies has been the treatment of roboethics issues as those of “embodied AI,” a subset of AI ethics. In contrast to AI, however, robots leverage human’s natural tendency to be influenced by our physical environment. Recent work in human-robot interaction highlights the impact a robot’s presence, capacity to touch, and move in our physical environment has on people, and helping to articulate the ethical issues particular to the design of interactive robotic systems. Summary The corporeality of interactive robots poses unique sets of ethical challenges. These issues should be considered in the design irrespective of and in addition to the ethics of artificial intelligence implemented in them.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s43154-021-00053-6,springer
Article,doi:10.1007/s12555-020-0069-6,Positioning of the Robotic Arm Using Different Reinforcement Learning Algorithms,"International Journal of Control, Automation and Systems",10.1007/s12555-020-0069-6,Springer,2021-04-01,2021-02-18,"Robots are programmed using either the on-line mode, in which the robot programmer manually controls the movement of the robot indicating individual trajectory points or the off mode, in which the programmer enters the program code with predefined trajectory points. Both methods are not easy to be successfully implemented in practice, which is why the research on the development of self-learning methods can be useful. In this paper, for the robot’s positioning task, the four Reinforcement Learning (RL) algorithms in six combinations are investigated. At first, the basics of these algorithms are described. Then they are used in positioning control of the robot’s arm model and the evaluation of positioning accuracy, motion trajectory, and the number of steps required to achieve the goal is taken into account. The simulation results are recorded. The same tests were repeated in laboratory conditions, in which the Mitsubishi robot was controlled. The simulation results are compared with results obtained in reality. Positive results that have been obtained indicate, that the RL algorithms can be successfully applied for the learning of positioning control of a robot arm.",http://link.springer.com/openurl/pdf?id=doi:10.1007/s12555-020-0069-6,springer
Article,doi:10.1007/s11370-021-00358-7,Combining CNN and LSTM for activity of daily living recognition with a 3D matrix skeleton representation,Intelligent Service Robotics,10.1007/s11370-021-00358-7,Springer,2021-04-01,2021-03-10,"In socially assistive robotics, human activity recognition plays a central role when the adaptation of the robot behavior to the human one is required. In this paper, we present an activity recognition approach for activities of daily living based on deep learning and skeleton data. In the literature, ad hoc features extraction/selection algorithms with supervised classification methods have been deployed, reaching an excellent classification performance. Here, we propose a deep learning approach, combining CNN and LSTM, that exploits both the learning of spatial dependencies correlating the limbs in a skeleton 3D grid representation and the learning of temporal dependencies from instances with a periodic pattern that works on raw data and so without requiring an explicit feature extraction process. These models are proposed for real-time activity recognition, and they are tested on the CAD-60 dataset. Results show that the proposed model behaves better than an LSTM model thanks to the automatic features extraction of the limbs’ correlation. “New Person” results show that the CNN-LSTM model achieves $$95.4\%$$ 95.4 % of precision and $$94.4\%$$ 94.4 % of recall, while the “Have Seen” results are $$96.1\%$$ 96.1 % of precision and $$94.7\%$$ 94.7 % of recall.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11370-021-00358-7,springer
Article,doi:10.1007/s40430-021-03157-4,Task-space impedance control of a parallel Delta robot using dual quaternions and a neural network,Journal of the Brazilian Society of Mechanical Sciences and Engineering,10.1007/s40430-021-03157-4,Springer,2021-08-28,2021-08-28,"The Delta robot, widely used in fast pick-and-place applications with pure position control, is a parallel kinematic chain with three rotational inputs resulting in three pure translations at the end-effector. This paper proposes a complete task-space impedance control with inverse dynamics to give this robot compliant behavior, enabling it to be used in tasks involving physical interaction. For that purpose, the well-known usage of dual quaternion algebra for kinematics modeling is novelly integrated with a neural network to compose a compact representation for the forward kinematics function, that is singularity-free and suitable for real-time calculation. This network computes the forward kinematics more than 150 times faster than a numeric equation solving algorithm, with an average estimation error of less than 0.5 mm. The proposed algorithm is implemented in a rigid body simulator, and the performance of the complete system is analyzed.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s40430-021-03157-4,springer
Article,doi:10.1007/s12369-021-00819-0,Dynamic Iranian Sign Language Recognition Using an Optimized Deep Neural Network: An Implementation via a Robotic-Based Architecture,International Journal of Social Robotics,10.1007/s12369-021-00819-0,Springer,2021-08-29,2021-08-29,"Sign language is a non-verbal communication tool used by the deaf. A robust sign language recognition framework is needed to develop Human–Robot Interaction (HRI) platforms that are able to interact with humans via sign language. Iranian sign language (ISL) is composed of both static postures and dynamic gestures of the hand and fingers. In this paper, we present a robust framework using a Deep Neural Network (DNN) to recognize dynamic ISL gestures captured by motion capture gloves in Real-Time. To this end, first, a dataset of fifteen ISL classes was collected in time series; then, this dataset was virtually augmented and pre-processed using the “state-image” method to produce a unique collection of images, each image corresponding to a specific set of sequential data representing a class. Next, by implementing a continuous Genetic algorithm, an optimal deep neural network with the minimum number of weights (trainable parameters) and the maximum overall accuracy was found. Finally, the dataset was fed to the DNN to train the model. The results showed that the optimization process was successful at finding a DNN structure highly suitable for this application, with 99.7% accuracy on the verification (test) data. Then, after implementing the module in a robotic architecture, an HRI experiment was conducted to assess the system’s performance in real-time applications. Preliminary statistical analysis on the standard UTAUT model for eight participants showed that the system can recognize ISL signs quickly and accurately during human–robot interaction. The proposed methodology can be used for other sign languages as no specific characteristics of ISL were used in the preprocessing or training stage.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12369-021-00819-0,springer
Article,doi:10.1007/s10015-021-00687-x,Comparison of high-dimensional neural networks using hypercomplex numbers in a robot manipulator control,Artificial Life and Robotics,10.1007/s10015-021-00687-x,Springer,2021-08-01,2021-06-15,"This study considers high-dimensional neural networks based on hypercomplex numbers that form a four-dimensional algebra over the field of real numbers, such as quaternion, coquaternion, hyperbolic-quaternion, bicomplex and dual-complex numbers. In addition, the applicability of the networks in the robot manipulator’s control system is explored. In the control system, the output of the high-dimensional neural network is used as the control input for the robot manipulator to ensure that the end-effector of the robot manipulator tracks the desired trajectory in a three-dimensional space. Computational experiments are conducted on controlling a three-link robot manipulator to evaluate the learning and control performance of the high-dimensional neural networks. The simulation results demonstrate that the quaternion-valued neural network achieves better performance in learning and control tasks compared to other networks.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10015-021-00687-x,springer
Article,doi:10.1007/s10846-021-01333-1,Deep Reinforcement Learning for a Humanoid Robot Soccer Player,Journal of Intelligent & Robotic Systems,10.1007/s10846-021-01333-1,Springer,2021-06-26,2021-06-26,"This paper investigates the use of Deep Reinforcement Learning (DRL) applied to the humanoid robot soccer environment, where a robot must learn from basic to complex skills while it interacts with the environment through images received by its own camera. To do so, the Dueling Double DQN algorithm is used: it receives the images from the robot’s camera and decides on which discrete action should be performed, such as walk forward, turn to the left or kick the ball. The first experiments were performed in a robotic simulator in which the robot could learn, with DRL, three different tasks: to walk towards the ball, to act like a penalty taker and to act like a goalkeeper. In the second experiment, the learning obtained in the task to walk towards the ball was transferred to a real humanoid robot and a similar behavior could be observed, even though the environment was not exactly the same when the domain was changed. Results showed that it is possible to use DRL to learn tasks related to the role of a humanoid robot-soccer player, such as goalkeeper and penalty taker.",http://link.springer.com/openurl/pdf?id=doi:10.1007/s10846-021-01333-1,springer
Article,doi:10.1007/s10586-021-03348-7,New CNN and hybrid CNN-LSTM models for learning object manipulation of humanoid robots from demonstration,Cluster Computing,10.1007/s10586-021-03348-7,Springer,2021-06-26,2021-06-26,"As the environments that human live are complex and uncontrolled, the object manipulation with humanoid robots is regarded as one of the most challenging tasks. Learning a manipulation skill from human Demonstration (LfD) is one of the popular methods in the artificial intelligence and robotics community. This paper introduces a deep learning based teleoperation system for humanoid robots that imitate the human operator’s object manipulation behavior. One of the fundamental problems in LfD is to approximate the robot trajectories obtained by means of human demonstrations with high accuracy. The work introduces novel models based on Convolutional Neural Networks (CNNs), CNNs-Long Short-Term Memory (LSTM) models combining the CNN LSTM models, and their scaled variants for object manipulation with humanoid robots by using LfD. In the proposed LfD system, six models are employed to estimate the shoulder roll position of the humanoid robot. The data are first collected in terms of teleoperation of a real Robotis-Op3 humanoid robot and the models are trained. The trajectory estimation is then carried out by the trained CNNs and CNN-LSTM models on the humanoid robot in an autonomous way. All trajectories relating the joint positions are finally generated by the model outputs. The results relating to the six models are compared to each other and the real ones in terms of the training and validation loss, the parameter number, and the training and testing time. Extensive experimental results show that the proposed CNN models are well learned the joint positions and especially the hybrid CNN-LSTM models in the proposed teleoperation system exhibit a more accuracy and stable results.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10586-021-03348-7,springer
Article,doi:10.1007/s00521-021-06192-3,A deep learning framework for realistic robot motion generation,Neural Computing and Applications,10.1007/s00521-021-06192-3,Springer,2021-06-15,2021-06-15,"Humanoid robots are being developed to play the role of personal assistants. With the development of artificial intelligence technology, humanoid robots are expected to perform many human tasks, such as housework, human care, and even medical treatment. However, robots cannot currently move flexibly like humans, which affects their fine motor skill performance. This is primarily because traditional robot control methods use manipulators that are difficult to articulate well. To solve this problem, we propose a nonlinear realistic robot motion generation method based on deep learning. Our method benefits from decomposing human motions into basic motions and realistic motions using the multivariate empirical mode decomposition and learning the biomechanical relationships between them by using an autoencoder generation network. The experimental results show that realistic motion features can be learned by the generation network and motion realism can be increased by adding the learned motions to the robots.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00521-021-06192-3,springer
Article,doi:10.1186/s13634-021-00734-6,A robot vision navigation method using deep learning in edge computing environment,EURASIP Journal on Advances in Signal Processing,10.1186/s13634-021-00734-6,Springer,2021-05-17,2021-05-17,"In the development of modern agriculture, the intelligent use of mechanical equipment is one of the main signs for agricultural modernization. Navigation technology is the key technology for agricultural machinery to control autonomously in the operating environment, and it is a hotspot in the field of intelligent research on agricultural machinery. Facing the accuracy requirements of autonomous navigation for intelligent agricultural robots, this paper proposes a visual navigation algorithm for agricultural robots based on deep learning image understanding. The method first uses a cascaded deep convolutional network and hybrid dilated convolution fusion method to process images collected by a vision system. Then, it extracts the route of processed images based on the improved Hough transform algorithm. At the same time, the posture of agricultural robots is adjusted to realize autonomous navigation. Finally, our proposed method is verified by using non-interference experimental scenes and noisy experimental scenes. Experimental results show that the method can perform autonomous navigation in complex and noisy environments and has good practicability and applicability.",https://www.biomedcentral.com/openurl?doi=10.1186/s13634-021-00734-6,springer
Article,doi:10.1007/s11042-021-10673-x,Cost-effective real-time recognition for human emotion-age-gender using deep learning with normalized facial cropping preprocess,Multimedia Tools and Applications,10.1007/s11042-021-10673-x,Springer,2021-05-01,2021-03-02,"Because of technological advancement, human face recognition has been commonly applied in various fields. There are some HCI-related applications, such as camera-ready chatbot and companion robot, require gathering more information from user’s face. In this paper, we developed a system called EAGR for emotion, age, and gender recognition, which can perceive user’s emotion, age and gender based on the face detection. The EAGR system first applies normalized facial cropping (NFC) as a preprocessing method for training data before data augmentation, then uses convolution neural network (CNN) as three training models for recognizing seven emotions (six basics plus one neutral emotion), four age groups, and two genders. For better emotion recognition, the NFC will extract facial features without hair retained. On the other hand, the NFC will extract facial features with hair retained for better age and gender recognition. The experiments were conducted on these three training models of emotion, age and gender recognitions. The recognition performance results from the testing dataset, which has been normalized for tilted head by proposed binocular line angle correction (BLAC), showed that the optimal mean accuracy rates of real-time recognition for seven emotions, four age groups and two genders were 82.4%, 74.95%, and 96.65% respectively. Furthermore, the training time can be substantially reduced via NFC preprocessing. Therefore, we believe that EAGR system is cost-effective in recognizing human emotions, ages, and genders. The EAGR system can be further applied in social applications to help HCI service provide more accurate feedback from pluralistic facial classifications.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11042-021-10673-x,springer
Article,doi:10.1007/s12559-020-09716-6,SOAR Improved Artificial Neural Network for Multistep Decision-making Tasks,Cognitive Computation,10.1007/s12559-020-09716-6,Springer,2021-05-01,2020-03-06,"Recently, artificial neural networks (ANNs) have been applied to various robot-related research areas due to their powerful spatial feature abstraction and temporal information prediction abilities. Decision-making has also played a fundamental role in the research area of robotics. How to improve ANNs with the characteristics of decision-making is a challenging research issue. ANNs are connectionist models, which means they are naturally weak in long-term planning, logical reasoning, and multistep decision-making. Considering that a small refinement of the inner network structures of ANNs will usually lead to exponentially growing data costs, an additional planning module seems necessary for the further improvement of ANNs, especially for small data learning. In this paper, we propose a state operator and result (SOAR) improved ANN (SANN) model, which takes advantage of both the long-term cognitive planning ability of SOAR and the powerful feature detection ability of ANNs. It mimics the cognitive mechanism of the human brain to improve the traditional ANN with an additional logical planning module. In addition, a data fusion module is constructed to combine the probability vector obtained by SOAR planning and the original data feature array. A data fusion module is constructed to convert the information from the logical sequences in SOAR to the probabilistic vector in ANNs. The proposed architecture is validated in two types of robot multistep decision-making experiments for a grasping task: a multiblock simulated experiment and a multicup experiment in a real scenario. The experimental results show the efficiency and high accuracy of our proposed architecture. The integration of SOAR and ANN is a good compromise between logical planning with small data and probabilistic classification with big data. It also has strong potential for more complicated tasks that require robust classification, long-term planning, and fast learning. Some potential applications include recognition of grasping order in multiobject environment and cooperative grasping of multiagents.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12559-020-09716-6,springer
Article,doi:10.1007/s10710-021-09398-5,"Tim Taylor and Alan Dorin: Rise of the self-replicators—early visions of machines, AI and robots that can reproduce and evolve",Genetic Programming and Evolvable Machines,10.1007/s10710-021-09398-5,Springer,2021-03-01,2021-02-15,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10710-021-09398-5,springer
Chapter,doi:10.1007/978-3-030-75472-3_5,Autonomous Navigation with Mobile Robots Using Deep Learning and the Robot Operating System,Robot Operating System (ROS),10.1007/978-3-030-75472-3_5,Springer,2021-01-01,2021-07-18,"Autonomous navigation is a long-standing field of robotics research, which provides an essential capability for mobile robots to execute a series of tasks on the same environments performed by human everyday. In this chapter, we present a set of algorithms to train and deploy deep networks for autonomous navigation of mobile robots using the Robot Operation System (ROS). We describe three main steps to tackle this problem: (i) collecting data in simulation environments using ROS and Gazebo; (ii) designing deep network for autonomous navigation, and (iii) deploying the learned policy on mobile robots in both simulation and real-world. Theoretically, we present deep learning architectures for robust navigation in normal environments (e.g., man-made houses, roads) and complex environments (e.g., collapsed cities, or natural caves). We further show that the use of visual modalities such as RGB, Lidar, and point cloud is essential to improve the autonomy of mobile robots. Our project website and demonstration video can be found at https://sites.google.com/site/autonomousnavigationros .",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-75472-3_5,springer
