id,status,doi,publisher,database,query_name,query_value,url,publication_date,title,abstract,semantic_score
11,excluded,10.1017/9781108616188.008,Next-Generation Ethics,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/b0c820f9d7fa4d8c56a7887548834b7ba65ddfa5,2017-01-01 00:00:00,guidelines for artificial intelligence containment,"With almost daily improvements in capabilities of artificial intelligence it is more important than ever to develop safety software for use by the AI research community. Building on our previous work on AI Containment Problem we propose a number of guidelines which should help AI safety researchers to develop reliable sandboxing software for intelligent programs of all levels. Such safety container software will make it possible to study and analyze intelligent artificial agent while maintaining certain level of safety against information leakage, social engineering attacks and cyberattacks from within the container.",0.8141870498657227
12,excluded,10.1109/ms.2020.2993662,IEEE Software,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/05086329135fdb15049a5ac8edd7f980762f2097,2020-01-01 00:00:00,what is really different in engineering ai-enabled systems?,"Advances in machine learning (ML) algorithms and increasing availability of computational power have resulted in huge investments in systems that aspire to exploit artificial intelligence (AI), in particular ML. AIenabled systems, software-reliant systems that include data and components that implement algorithms mimicking learning and problem solving, have inherently different characteristics than software systems alone.1 However, the development and sustainment of such systems also have many parallels with building, deploying, and sustaining software systems. A common observation is that although software systems are deterministic and you can build and test to a specification, AI-enabled systems, in particular those that include ML components, are generally probabilistic. Systems with ML components can have a high margin of error due to the uncertainty that often follows predictive algorithms. The margin of error can be related to the inability to predict the result in advance or the same result cannot be reproduced. This characteristic makes AI-enabled systems hard to test and verify.2 Consequently, it is easy to assume that what we know about designing and reasoning about software systems does not immediately apply in AI engineering. AI-enabled systems are software systems. The sneaky part about engineering AI systems is they are ""just like"" conventional software systems we can design and reason about until they?re not.",0.9178138971328736
13,excluded,http://arxiv.org/abs/2307.04495v1,arxiv,arxiv,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),http://arxiv.org/abs/2307.04495v1,2023-07-10 00:00:00,"model-driven engineering method to support the formalization of machine
  learning using sysml","Methods: This work introduces a method supporting the collaborative
definition of machine learning tasks by leveraging model-based engineering in
the formalization of the systems modeling language SysML. The method supports
the identification and integration of various data sources, the required
definition of semantic connections between data attributes, and the definition
of data processing steps within the machine learning support.
  Results: By consolidating the knowledge of domain and machine learning
experts, a powerful tool to describe machine learning tasks by formalizing
knowledge using the systems modeling language SysML is introduced. The method
is evaluated based on two use cases, i.e., a smart weather system that allows
to predict weather forecasts based on sensor data, and a waste prevention case
for 3D printer filament that cancels the printing if the intended result cannot
be achieved (image processing). Further, a user study is conducted to gather
insights of potential users regarding perceived workload and usability of the
elaborated method.
  Conclusion: Integrating machine learning-specific properties in systems
engineering techniques allows non-data scientists to understand formalized
knowledge and define specific aspects of a machine learning problem, document
knowledge on the data, and to further support data scientists to use the
formalized knowledge as input for an implementation using (semi-) automatic
code generation. In this respect, this work contributes by consolidating
knowledge from various domains and therefore, fosters the integration of
machine learning in industry by involving several stakeholders.",0.8103031516075134
14,excluded,10.15407/pp2022.03-04.099,PROBLEMS IN PROGRAMMING,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/17f80eaec2808e01a766be634fa5b77e9dfa57ef,2022-01-01 00:00:00,some aspects of software engineering for ai-based systems,"AI-based software systems are rapidly spreading in various business areas. In this context, the unavoidable convergence of the Software Engineering and Artificial Intelligence and Machine Learning (AI/ML) disciplines is considered an obvious and one of the following significant challenges within the engineering process. The life cycle, models, and technologies of AI/ML elements are pretty specific, and this should be considered in software engineering to ensure their performance and compliance with business needs. AI/ML applications have some distinct characteristics compared to traditional software applications. Thus, several challenges and risk factors regarding AI/ML applications appear to software developers. To study the common challenges in AI/ML application development, we used two different perspectives: software engineering and machine learning. AI/ML applications, like other software systems, need a well-defined software engineering process for their development and maintenance. We discussed challenges and recommendations for different phases of the software development life cycle for ML applications, particularly requirement engineering, design, implementation, integration, testing, and deployment. AI/ML application development has specific aspects to consider as a software development project. We discussed the characteristics and recommendations concerning problem formulation, data acquisition, preprocessing, feature extraction, model building, evaluation, model integration and deployment, model management, and ethics in AI/ML development. In the work, there were formulated recommendations for each analyzed challenge that should be useful for software developers. The next stage of this research is the compilation of detailed systematic guidelines for the software development process for AI/ML systems.",0.87928307056427
15,excluded,10.1089/cyber.2016.29060.csi,"Cyberpsychology, Behavior, and Social Networking",semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/9e1dff6f8cb4a2dab6fa8705f5fe17cd562928c9,2017-01-01 00:00:00,bringing more transparency to artificial intelligence,"The development of artificial intelligence (AI) has taken giant steps during the last decade to the point that for many experts, including the world-renowned atrophysics Stephen Hawking and hi-tech entrepreneur Elon Musk, AI could even destroy civilization by overtaking humans. However, on the other hand, AI may bring about huge benefits for humankind, some of which may be still beyond our imagination today. Thus, the scientific community is faced with the challenge of how we can develop powerful AI systems that support civilization while at the same time preventing the potential side effects of an uncontrolled AI evolution. To address these challenges, in late September 2016, tech giants Google, Facebook, Microsoft, Amazon, and IBM launched a ‘‘Partnership on Artificial Intelligence To Benefit People and Society.’’ The new alliance has been established ‘‘to study and formulate best practices on AI technologies, to advance the public’s understanding of AI, and to serve as an open platform for discussion and engagement about AI and its influences on people and society’’ (https://www .partnershiponai.org/). As claimed in the mission statement, a specific goal of the initiative is to help improving public awareness of what is happening in the AI field, where a number of players are shaping the future of intelligent services. Also, the Partnership aims to create more inclusive discussion by extending participation from AI specialists to activists and experts in other disciplines, such as psychology, philosophy, economics, finance, sociology, public policy, and law, to discuss and provide guidance on emerging issues related to the impact of AI on society. The Partnership has the potential to create a greater multidisciplinary understanding of the opportunities and challenges associated with potential breakthroughs in this field. Yet, some key players, such as Apple and Elon Musk’s OpenAI—a nonprofit AI research project (https://www .openai.com/blog/)—have not yet joined the club. While the goals of the Partnership have been set, the strategy that the alliance intends to put in place to attain these objectives is still unclear. Thus, it is too early to understand how the association will concretely address the challenges that need to be addressed with the public, such as how AI can be used safely to support military activities, or how to deal with the legal responsibilities for any damage caused by AI to humans.",0.8062982559204102
16,included,10.18293/seke2020-094,International Conference on Software Engineering and Knowledge Engineering,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/36e614624eca44d7854c982d089e033658b50431,2020-01-01 00:00:00,guidelines for quality assurance of machine learning-based artificial intelligence,"Significant effort is being put into developing industrial applications for artificial intelligence (AI), especially those using machine learning (ML) techniques. Despite the intensive support for building ML applications, there are still challenges when it comes to evaluating, assuring, and improving the quality or dependability. The difficulty stems from the unique nature of ML, namely, system behavior is derived from training data not from logical design by human engineers. This leads to black-box and intrinsically imperfect implementations that invalidate many principles and techniques in traditional software engineering. In light of this situation, the Japanese industry has jointly worked on a set of guidelines for the quality assurance of AI systems (in the Consortium of Quality Assurance for AI-based Products and Services) from the viewpoint of traditional quality-assurance engineers and test engineers. We report on the second version of these guidelines, which cover a list of quality evaluation aspects, catalogue of current state-of-the-art techniques, and domain-specific discussions in five representative domains. The guidelines provide significant insights for engineers in terms of methodologies and designs for tests driven by application-specific requirements.",0.8727734684944153
17,included,10.48550/arxiv.2208.02837,Artificial General Intelligence,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/21672a43ee8ea925173702fe034cbde18d9c773a,2022-01-01 00:00:00,core and periphery as closed-system precepts for engineering general intelligence,"Engineering methods are centered around traditional notions of decomposition and recomposition that rely on partitioning the inputs and outputs of components to allow for component-level properties to hold after their composition. In artificial intelligence (AI), however, systems are often expected to influence their environments, and, by way of their environments, to influence themselves. Thus, it is unclear if an AI system's inputs will be independent of its outputs, and, therefore, if AI systems can be treated as traditional components. This paper posits that engineering general intelligence requires new general systems precepts, termed the core and periphery, and explores their theoretical uses. The new precepts are elaborated using abstract systems theory and the Law of Requisite Variety. By using the presented material, engineers can better understand the general character of regulating the outcomes of AI to achieve stakeholder needs and how the general systems nature of embodiment challenges traditional engineering practice.",0.8783146739006042
18,excluded,10.54364/aaiml.2023.1156,Advances in Artificial Intelligence and Machine Learning,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/1e9c639bb2221483575b27cc99c3a448ba894270,2019-01-01 00:00:00,superintelligence safety: a requirements engineering perspective,"Under the headline “AI safety”, a wide-reaching issue is being discussed, whether in the future some “superhuman artificial intelligence” / “superintelligence” could pose a threat to humanity. In addition, the late Steven Hawking warned that the rise of robots may be disastrous for mankind. A major concern is that even benevolent superhuman artificial intelligence (AI) may become seriously harmful if its given goals are not exactly aligned with ours, or if we cannot specify precisely its objective function. Metaphorically, this is compared to king Midas in Greek mythology, who expressed the wish that everything he touched should turn to gold, but obviously this wish was not specified precisely enough. In our view, this sounds like requirements problems and the challenge of their precise formulation. (To our best knowledge, this has not been pointed out yet.) As usual in requirements engineering (RE), ambiguity or incompleteness may cause problems. In addition, the overall issue calls for a major RE endeavor, figuring out the wishes and the needs with regard to a superintelligence, which will in our opinion most likely be a very complex software-intensive system based on AI. This may even entail theoretically defining an extended requirements problem.",0.8132004737854004
19,excluded,10.1109/ms.2022.3193975,IEEE Software,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/8df4c04b25a24a8d941ed50401d92faf183ade63,2022-01-01 00:00:00,taming data quality in ai-enabled industrial internet of things,We address the problem of taming data quality in artificial intelligence (AI)-enabled Industrial Internet of Things systems by devising machine learning pipelines as part of a decentralized edge-to-cloud architecture. We present the design and deployment of our approach from an AI engineering perspective using two industrial case studies.,0.8093363046646118
20,included,10.1109/acsos55765.2022.00030,International Conference on Autonomic Computing and Self-Organizing Systems,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/d1e8e98848d6a4cad32c1fe9ad7eb051f37256bd,2022-01-01 00:00:00,a modular and composable approach to develop trusted artificial intelligence,"Trustworthy artificial intelligence (Trusted AI) is of utmost importance when learning-enabled components (LECs) are used in autonomous, safety-critical systems. When reliant on deep learning, these systems need to address the reliability, robustness, and interpretability of learning models. In addition to developing specific strategies to address each of these concerns, appropriate software architectures are needed to coordinate LECs and ensure they deliver acceptable behavior under uncertain conditions. This work proposes a model-driven framework of loosely-coupled modular services designed to monitor and control LECs with respect to Trusted AI assurance concerns. The proposed framework is composable, deploying independent services to improve the resilience and robustness of AI systems. The overarching objective of this framework is to support software engineering principles focusing on modularity, composability, and reusability in order to facilitate development and maintenance tasks, while also increasing stakeholder confidence in Trusted AI systems. To demonstrate this framework, it has been implemented to manage the operation of an autonomous rover’s vision-based LEC while exposed to uncertain environmental conditions.",0.8028196096420288
21,included,http://arxiv.org/abs/2302.07872v1,arxiv,arxiv,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),http://arxiv.org/abs/2302.07872v1,2023-02-14 00:00:00,data-centric governance,"Artificial intelligence (AI) governance is the body of standards and
practices used to ensure that AI systems are deployed responsibly. Current AI
governance approaches consist mainly of manual review and documentation
processes. While such reviews are necessary for many systems, they are not
sufficient to systematically address all potential harms, as they do not
operationalize governance requirements for system engineering, behavior, and
outcomes in a way that facilitates rigorous and reproducible evaluation. Modern
AI systems are data-centric: they act on data, produce data, and are built
through data engineering. The assurance of governance requirements must also be
carried out in terms of data. This work explores the systematization of
governance requirements via datasets and algorithmic evaluations. When applied
throughout the product lifecycle, data-centric governance decreases time to
deployment, increases solution quality, decreases deployment risks, and places
the system in a continuous state of assured compliance with governance
requirements.",0.8804633617401123
22,included,10.1109/syscon53536.2022.9773829,IEEE,ieeexplore,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://ieeexplore.ieee.org/document/9773829/,2022-04-28 00:00:00,closed systems paradigm for intelligent systems,"Intelligent systems ought to be distinguished as a special type of system. While some adopt this view informally, in practice, systems engineering methods for intelligent systems are still centered around traditional systems engineering notions of engineering by aggregation of components. We posit that this traditional approach follows from holding a notion of open systems as the fundamental precept, and that engineering intelligent systems, in contrast, requires an approach that holds notions of closed systems as fundamental precepts. We take a systems theoretic approach to defining closed system phenomena and their relation to engineering intelligence. We propose the concept of variety; particularly the law of requisite variety to enable closed view in engineering. We discuss how open and closed view approaches to engineering intelligent systems address variety differently, as well as the implications of this difference on engineering practice.",0.8415651321411133
23,excluded,10.1109/ase51524.2021.9678647,International Conference on Automated Software Engineering,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/87cc86ba7b42c45a0b924bffc1ad602dc688648f,2021-01-01 00:00:00,towards fluid software architectures: bidirectional human-ai interaction,"The research on engineering software applications that employ artificial intelligence (AI) and machine learning (ML) is at an all-time peak. However, most of the research in this area is focused on the interactions between humans and AI which, in turn, is predominantly concerned with either building immersive interfaces and user experiences that allow for increased telemetry or on handling AI and ML applications in production (MLOps). Nonetheless, the research on fundamental architectural differences between AI-powered applications and traditional ones did not receive its fair share of attention. To that end, we believe that a new take on the fundamental architecture of building software applications is needed. With the ever increasing prominence of content-driven AI-powered applications, it is our conviction that 1) content could be served by servers without clients requesting, 2) servers could (should) request data from clients without waiting for their requests, and 3) interfaces should dynamically adapt to updates that happen to the intelligence driving the application. Hence, in this paper, we propose the fluid architecture that facilitates the bidirectional interaction between clients and servers as well as accommodates the co-dependent evolution of interfaces and back-end intelligence in AI-powered systems.",0.8270476460456848
24,included,10.48550/arxiv.2203.00905,arXiv.org,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/da40fe10253e732460baff189e7c8cdac9e6033d,2022-01-01 00:00:00,responsible-ai-by-design: a pattern collection for designing responsible ai systems,"Although AI has significant potential to transform society, there are serious concerns about its ability to behave and make decisions responsibly. Many ethical regulations, principles, and guidelines for responsible AI have been issued recently. However, these principles are high-level and difficult to put into practice. In the meantime much effort has been put into responsible AI from the algorithm perspective, but they are limited to a small subset of ethical principles amenable to mathematical analysis. Responsible AI issues go beyond data and algorithms and are often at the system-level crosscutting many system components and the entire software engineering lifecycle. Based on the result of a systematic literature review, this paper identifies one missing element as the system-level guidance - how to design the architecture of responsible AI systems. We present a summary of design patterns that can be embedded into the AI systems as product features to contribute to responsible-AI-by-design.",0.8269172310829163
25,included,10.1145/3522664.3528598,2022 IEEE/ACM 1st International Conference on AI Engineering – Software Engineering for AI (CAIN),semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/bfa3cb3fae2d4fcc66b18dba752467f4f5861073,2022-01-01 00:00:00,ai governance in the system development life cycle: insights on responsible machine learning engineering,"In this study we explore the incorporation of artificial intelligence (AI) governance to system development life cycle (SDLC) models. We conducted expert interviews among AI and SDLC professionals and analyzed the interview data using qualitative coding and clustering to extract AI governance concepts. Subsequently, we mapped these concepts onto three stages in the machine learning (ML) system development process: (1) design, (2) development, and (3) operation. We discovered 20 governance concepts, some of which are relevant to more than one of the three stages. Our analysis highlights AI governance as a complex process that involves multiple activities and stakeholders. As development projects are unique, the governance requirements and processes also vary. This study is a step towards understanding how AI governance is conceptually connected to ML systems’ management processes through the project life cycle. CCS CONCEPTS • Software and its engineering $^{\rightarrow}$ Software creation and management.",0.8494580388069153
26,included,10.1007/978-3-030-60117-1_32,scopus,scopus,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094144617&origin=inward,2020-01-01 00:00:00,safety analytics for ai systems,"
AbstractView references

Growing AI technologies are a threat to safety and security in systems due to its obscurity and uncertainty. This study introduces a prevailing Deep Learning model, Convolutional Neural Network (CNN) and it’s deep weaknesses through a simple case study of the CNN model based on Keras for handwriting recognition. It reveals that CNN algorithms don’t adapt well to changes. Adding new cases to the training data may improve accuracy, but not to the same level as before. Synthetic training data may improve the accuracy superficially because of the similarity of data distributions between generated data and original data. Prevailing ML models such as Generative Adversarial Networks (GAN) have their limitations such as similarity-addiction and modality collapse. They could be toxic to safety engineering without domain expertise. The study proposed four test strategies: 1) AI systems should be tested by the third parties, not the developers; 2) test datasets should be categorically different from training datasets; the test data should not be a part of the training data; the test data should be collected from independent sources to increase the “diversity” of data modality; 3) avoid fake data, or simulated data; and 4) don’t collect the data that are conveniently available, but actively collect disastrous event data, unexpected, or the worst scenarios that may destroy the model. The study also introduces a multidimensional checklist for AI safety analysis, including sensors, data and environments, default and recovery mode, system architectures, and human-system interaction. © 2020, Springer Nature Switzerland AG.
",0.8118554949760437
27,included,10.1177/15553434221097357,Journal of Cognitive Engineering and Decision Making,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/f47fe4e6a34083f5f9a48cf281acfdd1fe52c1ea,2022-01-01 00:00:00,a sociotechnical systems framework for the application of artificial intelligence in health care delivery,"In the coming years, artificial intelligence (AI) will pervade almost every aspect of the health care delivery system. AI has the potential to improve patient safety (e.g., diagnostic accuracy) as well as reduce the burden on clinicians (e.g., documentation-related workload); however, these benefits are yet to be realized. AI is only one element of a larger sociotechnical system that needs to be considered for effective AI application. In this paper, we describe the current challenges of integrating AI into clinical care and propose a sociotechnical systems (STS) approach for AI design and implementation. We demonstrate the importance of an STS approach through a case study on the design and implementation of a clinical decision support (CDS). In order for AI to reach its potential, the entire work system as well as clinical workflow must be systematically considered throughout the design of AI technology.",0.8117738962173462
28,included,10.1109/ictc55196.2022.9952989,Information and Communication Technology Convergence,semantic_scholar,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),https://www.semanticscholar.org/paper/f4b42bdd510b993177c578830e89e58776060aab,2022-01-01 00:00:00,trustops: a risk-based ai engineering process,"We live in an era of artificial intelligence (AI) technology, which enables traditional HW/SW systems to help humans make wise decisions and even operate in intelligent ways. However, due to its inductive behaviors, this data-driven technology creates problems differ from those of conventional deductive systems. Therefore, the more AI is used in a wider range of industries and societies, the more problems and issues unseen before arise in human society. That's why most international organizations and nations released principles, and are struggling to find a technical methodology for assuring trustworthiness of AI. In many studies and papers, technical requirements are being presented individually and risk management is raised as the one of those. This paper intends to present an integrated and systematic engineering process that implements technical requirements in aspect of risk management.",0.8350556492805481
