doi,type,query_name,query_value,publication,publisher,publication_date,database,title,url,abstract,status,id,semantic_score
10.1184/r1/16560183.v1,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,IEEE pervasive computing,2021-01-01 00:00:00,semantic_scholar,human-centered ai,https://www.semanticscholar.org/paper/264b9b136889da3b4d7e50ef58c77678b35dc3e0,"We identify three specific areas of focus to advance human-centered AI:• Designers and systems must understand the context of use and sense changes over time: Successful AI Engineering depends on the team’s ability to identify and articulate the desired system outcome and understand human and contextual factors affecting the outcome. The system itself must be able to learn when shifts in context have occurred. What are the best ways to maintain clarity around operational intent and mechanisms for adapting and evolving systems based on dynamic contexts and user needs?• Development of tools, processes, and practices to scope and facilitate human-machine teaming: Implementation of AI systems entails high levels of interdependence between human and machine. Adoption of AI systems requires the primary users to interact with and understand systems, gaining appropriate levels of trust. Every AI system needs to be designed to recognize boundaries and unfamiliar scenarios, and to provide transparency regarding its limitations.• Methods, mechanisms, and mindsets to engage in critical oversight: AI systems learn through data and observations, rather than being explicitly programmed for a deterministic outcome. Critical and reflective oversight by organizations, teams, and individuals that create and use AI systems is needed to uphold ethical principles and proactively consider the risks of bias, misuse, abuse, and unintended consequences through design, development, and ongoing deployment.For each area, we identify ongoing work as well and challenges and opportunities in developing and deploying AI systems with confidence.",included,934,0.8841918706893921
10.18293/seke2019-094,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,International Conference on Software Engineering and Knowledge Engineering,2019-01-01 00:00:00,semantic_scholar,safe-by-design development method for artificial intelligent based systems,https://www.semanticscholar.org/paper/876d346fb11be7636f30b11f597a525ce50dfd26,"Albeit Artiﬁcial Intelligent (AI) based systems are nowa-days deployed in a variety of safety critical domains, current engineering methods and standards are barely applicable for their development and assurance. The lack of common criteria to assess safety levels as well as the dependency of certain development phases w.r.t. the chosen technology (e.g., machine learning modules) are among the identiﬁed drawbacks. In addition, the development of such engineering methods has been hampered by the emerging challenges in AI-based systems design mainly regarding autonomy, correctness and prevention of catastrophic risks. In this paper we propose an approach to conduct a safe-by-design development process for AI based systems. The approach relies upon a method which beneﬁts from a reference AI architecture and safety principles. This contribution helps to address safety concerns and to comprehend current AI architectures diversity and particularities.",included,691,0.8835116624832153
10.1515/auto-2022-0076,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,at - Automatisierungstechnik,2022-01-01 00:00:00,semantic_scholar,ki-engineering – ai systems engineering,https://www.semanticscholar.org/paper/f8492b9265e21f7db13c71214b68d640c6bf3903,Abstract KI-Engineering – translated as AI Systems Engineering – aims at the development of a new engineering practice in the intersection of Systems Engineering and Artificial Intelligence. Its goal is to professionalize the use of AI methods in a systems engineering context. The article defines KI-Engineering and compares it with historical examples of research disciplines that founded engineering disciplines. It furthermore discusses the long-term challenges where further development is needed and which results were already achieved in the context of the Competence Center for KI-Engineering (CC-KING).,included,1110,0.8826118111610413
10.1109/iisr.2018.8535903,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,International Symposium on Robotics,2018-01-01 00:00:00,semantic_scholar,the risks of low level narrow artificial intelligence,https://www.semanticscholar.org/paper/a537f52e8febb263d320690cdf3eb99a4e03131d,"There is a great deal of concern expressed by many in the artificial intelligence (AI) community about the existential risk of this rapidly developing technology. This paper provides a discussion on some issues that need to be addressed to handle potential future risks and provides some new perspectives. The development of artificial intelligence is moving from relatively limited standalone to large-scale, complex distributed systems. However, potential risks such as malfunction, malicious attacks and mismatch of objective can occur from hardware and software failures or design errors. Moreover, a system controlled by high level AI can become unpredictable in its behaviours and thus ethical risks can emerge when such systems have to make a decision related to operational issues. Given that all new, disruptive, technologies have risks associated with them, what we need to do, as practitioners and users, is to find ways of mitigating those risks. We discuss applications of agent-based simulation to illustrate some of the risks and, potentially, how to mitigate them.",included,173,0.8822519183158875
10.1109/re51729.2021.00070,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,IEEE International Requirements Engineering Conference,2021-01-01 00:00:00,semantic_scholar,human-centric requirements engineering for artificial intelligence software systems,https://www.semanticscholar.org/paper/60727256f6d41a2d5b5e20a45c3eb53a04fe2565,"The surge in data availability and processing power has made it possible for Artificial Intelligence (AI) to advance at a faster rate. However, the different nature of AI systems has posed significant new challenges to Requirements Engineering (RE). Literature has shown that AI systems do not use current RE methods. It was also found that data scientists are taking the role of the requirements engineers resulting in software that does not focus on users needs. Building AI software with a human-centric approach has proven to produce more ethical, transparent, inclusive and non-bias outcomes. This research will look into adjusting current RE methodologies to fit into AI systems from a human-centric perspective. The project will aim to establish requirements specifications for human-centric AI and map them into a modeling language. A platform will be used to visually model and present requirements. Finally, I plan to conduct a case study to evaluate the modeling language. To date, I have conducted a Systematic Literature Review (SLR) to find current RE methodologies and challenges in AI and currently in the planning phase of a survey to find adopted practices in the industry.",included,929,0.8811267614364624
10.1145/3194104.3194109,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,2018 IEEE/ACM 6th International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering (RAISE),2018-01-01 00:00:00,semantic_scholar,ways of applying artificial intelligence in software engineering,https://www.semanticscholar.org/paper/e2d55453c901bc5b26ae24b80d14a9a88c35f71f,"As Artificial Intelligence (AI) techniques become more powerful and easier to use they are increasingly deployed as key components of modern software systems. While this enables new functionality and often allows better adaptation to user needs it also creates additional problems for software engineers and exposes companies to new risks. Some work has been done to better understand the interaction between Software Engineering and AI but we lack methods to classify ways of applying AI in software systems and to analyse and understand the risks this poses. Only by doing so can we devise tools and solutions to help mitigate them. This paper presents the AI in SE Application Levels (AI-SEAL) taxonomy that categorises applications according to their point of application, the type of AI technology used and the automation level allowed. We show the usefulness of this taxonomy by classifying 15 papers from previous editions of the RAISE workshop. Results show that the taxonomy allows classification of distinct AI applications and provides insights concerning the risks associated with them. We argue that this will be important for companies in deciding how to apply AI in their software applications and to create strategies for its use.",not included,85,0.8807332515716553
10.1145/3368089.3417039,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,ESEC/SIGSOFT FSE,2020-01-01 00:00:00,semantic_scholar,continuous experimentation on artificial intelligence software: a research agenda,https://www.semanticscholar.org/paper/68b5623e6aeaaa32d4f6a09b18148fee096bb940,"Moving from experiments to industrial level AI software development requires a shift from understanding AI/ ML model attributes as a standalone experiment to know-how integrating and operating AI models in a large-scale software system. It is a growing demand for adopting state-of-the-art software engineering paradigms into AI development, so that the development efforts can be aligned with business strategies in a lean and fast-paced manner. We describe AI development as an “unknown unknown” problem where both business needs and AI models evolve over time. We describe a holistic view of an iterative, continuous approach to develop industrial AI software basing on business goals, requirements and Minimum Viable Products. From this, five areas of challenges are presented with the focus on experimentation. In the end, we propose a research agenda with seven questions for future studies.",not included,878,0.8805668950080872
http://arxiv.org/abs/2302.07872v1,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),arxiv,arxiv,2023-02-14 00:00:00,arxiv,data-centric governance,http://arxiv.org/abs/2302.07872v1,"Artificial intelligence (AI) governance is the body of standards and
practices used to ensure that AI systems are deployed responsibly. Current AI
governance approaches consist mainly of manual review and documentation
processes. While such reviews are necessary for many systems, they are not
sufficient to systematically address all potential harms, as they do not
operationalize governance requirements for system engineering, behavior, and
outcomes in a way that facilitates rigorous and reproducible evaluation. Modern
AI systems are data-centric: they act on data, produce data, and are built
through data engineering. The assurance of governance requirements must also be
carried out in terms of data. This work explores the systematization of
governance requirements via datasets and algorithmic evaluations. When applied
throughout the product lifecycle, data-centric governance decreases time to
deployment, increases solution quality, decreases deployment risks, and places
the system in a continuous state of assured compliance with governance
requirements.",included,30,0.8804633617401123
10.1109/sose55472.2022.9812672,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,International Symposium on Service Oriented Software Engineering,2022-01-01 00:00:00,semantic_scholar,engineering dependable ai systems,https://www.semanticscholar.org/paper/5a19c398c2b4738f5eb473a175807bb9b59e6d71,"If AI algorithms are now pervasive in our daily life, they essentially deliver non critical services, i.e., services which failures remain socially and economically acceptable. In order to introduce those algorithms in critical systems, new engineering practices must be defined to give a justified trust in the capability of the system to deliver the intended services. In this paper, we give an overview of the approach that we have put in place to reach this goal in the framework of the French Confiance.ai program. Based on the needs of the industrial partners of the program, we propose a model-based analysis framework capturing the two dimensions of the problem: the one related to the development and operation of the system and the one related to the trust in the system.",included,1123,0.8794834017753601
10.15407/pp2022.03-04.099,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,PROBLEMS IN PROGRAMMING,2022-01-01 00:00:00,semantic_scholar,some aspects of software engineering for ai-based systems,https://www.semanticscholar.org/paper/17f80eaec2808e01a766be634fa5b77e9dfa57ef,"AI-based software systems are rapidly spreading in various business areas. In this context, the unavoidable convergence of the Software Engineering and Artificial Intelligence and Machine Learning (AI/ML) disciplines is considered an obvious and one of the following significant challenges within the engineering process. The life cycle, models, and technologies of AI/ML elements are pretty specific, and this should be considered in software engineering to ensure their performance and compliance with business needs. AI/ML applications have some distinct characteristics compared to traditional software applications. Thus, several challenges and risk factors regarding AI/ML applications appear to software developers. To study the common challenges in AI/ML application development, we used two different perspectives: software engineering and machine learning. AI/ML applications, like other software systems, need a well-defined software engineering process for their development and maintenance. We discussed challenges and recommendations for different phases of the software development life cycle for ML applications, particularly requirement engineering, design, implementation, integration, testing, and deployment. AI/ML application development has specific aspects to consider as a software development project. We discussed the characteristics and recommendations concerning problem formulation, data acquisition, preprocessing, feature extraction, model building, evaluation, model integration and deployment, model management, and ethics in AI/ML development. In the work, there were formulated recommendations for each analyzed challenge that should be useful for software developers. The next stage of this research is the compilation of detailed systematic guidelines for the software development process for AI/ML systems.",included,1124,0.87928307056427
10.48550/arxiv.2208.02837,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,Artificial General Intelligence,2022-01-01 00:00:00,semantic_scholar,core and periphery as closed-system precepts for engineering general intelligence,https://www.semanticscholar.org/paper/21672a43ee8ea925173702fe034cbde18d9c773a,"Engineering methods are centered around traditional notions of decomposition and recomposition that rely on partitioning the inputs and outputs of components to allow for component-level properties to hold after their composition. In artificial intelligence (AI), however, systems are often expected to influence their environments, and, by way of their environments, to influence themselves. Thus, it is unclear if an AI system's inputs will be independent of its outputs, and, therefore, if AI systems can be treated as traditional components. This paper posits that engineering general intelligence requires new general systems precepts, termed the core and periphery, and explores their theoretical uses. The new precepts are elaborated using abstract systems theory and the Law of Requisite Variety. By using the presented material, engineers can better understand the general character of regulating the outcomes of AI to achieve stakeholder needs and how the general systems nature of embodiment challenges traditional engineering practice.",included,1233,0.8783146739006042
10.5555/3463952.3464248,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,Adaptive Agents and Multi-Agent Systems,2021-01-01 00:00:00,semantic_scholar,software engineering methods for responsible artificial intelligence,https://www.semanticscholar.org/paper/40a6c6adf5f8a0cffcf0c36e1963d6324add2705,"In order to ensure responsible Artificial intelligence (AI) applications engineering, we need to make sure that the development of AI systems is mindful of the consequences for individuals and societies. By anticipating the consequences of the design choices, reflecting upon the problem being solved by engaging all stakeholders and taking appropriate actions to ensure openness and the system’s social, legal, and ethical acceptability. This research aims to develop an engineering process model by which ethical considerations can be addressed throughout the AI systems’ software development life-cycle. The design methodological framework engineered in this PhD research will support aligning system goals with key ethical values by providing explicit values analysis and interpretation mechanisms, formal representation of ethical values, mechanisms for stakeholders participation in handling ethical deliberation, and providing support for governance and compliance mechanisms.",included,975,0.8775680065155029
10.1049/joe.2019.1135,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,Jurnal Engineering,2017-01-01 00:00:00,semantic_scholar,three iqs of ai systems and their testing methods,https://www.semanticscholar.org/paper/3ac1ae71926ba9e560f147858af60fa3fb0c80c3,"The rapid development of artificial intelligence has brought the artificial intelligence threat theory as well as the problem about how to evaluate the intelligence level of intelligent products. Both need to find a quantitative method to evaluate the intelligence level of intelligence systems, including human intelligence. Based on the standard intelligence system and the extended Von Neumann architecture, this paper proposes General IQ, Service IQ and Value IQ evaluation methods for intelligence systems, depending on different evaluation purposes. Among them, the General IQ of intelligence systems is to answer the question of whether the artificial intelligence can surpass the human intelligence, which is reflected in putting the intelligence systems on an equal status and conducting the unified evaluation. The Service IQ and Value IQ of intelligence systems are used to answer the question of how the intelligent products can better serve the human, reflecting the intelligence and required cost of each intelligence system as a product in the process of serving human.",not included,248,0.8765653967857361
10.1109/dasc50938.2020.9256709,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),2020 AIAA/IEEE 39th Digital Avionics Systems Conference (DASC),IEEE,2020-10-15 00:00:00,ieeexplore,the conception of a large-scale systems engineering environment,https://ieeexplore.ieee.org/document/9256709/,"With the rise of artificial intelligence, it is time to shape the systems engineering tooling environment for the future. In the last decade, we have seen several emerging technologies that will potentially have a great impact in complex systems. These new technologies are expected to cause a disruptive impact not only in the products but also in to the tools used across the whole product life cycle. For this reason, is imperative to perform a critical review of the current systems engineering tooling ecosystem. This assessment should also map the open research problems that could prevent the complete integration of the new technologies into the systems engineering framework. This paper proposes a new architecture for a system engineering environment to operate in large scale projects. The objective of this research is twofold: it will first identify the capabilities for the next generation platform, and secondly, it will evaluate how artificial intelligence applications can be integrated in compliance with DO-330. The concept developed by this research will drive tool design recommendations enabling the use of artificial intelligence driven applications in a systems engineering tooling ecosystem.",included,1762,0.8759571313858032
10.48550/arxiv.2212.10693,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,Information and Software Technology,2022-01-01 00:00:00,semantic_scholar,requirements engineering for artificial intelligence systems: a systematic mapping study,https://www.semanticscholar.org/paper/09b2043f4bafdafffee77197ba1420db4cbc646b,"[Context] In traditional software systems, Requirements Engineering (RE) activities are well-established and researched. However, building Artificial Intelligence (AI) based software with limited or no insight into the system's inner workings poses significant new challenges to RE. Existing literature has focused on using AI to manage RE activities, with limited research on RE for AI (RE4AI). [Objective] This paper investigates current approaches for specifying requirements for AI systems, identifies available frameworks, methodologies, tools, and techniques used to model requirements, and finds existing challenges and limitations. [Method] We performed a systematic mapping study to find papers on current RE4AI approaches. We identified 43 primary studies and analysed the existing methodologies, models, tools, and techniques used to specify and model requirements in real-world scenarios. [Results] We found several challenges and limitations of existing RE4AI practices. The findings highlighted that current RE applications were not adequately adaptable for building AI systems and emphasised the need to provide new techniques and tools to support RE4AI. [Conclusion] Our results showed that most of the empirical studies on RE4AI focused on autonomous, self-driving vehicles and managing data requirements, and areas such as ethics, trust, and explainability need further research.",not included,1155,0.8749252557754517
10.1515/auto-2022-0015,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,at - Automatisierungstechnik,2022-01-01 00:00:00,semantic_scholar,industrial challenges for ai systems engineering,https://www.semanticscholar.org/paper/d13fc37f940384b53032042504c858175b471201,"Abstract Integration of Artificial Intelligence (AI) methods into industrial systems engineering processes is challenging. Despite an increasing body of knowledge on AI techniques and impressive state-of-the-art reports, the application of AI in industrial contexts is only at an early stage. This paper summarizes challenges for AI Systems Engineering. Two examples of AI systems engineering are provided: the TRUMPF Sorting Guide and ABB BatchInsight. Summaries of the projects give insights into the project executions and related challenges. The learnings from these projects also show that increased maturity of AI systems engineering can be expected from increased method competence and adjusted project setups. Here guidelines and best practices for AI systems engineering can support.",not included,1112,0.8741061091423035
10.18293/seke2020-094,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),semantic_scholar,International Conference on Software Engineering and Knowledge Engineering,2020-01-01 00:00:00,semantic_scholar,guidelines for quality assurance of machine learning-based artificial intelligence,https://www.semanticscholar.org/paper/36e614624eca44d7854c982d089e033658b50431,"Significant effort is being put into developing industrial applications for artificial intelligence (AI), especially those using machine learning (ML) techniques. Despite the intensive support for building ML applications, there are still challenges when it comes to evaluating, assuring, and improving the quality or dependability. The difficulty stems from the unique nature of ML, namely, system behavior is derived from training data not from logical design by human engineers. This leads to black-box and intrinsically imperfect implementations that invalidate many principles and techniques in traditional software engineering. In light of this situation, the Japanese industry has jointly worked on a set of guidelines for the quality assurance of AI systems (in the Consortium of Quality Assurance for AI-based Products and Services) from the viewpoint of traditional quality-assurance engineers and test engineers. We report on the second version of these guidelines, which cover a list of quality evaluation aspects, catalogue of current state-of-the-art techniques, and domain-specific discussions in five representative domains. The guidelines provide significant insights for engineers in terms of methodologies and designs for tests driven by application-specific requirements.",included,836,0.8727734684944153
10.1109/icse48619.2023.00012,to_check,systems engineering,'systems engineering' AND ('generative ai' OR 'artificial intelligence'),2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),IEEE,2023-05-20 00:00:00,ieeexplore,software engineering as the linchpin of responsible ai,https://ieeexplore.ieee.org/document/10172687/,"From humanity's existential risks to safety risks in critical systems to ethical risks, responsible AI, as the saviour, has become a major research challenge with significant real-world consequences. However, achieving responsible AI remains elusive despite the plethora of high-level ethical principles, risk frameworks and progress in algorithmic assurance. In the meantime, software engineering (SE) is being upended by AI, grappling with building system-level quality and alignment from inscrutable machine learning models and code generated from natural language prompts. The upending poses new challenges and opportunities for engineering AI systems responsibly. This talk will share our experiences in helping the industry achieve responsible AI systems by inventing new SE approaches. It will dive into industry challenges (such as risk silos and principle-algorithm gaps) and research challenges (such as lack of requirements, emerging properties and inscrutable systems) and make the point that SE is the linchpin of responsible AI. But SE also requires some fundamental rethinking - shifting from building functions into AI systems to discovering and managing emerging functions from AI systems. Only by doing so can SE take on critical new roles, from understanding human intelligence to building a thriving human-AI symbiosis.",included,1879,0.8714330196380615
