id,datePublished,description,title,downloadUrl,publisher,journals,doi,database
429831722,2021-06-09T00:00:00,"Broadening access to both computational and educational resources is critical
to diffusing machine-learning (ML) innovation. However, today, most ML
resources and experts are siloed in a few countries and organizations. In this
paper, we describe our pedagogical approach to increasing access to applied ML
through a massive open online course (MOOC) on Tiny Machine Learning (TinyML).
We suggest that TinyML, ML on resource-constrained embedded devices, is an
attractive means to widen access because TinyML both leverages low-cost and
globally accessible hardware, and encourages the development of complete,
self-contained applications, from data collection to deployment. To this end, a
collaboration between academia (Harvard University) and industry (Google)
produced a four-part MOOC that provides application-oriented instruction on how
to develop solutions using TinyML. The series is openly available on the edX
MOOC platform, has no prerequisites beyond basic programming, and is designed
for learners from a global variety of backgrounds. It introduces pupils to
real-world applications, ML algorithms, data-set engineering, and the ethical
considerations of these technologies via hands-on programming and deployment of
TinyML applications in both the cloud and their own microcontrollers. To
facilitate continued learning, community building, and collaboration beyond the
courses, we launched a standalone website, a forum, a chat, and an optional
course-project competition. We also released the course materials publicly,
hoping they will inspire the next generation of ML practitioners and educators
and further broaden access to cutting-edge ML technologies.Comment: Understanding the underpinnings of the TinyML edX course series:
  https://www.edx.org/professional-certificate/harvardx-tiny-machine-learnin",Widening Access to Applied Machine Learning with TinyML,http://arxiv.org/abs/2106.04008,,,,core
385962907,2021-01-29T00:00:00,"Mass-customization is related to optimizing the balance between flexibility, strongly required by the customer-focused industries and manufacturing efficiency, which is critical for market competitiveness. In the conventional industries, the process of designing, validating and manufacturing a product is long and expensive. Some of the common approaches for addressing those issues are parametric product modeling and Finite Element Analysis (FEA). However, the costs involved are still relatively high because of the very special expertise needed and the cost of the specialized software. Also, the specific design of the product cannot be validated in a real-time, which often leads to making hard compromises between the specific customer requirements and the structural properties of the product in its exploitation. In this paper, we propose the novel methodology for real-time structural analysis assistance for custom product design. We introduce the concept of so-called compiled FEA model, a Machine Learning (ML) model, consisting of dataset of characteristic product parameters and associated physical quantities and properties, selected ML algorithms and the sets of associated hyperparameters. A case study of creating a compiled FEA model for the case of internal orthopedic fixator is provided",NOVEL METHODOLOGY FOR REAL-TIME STRUCTURAL ANALYSIS ASSISTANCE IN CUSTOM PRODUCT DESIGN,https://core.ac.uk/download/385962907.pdf,'University of Nis - Faculty of Philosophy',,,core
477729056,2021-09-06T00:00:00,"International audienceWith the Industry 4.0 revolution currently underway, manufacturing companies are massively adopting new technologies to achieve the virtualization of their shop floor and the collaboration of their information systems. This process often leads to the construction of a real-time, collaborative, and intelligent virtual factory of their physical factory (so-called digital twin). The application of digital twins and frontier technologies in production planning still faces many challenges. But the research is still limited about how these frontier technologies can be applied to enhance production planning. This paper introduces how to enhance material resource planning (MRP) with digital twins and other frontier technologies, and presents a framework for the integration of MRP software with digital twin technologies. Indeed, the data collected from the shop floor can improve the accuracy of the optimization models used in the MRP software. First, several MRP parameters are unknown when planning, and some of these parameters may be accurately forecasted from the data with machine learning. Nevertheless, the forecast will never be perfect, and the variability of some parameters may have a critical impact on the resulting plan. Therefore, the optimization approach must properly account for these uncertainties, and some methods must allow building probability distribution from the data. Second, as the optimization models in MRP are based on aggregated data, the resulting plans are usually not implementable in practice. The capacity constraints may be acquired by communication with an accurate simulation of the execution of the plan on the shop floor",A Digital Twin-Driven Methodology for Material Resource Planning Under Uncertainties,,'Springer Science and Business Media LLC',,10.1007/978-3-030-85874-2_34,core
392381428,2021-03-15T07:00:00,"As machine learning becomes ubiquitous, the need to deploy models on real-time, embedded systems will become increasingly critical. This is especially true for deep learning solutions, whose large models pose interesting challenges for target architectures at the “edge” that are resource-constrained. The realization of machine learning, and deep learning, is being driven by the availability of specialized hardware, such as system-on-chip solutions, which provide some alleviation of constraints. Equally important, however, are the operating systems that run on this hardware, and specifically the ability to leverage commercial real-time operating systems which, unlike general purpose operating systems such as Linux, can provide the low-latency, deterministic execution required for embedded, and potentially safety-critical, applications at the edge. Despite this, studies considering the integration of real-time operating systems, specialized hardware, and machine learning/deep learning algorithms remain limited. In particular, better mechanisms for real-time scheduling in the context of machine learning applications will prove to be critical as these technologies move to the edge. In order to address some of these challenges, we present a resource management framework designed to provide a dynamic on-device approach to the allocation and scheduling of limited resources in a real-time processing environment. These types of mechanisms are necessary to support the deterministic behavior required by the control components contained in the edge nodes. To validate the effectiveness of our approach, we applied rigorous schedulability analysis to a large set of randomly generated simulated task sets and then verified the most time critical applications, such as the control tasks which maintained low-latency deterministic behavior even during off-nominal conditions. The practicality of our scheduling framework was demonstrated by integrating it into a commercial real-time operating system (VxWorks) then running a typical deep learning image processing application to perform simple object detection. The results indicate that our proposed resource management framework can be leveraged to facilitate integration of machine learning algorithms with real-time operating systems and embedded platforms, including widely-used, industry-standard real-time operating systems",On-Device Deep Learning Inference for System-on-Chip (SoC) Architectures,https://core.ac.uk/download/392381428.pdf,Chapman University Digital Commons,,,core
372716697,2021-01-05T00:00:00,"Machine learning models nowadays play a crucial role for many applications in business and industry. However, models only start adding value as soon as they are deployed into production. One challenge of deployed models is the effect of changing data over time, which is often described with the term concept drift. Due to their nature, concept drifts can severely affect the prediction performance of a machine learning system. In this work, we analyze the effects of concept drift in the context of a real-world data set. For efficient concept drift handling, we introduce the switching scheme which combines the two principles of retraining and updating of a machine learning model. Furthermore, we systematically analyze existing regular adaptation as well as triggered adaptation strategies. The switching scheme is instantiated on New York City taxi data, which is heavily influenced by changing demand pattern over time. We can show that the switching scheme outperforms all other baselines and delivers promising prediction results",Switching Scheme: A Novel Approach for Handling Incremental Concept Drift in Real-World Data Sets,,'HICSS Conference Office',,10.24251/HICSS.2021.120,core
388359974,2021-03-05T00:00:00,"After more than a decade of intense focus on automated vehicles, we are still
facing huge challenges for the vision of fully autonomous driving to become a
reality. The same ""disillusionment"" is true in many other domains, in which
autonomous Cyber-Physical Systems (CPS) could considerably help to overcome
societal challenges and be highly beneficial to society and individuals. Taking
the automotive domain, i.e. highly automated vehicles (HAV), as an example,
this paper sets out to summarize the major challenges that are still to
overcome for achieving safe, secure, reliable and trustworthy highly automated
resp. autonomous CPS. We constrain ourselves to technical challenges,
acknowledging the importance of (legal) regulations, certification,
standardization, ethics, and societal acceptance, to name but a few, without
delving deeper into them as this is beyond the scope of this paper. Four
challenges have been identified as being the main obstacles to realizing HAV:
Realization of continuous, post-deployment systems improvement, handling of
uncertainties and incomplete information, verification of HAV with machine
learning components, and prediction. Each of these challenges is described in
detail, including sub-challenges and, where appropriate, possible approaches to
overcome them. By working together in a common effort between industry and
academy and focusing on these challenges, the authors hope to contribute to
overcome the ""disillusionment"" for realizing HAV.Comment: 13 pages, 2 figure",Challenges of engineering safe and secure highly automated vehicles,http://arxiv.org/abs/2103.03544,,,,core
387288572,2021-06-15T00:00:00,"Modern online advertising systems inevitably rely on personalization methods,
such as click-through rate (CTR) prediction. Recent progress in CTR prediction
enjoys the rich representation capabilities of deep learning and achieves great
success in large-scale industrial applications. However, these methods can
suffer from lack of exploration. Another line of prior work addresses the
exploration-exploitation trade-off problem with contextual bandit methods,
which are recently less studied in the industry due to the difficulty in
extending their flexibility with deep models. In this paper, we propose a novel
Deep Uncertainty-Aware Learning (DUAL) method to learn CTR models based on
Gaussian processes, which can provide predictive uncertainty estimations while
maintaining the flexibility of deep neural networks. DUAL can be easily
implemented on existing models and deployed in real-time systems with minimal
extra computational overhead. By linking the predictive uncertainty estimation
ability of DUAL to well-known bandit algorithms, we further present DUAL-based
Ad-ranking strategies to boost up long-term utilities such as the social
welfare in advertising systems. Experimental results on several public datasets
demonstrate the effectiveness of our methods. Remarkably, an online A/B test
deployed in the Alibaba display advertising platform shows an 8.2% social
welfare improvement and an 8.0% revenue lift.Comment: SIGKDD 202","Exploration in Online Advertising Systems with Deep Uncertainty-Aware
  Learning",http://arxiv.org/abs/2012.02298,'Association for Computing Machinery (ACM)',,10.1145/3447548.3467089,core
475540576,2021-08-01T00:00:00,"International audienceDuring the last decade, Deep Neural Networks (DNN) have progressively been integrated on all types of platforms, from data centers to embedded systems including low-power processors and, recently, FPGAs. Neural Networks (NN) are expected to become ubiquitous in IoT systems by transforming all sorts of real-world applications, including applications in the safety-critical and security-sensitive domains. However, the underlying hardware security vulnerabilities of embedded NN implementations remain unaddressed. In particular, embedded DNN implementations are vulnerable to Side-Channel Analysis (SCA) attacks, which are especially important in the IoT and edge computing contexts where an attacker can usually gain physical access to the targeted device. A research field has therefore emerged and is rapidly growing in terms of the use of SCA including timing, electromagnetic attacks and power attacks to target NN embedded implementations. Since 2018, research papers have shown that SCA enables an attacker to recover inference models architectures and parameters, to expose industrial IP and endangers data confidentiality and privacy. Without a complete review of this emerging field in the literature so far, this paper surveys state-of-the-art physical SCA attacks relative to the implementation of embedded DNNs on micro-controllers and FPGAs in order to provide a thorough analysis on the current landscape. It provides a taxonomy and a detailed classification of current attacks. It first discusses mitigation techniques and then provides insights for future research leads",Physical Side-Channel Attacks on Embedded Neural Networks: A Survey,,'MDPI AG',,10.3390/app11156790,core
387325315,2021-02-20T00:00:00,"Over the last years, the number of cyber-attacks on industrial control
systems has been steadily increasing. Among several factors, proper software
development plays a vital role in keeping these systems secure. To achieve
secure software, developers need to be aware of secure coding guidelines and
secure coding best practices. This work presents a platform geared towards
software developers in the industry that aims to increase awareness of secure
software development. The authors also introduce an interactive game component,
a virtual coach, which implements a simple artificial intelligence engine based
on the laddering technique for interviews. Through a survey, a preliminary
evaluation of the implemented artifact with real-world players (from academia
and industry) shows a positive acceptance of the developed platform.
Furthermore, the players agree that the platform is adequate for training their
secure coding skills. The impact of our work is to introduce a new automatic
challenge evaluation method together with a virtual coach to improve existing
cybersecurity awareness training programs. These training workshops can be
easily held remotely or off-line.Comment: Preprint accepted for publication at the 6th Workshop On The Security
  Of Industrial Control Systems & Of Cyber-Physical Systems (CyberICPS 2020","Cybersecurity Awareness Platform with Virtual Coach and Automated
  Challenge Assessment",http://arxiv.org/abs/2102.10430,,,,core
387586080,2021-01-01T08:00:00,"This paper serves as a literature review of artificial intelligence (AI) in the hiring process to examine the extent to which AI tools reliably, accurately, and fairly select talent. Today’s organizations are under immense pressure to develop innovative hiring strategies to identify and secure talent for their workforce. As technological advances arise, companies are increasingly turning to AI to aid in their hiring efforts. Hirers are enticed by AI because there is increased systematicity in determining the most qualified workers with AI as opposed to current selection methods that rely on intuitively combining and weighting applicant information. In an experimental study included in this paper, the researchers showed that increasing systematicity in decision-making processes leads to higher quality decisions. I then delve into specific use cases of AI such as processing applicants’ narrative responses and scraping applicants’ social media accounts. While it is possible for AI to execute these endeavors, researchers investigated whether AI could do so consistently and accurately. In one study, researchers demonstrated that the computer program they had trained exhibited a level of reliability comparable to that of a human rater and that the computer scores also exhibited construct validity. While establishing reliability and validity is crucial, it is also important to consider applicants’ perceptions towards AI. In one study, applicants generally held negative perceptions toward AI in the hiring process, but interestingly, their distrust was reduced when they possessed more knowledge and experience with AI. Lastly, this paper assesses whether AI is indeed as objective as it seems. Due to the nature of how AI programs are trained, it is likely that human biases will emerge in the seemingly objective process. Multiple real-world examples revealed that AI has led to biased and discriminatory outputs, which is a major concern since the implementation of AI in the hiring process would directly impact workforce diversity and individuals’ well-being at a greater scale than its human counterparts. It is possible that if the implementation of AI in the hiring process goes unchecked, socio-economic divides will be exacerbated. I therefore suggest that Industrial/Organizational psychologists be included in the development of AI hiring tools and that the companies developing and using AI tools for hiring purposes should be held accountable, specifically through publicly accessible algorithmic reviews",AI in Personnel Selection: Computing Talent or Augmenting Bias?,,Scholarship @ Claremont,,,core
289160157,2020-01-01T00:00:00,"Hyper-heuristic is a new methodology for the adaptive hybridization of meta-heuristic algorithms to derive a general algorithm for solving optimization problems. This work focuses on the selection type of hyper-heuristic, called the exponential Monte Carlo with counter (EMCQ). Current implementations rely on the memory-less selection that can be counterproductive as the selected search operator may not (historically) be the best performing operator for the current search instance. Addressing this issue, we propose to integrate the memory into EMCQ for combinatorial t-wise test suite generation using reinforcement learning based on the Q-learning mechanism, called Q-EMCQ. The limited application of combinatorial test generation on industrial programs can impact the use of such techniques as Q-EMCQ. Thus, there is a need to evaluate this kind of approach against relevant industrial software, with a purpose to show the degree of interaction required to cover the code as well as finding faults. We applied Q-EMCQ on 37 real-world industrial programs written in Function Block Diagram (FBD) language, which is used for developing a train control management system at Bombardier Transportation Sweden AB. The results show that Q-EMCQ is an efficient technique for test case generation. Addition- ally, unlike the t-wise test suite generation, which deals with the minimization problem, we have also subjected Q-EMCQ to a maximization problem involving the general module clustering to demonstrate the effectiveness of our approach. The results show the Q-EMCQ is also capable of outperforming the original EMCQ as well as several recent meta/hyper-heuristic including modified choice function, Tabu high-level hyper-heuristic, teaching learning-based optimization, sine cosine algorithm, and symbiotic optimization search in clustering quality within comparable execution time",'Springer Science and Business Media LLC',An evaluation of Monte Carlo-based hyper-heuristic for interaction testing of industrial embedded software applications,10.1007/s00500-020-04769-z,,,core
322567711,2020-05-25T00:00:00,"The COVID-19 pandemic forced governments across the world to impose lockdowns
to prevent virus transmissions. This resulted in the shutdown of all economic
activity and accordingly the production at manufacturing plants across most
sectors was halted. While there is an urgency to resume production, there is an
even greater need to ensure the safety of the workforce at the plant site.
Reports indicate that maintaining social distancing and wearing face masks
while at work clearly reduces the risk of transmission. We decided to use
computer vision on CCTV feeds to monitor worker activity and detect violations
which trigger real time voice alerts on the shop floor. This paper describes an
efficient and economic approach of using AI to create a safe environment in a
manufacturing setup. We demonstrate our approach to build a robust social
distancing measurement algorithm using a mix of modern-day deep learning and
classic projective geometry techniques. We have deployed our solution at
manufacturing plants across the Aditya Birla Group (ABG). We have also
described our face mask detection approach which provides a high accuracy
across a range of customized masks.Comment: 6 pages, 7 figure, 1 tabl",,"Using Computer Vision to enhance Safety of Workforce in Manufacturing in
  a Post COVID World",,http://arxiv.org/abs/2005.05287,,core
323323388,2020-08-13T00:00:00,"The use of Reinforcement Learning (RL) is still restricted to simulation or
to enhance human-operated systems through recommendations. Real-world
environments (e.g. industrial robots or power grids) are generally designed
with safety constraints in mind implemented in the shape of valid actions masks
or contingency controllers. For example, the range of motion and the angles of
the motors of a robot can be limited to physical boundaries. Violating
constraints thus results in rejected actions or entering in a safe mode driven
by an external controller, making RL agents incapable of learning from their
mistakes. In this paper, we propose a simple modification of a state-of-the-art
deep RL algorithm (DQN), enabling learning from forbidden actions. To do so,
the standard Q-learning update is enhanced with an extra safety loss inspired
by structured classification. We empirically show that it reduces the number of
hit constraints during the learning phase and accelerates convergence to
near-optimal policies compared to using standard DQN. Experiments are done on a
Visual Grid World Environment and Text-World domain.Comment: Accepted at Internationnal Joint Conference on Neural Networks
  (IJCNN'2020",,"I'm sorry Dave, I'm afraid I can't do that, Deep Q-learning from
  forbidden action",,http://arxiv.org/abs/1910.02078,,core
356674913,2020-10-13T00:00:00,"In pharmaceutical manufacturing, the idea of non-destructive and real-time testing of raw materials and drugs is receiving increasing attention due to the implementation of continuous manufacturing. There is ample evidence in the literature that the particle size of an active ingredient significantly affects its dissolution rate. However, first-principles-based models have been used so far, instead of including robust, data-rich empirical models. Although first-principles models can provide adequate prediction for simple problems, the empirical approach could have several benefits when complex formulations are studied. In my work, I developed an empirical model that aimed to predict the dissolution of acetylsalicylic acid from the particle size distribution (PSD). For this purpose, the PSD of different acetylsalicylic acid powder fractions and mixtures was measured, and the dissolution curve of the powder mixture and capsules was studied. I compared and optimized different methods (Artificial Neural Networks, PLS regression) depending on the bin number and type of the PSD (i.e. number- and volume-based). The results could contribute to establish a good modeling approach when the effect of PSD on the dissolution of more complex formulations (e.g. tablets) needs to be modeled.
Kivonat
A gyógyszergyártásban egyre nagyobb figyelmet kap az alapanyag és a készítmények roncsolásmentes és valós-idejű vizsgálata a folyamatos technológiák bevezetése miatt. A szakirodalomban számtalan bizonyítékot találni arra, hogy a hatóanyag szemcsemérete jelentősen befolyásolja a tabletták kioldódását. Azonban, ennek modellezésére leginkább fizikai összefüggéseket alkalmaztak eddig, robusztus, sok adattal dolgozó empirikus modelleket nem. Bár az előbbiek egyszerű összefüggések modellezésére alkalmasak, az utóbbi komplex formulák tanulmányozása során jelentős előnyokkel szolgálhat. Munkám során egy empirikus modellt optimalizáltam, amely acetil-szalicilsav kioldódását célzott prediktálni a szemcseméret-eloszlásból. Ehhez különböző szemcseméretű acetil-szalicilsav porok frakcióinak és a keverékeinek szemcseméret-eloszlását mértem, majd felvettem a porkeverék és tiszta hatóanyagot tartalmazó kapszulák kioldódásgörbéjét. Ezután különböző módszereket (mesterséges neurális hálózat, részleges legkisebb négyzetek módszere) hasonlítottam össze és optimalizáltam a szemcseméret-eloszlás osztályszámainak és típusának (szám- vagy térfogatalapú) függvényében. Az eredmények jó kiindulópontként szolgálhatnak a szemcseméret-eloszlás komplex készítmények (pl. tabletták) kioldódására gyakorolt hatásának tanulmányozásához",Erdélyi Magyar Műszaki Tudományos Társaság (EMT) - Kémia Szakosztálya,Acetil-szalicilsav porok és tiszta hatóanyagot tartalmazó kapszulák kioldódásának jóslása a szemcseméret-eloszlás ismeretében: Predicting the Dissolution of Acetylsalicylic Acid Powder and Capsules with Pure Active Ingredients depending on the Particle Size Distribution,,https://core.ac.uk/download/356674913.pdf,,core
345076769,2020-05-19T00:00:00,"Nowadays, digitization is transforming the way businesses work. Recently, Artificial Intelligence (AI) techniques became an essential part of the automation of business processes: In addition to cost advantages, these techniques offer fast processing times and higher customer satisfaction rates, thus ultimately increasing sales. One of the intelligent approaches for accelerating digital transformation in companies is the Robotic Process Automation (RPA). 

An RPA-system is a software tool that robotizes routine and time-consuming responsibilities such as email assessment, various calculations, or creation of documents and reports (Mohanty and Vyas, 2018). Its main objective is to organize a smart workflow and therethrough to assist employees by offering them more scope for cognitively demanding and engaging work.



Intelligent Process Automation (IPA) offers all these advantages as well; however, it goes beyond the RPA by adding AI components such as Machine- and Deep Learning techniques to conventional automation solutions. Previously, IPA approaches were primarily employed within the computer vision domain. However, in recent times, Natural Language Processing (NLP) became one of the potential applications for IPA as well due to its ability to understand and interpret human language. Usually, NLP methods are used to analyze large amounts of unstructured textual data and to respond to various inquiries. However, one of the central applications of NLP within the IPA domain – are conversational interfaces (e.g., chatbots, virtual agents) that are used to enable human-to-machine communication. Nowadays, conversational agents gain enormous demand due to their ability to support a large number of users simultaneously while communicating in a natural language. The implementation of a conversational agent comprises multiple stages and involves diverse types of NLP sub-tasks, starting with natural language understanding (e.g., intent recognition, named entity extraction) and going towards dialogue management (i.e., determining the next possible bots action) and response generation. Typical dialogue system for IPA purposes undertakes straightforward customer support requests (e.g., FAQs), allowing human workers to focus on more complicated inquiries.



In this thesis, we are addressing two potential Intelligent Process Automation (IPA) applications and employing statistical Natural Language Processing (NLP) methods for their implementation.



The first block of this thesis (Chapter 2 – Chapter 4) deals with the development of a conversational agent for IPA purposes within the e-learning domain. As already mentioned, chatbots are one of the central applications for the IPA domain since they can effectively perform time-consuming tasks while communicating in a natural language. Within this thesis, we realized the IPA conversational bot that takes care of routine and time-consuming tasks regularly performed by human tutors of an online mathematical course. This bot is deployed in a real-world setting within the OMB+ mathematical platform. Conducting experiments for this part, we observed two possibilities to build the conversational agent in industrial settings – first, with purely rule-based methods, considering the missing training data and individual aspects of the target domain (i.e., e-learning). Second, we re-implemented two of the main system components (i.e., Natural Language Understanding (NLU) and Dialogue Manager (DM) units) using the current state-of-the-art deep-learning architecture (i.e., Bidirectional Encoder Representations from Transformers (BERT)) and investigated their performance and potential use as a part of a hybrid model (i.e., containing both rule-based and machine learning methods).



The second part of the thesis (Chapter 5 – Chapter 6) considers an IPA subproblem within the predictive analytics domain and addresses the task of scientific trend forecasting. Predictive analytics forecasts future outcomes based on historical and current data. Therefore, using the benefits of advanced analytics models, an organization can, for instance, reliably determine trends and emerging topics and then manipulate it while making significant business decisions (i.e., investments). In this work, we dealt with the trend detection task – specifically, we addressed the lack of publicly available benchmarks for evaluating trend detection algorithms. We assembled the benchmark for the detection of both scientific trends and downtrends (i.e., topics that become less frequent overtime). To the best of our knowledge, the task of downtrend detection has not been addressed before. The resulting benchmark is based on a collection of more than one million documents, which is among the largest that has been used for trend detection before, and therefore, offers a realistic setting for the development of trend detection algorithms.Robotergesteuerte Prozessautomatisierung (RPA) ist eine Art von Software-Bots, die manuelle menschliche Tätigkeiten wie die Eingabe von Daten in das System, die Anmeldung in Benutzerkonten oder die Ausführung einfacher, aber sich wiederholender Arbeitsabläufe nachahmt (Mohanty and Vyas, 2018). Einer der Hauptvorteile und gleichzeitig Nachteil der RPA-bots ist jedoch deren Fähigkeit, die gestellte Aufgabe punktgenau zu erfüllen. Einerseits ist ein solches System in der Lage, die Aufgabe akkurat, sorgfältig und schnell auszuführen. Andererseits ist es sehr anfällig für Veränderungen in definierten Szenarien. Da der RPA-Bot für eine bestimmte Aufgabe konzipiert ist, ist es oft nicht möglich, ihn an andere Domänen oder sogar für einfache Änderungen in einem Arbeitsablauf anzupassen (Mohanty and Vyas, 2018). Diese Unfähigkeit, sich an veränderte Bedingungen anzupassen, führte zu einem weiteren Verbesserungsbereich für RPAbots – den Intelligenten Prozessautomatisierungssystemen (IPA).



IPA-Bots kombinieren RPA mit Künstlicher Intelligenz (AI) und können komplexe und kognitiv anspruchsvollere Aufgaben erfüllen, die u.A. Schlussfolgerungen und natürliches Sprachverständnis erfordern. Diese Systeme übernehmen zeitaufwändige und routinemäßige Aufgaben, ermöglichen somit einen intelligenten Arbeitsablauf und befreien Fachkräfte für die Durchführung komplizierterer Aufgaben.  Bisher wurden die IPA-Techniken hauptsächlich im Bereich der Bildverarbeitung eingesetzt. In der letzten Zeit wurde die natürliche

Sprachverarbeitung (NLP) jedoch auch zu einem der potenziellen Anwendungen für IPA, und zwar aufgrund von der Fähigkeit, die menschliche Sprache zu interpretieren. NLP-Methoden werden eingesetzt, um große Mengen an Textdaten zu analysieren und auf verschiedene

Anfragen zu reagieren. Auch wenn die verfügbaren Daten unstrukturiert sind oder kein vordefiniertes Format haben (z.B. E-Mails), oder wenn die in einem variablen Format vorliegen (z.B. Rechnungen, juristische Dokumente), dann werden ebenfalls die NLP Techniken angewendet, um die relevanten Informationen zu extrahieren, die dann zur Lösung verschiedener Probleme verwendet werden können.



NLP im Rahmen von IPA beschränkt sich jedoch nicht auf die Extraktion relevanter Daten aus Textdokumenten. Eine der zentralen Anwendungen von IPA sind Konversationsagenten, die zur Interaktion zwischen Mensch und Maschine eingesetzt werden. Konversationsagenten erfahren enorme Nachfrage, da sie in der Lage sind, eine große Anzahl von Benutzern gleichzeitig zu unterstützen, und dabei in einer natürlichen Sprache kommunizieren. Die Implementierung

eines Chatsystems umfasst verschiedene Arten von NLP-Teilaufgaben, beginnend mit dem Verständnis der natürlichen Sprache (z.B. Absichtserkennung, Extraktion von Entitäten) über das Dialogmanagement (z.B. Festlegung der nächstmöglichen Bot-Aktion) bis hin zur Response-Generierung. Ein typisches Dialogsystem für IPA-Zwecke übernimmt in der Regel unkomplizierte Kundendienstanfragen (z.B. Beantwortung von FAQs), so dass sich die Mitarbeiter auf komplexere Anfragen konzentrieren können.



Diese Dissertation umfasst zwei Bereiche, die durch das breitere Thema vereint sind, nämlich die Intelligente Prozessautomatisierung (IPA) unter Verwendung statistischer Methoden der natürlichen Sprachverarbeitung (NLP).



Der erste Block dieser Arbeit (Kapitel 2 – Kapitel 4) befasst sich mit der Impementierung eines Konversationsagenten für IPA-Zwecke innerhalb der E-Learning-Domäne. Wie bereits erwähnt, sind Chatbots eine der zentralen Anwendungen für die IPA-Domäne, da sie zeitaufwändige Aufgaben in einer natürlichen Sprache effektiv ausführen können. Der IPA-Kommunikationsbot, der in dieser Arbeit realisiert wurde, kümmert sich ebenfalls um routinemäßige und zeitaufwändige Aufgaben, die sonst von Tutoren in einem Online-Mathematikkurs in deutscher Sprache durchgeführt werden. Dieser Bot ist in der täglichen Anwendung innerhalb der mathematischen Plattform OMB+ eingesetzt. Bei der Durchführung von Experimenten beobachteten wir zwei Möglichkeiten, den Konversationsagenten im industriellen Umfeld zu entwickeln – zunächst mit rein regelbasierten Methoden, unter Bedingungen der fehlenden Trainingsdaten und besonderer Aspekte der Zieldomäne (d.h. E-Learning). Zweitens haben wir zwei der Hauptsystemkomponenten (Sprachverständnismodul, Dialog-Manager) mit dem derzeit fortschrittlichsten Deep Learning Algorithmus reimplementiert und die Performanz dieser Komponenten untersucht.



Der zweite Teil der Doktorarbeit (Kapitel 5 – Kapitel 6) betrachtet ein IPA-Problem innerhalb des Vorhersageanalytik-Bereichs. Vorhersageanalytik zielt darauf ab, Prognosen über zukünftige Ergebnisse auf der Grundlage von historischen und aktuellen Daten zu erstellen. Daher kann ein Unternehmen mit Hilfe der Vorhersagesysteme z.B. die Trends oder neu entstehende Themen zuverlässig bestimmen und diese Informationen dann bei wichtigen Geschäftsentscheidungen (z.B. Investitionen) einsetzen. In diesem Teil der Arbeit beschäftigen wir uns mit dem Teilproblem der Trendprognose – insbesondere mit dem Fehlen öffentlich zugänglicher Benchmarks für die Evaluierung von Trenderkennungsalgorithmen. Wir haben den Benchmark zusammengestellt und veröffentlicht, um sowohl Trends als auch Abwärtstrends zu erkennen. Nach unserem besten Wissen ist die Aufgabe der Abwärtstrenderkennung bisher nicht adressiert worden. Der resultierende Benchmark basiert auf einer Sammlung von mehr als einer Million Dokumente, der zu den größten gehört, die bisher für die Trenderkennung verwendet wurden, und somit einen realistischen Rahmen für die Entwicklung von Trenddetektionsalgorithmen bietet",Ludwig-Maximilians-Universität München,Statistical natural language processing methods for intelligent process automation,,,,core
326905755,2020-04-23T00:00:00,"The smart grid control applications necessitate real-time communication systems with time efficiency for real-time monitoring, measurement, and control. Time-efficient communication systems should have the ability to function in severe propagation conditions in smart grid applications. The data/packet communications need to be maintained by synchronized timing and reliability through equally considering the signal deterioration occurrences, which are propagation delay, phase errors and channel conditions. Phase synchronization plays a vital part in the digital smart grid to get precise and real-time control measurement information. IEEE C37.118 and IEC 61850 had implemented for the synchronization communication to measure as well as control the smart grid applications. Both IEEE C37.118 and IEC 61850 experienced a huge propagation and packet delays due to synchronization precision issues. Because of these delays and errors, measurement and monitoring of the smart grid application in real-time is not accurate. Therefore, it has been investigated that the time synchronization in real-time is a critical challenge in smart grid applications, and for this issue, other errors raised consequently. The existing communication systems are designed with the phasor measurement unit (PMU) along with communication protocol IEEE C37.118 and uses the GPS timestamps as the reference clock stamps. The absence of GPS increases the clock offsets, which surely can hamper the synchronization process and the full control measurement system that can be imprecise. Therefore, to reduce this clock offsets, a new algorithm is needed which may consider any alternative reference timestamps rather than GPS. The revolutionary Artificial Intelligence (AI) enables the industrial revolution to provide a significant performance to engineering solutions. Therefore, this article proposed the AI-based Synchronization scheme to mitigate smart grid timing issues. The backpropagation neural network is applied as the AI method that employs the timing estimations and error corrections for the precise performances. The novel AIFS scheme is considered the radio communication functionalities in order to connect the external timing server. The performance of the proposed AIFS scheme is evaluated using a MATLAB-based simulation approach. Simulation results show that the proposed scheme performs better than the existing system",'Springer Science and Business Media LLC',A Novel Artificial Intelligence Based Timing Synchronization Scheme for Smart Grid Applications,10.1007/s11277-020-07408-w,,,core
