@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122864056', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122864056?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122864056&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122864056&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122864056,SCOPUS_ID:85122864056,2-s2.0-85122864056,"Recent Studies Utilizing Artificial Intelligence Techniques for Solving Data Collection, Aggregation and Dissemination Challenges in Wireless Sensor Networks: A Review",Osamy W.,Electronics (Switzerland),20799292,11,3,,2022-02-01,February-1 2022,10.3390/electronics11030313,0,"[{'@_fa': 'true', 'affilname': 'Benha University', 'affiliation-city': 'Benha', 'affiliation-country': 'Egypt'}]",Journal,ar,Article,313,21100829272,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122635918', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122635918?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122635918&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122635918&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0168169922000059'}",https://api.elsevier.com/content/abstract/scopus_id/85122635918,SCOPUS_ID:85122635918,2-s2.0-85122635918,Implementation of a decision support system for prediction of the total soluble solids of industrial tomato using machine learning models,Kasimatis C.N.,Computers and Electronics in Agriculture,,193,,,2022-02-01,February 2022,10.1016/j.compag.2022.106688,0,"[{'@_fa': 'true', 'affilname': 'Hellenic Agricultural Organization-Demeter', 'affiliation-city': 'Lycovrissi', 'affiliation-country': 'Greece'}, {'@_fa': 'true', 'affilname': 'University of Piraeus', 'affiliation-city': 'Piraeus', 'affiliation-country': 'Greece'}]",Journal,ar,Article,106688,30441,0,False,,,01681699,S0168169922000059,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120874971', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120874971?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120874971&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120874971&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0926580521005392'}",https://api.elsevier.com/content/abstract/scopus_id/85120874971,SCOPUS_ID:85120874971,2-s2.0-85120874971,Vision-based high-precision intelligent monitoring for shield tail clearance,Zeng L.,Automation in Construction,,134,,,2022-02-01,February 2022,10.1016/j.autcon.2021.104088,0,"[{'@_fa': 'true', 'affilname': 'Hubei University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Wuhan University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,104088,24931,0,False,,,09265805,S0926580521005392,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119422439', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119422439?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119422439&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119422439&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2214212621002349'}",https://api.elsevier.com/content/abstract/scopus_id/85119422439,SCOPUS_ID:85119422439,2-s2.0-85119422439,AICrit: A unified framework for real-time anomaly detection in water treatment plants,Gauthama Raman M.R.,Journal of Information Security and Applications,22142126,64,,,2022-02-01,February 2022,10.1016/j.jisa.2021.103046,0,"[{'@_fa': 'true', 'affilname': 'Singapore University of Technology and Design', 'affiliation-city': None, 'affiliation-country': 'Singapore'}]",Journal,ar,Article,103046,21100332403,0,False,,,22142134,S2214212621002349,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118721393', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118721393?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118721393&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118721393&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0306261921014045'}",https://api.elsevier.com/content/abstract/scopus_id/85118721393,SCOPUS_ID:85118721393,2-s2.0-85118721393,Data-driven control of room temperature and bidirectional EV charging using deep reinforcement learning: Simulations and experiments,Svetozarevic B.,Applied Energy,,307,,,2022-02-01,1 February 2022,10.1016/j.apenergy.2021.118127,0,"[{'@_fa': 'true', 'affilname': 'Empa - Swiss Federal Laboratories for Materials Science and Technology', 'affiliation-city': 'Dubendorf', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,118127,28801,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",03062619,S0306261921014045,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118705579', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118705579?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118705579&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118705579&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0925753521003726'}",https://api.elsevier.com/content/abstract/scopus_id/85118705579,SCOPUS_ID:85118705579,2-s2.0-85118705579,A novel decision support system for managing predictive maintenance strategies based on machine learning approaches,Arena S.,Safety Science,18791042,146,,,2022-02-01,February 2022,10.1016/j.ssci.2021.105529,3,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Cagliari', 'affiliation-city': 'Cagliari', 'affiliation-country': 'Italy'}]",Journal,ar,Article,105529,12332,0,False,,,09257535,S0925753521003726,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117584055', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117584055?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117584055&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117584055&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0957417421013889'}",https://api.elsevier.com/content/abstract/scopus_id/85117584055,SCOPUS_ID:85117584055,2-s2.0-85117584055,POSIMNET-R: An immunologic resilient approach to position routers in Industrial Wireless Sensor Networks,Soares C.A.R.,Expert Systems with Applications,,188,,,2022-02-01,February 2022,10.1016/j.eswa.2021.116045,0,"[{'@_fa': 'true', 'affilname': 'Universidade do Estado do Rio de Janeiro', 'affiliation-city': 'Rio de Janeiro', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Laboratory of Industrial Networks and Automation Systems (LARISA)', 'affiliation-city': None, 'affiliation-country': None}, {'@_fa': 'true', 'affilname': 'Graduate Program on Electronic Engineering (PEL)', 'affiliation-city': None, 'affiliation-country': None}, {'@_fa': 'true', 'affilname': 'Graduate Program in Computational Sciences (CComp)', 'affiliation-city': None, 'affiliation-country': None}, {'@_fa': 'true', 'affilname': 'Telecommunications Dep. (DETEL)/ Engineering Faculty (FEN)', 'affiliation-city': None, 'affiliation-country': None}]",Journal,ar,Article,116045,24201,0,False,,,09574174,S0957417421013889,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117331443', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117331443?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117331443&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117331443&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0951832021006153'}",https://api.elsevier.com/content/abstract/scopus_id/85117331443,SCOPUS_ID:85117331443,2-s2.0-85117331443,Prognostics and Health Management (PHM): Where are we and where do we (need to) go in theory and practice,Zio E.,Reliability Engineering and System Safety,,218,,,2022-02-01,February 2022,10.1016/j.ress.2021.108119,2,"[{'@_fa': 'true', 'affilname': 'Mines ParisTech', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}, {'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",Journal,ar,Article,108119,13853,0,False,,,09518320,S0951832021006153,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116387638', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116387638?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116387638&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116387638&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116387638,SCOPUS_ID:85116387638,2-s2.0-85116387638,A stacked deep learning approach to cyber-attacks detection in industrial systems: application to power system and gas pipeline systems,Wang W.,Cluster Computing,15737543,25,1,561-578,2022-02-01,February 2022,10.1007/s10586-021-03426-w,0,"[{'@_fa': 'true', 'affilname': 'Renmin University of China', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,24596,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",13867857,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115908462', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115908462?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115908462&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115908462&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X21003381'}",https://api.elsevier.com/content/abstract/scopus_id/85115908462,SCOPUS_ID:85115908462,2-s2.0-85115908462,A wearable-based posture recognition system with AI-assisted approach for healthcare IoT,Hong Z.,Future Generation Computer Systems,,127,,286-296,2022-02-01,February 2022,10.1016/j.future.2021.08.030,1,"[{'@_fa': 'true', 'affilname': 'Zhejiang University of Technology', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,12264,0,False,,,0167739X,S0167739X21003381,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115270097', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115270097?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115270097&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115270097&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115270097,SCOPUS_ID:85115270097,2-s2.0-85115270097,RFSOD: a lightweight single-stage detector for real-time embedded applications to detect small-size objects,Amudhan A.N.,Journal of Real-Time Image Processing,18618219,19,1,133-146,2022-02-01,February 2022,10.1007/s11554-021-01170-3,0,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Calicut', 'affiliation-city': 'Kozhikode', 'affiliation-country': 'India'}]",Journal,ar,Article,,4900152415,0,False,,,18618200,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85111251154', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85111251154?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111251154&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111251154&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85111251154,SCOPUS_ID:85111251154,2-s2.0-85111251154,Novel Fast and Automatic Condition Monitoring Strategy Based on Small Amount of Labeled Data,Attoui I.,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",21682232,52,2,1266-1275,2022-02-01,1 February 2022,10.1109/TSMC.2020.3018102,1,"[{'@_fa': 'true', 'affilname': 'Research Center in Industrial Technologies CRTI', 'affiliation-city': 'Algiers', 'affiliation-country': 'Algeria'}]",Journal,ar,Article,,21100262320,0,False,,,21682216,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85110879370', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85110879370?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110879370&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110879370&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85110879370,SCOPUS_ID:85110879370,2-s2.0-85110879370,An Integrated Framework for Health State Monitoring in a Smart Factory Employing IoT and Big Data Techniques,Yu W.,IEEE Internet of Things Journal,23274662,9,3,2443-2454,2022-02-01,1 February 2022,10.1109/JIOT.2021.3096637,0,"[{'@_fa': 'true', 'affilname': 'Philips Research', 'affiliation-city': 'Eindhoven', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,,21100338350,0,False,,,,,,
