contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Article,doi:10.1140/epjs/s11734-021-00275-x,Measure or infer? Role of modeling and machine learning in modern astronomy,The European Physical Journal Special Topics,10.1140/epjs/s11734-021-00275-x,Springer,2021-09-01,2021-09-07,,http://link.springer.com/openurl/fulltext?id=doi:10.1140/epjs/s11734-021-00275-x,springer
Article,doi:10.1007/s13246-021-01028-9,AI Notes: A new article type in Physical and Engineering Sciences in Medicine,Physical and Engineering Sciences in Medicine,10.1007/s13246-021-01028-9,Springer,2021-09-01,2021-07-01,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13246-021-01028-9,springer
Article,doi:10.1007/s42438-021-00242-8,Review of Cathrine Hasse (2020). Posthumanist Learning: What Robots and Cyborgs Teach us About Being Ultra-social,Postdigital Science and Education,10.1007/s42438-021-00242-8,Springer,2021-07-22,2021-07-22,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s42438-021-00242-8,springer
Article,doi:10.1007/s12524-021-01376-9,Utilizing Geo-Social Media as a Proxy Data for Enhanced Flood Monitoring,Journal of the Indian Society of Remote Sensing,10.1007/s12524-021-01376-9,Springer,2021-09-01,2021-06-07,"Social media plays an important role in disseminating spontaneous information during natural disasters/emergencies. It is a crowdsourcing platform, capable of complementing and supplementing remote sensing data in disaster mapping. Continuous monitoring of disasters such as floods from pre-stage to post stage is essential and geo-social media can attain it. The present research proposes a robust architecture to develop a social media-based near-real time flood monitoring system. In addition, our research article also emphasizes the efficient methods to process, analyse and explore multiple data dimensions of social media. A prototype model was prepared and tested on the tweets of Chennai floods 2015 to demonstrate social media potential in disaster monitoring. We implemented Natural Language Processing and Supervised Machine Learning in data processing and analysis segments of the framework by assembling various open source python libraries to develop the prototype. Initially, we built the required tweet corpus and performed pre-processing steps on it. Later, the collected tweets were geocoded with the place names available in the tweets and classified them into various flood topic related classes using Naive Bayes classifier. Subsequently, the tweets showcasing the flood condition were determined to generate a point map and a point density map to identify the flood hotspots. We verified our results with openly available 2015 Chennai flood map that is generated using remote sensing images and found positive outcome. A prototype web portal was developed to publish the results from above model as web maps. Furthermore, the portal would prove to be useful as a source for disseminating information to the public. The results prove that the proposed framework is evidently supportive in establishing a near real time monitoring system during emergencies.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12524-021-01376-9,springer
Article,doi:10.1007/s10489-021-02584-z,30th Anniversary of Applied Intelligence: A combination of bibliometrics and thematic analysis using SciMAT,Applied Intelligence,10.1007/s10489-021-02584-z,Springer,2021-09-01,2021-07-12,"Applied Intelligence is one of the most important international scientific journals in the field of artificial intelligence. From 1991, Applied Intelligence has been oriented to support research advances in new and innovative intelligent systems, methodologies, and their applications in solving real-life complex problems. In this way, Applied Intelligence hosts more than 2,400 publications and achieves around 31,800 citations. Moreover, Applied Intelligence is recognized by the industrial, academic, and scientific communities as a source of the latest innovative and advanced solutions in intelligent manufacturing, privacy-preserving systems, risk analysis, knowledge-based management, modern techniques to improve healthcare systems, methods to assist government, and solving industrial problems that are too complex to be solved through conventional approaches. Bearing in mind that Applied Intelligence celebrates its 30th anniversary in 2021, it is appropriate to analyze its bibliometric performance, conceptual structure, and thematic evolution. To do that, this paper conducts a bibliometric performance and conceptual structure analysis of Applied Intelligence from 1991 to 2020 using SciMAT . Firstly, the performance of the journal is analyzed according to the data retrieved from Scopus , putting the focus on the productivity of the authors, citations, countries, organizations, funding agencies, and most relevant publications. Finally, the conceptual structure of the journal is analyzed with the bibliometric software tool SciMAT , identifying the main thematic areas that have been the object of research and their composition, relationship, and evolution during the period analyzed.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10489-021-02584-z,springer
Article,doi:10.1186/s40545-021-00329-4,"Big data, medicines safety and pharmacovigilance",Journal of Pharmaceutical Policy and Practice,10.1186/s40545-021-00329-4,BioMed Central,2021-06-02,2021-06-02,,https://www.biomedcentral.com/openurl?doi=10.1186/s40545-021-00329-4,springer
Article,doi:10.1007/s00146-020-01086-9,"Review of Artificial Intelligence: Reflections in Philosophy, Theology and the Social Sciences by Benedikt P. Göcke and Astrid Rosenthal-von der Pütten",AI & SOCIETY,10.1007/s00146-020-01086-9,Springer,2021-06-01,2020-10-22,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00146-020-01086-9,springer
Article,doi:10.1007/s43926-021-00016-5,Social media analytics of the Internet of Things,Discover Internet of Things,10.1007/s43926-021-00016-5,Springer,2021-07-19,2021-07-19,"The Internet of Things technology offers convenience and innovation in areas such as smart homes and smart cities. Internet of Things solutions require careful management of devices and the risk mitigation of potential vulnerabilities within cyber-physical systems. The Internet of Things concept, its implementations, and applications are frequently discussed on social media platforms. This research illuminates the public view of the Internet of Things through a content-based and network analysis of contemporary conversations occurring on the Twitter platform. Tweets can be analyzed with machine learning methods to converge the volume and variety of conversations into predictive and descriptive models. We have reviewed 684,503 tweets collected in a 2-week period. Using supervised and unsupervised machine learning methods, we have identified trends within the realm of IoT and their interconnecting relationships between the most mentioned industries. We have identified characteristics of language sentiment which can help to predict the popularity of IoT conversation topics. We found the healthcare industry as the leading use case industry for IoT implementations. This is not surprising as the current COVID-19 pandemic is driving significant social media discussions. There was an alarming dearth of conversations towards cybersecurity. Recent breaches and ransomware events denote that organizations should spend more time communicating about risks and mitigations. Only 12% of the tweets relating to the Internet of Things contained any mention of topics such as encryption, vulnerabilities, or risk, among other cybersecurity-related terms. We propose an IoT Cybersecurity Communication Scorecard to help organizations benchmark the density and sentiment of their corporate communications regarding security against their specific industry.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s43926-021-00016-5,springer
Article,doi:10.1007/s13218-021-00733-7,Teaching Artificial Intelligence to K-12 Through a Role-Playing Game Questioning the Intelligence Concept,KI - Künstliche Intelligenz,10.1007/s13218-021-00733-7,Springer,2021-06-01,2021-06-24,"Although artificial intelligence (AI) is becoming increasingly important in the media environment (search engines, chatbots, home assistants, recommendation systems, etc.), the general audiences’ knowledge of it remains limited, which biases their representations. To compensate for this, some governments show an interest in teaching it from an early age. It appears that educational resources related to AI literacy in schools are most often focused on technical skills. However, the challenges of such education are also ethical and societal, requiring an interdisciplinary and critical approach. This research aims at developing a 10–14 years old curriculum questioning the concept of intelligence in AI systems, and crossing computer science education and media literacy education. Through a role-playing game, the children discover the basic concepts of machine learning. Beyond their initial representations, which they become aware that they are largely fueled by the media, they can realize that an AI system is the result of design choices and that it only works within the framework that has been defined for it. Moreover, the possibility for teachers to teach the curriculum themselves in their classes is also evaluated. To this end, the curriculum was taught to 60 future trainee teachers, 70 middle school pupils, and 12 elementary pupils. Interviews were conducted also with 5 teachers who had either observed the curriculum taught by a researcher or attempted to teach it themselves. The results show that the children’s representations have evolved towards representations that are more technically correct (although incomplete), but not very oriented towards aspects that open up critical questioning. The difficulties revealed in the implementation of the critical part are due in particular to the complexity of the IT concepts to be addressed, but also to the lack of teacher training. However, the data collected seems to confirm the interest and feasibility of crossing different disciplinary approaches to address certain aspects of AI. In conclusion, in addition to the curriculum, this paper describes a theoretical model of critical citizenship education in technology that integrates approaches to computer science education and media literacy education, and gives avenues for other designers and researchers to create AI critical educational experiences for K-12 learners.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13218-021-00733-7,springer
Article,doi:10.1007/s12525-020-00414-7,AI-based chatbots in customer service and their effects on user compliance,Electronic Markets,10.1007/s12525-020-00414-7,Springer,2021-06-01,2020-03-17,"Communicating with customers through live chat interfaces has become an increasingly popular means to provide real-time customer service in many e-commerce settings. Today, human chat service agents are frequently replaced by conversational software agents or chatbots, which are systems designed to communicate with human users by means of natural language often based on artificial intelligence (AI). Though cost- and time-saving opportunities triggered a widespread implementation of AI-based chatbots, they still frequently fail to meet customer expectations, potentially resulting in users being less inclined to comply with requests made by the chatbot. Drawing on social response and commitment-consistency theory, we empirically examine through a randomized online experiment how verbal anthropomorphic design cues and the foot-in-the-door technique affect user request compliance. Our results demonstrate that both anthropomorphism as well as the need to stay consistent significantly increase the likelihood that users comply with a chatbot’s request for service feedback. Moreover, the results show that social presence mediates the effect of anthropomorphic design cues on user compliance.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12525-020-00414-7,springer
Article,doi:10.1007/s10140-020-01885-z,Automated processing of social media content for radiologists: applied deep learning to radiological content on twitter during COVID-19 pandemic,Emergency Radiology,10.1007/s10140-020-01885-z,Springer,2021-06-01,2021-01-18,"Purpose The purpose of this study was to develop an automated process to analyze multimedia content on Twitter during the COVID-19 outbreak and classify content for radiological significance using deep learning (DL). Materials and methods Using Twitter search features, all tweets containing keywords from both “radiology” and “COVID-19” were collected for the period January 01, 2020 up to April 24, 2020. The resulting dataset comprised of 8354 tweets. Images were classified as (i) images with text (ii) radiological content (e.g., CT scan snapshots, X-ray images), and (iii) non-medical content like personal images or memes. We trained our deep learning model using Convolutional Neural Networks (CNN) on training dataset of 1040 labeled images drawn from all three classes. We then trained another DL classifier for segmenting images into categories based on human anatomy. All software used is open-source and adapted for this research. The diagnostic performance of the algorithm was assessed by comparing results on a test set of 1885 images. Results Our analysis shows that in COVID-19 related tweets on radiology, nearly 32% had textual images, another 24% had radiological content, and 44% were not of radiological significance. Our results indicated a 92% accuracy in classifying images originally labeled as chest X-ray or chest CT and a nearly 99% accurate classification of images containing medically relevant text. With larger training dataset and algorithmic tweaks, the accuracy can be further improved. Conclusion Applying DL on rich textual images and other metadata in tweets we can process and classify content for radiological significance in real time.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10140-020-01885-z,springer
Article,doi:10.1007/s10956-021-09902-7,Commentary—Applying Machine Learning in Science Assessment: Opportunity and Challenges,Journal of Science Education and Technology,10.1007/s10956-021-09902-7,Springer,2021-04-01,2021-02-17,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10956-021-09902-7,springer
Article,doi:10.1007/s42438-020-00205-5,Review of Ilia Delio (2020). Re-Enchanting the Earth: Why AI Needs Religion,Postdigital Science and Education,10.1007/s42438-020-00205-5,Springer,2021-04-01,2021-01-17,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s42438-020-00205-5,springer
Article,doi:10.1007/s10796-020-09997-0,GarNLP: A Natural Language Processing Pipeline for Garnishment Documents,Information Systems Frontiers,10.1007/s10796-020-09997-0,Springer,2021-02-01,2020-03-17,"Basic elements of the law, such as statuses and regulations, are embodied in natural language, and strictly depend on linguistic expressions. Hence, analyzing legal contents is a challenging task, and the legal domain is increasingly looking for automatic-processing support. This paper focuses on a specific context in the legal domain, which has so far remained unexplored: automatic processing of garnishment documents. A garnishment is a legal procedure by which a creditor can collect what a debtor owes by requiring to confiscate a debtor’s property (e.g., a checking account) that is hold by a third party, dubbed garnishee. Our proposal, motivated by a real-world use case, is a versatile natural-language-processing pipeline to support a garnishee in the processing of a large-scale flow of garnishment documents. In particular, we mainly focus on two tasks: (i) categorize received garnishment notices onto a predefined taxonomy of categories; (ii) perform an information-extraction phase, which consists in automatically identifying from the text various information, such as identity of involved actors, amounts, and dates. The main contribution of this work is to describe challenges, design, implementation, and performance of the core modules and methods behind our solution. Our proposal is a noteworthy example of how data-science techniques can be successfully applied to a novel yet challenging real-world context.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10796-020-09997-0,springer
Article,doi:10.1186/s13007-021-00744-3,PredCRG: A computational method for recognition of plant circadian genes by employing support vector machine with Laplace kernel,Plant Methods,10.1186/s13007-021-00744-3,BioMed Central,2021-04-26,2021-04-26,"Background Circadian rhythms regulate several physiological and developmental processes of plants. Hence, the identification of genes with the underlying circadian rhythmic features is pivotal. Though computational methods have been developed for the identification of circadian genes, all these methods are based on gene expression datasets. In other words, we failed to search any sequence-based model, and that motivated us to deploy the present computational method to identify the proteins encoded by the circadian genes. Results Support vector machine (SVM) with seven kernels, i.e., linear, polynomial, radial, sigmoid, hyperbolic, Bessel and Laplace was utilized for prediction by employing compositional, transitional and physico-chemical features. Higher accuracy of 62.48% was achieved with the Laplace kernel, following the fivefold cross- validation approach. The developed model further secured 62.96% accuracy with an independent dataset. The SVM also outperformed other state-of-art machine learning algorithms, i.e., Random Forest, Bagging, AdaBoost, XGBoost and LASSO. We also performed proteome-wide identification of circadian proteins in two cereal crops namely, Oryza sativa and Sorghum bicolor , followed by the functional annotation of the predicted circadian proteins with Gene Ontology (GO) terms. Conclusions To the best of our knowledge, this is the first computational method to identify the circadian genes with the sequence data. Based on the proposed method, we have developed an R-package PredCRG ( https://cran.r-project.org/web/packages/PredCRG/index.html ) for the scientific community for proteome-wide identification of circadian genes. The present study supplements the existing computational methods as well as wet-lab experiments for the recognition of circadian genes.",https://www.biomedcentral.com/openurl?doi=10.1186/s13007-021-00744-3,springer
Article,doi:10.1007/s11370-021-00358-7,Combining CNN and LSTM for activity of daily living recognition with a 3D matrix skeleton representation,Intelligent Service Robotics,10.1007/s11370-021-00358-7,Springer,2021-04-01,2021-03-10,"In socially assistive robotics, human activity recognition plays a central role when the adaptation of the robot behavior to the human one is required. In this paper, we present an activity recognition approach for activities of daily living based on deep learning and skeleton data. In the literature, ad hoc features extraction/selection algorithms with supervised classification methods have been deployed, reaching an excellent classification performance. Here, we propose a deep learning approach, combining CNN and LSTM, that exploits both the learning of spatial dependencies correlating the limbs in a skeleton 3D grid representation and the learning of temporal dependencies from instances with a periodic pattern that works on raw data and so without requiring an explicit feature extraction process. These models are proposed for real-time activity recognition, and they are tested on the CAD-60 dataset. Results show that the proposed model behaves better than an LSTM model thanks to the automatic features extraction of the limbs’ correlation. “New Person” results show that the CNN-LSTM model achieves $$95.4\%$$ 95.4 % of precision and $$94.4\%$$ 94.4 % of recall, while the “Have Seen” results are $$96.1\%$$ 96.1 % of precision and $$94.7\%$$ 94.7 % of recall.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11370-021-00358-7,springer
Chapter,doi:10.1007/978-3-030-77939-9_21,Recent Advances of Deep Learning in Biology,Deep Learning for Unmanned Systems,10.1007/978-3-030-77939-9_21,Springer,2021-01-01,2021-10-02,"The combined influence of new computational tools and techniques with an increase of massive data sets transforms many research fields and can lead to technological breakthroughs that billions of people can make use of it. The past few years have seen remarkable developments in machine learning and especially in deep learning (DL). Techniques developed within those two fields (DL and biology) can now analyze and learn in different formats from a large number of real-world examples. Even though there are a large number of deep learning algorithms, also implemented extensively and are increasing through frameworks and libraries. A large number of open-source applications from academia, business, start-ups, or wider open-source communities speeds up applications development in this area (DL and Biology). This chapter covers a summary of the new concepts and comparisons, as well as developments in deep learning and the use of the biological dataset. It also describes drug-treated and diseased cells capable of effectively scaling computations and efficiently in the era of cell biology. In this chapter, the author introduces deep learning and emerging biological developments, discussion of technology for specifically attraction of deep learning in the biology field. The chapter concludes considering deep learning and current attraction in biology, cell, images, and bioinformatics data set.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-77939-9_21,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-64058-3_51,Using Deep Learning as Prediction Model in Poll-Driven Social Science Applications,14th International Conference on Theory and Application of Fuzzy Systems and Soft Computing – ICAFS-2020,10.1007/978-3-030-64058-3_51,Springer,2021-01-01,2021-01-05,"A novel application of artificial intelligence in social sciences is discussed in this paper. The work describes an intelligent deep learning model that is designed and trained to anticipate people’s expectations regarding reaching a political settlement for the ongoing Cyprus conflict. Our model utilizes deep learning neural networks architecture to associate people’s information and views on important issues related to the ongoing peace process mediations, together with their expectation for signing a peace deal by the end of year 2020. We collected the database through completed surveys and polls by a group of university students studying international relations in Northern Cyprus. The obtained database undergoes digital coding prior to using it to train and test the proposed prediction model. A deep learning fully connected dense neural network model (DNN) with five hidden layers is designed, implemented, and its performance is then compared to that of the classic back propagation neural network. The obtained results suggest that the proposed novel method based on deep learning architecture, can be successfully applied to predict similar real-life applications where people’s reactions can be recorded, digitized and used to predict their perceptions.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-64058-3_51,springer
Chapter ConferencePaper,doi:10.1007/978-981-15-8443-5_10,Machine Learning Techniques to Determine the Polarity of Messages on Social Networks,"Proceedings of International Conference on Intelligent Computing, Information and Control Systems",10.1007/978-981-15-8443-5_10,Springer,2021-01-01,2021-01-25,"With the origin of Web 2.0, the Internet contains large amounts of user-generated information on an unlimited number of topics. Many entities such as corporations or political groups seek to gain knowledge through the opinions expressed by users. Social platforms such as Facebook or Twitter have proven to be successful for these tasks, due to the high volume of real-time messages generated and the large number of users that use them every day (Leis et al., J Med Internet Res 21(6):e14199, 2019, [ 1 ]). This paper focuses on the problem of Global Sentiment Analysis. Using the texts that compose the corpus in Spanish built by Sixto et al. (International conference on applications of natural language to information systems. Springer, Cham, 2016 [ 2 ]), and selecting the three most used classifiers by the state of the art of Naive Bayes, MSV and J48 through the Weka software.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-15-8443-5_10,springer
Chapter ReferenceWorkEntry,doi:10.1007/978-3-319-70488-3_14,Machine Learning,Encyclopedia of Security and Emergency Management,10.1007/978-3-319-70488-3_14,Springer,2021-01-01,2021-06-09,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-319-70488-3_14,springer
Chapter,doi:10.1007/978-3-030-76387-9_2,Cyber-Physical-Social Systems: An Overview,Smart Connected World,10.1007/978-3-030-76387-9_2,Springer,2021-01-01,2021-09-28,"For the past few years, devices or systems have been transformed into smart connected devices or systems, which are widely named as Internet of Things (IoT) and cyber-physical systems (CPSs). Integrating social networks to CPSs results in a new paradigm called cyber-physical-social systems (CPSSs). CPSSs include the human-to-device communications and device-to-device communications and create continuous interaction of human-device relationships. The fifth-generation (5G) wireless communication networks, wireless sensor networks, big data, artificial intelligence (AI), virtual reality (VR), and augmented reality (AR) are the supporting technologies of CPSSs. This chapter discusses the concept of the CPSSs, their supporting technologies, and the implementation of CPSSs in different domains. It also observes current challenges such as privacy concerns, ethical issues, safety, security, interdependence, and compatibility.",http://link.springer.com/openurl/pdf?id=doi:10.1007/978-3-030-76387-9_2,springer
Chapter ConferencePaper,doi:10.1007/978-981-15-4474-3_29,A Survey on Machine Learning and Deep Learning Based Approaches for Sarcasm Identification in Social Media,Data Science and Intelligent Applications,10.1007/978-981-15-4474-3_29,Springer,2021-01-01,2020-06-18,"Today, sentiment analysis is a basic way through which one can get an idea regarding opinion, attitude and emotion towards person or aspects or products or services, etc. In the last several years, researchers are working on a technique to analyse social media data and social chain to identify the undisclosed information from it and to make meaningful patterns and decisions through it. In sentiment analysis, sarcasm is one kind of emotion which contains the contents that are opposite of what you really want to say. People use it to show disrespect or to taunt someone. Sarcasm is useful to show silliness and to be entertaining. Sarcasm can be expressed verbally or through certain gestural clues like rolling of the eyes or raising the eyebrows, etc. A number of ways are implemented to detect sarcasm. In this paper, we try to explain current and trending ways which are used to detect sarcasm.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-15-4474-3_29,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-86383-8_32,Design and Evaluation of Deep Learning Models for Real-Time Credibility Assessment in Twitter,Artificial Neural Networks and Machine Learning – ICANN 2021,10.1007/978-3-030-86383-8_32,Springer,2021-01-01,2021-09-07,"Social media have an enormous impact on modern life but are prone to the dissemination of false information. In several domains, such as crisis management or political communication, it is of utmost importance to detect false and to promote credible information. Although educational measures might help individuals to detect false information, the sheer volume of social big data, which sometimes need to be analysed under time-critical constraints, calls for automated and (near) real-time assessment methods. Hence, this paper reviews existing approaches before designing and evaluating three deep learning models (MLP, RNN, BERT) for real-time credibility assessment using the example of Twitter posts. While our BERT implementation achieved best results with an accuracy of up to 87.07% and an F1 score of 0.8764 when using metadata, text, and user features, MLP and RNN showed lower classification quality but better performance for real-time application. Furthermore, the paper contributes with a novel dataset for credibility assessment.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-86383-8_32,springer
