contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Chapter ReferenceWorkEntry,doi:10.1007/978-3-030-48200-8_21-1,NDE in The Automotive Sector,Handbook of Nondestructive Evaluation 4.0,10.1007/978-3-030-48200-8_21-1,Springer,2021-01-01,2021-05-13,"Industrial manufacturing and nondestructive evaluation (NDE) are simultaneously undergoing their fourth revolutions, termed Industry 4.0 and NDE 4.0, respectively. Industry 4.0 requires NDE 4.0, which often requires the integration of artificial intelligence (AI) into the process of NDE data interpretation. The automotive manufacturing industry stands to greatly benefit from NDE 4.0, but its implementation presents many challenges that must be overcome. In this chapter, we discuss the benefits and challenges of Industry/NDE 4.0 in the context of automotive manufacturing. We discuss signal/image processing and AI, and elaborate on the roles of AI (particularly deep learning) in Industry/NDE 4.0. We then present an intriguing case study which highlights the considerations and challenges of transforming a preexisting NDE system for an automotive application – real-time integrated resistance spot weld analysis – for NDE 4.0, through the integration of AI. This case study involves discussion of the original automated NDE system, the development of a deep learning component for NDE data interpretation, and the considerations for the development of a feedback system including further development of an adaptive control algorithm for resistance spot welding. These elements (automated NDE data acquisition and big data storage, AI-based interpretation, feedback, and adaptive control) are essential to NDE 4.0, Industry 4.0, and the concept of zero-defect manufacturing in the automotive industry. Finally, we discuss four potential NDE applications in automotive manufacturing – resistance spot welding (post-process inspection), adhesive bonding, laser brazing, and polymer joints – in which AI can be leveraged for automated NDE data interpretation.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-48200-8_21-1,springer
Chapter ConferencePaper,doi:10.1007/978-981-15-5784-2_16,Automatic Classification of Rotating Machinery Defects Using Machine Learning (ML) Algorithms,Human Centred Intelligent Systems,10.1007/978-981-15-5784-2_16,Springer,2021-01-01,2020-05-30,"Electric machines and motors have been the subject of enormous development. New concepts in design and control allow expanding their applications in different fields. The vast amount of data have been collected almost in any domain of interest. They can be static; that is to say, they represent real-world processes at a fixed point of time. Vibration analysis and vibration monitoring, including how to detect and monitor anomalies in vibration data are widely used techniques for predictive maintenance in high-speed rotating machines. However, accurately identifying the presence of a bearing fault can be challenging in practice, especially when the failure is still at its incipient stage, and the signal-to-noise ratio of the monitored signal is small. The main objective of this work is to design a system that will analyze the vibration signals of a rotating machine, based on recorded data from sensors, in the time/frequency domain. As a consequence of such substantial interest, there has been a dramatic increase of interest in applying Machine Learning (ML) algorithms to this task. An ML system will be used to classify and detect abnormal behavior and recognize the different levels of machine operation modes (normal, degraded, and faulty). The proposed solution can be deployed as predictive maintenance for Industry 4.0.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-15-5784-2_16,springer
Chapter,doi:10.1007/978-3-030-76387-9_2,Cyber-Physical-Social Systems: An Overview,Smart Connected World,10.1007/978-3-030-76387-9_2,Springer,2021-01-01,2021-09-28,"For the past few years, devices or systems have been transformed into smart connected devices or systems, which are widely named as Internet of Things (IoT) and cyber-physical systems (CPSs). Integrating social networks to CPSs results in a new paradigm called cyber-physical-social systems (CPSSs). CPSSs include the human-to-device communications and device-to-device communications and create continuous interaction of human-device relationships. The fifth-generation (5G) wireless communication networks, wireless sensor networks, big data, artificial intelligence (AI), virtual reality (VR), and augmented reality (AR) are the supporting technologies of CPSSs. This chapter discusses the concept of the CPSSs, their supporting technologies, and the implementation of CPSSs in different domains. It also observes current challenges such as privacy concerns, ethical issues, safety, security, interdependence, and compatibility.",http://link.springer.com/openurl/pdf?id=doi:10.1007/978-3-030-76387-9_2,springer
Chapter ReferenceWorkEntry,doi:10.1007/978-3-030-32811-5_123-2,Water 4.0: Enhancing Climate Resilience,The Palgrave Handbook of Climate Resilient Societies,10.1007/978-3-030-32811-5_123-2,Springer,2021-01-01,2021-07-13,"For this chapter, water 4.0 is defined as the industry 4.0 concept applied to the water sector. As industry 4.0 reflects the fourth industrial revolution , water 4.0 reflects the fourth water revolution . Based on the literature review and case studies, this chapter examines a proposition that water 4.0 will increase not only the sector’s economic effectiveness but also sustainability including climate resilience. Relevant technologies include digital twins , visualization, wireless monitoring sensors, industrial internet of things (IoT/IIoT), cloud computing, and predictive or prescriptive analytics but also blockchain , drones, and cybersecurity. For water 4.0 becoming a reality, water utility companies need not only collect more data but also to have proper analytical tools in place to convert data into information supporting optimal decisions. The current tools should preferably be replaced by machine learning algorithms that are nonlinear, nonstationary, and dynamic and thus aligned closely with the real world. It has been suggested in this chapter that such disruptive technologies be introduced through an ISO 55001-based asset management system (AMS). ISO 19650 series supplements ISO 55001 and contains additional requirements for the AMS development by focusing particularly on asset information. For this purpose, the series provides assistance with big data and digital twins . Two approaches are applicable to the implementation of water 4.0 through AMS: adaptability and more traditional continuous improvement with the former considered in this chapter as preferred but requires a sufficient level of asset management maturity. Therefore, it might be prudent that every organization sets their own water 4.0 -related standards and objectives in their own AMS and considers the preferred level of adaptability . Adaptability is arguably required for water 4.0 with adaptation bringing the greatest value .",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-32811-5_123-2,springer
Chapter ReferenceWorkEntry,doi:10.1007/978-3-030-32811-5_123-1,Water 4.0: Enhancing Climate Resilience,The Palgrave Handbook of Climate Resilient Societies,10.1007/978-3-030-32811-5_123-1,Springer,2021-01-01,2021-03-11,"For this chapter, water 4.0 is defined as the industry 4.0 concept applied to the water sector. As industry 4.0 reflects the fourth industrial revolution , water 4.0 reflects the fourth water revolution . Based on the literature review and case studies, this chapter examines a proposition that water 4.0 will increase not only the sector’s economic effectiveness but also sustainability including climate resilience. Relevant technologies include digital twins , visualization, wireless monitoring sensors, industrial internet of things (IoT/IIoT), cloud computing, and predictive or prescriptive analytics but also blockchain , drones, and cybersecurity. For water 4.0 becoming a reality, water utility companies need not only collect more data but also to have proper analytical tools in place to convert data into information supporting optimal decisions. The current tools should preferably be replaced by machine learning algorithms that are nonlinear, nonstationary, and dynamic and thus aligned closely with the real world. It has been suggested in this chapter that such disruptive technologies be introduced through an ISO 55001-based asset management system (AMS). ISO 19650 series supplements ISO 55001 and contains additional requirements for the AMS development by focusing particularly on asset information. For this purpose, the series provides assistance with big data and digital twins . Two approaches are applicable to the implementation of water 4.0 through AMS: adaptability and more traditional continuous improvement with the former considered in this chapter as preferred but requires a sufficient level of asset management maturity. Therefore, it might be prudent that every organization sets their own water 4.0 -related standards and objectives in their own AMS and considers the preferred level of adaptability . Adaptability is arguably required for water 4.0 with adaptation bringing the greatest value .",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-32811-5_123-1,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-71061-3_8,An Intelligent Predictive Maintenance Approach Based on End-of-Line Test Logfiles in the Automotive Industry,Industrial IoT Technologies and Applications,10.1007/978-3-030-71061-3_8,Springer,2021-01-01,2021-03-11,"Through technological advents from Industry 4.0 and the Internet of Things, as well as new Big Data solutions, predictive maintenance begins to play a strategic role in the increasing operational performance of any industrial facility. Equipment failures can be very costly and have catastrophic consequences. In its basic concept, Predictive maintenance allows minimizing equipment faults or service disruptions, presenting promising cost savings. This paper presents a data-driven approach, based on multiple-instance learning, to predict malfunctions in End-of-Line Testing Systems through the extraction of operational logs, which, while not designed to predict failures, contains valid information regarding their operational mode over time. For the case study performed, a real-life dataset was used containing thousands of log messages, collected in a real automotive industry environment. The insights gained from mining this type of data will be shared in this paper, highlighting the main challenges and benefits, as well as good recommendations, and best practices for the appropriate usage of machine learning techniques and analytics tools that can be implemented in similar industrial environments.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-71061-3_8,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-69367-1_1,Challenges and Frontiers in Implementing Artificial Intelligence in Process Industry,Impact and Opportunities of Artificial Intelligence Techniques in the Steel Industry,10.1007/978-3-030-69367-1_1,Springer,2021-01-01,2021-02-05,"The implementation of artificial intelligence faces different challenges of infrastructural, data related, security related and social scope. These aspects are discussed, reflecting on the requirements of introducing such a technology in a broader way. Machine learning, as subfield of artificial intelligence, benefits from advances in Big Data science. One example is the $$\lambda $$ λ -architecture which can be used for the treatment of streamed process data in industrial applications. Digital twins are shown as further tool providing object-oriented data for machine learning applications. Yet, the increasing freedom of data transfer within a plant, as propagated by Industry 4.0, poses new risks for information technology and automation systems: security of those components is one of the big challenges. Here, artificial intelligence can seen as both risk and solution. A last relevant challenge is acceptance among the staff, as artificial intelligence is associated with fears. Counterstrategies for those fears are presented as a proposed guideline for real applications. Finally, current frontiers at process industry are considered and discussed. These include the need for strengthening the use of high-dimensional data availability, increased roll-out of optimisation concepts and rigorous progresses in semantic modelling of processes and process chains, in order to fully exploit the beneficial scope of artificial intelligence in industry.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-69367-1_1,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-77857-6_15,"Intelligence Augmentation for Educators, Training Professionals, and Learners",Adaptive Instructional Systems. Design and Evaluation,10.1007/978-3-030-77857-6_15,Springer,2021-01-01,2021-07-03,"“Learning” is a means to an end; the end is to perform. Tools aid human performance. Before electronic computers became commercially available, the term “computer” meant “one who computes”: a person performing mathematical calculations. Humans no longer need to do parts of a task that computers or machines can do well. In many industries, intelligent machines with advanced hardware or software have been exploited to augment human performance. In comparison, education and training industries have yet to realize the potential of intelligence augmentation. In this paper, we review case studies of Intelligence Augmentation in industry and in educational institutions, considering common barriers to adoption in the latter. We also explore the possibilities of collaboration between humans and intelligent machines based on Industry 4.0 tools and techniques. Based on industry examples, we propose a model for building collaboration between humans and intelligent machines for improved performance in the development and delivery of teaching and learning.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-77857-6_15,springer
Chapter,doi:10.1007/978-981-16-3227-3_13,Industry 4.0 Technologies and Their Applications in Fighting COVID-19,Sustainability Measures for COVID-19 Pandemic,10.1007/978-981-16-3227-3_13,Springer,2021-01-01,2021-10-29,"Industry 4.0 represents the revolution of the fourth industry. Cyber-physical systems form the backbone of Industry 4.0. Cyber-physical systems use modern control systems with embedded software connected through IoT. Basically, cyber-physical systems build the facilities required in recent industries. Industry 4.0 is a blend of automations and data exchanges in various technologies like manufacturing industries, retail industries, and public services like hospitals and schools. With Industry 4.0, it is possible to develop smart applications to fight with the uncommon situation like COVID-19. Pandemics are the sudden attacks on public health, due to which the public services like hospitals collapse. Such situations demand the requirement of a medical facility in a nonlinear way which is hard to handle with traditional demand–supply strategy. This may lead to insufficient occupancy of services, etc. This insufficient occupancy leads to big losses in public health and lives. These scenarios can be handled by promoting the usage of advanced technology as a substitute for many services. Industry 4.0 revolutions are capable of handling such sudden situations like COVID-19 wherein social distancing plays a key role in stopping the spread of this. In a pandemic situation like COVID-19, the manpower requirement can be replaced with automated devices and cyber-physical systems, which will assist and substitute humans in providing the various services like real-time assistance, observation, medication, and sanitization. This chapter discusses the Industry 4.0 applications, methods, and case studies in various applications, which are essential to handle the sudden pandemic like COVID-19.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-16-3227-3_13,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-67292-8_3,Autonomously Improving Systems in Industry: A Systematic Literature Review,Software Business,10.1007/978-3-030-67292-8_3,Springer,2021-01-01,2021-01-22,"A significant amount of research effort is put into studying machine learning (ML) and deep learning (DL) technologies. Real-world ML applications help companies to improve products and automate tasks such as classification, image recognition and automation. However, a traditional “fixed” approach where the system is frozen before deployment leads to a sub-optimal system performance. Systems autonomously experimenting with and improving their own behavior and performance could improve business outcomes but we need to know how this could actually work in practice. While there is some research on autonomously improving systems, the focus on the concepts and theoretical algorithms. However, less research is focused on empirical industry validation of the proposed theory. Empirical validations are usually done through simulations or by using synthetic or manually alteration of datasets. The contribution of this paper is twofold. First, we conduct a systematic literature review in which we focus on papers describing industrial deployments of autonomously improving systems and their real-world applications. Secondly, we identify open research questions and derive a model that classifies the level of autonomy based on our findings in the literature review.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-67292-8_3,springer
Chapter,doi:10.1007/978-3-030-70009-6_11,AR and VR in Manufacturing,Futuristic Trends in Intelligent Manufacturing,10.1007/978-3-030-70009-6_11,Springer,2021-01-01,2021-06-01,"Digitization is the backbone and major cause in the era of Industry Industry 4.0. Manufacturing Manufacturing industries Industry are in the midst of a transformation regarding the method of manufacturing Manufacturing processing and delivering of goods to customers. Until now the production Production of various goods done by the manufacturing industries Industry uses the traditional method of old machines and human labor but looking into the plan of industry Industry 4.0 it gives tremendous outcomes in terms of economical aspect as well as safety-wise in the long run.. In the first revolution, the manufacturing sector was mainly based on using mechanical human-operated machines which needed a lot of labors to complete the work, Second revolution is the use of mass production Production and assembly lines with the help of electricity. The third revolution was mainly based on advancements made in machines by introducing computers and reducing the burden on human shoulders. But now the beginning of industry Industry 4.0 has started and many manufacturing Manufacturing sectors are getting benefited from this. Industry Industry 4.0 is the automation Automation simulation smart Smart system based environment where Augmented Augmented reality(AR) and Virtual reality(VR) comes into play. Industry Industry 4.0 has started to change the complete industrial experience and with the introduction of AR and VR in manufacturing Manufacturing sectors the profit-economy growth graph is starting to rise hence establishing a strong foundation and helping to deliver good sufficient advanced products that customer desires with the help of purely Automation Automation and Artificial intelligence Artificial intelligence . Industry Industry 4.0 is based on data the way it can be gathered, analyzed and deployed in the manufacturing Manufacturing sector with help of Augmented Augmented and Virtual reality.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-70009-6_11,springer
Chapter ConferencePaper,doi:10.1007/978-981-16-0182-8_42,The Blueprint of Managing Manpower in the Framework of Industry 4.0,Next Generation Materials and Processing Technologies,10.1007/978-981-16-0182-8_42,Springer,2021-01-01,2021-06-14,"The Germans are known for the nomenclature of Industry 4.0, which focuses on the virtual reality through the emphasis on robotics, digitization, and automation. In 2013, the “Industry 4.0 Proclamation” was put into practicality and promulgates the modernity of both strategic and intelligent industries in the twenty-first century. This new phenomenon of Industry 4.0 repositions the traditional manpower management into a modern concept of Smart Human Resources 4.0 (SHR 4.0). The study aims to find various strategies to manage manpower in Industry 4.0. It also specifies essential skills and competencies required for SHR4.0. Lastly, the study identifies different changes, benefits, and challenges associated with implementation of SHR 4.0. The exploratory study is based on qualitative analysis of secondary data. Systematic review technique is used for the collection of data from relevant research papers related to the objective of the study. The notion of SHR 4.0 facilitates the emergence of innovative technologies for which the new generation employees require the potential to reconstruct end to end HR processes. The key benefits behind this new notion include appointment of non-substitutable talent, decentralization of authority, promotion of creativity and innovativeness, effective utilization of manpower, and leaner human resource departments. This also accounts for few chief challenges in the form of appropriate selection of advanced technological tools, a control on the expectations of multigenerational manpower, and finally encourages a culture of willingness to adapt SHR 4.0.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-16-0182-8_42,springer
Article,doi:10.1007/s10845-020-01570-5,Intelligent manufacturing Lie Group Machine Learning: real-time and efficient inspection system based on fog computing,Journal of Intelligent Manufacturing,10.1007/s10845-020-01570-5,Springer,2021-01-01,2020-04-28,"Due to the improvement of network infrastructure and the application of Internet of Things equipment, a large number of sensors are deployed in the industrial pipeline production, and the large size of data is generated. The most typical case in the production line is product inspection, that is, defect inspection. To implement an efficient and robust detection system, in this study, we propose a classification computing model based on Lie Group Machine Learning, which can find the possible defective products in production. Usually, a workshop has a lot of assembly lines. How to process large data on so many production lines in real-time and accurately is a difficult problem. To solve this problem, we use the concept of fog computing to design the system. By offloading the computation burden from the cloud server center to the fog nodes, the system obtains the ability to deal with extremely data. Our system has two obvious advantages. The first one is to apply Lie Group Machine Learning to fog computing environment to improve the computational efficiency and robustness of the system. The other is that without increasing any production costs, it can quickly detect products, reduce network latency, and reduce the load on bandwidth. The simulations prove that, compared with the existing methods, the proposed method has an average running efficiency increase of 52.57%, an average delay reduction of 42.13%, and an average accuracy increase of 27.86%.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10845-020-01570-5,springer
Chapter,doi:10.1007/978-3-030-63139-0_1,Industrial Internet of Things Framework,Data Analytics in the Era of the Industrial Internet of Things,10.1007/978-3-030-63139-0_1,Springer,2021-01-01,2021-02-06,"The Industrial Internet of Things (IIoT) allows instrumented entities and people in an industrial enterprise to collaborate, share information, work together, communicate, and make decisions. The IIoT provides an avenue to have improved visibility and insight into the operations and assets of an industrial enterprise by integrating machine sensors, middleware, software, and back end cloud compute and data repository systems. It provides a method of transforming business operational processes by using as feedback the results gained from analyzing large datasets through advanced analytics. Objects in the IIoT enterprise are human and machine sensors that communicate with each other within a complex layered architecture infrastructure to make decisions in real-time. Analytics is the main engine of IIoT systems. Analytics is provided by machine learning algorithms, which are considered a branch of Artificial Intelligence. The machine learning capabilities in IIoT systems help to make commonplace industrial tasks more automated, more reliable, more consistent, and more accurate. Enterprises that travel the IIoT road, in addition to become more proactive in their decision-making capabilities, often generate new and exciting job opportunities for their employees.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-63139-0_1,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-85874-2_34,A Digital Twin-Driven Methodology for Material Resource Planning Under Uncertainties,Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems,10.1007/978-3-030-85874-2_34,Springer,2021-01-01,2021-08-31,"With the Industry 4.0 revolution currently underway, manufacturing companies are massively adopting new technologies to achieve the virtualization of their shop floor and the collaboration of their information systems. This process often leads to the construction of a real-time, collaborative, and intelligent virtual factory of their physical factory (so-called digital twin). The application of digital twins and frontier technologies in production planning still faces many challenges. But the research is still limited about how these frontier technologies can be applied to enhance production planning. This paper introduces how to enhance material resource planning (MRP) with digital twins and other frontier technologies, and presents a framework for the integration of MRP software with digital twin technologies. Indeed, the data collected from the shop floor can improve the accuracy of the optimization models used in the MRP software. First, several MRP parameters are unknown when planning, and some of these parameters may be accurately forecasted from the data with machine learning. Nevertheless, the forecast will never be perfect, and the variability of some parameters may have a critical impact on the resulting plan. Therefore, the optimization approach must properly account for these uncertainties, and some methods must allow building probability distribution from the data. Second, as the optimization models in MRP are based on aggregated data, the resulting plans are usually not implementable in practice. The capacity constraints may be acquired by communication with an accurate simulation of the execution of the plan on the shop floor.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-85874-2_34,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-73050-5_14,Building IoT Analytics and Machine Learning with Open Source Software for Prediction of Environmental Data,Hybrid Intelligent Systems,10.1007/978-3-030-73050-5_14,Springer,2021-01-01,2021-04-17,"This paper proposes Internet of Things (IoT) analytics and machine learning based on open-source software for environmental data collected from the monitored sites such as industrial and high-tech zones. The IoT platform needs to meet the functional requirements such as data collection and storage data for a long time, device management, real-time monitored parameters, security, and data analysis. We present the design method of an IoT platform with functions of data collection and storage, real-time data streaming, and how to apply Recurrent Neural Network (RNN) to predictive analysis of environmental parameters. We also implement data pipeline to serve machine learning model training as well as prediction. Initial prediction results for the ambient temperature parameter based on machine learning models and built-in IoT platforms can continue to be developed for many other environmental parameters.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-73050-5_14,springer
