@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124676519', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124676519?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124676519&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124676519&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124676519,SCOPUS_ID:85124676519,2-s2.0-85124676519,"5th International Workshop on Artificial Intelligence for Business Process Management, AI4BPM 2021, 17th International Workshop on Business Process Intelligence, BPI 2021, 1st International Workshop on BPM Governance for and Beyond DigitalTransformation, BPMGOV 2021, 1st International Workshop on Business Process Management and Routine Dynamics, BPM and RD 2021, 14th International Workshop on Social and Human Aspects of Business Process Management, BPMS2 2021, 9th International Workshop on DEClarative, DECision and Hybrid approaches to processes, DEC2H 2021, 5th International Workshop on Business Processes Meet the Internet-of-Things, BP-Meet-IoT 2021, 4th International Workshop on Security and Privacy-enhanced Business Process Management, SPBP 2021 held at 19th International Conference on Business Process Management, BPM 2021",,Lecture Notes in Business Information Processing,18651356,436 LNBIP,,,2022-01-01,2022,,0,,,Book Series,cr,Conference Review,,17500155101,0,False,,,18651348,,"[{'@_fa': 'true', '$': '9783030943424'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124636691', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124636691?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124636691&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124636691&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124636691,SCOPUS_ID:85124636691,2-s2.0-85124636691,Deploying Machine Learning Techniques for Human Emotion Detection,Siam A.I.,Computational intelligence and neuroscience,16875273,2022,,8032673,2022-01-01,2022,10.1155/2022/8032673,0,"[{'@_fa': 'true', 'affilname': 'Kafrelsheikh University', 'affiliation-city': 'Kafr el-Sheikh', 'affiliation-country': 'Egypt'}]",35154306,Journal,ar,Article,,7000153240,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124597331', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124597331?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124597331&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124597331&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124597331,SCOPUS_ID:85124597331,2-s2.0-85124597331,A binocular reconstruction based on perspective projection constraints and its application on robot eye-hand coordination,Wei H.,IET Computer Vision,17519640,,,,2022-01-01,2022,10.1049/cvi2.12091,0,"[{'@_fa': 'true', 'affilname': 'Fudan University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",,Journal,ar,Article,,7000153231,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",17519632,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124240200', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124240200?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124240200&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124240200&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124240200,SCOPUS_ID:85124240200,2-s2.0-85124240200,Tactile based Intelligence Touch Technology in IoT configured WCN in B5G/6G-A Survey,Gupta M.,IEEE Access,21693536,,,,2022-01-01,2022,10.1109/ACCESS.2022.3148473,0,"[{'@_fa': 'true', 'affilname': 'Shri Mata Vaishno Devi University', 'affiliation-city': 'Katra', 'affiliation-country': 'India'}]",,Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124240013', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124240013?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124240013&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124240013&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124240013,SCOPUS_ID:85124240013,2-s2.0-85124240013,Theory and Design Considerations for the User Experience of Smart Environments,Reig S.,IEEE Transactions on Human-Machine Systems,21682305,,,,2022-01-01,2022,10.1109/THMS.2022.3142112,0,"[{'@_fa': 'true', 'affilname': 'Carnegie Mellon University', 'affiliation-city': 'Pittsburgh', 'affiliation-country': 'United States'}]",,Journal,ar,Article,,21100285028,0,False,,,21682291,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124226895', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124226895?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124226895&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124226895&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124226895,SCOPUS_ID:85124226895,2-s2.0-85124226895,An Open Simulation Environment for Learning and Practice of Robot-Assisted Surgical Suturing,Munawar A.,IEEE Robotics and Automation Letters,23773766,,,,2022-01-01,2022,10.1109/LRA.2022.3146900,0,"[{'@_fa': 'true', 'affilname': 'Johns Hopkins University', 'affiliation-city': 'Baltimore', 'affiliation-country': 'United States'}]",,Journal,ar,Article,,21100900379,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124208344', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124208344?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124208344&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124208344&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124208344,SCOPUS_ID:85124208344,2-s2.0-85124208344,"TACTO: A Fast, Flexible, and Open-source Simulator for High-resolution Vision-based Tactile Sensors",Wang S.,IEEE Robotics and Automation Letters,23773766,,,,2022-01-01,2022,10.1109/LRA.2022.3146945,0,"[{'@_fa': 'true', 'affilname': 'Massachusetts Institute of Technology', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",,Journal,ar,Article,,21100900379,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124181770', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124181770?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124181770&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124181770&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124181770,SCOPUS_ID:85124181770,2-s2.0-85124181770,Sim2Air - Synthetic aerial dataset for UAV monitoring,Barisic A.,IEEE Robotics and Automation Letters,23773766,,,,2022-01-01,2022,10.1109/LRA.2022.3147337,0,"[{'@_fa': 'true', 'affilname': 'University of Zagreb, Faculty of Electrical Engineering and Computing', 'affiliation-city': 'Zagreb', 'affiliation-country': 'Croatia'}]",,Journal,ar,Article,,21100900379,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124134702', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124134702?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124134702&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124134702&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124134702,SCOPUS_ID:85124134702,2-s2.0-85124134702,Software Development for Agricultural Tillage Robot Based on Technologies of Machine Intelligence,Panarin R.N.,Communications in Computer and Information Science,18650937,1526 CCIS,,354-367,2022-01-01,2022,10.1007/978-3-030-94141-3_28,0,"[{'@_fa': 'true', 'affilname': 'Altai State University, Barnaul', 'affiliation-city': 'Barnaul', 'affiliation-country': 'Russian Federation'}]",,Book Series,cp,Conference Paper,,17700155007,0,False,,,18650929,,"[{'@_fa': 'true', '$': '9783030941406'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124085585', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124085585?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124085585&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124085585&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124085585,SCOPUS_ID:85124085585,2-s2.0-85124085585,A Fast CPU Real-time Facial Expression Detector using Sequential Attention Network for Human-robot Interaction,Putro M.D.,IEEE Transactions on Industrial Informatics,19410050,,,,2022-01-01,2022,10.1109/TII.2022.3145862,0,"[{'@_fa': 'true', 'affilname': 'University of Ulsan', 'affiliation-city': 'Ulsan', 'affiliation-country': 'South Korea'}]",,Journal,ar,Article,,144912,0,False,,,15513203,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124079019', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124079019?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124079019&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124079019&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124079019,SCOPUS_ID:85124079019,2-s2.0-85124079019,AI-Based Smart Robot for Restaurant Serving Applications,Qasim M.A.,Lecture Notes on Data Engineering and Communications Technologies,23674520,105,,107-123,2022-01-01,2022,10.1007/978-3-030-90618-4_5,0,"[{'@_fa': 'true', 'affilname': 'Government College University Faisalabad', 'affiliation-city': 'Faisalabad', 'affiliation-country': 'Pakistan'}]",,Book Series,ch,Book Chapter,,21100975545,0,False,,,23674512,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124070471', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124070471?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124070471&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124070471&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124070471,SCOPUS_ID:85124070471,2-s2.0-85124070471,Bottom-Up Skill Discovery from Unsegmented Demonstrations for Long-Horizon Robot Manipulation,Zhu Y.,IEEE Robotics and Automation Letters,23773766,,,,2022-01-01,2022,10.1109/LRA.2022.3146589,0,"[{'@_fa': 'true', 'affilname': 'The University of Texas at Austin', 'affiliation-city': 'Austin', 'affiliation-country': 'United States'}]",,Journal,ar,Article,,21100900379,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124068450', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124068450?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124068450&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124068450&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124068450,SCOPUS_ID:85124068450,2-s2.0-85124068450,Acclimatization of Nanorobots in Medical Applications Using the Artificial Intelligence System with the Data Transfer Approach,Manoharan H.,Wireless Communications and Mobile Computing,15308677,2022,,,2022-01-01,2022,10.1155/2022/5877042,0,"[{'@_fa': 'true', 'affilname': 'Panimalar Institute of Technology', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",,Journal,ar,Article,5877042,17543,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",15308669,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124067150', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124067150?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124067150&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124067150&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124067150,SCOPUS_ID:85124067150,2-s2.0-85124067150,Global-Reasoned Multi-Task Learning Model for Surgical Scene Understanding,Seenivasan L.,IEEE Robotics and Automation Letters,23773766,,,,2022-01-01,2022,10.1109/LRA.2022.3146544,0,"[{'@_fa': 'true', 'affilname': 'National University of Singapore', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",,Journal,ar,Article,,21100900379,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123996230', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123996230?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123996230&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123996230&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123996230,SCOPUS_ID:85123996230,2-s2.0-85123996230,Recognising and predicting gait cycle states for weight-reducing exoskeleton robots using deep learning,Zhao H.,International Journal of Mechatronics and Automation,20451067,9,1,12-21,2022-01-01,2022,10.1504/IJMA.2022.120480,0,"[{'@_fa': 'true', 'affilname': 'Kanazawa University', 'affiliation-city': 'Kanazawa', 'affiliation-country': 'Japan'}]",,Journal,ar,Article,,21100325719,0,False,,,20451059,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123950765', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123950765?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123950765&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123950765&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123950765,SCOPUS_ID:85123950765,2-s2.0-85123950765,Real-time kinematic analysis of beam pumping unit: a deep learning approach,Sun J.,Neural Computing and Applications,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06783-0,0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",,Journal,ar,Article,,24800,0,False,,,09410643,,
