contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Article,doi:10.1038/s41568-021-00399-1,"Artificial intelligence in cancer research, diagnosis and therapy",Nature Reviews Cancer,10.1038/s41568-021-00399-1,Nature,2021-12-01,2021-09-17,"Artificial intelligence and machine learning techniques are breaking into biomedical research and health care, which importantly includes cancer research and oncology, where the potential applications are vast. These include detection and diagnosis of cancer, subtype classification, optimization of cancer treatment and identification of new therapeutic targets in drug discovery. While big data used to train machine learning models may already exist, leveraging this opportunity to realize the full promise of artificial intelligence in both the cancer research space and the clinical space will first require significant obstacles to be surmounted. In this Viewpoint article, we asked four experts for their opinions on how we can begin to implement artificial intelligence while ensuring standards are maintained so as transform cancer diagnosis and the prognosis and treatment of patients with cancer and to drive biological discovery. In this Viewpoint article, we asked four experts to share their thoughts on the implementation of artificial intelligence and machine learning techniques into cancer research and care, and how to separate the hope from the hype to overcome the challenges ahead.",https://www.nature.com/articles/s41568-021-00399-1,springer
Article,doi:10.1038/s41433-021-01690-z,Correction: Clinical validation of an artificial intelligence-based diabetic retinopathy screening tool for a national health system,Eye,10.1038/s41433-021-01690-z,Nature,2021-10-01,2021-07-23,,https://www.nature.com/articles/s41433-021-01690-z,springer
Article,doi:10.1038/s41598-021-98387-w,Predicting medication adherence using ensemble learning and deep learning models with large scale healthcare data,Scientific Reports,10.1038/s41598-021-98387-w,Nature,2021-09-23,2021-09-23,"Clinical studies from WHO have demonstrated that only 50–70% of patients adhere properly to prescribed drug therapy. Such adherence failure can impact therapeutic efficacy for the patients in question and compromises data quality around the population-level efficacy of the drug for the indications targeted. In this study, we applied various ensemble learning and deep learning models to predict medication adherence among patients. Our contribution to this endeavour involves targeting the problem of adherence prediction for a particularly challenging class of patients who self-administer injectable medication at home. Our prediction pipeline, based on event history, comprises a connected sharps bin which aims to help patients better manage their condition and improve outcomes. In other words, the efficiency of interventions can be significantly improved by prioritizing the patients who are most likely to be non-adherent. The collected data comprising a rich event feature set may be exploited for the purposes of predicting the status of the next adherence state for individual patients. This paper reports on how this concept can be realized through an investigation using a wide range of ensemble learning and deep learning models on a real-world dataset collected from such a system. The dataset investigated comprises 342,174 historic injection disposal records collected over the course of more than 5 years. A comprehensive comparison of different models is given in this paper. Moreover, we demonstrate that the selected best performer, long short-term memory (LSTM), generalizes well by deploying it in a true future testing dataset. The proposed end-to-end pipeline is capable of predicting patient failure in adhering to their therapeutic regimen with 77.35 % accuracy (Specificity: 78.28 %, Sensitivity: 76.42%, Precision: 77.87%,F1 score: 0.7714, ROC AUC: 0.8390).",https://www.nature.com/articles/s41598-021-98387-w,springer
Article,doi:10.1186/s12911-021-01634-3,A framework for validating AI in precision medicine: considerations from the European ITFoC consortium,BMC Medical Informatics and Decision Making,10.1186/s12911-021-01634-3,BioMed Central,2021-10-02,2021-10-02,"Background Artificial intelligence (AI) has the potential to transform our healthcare systems significantly. New AI technologies based on machine learning approaches should play a key role in clinical decision-making in the future. However, their implementation in health care settings remains limited, mostly due to a lack of robust validation procedures. There is a need to develop reliable assessment frameworks for the clinical validation of AI. We present here an approach for assessing AI for predicting treatment response in triple-negative breast cancer (TNBC), using real-world data and molecular -omics data from clinical data warehouses and biobanks. Methods The European “ITFoC (Information Technology for the Future Of Cancer)” consortium designed a framework for the clinical validation of AI technologies for predicting treatment response in oncology. Results This framework is based on seven key steps specifying: (1) the intended use of AI, (2) the target population, (3) the timing of AI evaluation, (4) the datasets used for evaluation, (5) the procedures used for ensuring data safety (including data quality, privacy and security), (6) the metrics used for measuring performance, and (7) the procedures used to ensure that the AI is explainable. This framework forms the basis of a validation platform that we are building for the “ITFoC Challenge”. This community-wide competition will make it possible to assess and compare AI algorithms for predicting the response to TNBC treatments with external real-world datasets. Conclusions The predictive performance and safety of AI technologies must be assessed in a robust, unbiased and transparent manner before their implementation in healthcare settings. We believe that the consideration of the ITFoC consortium will contribute to the safe transfer and implementation of AI in clinical settings, in the context of precision oncology and personalized care.",https://www.biomedcentral.com/openurl?doi=10.1186/s12911-021-01634-3,springer
Article,doi:10.1007/s00521-021-05910-1,Detection of COVID-19 from CT scan images: A spiking neural network-based approach,Neural Computing and Applications,10.1007/s00521-021-05910-1,Springer,2021-10-01,2021-04-16,"The outbreak of a global pandemic called coronavirus has created unprecedented circumstances resulting into a large number of deaths and risk of community spreading throughout the world. Desperate times have called for desperate measures to detect the disease at an early stage via various medically proven methods like chest computed tomography (CT) scan, chest X-Ray, etc., in order to prevent the virus from spreading across the community. Developing deep learning models for analysing these kinds of radiological images is a well-known methodology in the domain of computer based medical image analysis. However, doing the same by mimicking the biological models and leveraging the newly developed neuromorphic computing chips might be more economical. These chips have been shown to be more powerful and are more efficient than conventional central and graphics processing units. Additionally, these chips facilitate the implementation of spiking neural networks (SNNs) in real-world scenarios. To this end, in this work, we have tried to simulate the SNNs using various deep learning libraries. We have applied them for the classification of chest CT scan images into COVID and non-COVID classes. Our approach has achieved very high F1 score of 0.99 for the potential-based model and outperforms many state-of-the-art models. The working code associated with our present work can be found here.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00521-021-05910-1,springer
Article,doi:10.1007/s11605-021-05147-2,Artificial Intelligence Compared to Alvarado Scoring System Alone or Combined with Ultrasound Criteria in the Diagnosis of Acute Appendicitis,Journal of Gastrointestinal Surgery,10.1007/s11605-021-05147-2,Springer,2021-09-13,2021-09-13,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11605-021-05147-2,springer
Article,doi:10.1007/s13246-021-01034-x,Artificial intelligence (AI) will enable improved diagnosis and treatment outcomes,Physical and Engineering Sciences in Medicine,10.1007/s13246-021-01034-x,Springer,2021-09-01,2021-08-09,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13246-021-01034-x,springer
Article,doi:10.1007/s13246-021-01028-9,AI Notes: A new article type in Physical and Engineering Sciences in Medicine,Physical and Engineering Sciences in Medicine,10.1007/s13246-021-01028-9,Springer,2021-09-01,2021-07-01,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13246-021-01028-9,springer
Article,doi:10.1007/s43681-021-00089-6,Moral exemplars for the virtuous machine: the clinician’s role in ethical artificial intelligence for healthcare,AI and Ethics,10.1007/s43681-021-00089-6,Springer,2021-09-12,2021-09-12,"Artificial Intelligence (AI) continues to pervade several aspects of healthcare with pace and scale. The need for an ethical framework in AI to address this has long been recognized, but to date most efforts have delivered only high-level principles and value statements. Herein, we explain the need for an ethical framework in healthcare AI, the different moral theories that may serve as its basis, the rationale for why we believe this should be built around virtue ethics, and explore this in the context of five key ethical concerns for the introduction of AI in healthcare. Some existing work has suggested that AI may replace clinicians. We argue to the contrary, that the clinician will not be replaced, nor their role attenuated. Rather, they will be integral to the responsible design, deployment, and regulation of AI in healthcare, acting as the moral exemplar for the virtuous machine. We collate relevant points from the literature and formulate our own to present a coherent argument for the central role of clinicians in ethical AI and propose ideas to help advance efforts to employ ML-based solutions within healthcare. Finally, we highlight the responsibility of not only clinicians, but also data scientists, tech companies, ethicists, and regulators to act virtuously in realising the vision of ethical and accountable AI in healthcare.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s43681-021-00089-6,springer
Article,doi:10.1007/s00521-021-06469-7,Parkinson’s disease diagnosis using convolutional neural networks and figure-copying tasks,Neural Computing and Applications,10.1007/s00521-021-06469-7,Springer,2021-09-08,2021-09-08,"Parkinson’s disease (PD) is a progressive neurodegenerative disorder that causes abnormal movements and an array of other symptoms. An accurate PD diagnosis can be a challenging task as the signs and symptoms, particularly at an early stage, can be similar to other medical conditions or the physiological changes of normal ageing. This work aims to contribute to the PD diagnosis process by using a convolutional neural network, a type of deep neural network architecture, to differentiate between healthy controls and PD patients. Our approach focuses on discovering deviations in patient’s movements with the use of drawing tasks. In addition, this work explores which of two drawing tasks, wire cube or spiral pentagon, are more effective in the discrimination process. With $$93.5\%$$ 93.5 % accuracy, our convolutional classifier, trained with images of the pentagon drawing task and augmentation techniques, can be used as an objective method to discriminate PD from healthy controls. Our compact model has the potential to be developed into an offline real-time automated single-task diagnostic tool, which can be easily deployed within a clinical setting.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00521-021-06469-7,springer
Article,doi:10.1007/s12652-020-02660-1,Wireless medical sensor network for blood pressure monitoring based on machine learning for real-time data classification,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-020-02660-1,Springer,2021-09-01,2020-11-17,"Blood pressure issues are related to many illnesses threatening human health and require continuous control and monitoring. Health telemonitoring is an innovative solution allowing wellbeing and increasing autonomy of patients. Moreover, machine learning algorithms are a viable method used in recent studies for analyzing, predicting, and classifying health data while improving the health conditions of telemonitoring and telediagnosis. The main purpose of this article is to employ machine learning algorithms for Blood Pressure (BP) measurement classification in real-time. Data is gathered from the human body through a multilevel Wireless Medical Sensors Network (WMSN) architecture that is deployed to acquire, analyze, and monitor BP remotely. The first layer of the proposed architecture performs BP measurement, classification, and transmission to the second layer using a wearable sensor. The learning of classifiers is established with Cross-Validation to avoid over-fitting and to improve the performance while comparing the Decision Tree, K-Nearest-Neighbors, and Naive Bayes algorithms. Afterward, the best classifier is implemented in the BP sensor node to identify the BP status. The second layer is responsible for data aggregation in the Cloud and alerting when an anomaly occurs in BP measurement. The third layer is configured to present BP information continuously to the health professionals and patients using the Internet of Things (IoT) platform that retrieves data from the cloud. The evaluation results show better accuracy, i.e. 97.9% using the decision tree classifier. An experimental trial is carried out and the timing of 49 seconds is reached between BP measurement and the display of data on the IoT platform. Besides, the system was tested in real-time trials and produced an accurate classification of each measured BP. The obtained results approve the feasibility and effectiveness of the proposed approach in terms of BP measurement, analysis, transmission, and supervision in real-time.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12652-020-02660-1,springer
Article,doi:10.1186/s12931-021-01835-4,The smell of lung disease: a review of the current status of electronic nose technology,Respiratory Research,10.1186/s12931-021-01835-4,BioMed Central,2021-09-17,2021-09-17,"There is a need for timely, accurate diagnosis, and personalised management in lung diseases. Exhaled breath reflects inflammatory and metabolic processes in the human body, especially in the lungs. The analysis of exhaled breath using electronic nose (eNose) technology has gained increasing attention in the past years. This technique has great potential to be used in clinical practice as a real-time non-invasive diagnostic tool, and for monitoring disease course and therapeutic effects. To date, multiple eNoses have been developed and evaluated in clinical studies across a wide spectrum of lung diseases, mainly for diagnostic purposes. Heterogeneity in study design, analysis techniques, and differences between eNose devices currently hamper generalization and comparison of study results. Moreover, many pilot studies have been performed, while validation and implementation studies are scarce. These studies are needed before implementation in clinical practice can be realised. This review summarises the technical aspects of available eNose devices and the available evidence for clinical application of eNose technology in different lung diseases. Furthermore, recommendations for future research to pave the way for clinical implementation of eNose technology are provided.",https://www.biomedcentral.com/openurl?doi=10.1186/s12931-021-01835-4,springer
Article,doi:10.1007/s00779-021-01625-1,AI-powered cloud for COVID-19 and other infectious disease diagnosis,Personal and Ubiquitous Computing,10.1007/s00779-021-01625-1,Springer,2021-08-14,2021-08-14,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00779-021-01625-1,springer
Article,doi:10.1038/s41598-021-94178-5,Real-world﻿ artificial intelligence-based opportunistic screening for diabetic retinopathy in endocrinology and indigenous healthcare settings in Australia,Scientific Reports,10.1038/s41598-021-94178-5,Nature,2021-08-04,2021-08-04,"This study investigated the diagnostic performance, feasibility, and end-user experiences of an artificial intelligence (AI)-assisted diabetic retinopathy (DR) screening model in real-world Australian healthcare settings. The study consisted of two components: (1) DR screening of patients using an AI-assisted system and (2) in-depth interviews with health professionals involved in implementing screening. Participants with type 1 or type 2 diabetes mellitus attending two endocrinology outpatient and three Aboriginal Medical Services clinics between March 2018 and May 2019 were invited to a prospective observational study. A single 45-degree (macula centred), non-stereoscopic, colour retinal image was taken of each eye from participants and were instantly screened for referable DR using a custom offline automated AI system. A total of 236 participants, including 174 from endocrinology and 62 from Aboriginal Medical Services clinics, provided informed consent and 203 (86.0%) were included in the analysis. A total of 33 consenting participants (14%) were excluded from the primary analysis due to ungradable or missing images from small pupils (n = 21, 63.6%), cataract (n = 7, 21.2%), poor fixation (n = 2, 6.1%), technical issues (n = 2, 6.1%), and corneal scarring (n = 1, 3%). The area under the curve, sensitivity, and specificity of the AI system for referable DR were 0.92, 96.9% and 87.7%, respectively. There were 51 disagreements between the reference standard and index test diagnoses, including 29 which were manually graded as ungradable, 21 false positives, and one false negative. A total of 28 participants (11.9%) were referred for follow-up based on new ocular findings, among whom, 15 (53.6%) were able to be contacted and 9 (60%) adhered to referral. Of 207 participants who completed a satisfaction questionnaire, 93.7% specified they were either satisfied or extremely satisfied, and 93.2% specified they would be likely or extremely likely to use this service again. Clinical staff involved in screening most frequently noted that the AI system was easy to use, and the real-time diagnostic report was useful. Our study indicates that AI-assisted DR screening model is accurate and well-accepted by patients and clinicians in endocrinology and indigenous healthcare settings. Future deployments of AI-assisted screening models would require consideration of downstream referral pathways.",https://www.nature.com/articles/s41598-021-94178-5,springer
Article,doi:10.1038/s41551-021-00787-w,"Author Correction: A deep-learning pipeline for the diagnosis and discrimination of viral, non-viral and COVID-19 pneumonia from chest X-ray images",Nature Biomedical Engineering,10.1038/s41551-021-00787-w,Nature,2021-08-01,2021-07-29,,https://www.nature.com/articles/s41551-021-00787-w,springer
Article,doi:10.1007/s11606-021-06908-0,Health Equity Insights from Machine Learning Models,Journal of General Internal Medicine,10.1007/s11606-021-06908-0,Springer,2021-08-01,2021-05-19,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11606-021-06908-0,springer
Article,doi:10.1007/s00787-021-01836-0,Taming the chaos?! Using eXplainable Artificial Intelligence (XAI) to tackle the complexity in mental health research,European Child & Adolescent Psychiatry,10.1007/s00787-021-01836-0,Springer,2021-08-01,2021-07-08,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00787-021-01836-0,springer
Article,doi:10.1007/s10278-021-00491-w,A DICOM Framework for Machine Learning and Processing Pipelines Against Real-time Radiology Images,Journal of Digital Imaging,10.1007/s10278-021-00491-w,Springer,2021-08-01,2021-08-17,"Real-time execution of machine learning (ML) pipelines on radiology images is difficult due to limited computing resources in clinical environments, whereas running them in research clusters requires efficient data transfer capabilities. We developed Niffler, an open-source Digital Imaging and Communications in Medicine (DICOM) framework that enables ML and processing pipelines in research clusters by efficiently retrieving images from the hospitals’ PACS and extracting the metadata from the images. We deployed Niffler at our institution (Emory Healthcare, the largest healthcare network in the state of Georgia) and retrieved data from 715 scanners spanning 12 sites, up to 350 GB/day continuously in real-time as a DICOM data stream over the past 2 years. We also used Niffler to retrieve images bulk on-demand based on user-provided filters to facilitate several research projects. This paper presents the architecture and three such use cases of Niffler. First, we executed an IVC filter detection and segmentation pipeline on abdominal radiographs in real-time, which was able to classify 989 test images with an accuracy of 96.0%. Second, we applied the Niffler Metadata Extractor to understand the operational efficiency of individual MRI systems based on calculated metrics. We benchmarked the accuracy of the calculated exam time windows by comparing Niffler against the Clinical Data Warehouse (CDW). Niffler accurately identified the scanners’ examination timeframes and idling times, whereas CDW falsely depicted several exam overlaps due to human errors. Third, with metadata extracted from the images by Niffler, we identified scanners with misconfigured time and reconfigured five scanners. Our evaluations highlight how Niffler enables real-time ML and processing pipelines in a research cluster.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10278-021-00491-w,springer
Article,doi:10.1007/s10916-021-01762-3,Machine Learning in Medical Emergencies: a Systematic Review and Analysis,Journal of Medical Systems,10.1007/s10916-021-01762-3,Springer,2021-08-18,2021-08-18,"Despite the increasing demand for artificial intelligence research in medicine, the functionalities of his methods in health emergency remain unclear. Therefore, the authors have conducted this systematic review and a global overview study which aims to identify, analyse, and evaluate the research available on different platforms, and its implementations in healthcare emergencies. The methodology applied for the identification and selection of the scientific studies and the different applications consist of two methods. On the one hand, the PRISMA methodology was carried out in Google Scholar , IEEE Xplore , PubMed ScienceDirect, and Scopus . On the other hand, a review of commercial applications found in the best-known commercial platforms (Android and iOS). A total of 20 studies were included in this review. Most of the included studies were of clinical decisions ( n  = 4, 20%) or medical services or emergency services ( n  = 4, 20%). Only 2 were focused on m-health ( n  = 2, 10%). On the other hand, 12 apps were chosen for full testing on different devices. These apps dealt with pre-hospital medical care ( n  = 3, 25%) or clinical decision support ( n  = 3, 25%). In total, half of these apps are based on machine learning based on natural language processing. Machine learning is increasingly applicable to healthcare and offers solutions to improve the efficiency and quality of healthcare. With the emergence of mobile health devices and applications that can use data and assess a patient's real-time health, machine learning is a growing trend in the healthcare industry.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10916-021-01762-3,springer
Article,doi:10.1007/s13721-021-00328-0,Data management and visualization of wearable medical devices assisted by artificial intelligence,Network Modeling Analysis in Health Informatics and Bioinformatics,10.1007/s13721-021-00328-0,Springer,2021-08-13,2021-08-13,"With the development of information technology and artificial intelligence technology, medical wearable devices are becoming more and more intelligent. At the same time, the continuous progress of information technology and artificial intelligence technology also makes intelligent medical wearable devices more and more complex, and the data generated by corresponding medical devices are also more and more huge. To further standardize the health data management of the corresponding wearable medical device monitoring management and improve the user stickiness and intelligence of wearable devices, this paper will study the scientific management and visualization technology of wearable medical device data based on artificial intelligence technology. This paper first analyzes the structure of the data ecosystem based on wearable devices, and constructs the corresponding system on this basis. At the same time, it innovatively proposes the data mining technology combined with the time series cycle mode, and manages and analyzes the corresponding device data based on this technology. At the same time, in the actual data processing process, we pay attention to the data preprocessing technology to realize the compressed storage and management of data size. In the aspect of visualization of wearable device data management, this paper will realize data collection, sending, and receiving display based on Android platform, and realize data cloud storage. In the experimental part, this paper designs a wearable medical device data management and visualization software based on a lung function monitoring tracker. Experimental results show that the corresponding algorithm has obvious advantages.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13721-021-00328-0,springer
Article,doi:10.1007/s10278-021-00468-9,Correction to: Extraction of Retinal Layers Through Convolution Neural Network (CNN) in an OCT Image for Glaucoma Diagnosis,Journal of Digital Imaging,10.1007/s10278-021-00468-9,Springer,2021-08-01,2021-06-25,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10278-021-00468-9,springer
Article,doi:10.1007/s11042-021-11116-3,Correction to: Automated diagnosis system for detection of the pathological brain using fast version of simplified pulse-coupled neural network and twin support vector machine,Multimedia Tools and Applications,10.1007/s11042-021-11116-3,Springer,2021-08-01,2021-07-27,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11042-021-11116-3,springer
Article,doi:10.1186/s10033-021-00589-w,"AI-Enabled Monitoring, Diagnosis & Prognosis",Chinese Journal of Mechanical Engineering,10.1186/s10033-021-00589-w,Springer,2021-07-08,2021-07-08,,http://link.springer.com/openurl/fulltext?id=doi:10.1186/s10033-021-00589-w,springer
Article,doi:10.1007/s12031-021-01865-z,Editorial: Designing a Protocol Adopting an Artificial Intelligence (AI)–Driven Approach for Early Diagnosis of Late-Onset Alzheimer’s Disease,Journal of Molecular Neuroscience,10.1007/s12031-021-01865-z,Springer,2021-07-01,2021-06-09,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12031-021-01865-z,springer
