contentType,identifier,title,publicationName,doi,publisher,publicationDate,onlineDate,abstract,url,database
Chapter ConferencePaper,doi:10.1007/978-3-030-79150-6_61,Validation and Verification of Data Marketplaces,Artificial Intelligence Applications and Innovations,10.1007/978-3-030-79150-6_61,Springer,2021-01-01,2021-06-22,"This paper presents a Validation and Verification (V&V) model of Data Marketplaces. Data is extracted from the sensors embedded within the Smart city, infrastructure, or building via Application Programming Interfaces (APIs) and inserted into a Data Marketplace. The technology is based on smart contracts deployed on a private ethereum blockchain. Current issues with data in Smart cities, infrastructure, buildings, or any real estate, are the difficulty of its access and retrieval, therefore integration; its quality in terms of meaningful information; its large quantity with a reduced coverage in terms of systems and finally its authenticity, as data can be manipulated for economic advantage. In order to address these issues, this paper proposes a Data Marketplace model with a hierarchical process for data validation and verification where each stage adds a layer of data abstraction, value-added services and authenticity based on Artificial Intelligence. By using a blockchain, this presented approach is based on a decentralised method where each stakeholder stores the data. The proposed model is validated in a real application with live data: Newcastle urban observatory smart city project.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-79150-6_61,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-80568-5_12,Data Fusion for Deep Learning on Transport Mode Detection: A Case Study,Proceedings of the 22nd Engineering Applications of Neural Networks Conference,10.1007/978-3-030-80568-5_12,Springer,2021-01-01,2021-07-01,"In Transport Mode Detection, a great diversity of methodologies exist according to the choice made on sensors, preprocessing, model used, etc. In this domain, the comparisons between each option are not always complete. Experiments on a public, real-life dataset are led here to evaluate carefully each of the choices that were made, with a specific emphasis on data fusion methods. Our most surprising finding is that none of the methods we implemented from the literature is better than a simple late fusion. Two important decisions are the choice of a sensor and the choice of a representation for the data: we found that using 2D convolutions on spectrograms with a logarithmic axis for the frequencies was better than 1-dimensional temporal representations. To foster the research on deep learning with embedded inertial sensors, we release our code along with our publication. ( https://github.com/HuguesMoreau/TMD_fusion_benchmark ).",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-80568-5_12,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-79157-5_33,Forecasting Air Flight Delays and Enabling Smart Airport Services in Apache Spark,Artificial Intelligence Applications and Innovations. AIAI 2021 IFIP WG 12.5 International Workshops,10.1007/978-3-030-79157-5_33,Springer,2021-01-01,2021-06-22,"In light of the rapidly growing passenger and flight volumes, airports seek for sustainable solutions to improve passengers’ experience and comfort, while maximizing their profits. A major technological solution towards improving service quality and management processes in airports comprises Internet of Things (IoT) systems that realize the concept of smart airports and offer interconnection potential with other public infrastructures and utilities of smart cities. In order to deliver smart airport services, real-time flight delay data and forecasts are a critical source of information. This paper introduces an essential methodology using machine learning techniques on Apache Spark, a cloud computing framework, with Apache MLlib, a machine learning library to develop and implement prediction models for air flight delays that could be integrated with information systems in order to provide up-to-date analytics. The experimental results have been implemented with various algorithms in terms of classification as well as regression, thus manifesting the potential of the proposed framework.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-79157-5_33,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-80847-1_8,The Importance of the Internet of Things for Smart Cities,Artificial Intelligence for Knowledge Management,10.1007/978-3-030-80847-1_8,Springer,2021-01-01,2021-07-04,"The concepts of Smart City and the Internet of Things have become a frequent topic of discussion in recent years. Due to the changes that take place in cities and the challenges cities face, modern solutions are sought to improve their functioning and enable their development. The aim of this paper was to demonstrate whether the Internet of Things is an essential element of a smart city. In the first part of the paper, the author focused on an introductory presentation of the basic problems of modern cities and defining the concept of Smart City. In the second part, the author focused on the Internet of Things and the description of selected technologies, with particular emphasis on their usefulness in the city. The last part of the paper showed how many elements of modern cities are closely related to the Internet of Things. The author presented real solutions implemented in smart cities, indicating that solutions based on the Internet of Things can be useful in every area of a smart city.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-80847-1_8,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-69373-2_15,Multi-agent Approach for Smart Resilient City,"Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future",10.1007/978-3-030-69373-2_15,Springer,2021-01-01,2021-03-03,"The Smart City concept now entirely relies on information and communication technologies (ICT) with projects providing new or better services for city residents. The resilience of a city, from our perspective, should also rely on ICT. Resilience as a service implies predictive modelling and “what if” analysis for better reaction at unpredictable events and providing emergency services in critical modes of city life. Resilience as a property of a city means working as normally as possible for citizens when extreme events occur and also adaptively react and change the system’s behavior when normal mode has no chance to be applied. This paper provides a review and analysis of the resilient properties of existing Smart City frameworks and offers a new concept of a resilient city based on the Demand-Resource (DR) model, multi-agent system (MAS) and ontologies. The main idea of this concept is to create an ICT framework that is resilient by design. For this, it should operate as a digital ecosystem of smart services. The framework development process is divided into two main steps: first to create Smart City simulation software for modelling, planning, and strategic assessment of urban areas as a set of models at different levels of abstraction. The second step involves the full integration of all services in one dynamic adaptive real-time digital ecosystem with resilient properties.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-69373-2_15,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-84340-3_29,Big Data from Sensor Network via Internet of Things to Edge Deep Learning for Smart City,Computer Information Systems and Industrial Management,10.1007/978-3-030-84340-3_29,Springer,2021-01-01,2021-09-17,"Data from a physical world is sampled by sensor networks, and then streams of Big Data are sent to cloud hosts to support decision making by deep learning software. In a smart city, some tasks may be assigned to smart devices of the Internet of Things for performing edge computing. Besides, a part of workload of calculations can be transferred to the cloud hosts. This paper proposes benchmarks for division tasks between an edge layer and a cloud layer for deep learning. Results of some numerical experiments are presented, too.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-84340-3_29,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-67670-4_27,Spatial Community-Informed Evolving Graphs for Demand Prediction,Machine Learning and Knowledge Discovery in Databases. Applied Data Science and Demo Track,10.1007/978-3-030-67670-4_27,Springer,2021-01-01,2021-02-25,"The rapidly increasing number of sharing bikes has facilitated people’s daily commuting significantly. However, the number of available bikes in different stations may be imbalanced due to the free check-in and check-out of users. Therefore, predicting the bike demand in each station is an important task in a city to satisfy requests in different stations. Recent works mainly focus on demand prediction in settled stations, which ignore the realistic scenarios that bike stations may be deployed or removed. To predict station-level demands with evolving new stations, we face two main challenges: (1) How to effectively capture new interactions in time-evolving station networks; (2) How to learn spatial patterns for new stations due to the limited historical data. To tackle these challenges, we propose a novel S patial C ommunity-informed E volving G raphs (SCEG) framework to predict station-level demands, which considers two different grained interactions. Specifically, we learn time-evolving representation from fine-grained interactions in evolving station networks using EvolveGCN. And we design a Bi-grained Graph Convolutional Network(B-GCN) to learn community-informed representation from coarse-grained interactions between communities of stations. Experimental results on real-world datasets demonstrate the effectiveness of SCEG on demand prediction for both new and settled stations. Our code is available at https://github.com/RoeyW/Bikes-SCEG",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-67670-4_27,springer
Chapter,doi:10.1007/978-981-15-9255-3_1,Challenges for and with Autonomous Vehicles: An Introduction,Autonomous Vehicles,10.1007/978-981-15-9255-3_1,Springer,2021-01-01,2020-12-22,"The deployment of autonomous vehicles has been announced for years. Yet, full autonomous vehicles are not on public roads. Elon Musk Elon Musk , speaking at an event during the first half of 2020, stated that his firm will be able to present a fully autonomous vehicle technology by the end of the year. This statement is met with skepticism, especially because several of the challenges that existed have not been solved. Road traffic laws have not been adjusted to face the reality of driving by an autonomous machine. The only way that full autonomous vehicles can hit public roads is through test procedures. There also exists quite some uncertainty on who should be liable for accidents with autonomous vehicles. Accidents may occur, and this is something that adversarial machine learning Adversarial machine learning is showing. Even with the best set of sensors, the interpretation of the sensed environment may be misinterpreted. Connectivity Connectivity is being suggested as a possible solution to several of the problems autonomous vehicles are facing. Deploying autonomous vehicles will also challenge business organization, as car manufacturers Manufacturer may turn their business vehicles into mobility service providers. This may require a different type of organization within the firm.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-15-9255-3_1,springer
Chapter,doi:10.1007/978-3-030-72065-0_9,Digital Transformation to Build Smart Cities,Machine Intelligence and Data Analytics for Sustainable Future Smart Cities,10.1007/978-3-030-72065-0_9,Springer,2021-01-01,2021-06-01,"This Chapter provides insights into the smart and sustainable city concept in the international arena. Acknowledging the reality that the establishment of smart and sustainable cities is a journey and cannot be created overnight, the chapter underscores key definitions and frameworks relevant for the topic, while highlighting the important work conducted by international standards developing organizations in this domain. With the emergence of new and emerging technologies (AI, IoT, blockchain, machine learning) urban stakeholders are increasingly attempting to integrate them into their smart city plans. However, when implementing these diverse technologies within one ecosystem, it is important to be aware of the holistic interaction between them in relation to urban operations. This Chapter further delves into the interlinking of these technologies, while looking into key processes for data management. The Chapter concludes with three cases on upcoming smart cities in Asia, which have endorsed and implemented ICT-centric initiatives in various urban sectors to support their respective smart city ventures. One of the key take-aways from the cases examined in this chapter, is the moulding of the smart city plans in light of the COVID-19 pandemic by adopting AI-based applications for the monitoring of COVID-19.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-72065-0_9,springer
Chapter,doi:10.1007/978-981-33-6195-9_3,Environmental Sound Classification Using Neural Network and Deep Learning,Nature-Inspired Computing for Smart Application Design,10.1007/978-981-33-6195-9_3,Springer,2021-01-01,2021-03-18,"In this chapter, a method to classify environmental noise in the traffic of urban cities in real time using artificial neural network is discussed. The objective is to design an accurate model for classification of environment sounds present in the city. In fact, the background noise is random in nature and it becomes important to classify them in-order to identify their sources which may use to create awareness among the people. In recent past, neural networks and deep learning have been gaining popularity in signal processing and classification. Therefore, in this chapter, the features of input audio signal is extracted and used for training the neural network using deep learning algorithm for classifying environmental noise. The trained neural network is used to identify different classes of sounds present in the recorded signal. The proposed method focuses on improving model’s prediction accuracy by the latest deep learning algorithm and techniques, for a diverse variety of sounds and a provide an estimation of the source of the sound. The simulation results show that the Bayesian neural network provides better performance over other networks. Further, this project aims to deploy the network model on an android platform so that it would be compatible on most of the smart phones and benefit wide number of people.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-33-6195-9_3,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-61075-3_10,Evaluating the Performance of Reinforcement Learning Signalling Strategies for Sustainable Urban Road Networks,Advances in Mobility-as-a-Service Systems,10.1007/978-3-030-61075-3_10,Springer,2021-01-01,2020-11-04,"Smart Cities promise to their residents, quick journeys in a clean and sustainable environment. Despite, the benefits accrued by the introduction of traffic management solutions (e.g. improved travel times, maximisation of throughput, etc.), these solutions usually fall short on ensuring the environmental sustainability around the implementation areas. This is because the environmental dimension (e.g. vehicle emissions) is usually absent from the optimisation methodologies adopted for traffic management strategies. Nonetheless, since environmental performance corresponds as a primary goal of contemporary mobility planning, solutions that can guarantee air quality are significant. This study presents an advanced Artificial Intelligence-based (AI) signal control framework, able to incorporate environmental considerations into the core of signal optimisation processes. More specifically, a highly flexible Reinforcement Learning (RL) algorithm has been developed in order to identify efficient but -more importantly- environmentally friendly signal control strategies. The methodology is deployed on a large-scale micro-simulation environment able to realistically represent urban traffic conditions. Alternative signal control strategies are designed, applied, and evaluated against their achieved traffic efficiency and environmental footprint. Based on the results obtained from the application of the methodology on a core part of the road urban network of Nicosia, Cyprus the best strategy achieved a 4.8% increase of the network throughput, 17.7% decrease of the average queue length and a remarkable 34.2% decrease of delay while considerably reduced the CO emissions by 8.1%. The encouraging results showcase ability of RL-based traffic signal controlling to ensure improved air-quality conditions for the residents of dense urban areas.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-61075-3_10,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-50454-0_53,Tweets Analysis with Big Data Technology and Machine Learning to Evaluate Smart and Sustainable Urban Mobility Actions in Barcelona,"Complex, Intelligent and Software Intensive Systems",10.1007/978-3-030-50454-0_53,Springer,2021-01-01,2020-06-11,"Social media can become a valuable data source to gather user opinions on topics of interest. Setting the focus on Twitter as one of the most popular social media channels to share opinions, three challenges have been identified in this work: to obtain users’ sentiment: to classify the topics of interest, to decide whether the opinion is positive or negative by applying sentiment analysis to natural language in written form, and to handle in an efficient manner the huge volume of data generated by Twitter. This paper shows how machine learning and big data technologies have been applied to classify user opinions on electromobility in Barcelona. Supervised and unsupervised approaches have been compared in terms of accuracy and a big data framework based on Spark has been implemented for real time processing combined with batch modelling. The results obtained show potential to apply them as a complementary mechanism to surveys.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-50454-0_53,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-79197-1_124,A Primary Analysis of the Role of Intellectual Media Development in Promoting City Image Communication,2021 International Conference on Applications and Techniques in Cyber Intelligence,10.1007/978-3-030-79197-1_124,Springer,2021-01-01,2021-07-18,"Artificial intelligence, big data, VR and other technologies have promoted the intelligent development of media. In the context of intellectual media, intelligent algorithm distribution solves the correlation between audience and content; VR/AR and other technologies provide technical support for the “sense of presence” of city image communication. Intelligent software creates the conditions for content production to be convenient and low standard. These new changes will form the three-dimensional and multi-dimensional communication of city image between offline and online, between real and virtual, and open a new paradigm of city image communication.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-79197-1_124,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-28925-6_1,CityFlow: Supporting Spatial-Temporal Edge Computing for Urban Machine Learning Applications,3rd EAI International Conference on IoT in Urban Space,10.1007/978-3-030-28925-6_1,Springer,2020-01-01,2019-11-14,"A growing trend in smart cities is the use of machine learning techniques to gather city data, formulate learning tasks and models, and use these to develop solutions to city problems. However, although these processes are sufficient for theoretical experiments, they often fail when they meet the reality of city data and processes, which by their very nature are highly distributed, heterogeneous, and exhibit high degrees of spatial and temporal variance. In order to address those problems, we have designed and implemented an integrated development environment called CityFlow that supports developing machine learning applications. With CityFlow, we can develop, deploy, and maintain machine learning applications easily by using an intuitive data flow model. To verify our approach, we conducted two case studies: deploying a road damage detection application to help monitor transport infrastructure and an automatic labeling application in support of a participatory sensing application. These applications show both the generic applicability of our approach, and its ease of use; both critical if we wish to deploy sophisticated ML based applications to smart cities.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-28925-6_1,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-29135-8_3,The AI Driving Olympics at NeurIPS 2018,The NeurIPS '18 Competition,10.1007/978-3-030-29135-8_3,Springer,2020-01-01,2019-11-30,"Despite recent breakthroughs, the ability of deep learning and reinforcement learning to outperform traditional approaches to control physically embodied robotic agents remains largely unproven. To help bridge this gap, we present the “AI Driving Olympics” (AI-DO), a competition with the objective of evaluating the state of the art in machine learning and artificial intelligence for mobile robotics. Based on the simple and well-specified autonomous driving and navigation environment called “Duckietown,” the AI-DO includes a series of tasks of increasing complexity—from simple lane-following to fleet management. For each task, we provide tools for competitors to use in the form of simulators, logs, code templates, baseline implementations and low-cost access to robotic hardware. We evaluate submissions in simulation online, on standardized hardware environments, and finally at the competition event. The first AI-DO, AI-DO 1, occurred at the Neural Information Processing Systems (NeurIPS) conference in December 2018. In this paper we will describe the AI-DO 1 including the motivation and design objections, the challenges, the provided infrastructure, an overview of the approaches of the top submissions, and a frank assessment of what worked well as well as what needs improvement. The results of AI-DO 1 highlight the need for better benchmarks, which are lacking in robotics, as well as improved mechanisms to bridge the gap between simulation and reality.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-29135-8_3,springer
Chapter,doi:10.1007/978-3-030-19396-6_7,The Evolving 5G Landscape,Smart Cities in Application,10.1007/978-3-030-19396-6_7,Springer,2020-01-01,2019-07-16,"5G is the next generation of cellular wireless networking and is the first software-defined end-to-end mobile network architecture. The 5G standard is based on a New Radio (NR) specification operating over a broad range of existing and new spectrum including millimeter wave (mmWave) and disruptive technologies including virtualization, Software-Defined Networking (SDN), and Network Function Virtualization (NFV). The migration from the traditional service provider core architecture to a decentralized and disaggregated edge compute model will accelerate a global digital transformation to deliver and enable the performance, scalability, reliability, availability, and network agility required for diverse workloads such as massive mobile broadband, latency-sensitive applications, and massive machine type communication for Internet of Things (IoT) devices. The transition to 5G will drive significant changes across vertical segments, delivering rich services, machine learning and artificial intelligence (ML/AI), rich multimedia delivery, and augmented/virtual reality applications (AR/VR). It will enable new operations, business, and technology innovations for all aspects of society.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-19396-6_7,springer
Chapter ConferencePaper,doi:10.1007/978-3-030-62365-4_17,A Deep Learning Approach for Intelligent Cockpits: Learning Drivers Routines,Intelligent Data Engineering and Automated Learning – IDEAL 2020,10.1007/978-3-030-62365-4_17,Springer,2020-01-01,2020-10-27,"Nowadays an increasing number of vehicles are being equipped with powerful cockpit systems capable of collecting drivers’ footprints over time. The collection of this valuable data opens effective opportunities for routine prediction. With the growing ability of vehicles to collect spatial and temporal information solving the routine prediction problem becomes crucial and feasible. It is then extremely important to advance and take advantage of the capabilities of these cockpit systems. A vehicle that is capable of predicting the next destination of the driver and when the driver intends to leave to that destination can prepare the journey in advance. Previous studies tackling the next location prediction problem have made use of Traditional Markov models, Neural Networks, Dynamic models, among others. In this work, a framework based on the hierarchical density-based clustering algorithm followed by a Long Short-Term Memory (LSTM) recurrent neural network is proposed for spatial-temporal prediction of drivers’ routines. Based on real-life driving scenarios of three different users, the proposed approach achieved a test set accuracy of 96.20%, 90.23%, and 86.40% when predicting the next destination and a $$R^2$$ Score of 93.69, 79.21, and 28.81 when predicting the departure time, respectively. The results indicate that the proposed architecture can be implemented on the vehicle cockpit for the assistance of the management of future trips.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-030-62365-4_17,springer
Chapter,doi:10.1007/978-981-13-7158-5_13,The Role of Smart Cities for the Realization of the Sustainable Development Goals,Sustaining our Environment for Better Future,10.1007/978-981-13-7158-5_13,Springer,2020-01-01,2019-08-06,"Smart Cities are often promoted as green cities, facilitating the realization of the UN Sustainable Development Goals (SDGs) by fostering ecological mobility and using Smart Grids, Big Data, the Internet of Things (IoT), algorithms, and Artificial Intelligence  (AI) embedded in a resilient infrastructure to optimize energy efficiency, water safety, and food safety, thus offering citizens a clean, safe, friendly, and pluralistic social environment. According to critics, however, Smart Cities involve the danger of a global surveillance society. Furthermore, the density of smart megacities might make city dwellers easy targets for covert cyberwar or terrorism involving weapons of mass destruction (WMD). The aggressive push for Smart Cities also enhances the rural exodus, adds  to soil sealing, and increases the scarcity of essential resources due to an increasing demand for energy and materials to keep smart cities running, coupled with an enormous ecological backpack due to a dramatic increase of construction projects. Finally, it will depend on the actual implementation of Smart Cities, the availability of alternative lifestyles for those who prefer life in the countryside, and the responsibility of political leaders on the local, the regional, and the global level whether  Smart Cities will facilitate or hamper the realization of the SDGs.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-13-7158-5_13,springer
