@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124231303', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124231303?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124231303&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124231303&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124231303,SCOPUS_ID:85124231303,2-s2.0-85124231303,"Environment, Environmental Crimes, Environmental Forensic Medicine, Environmental Risk Management and Environmental Criminology",Casali M.B.,Healthcare (Switzerland),22279032,10,2,,2022-02-01,February 2022,10.3390/healthcare10020263,0,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",,Journal,ar,Article,263,21101041844,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124132763', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124132763?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124132763&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124132763&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124132763,SCOPUS_ID:85124132763,2-s2.0-85124132763,Simulated Hough Transform Model Optimized for Straight-Line Recognition Using Frontier FPGA Devices,Gabrielli A.,Electronics (Switzerland),20799292,11,4,,2022-02-01,February-2 2022,10.3390/electronics11040517,0,"[{'@_fa': 'true', 'affilname': 'Istituto Nazionale di Fisica Nucleare, Sezione di Bologna', 'affiliation-city': 'Bologna', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Alma Mater Studiorum Università di Bologna', 'affiliation-city': 'Bologna', 'affiliation-country': 'Italy'}]",,Journal,ar,Article,517,21100829272,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124038873', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124038873?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124038873&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124038873&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124038873,SCOPUS_ID:85124038873,2-s2.0-85124038873,"Digital Twins in Built Environments: An Investigation of the Characteristics, Applications, and Challenges",Shahzad M.,Buildings,20755309,12,2,,2022-02-01,February 2022,10.3390/buildings12020120,0,"[{'@_fa': 'true', 'affilname': 'Foundation Property Management (FPM)', 'affiliation-city': 'Abu Dhabi', 'affiliation-country': 'United Arab Emirates'}]",,Journal,ar,Article,120,26980,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123864090', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123864090?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123864090&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123864090&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123864090,SCOPUS_ID:85123864090,2-s2.0-85123864090,Visual SLAM Based Spatial Recognition and Visualization Method for Mobile AR Systems,Song J.,Applied System Innovation,25715577,5,1,,2022-02-01,February 2022,10.3390/asi5010011,0,"[{'@_fa': 'true', 'affilname': 'Sangmyung University', 'affiliation-city': 'Jongno-gu', 'affiliation-country': 'South Korea'}]",,Journal,ar,Article,11,21101024218,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123419122', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123419122?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123419122&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123419122&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123419122,SCOPUS_ID:85123419122,2-s2.0-85123419122,Deep Learning Empowered Wearable-Based Behavior Recognition for Search and Rescue Dogs,Kasnesis P.,Sensors,,22,3,,2022-02-01,February-1 2022,10.3390/s22030993,0,"[{'@_fa': 'true', 'affilname': 'University of West Attica', 'affiliation-city': 'Athens', 'affiliation-country': 'Greece'}]",35161741,Journal,ar,Article,993,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123351962', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123351962?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123351962&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123351962&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123351962,SCOPUS_ID:85123351962,2-s2.0-85123351962,An Experimental Safety Response Mechanism for an Autonomous Moving Robot in a Smart Manufacturing Environment Using Q-Learning Algorithm and Speech Recognition,Kiangala K.S.,Sensors,,22,3,,2022-02-01,February-1 2022,10.3390/s22030941,0,"[{'@_fa': 'true', 'affilname': 'University of South Africa', 'affiliation-city': 'Pretoria', 'affiliation-country': 'South Africa'}]",35161688,Journal,ar,Article,941,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123030397', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123030397?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123030397&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123030397&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1574119222000013'}",https://api.elsevier.com/content/abstract/scopus_id/85123030397,SCOPUS_ID:85123030397,2-s2.0-85123030397,LwTool: A data processing toolkit for building a real-time pressure mapping smart textile software system,Guo T.,Pervasive and Mobile Computing,,80,,,2022-02-01,February 2022,10.1016/j.pmcj.2022.101540,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",,Journal,ar,Article,101540,3200147819,0,False,,,15741192,S1574119222000013,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122960315', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122960315?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122960315&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122960315&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122960315,SCOPUS_ID:85122960315,2-s2.0-85122960315,A Semi-Supervised 3D Indoor Localization Using Multi-Kernel Learning for WiFi Networks,Chen Y.S.,Sensors,,22,3,,2022-02-01,February-1 2022,10.3390/s22030776,0,"[{'@_fa': 'true', 'affilname': 'National Taipei University', 'affiliation-city': 'Taipei', 'affiliation-country': 'Taiwan'}]",,Journal,ar,Article,776,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122866234', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122866234?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122866234&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122866234&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122866234,SCOPUS_ID:85122866234,2-s2.0-85122866234,Predicting Attack Pattern via Machine Learning by Exploiting Stateful Firewall as Virtual Network Function in an SDN Network,Prabakaran S.,Sensors,,22,3,,2022-02-01,February-1 2022,10.3390/s22030709,0,"[{'@_fa': 'true', 'affilname': 'Karpagam College of Engineering', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}]",35161456,Journal,ar,Article,709,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122523188', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122523188?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122523188&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122523188&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1077314221001740'}",https://api.elsevier.com/content/abstract/scopus_id/85122523188,SCOPUS_ID:85122523188,2-s2.0-85122523188,SnapshotNet: Self-supervised feature learning for point cloud data segmentation using minimal labeled data,Li X.,Computer Vision and Image Understanding,1090235X,216,,,2022-02-01,February 2022,10.1016/j.cviu.2021.103339,0,"[{'@_fa': 'true', 'affilname': 'City College of New York', 'affiliation-city': 'New York', 'affiliation-country': 'United States'}]",,Journal,ar,Article,103339,24161,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",10773142,S1077314221001740,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121931762', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121931762?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121931762&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121931762&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S016816992100661X'}",https://api.elsevier.com/content/abstract/scopus_id/85121931762,SCOPUS_ID:85121931762,2-s2.0-85121931762,RIC-Net: A plant disease classification model based on the fusion of Inception and residual structure and embedded attention mechanism,Zhao Y.,Computers and Electronics in Agriculture,,193,,,2022-02-01,February 2022,10.1016/j.compag.2021.106644,0,"[{'@_fa': 'true', 'affilname': 'Zhejiang University of Science and Technology', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",,Journal,ar,Article,106644,30441,0,False,,,01681699,S016816992100661X,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120435814', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120435814?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120435814&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120435814&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0098300421002934'}",https://api.elsevier.com/content/abstract/scopus_id/85120435814,SCOPUS_ID:85120435814,2-s2.0-85120435814,GeospatialVR: A web-based virtual reality framework for collaborative environmental simulations,Sermet Y.,Computers and Geosciences,,159,,,2022-02-01,February 2022,10.1016/j.cageo.2021.105010,1,"[{'@_fa': 'true', 'affilname': 'University of Iowa', 'affiliation-city': 'Iowa City', 'affiliation-country': 'United States'}]",,Journal,ar,Article,105010,110327,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",00983004,S0098300421002934,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119176199', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119176199?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119176199&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119176199&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167404821003631'}",https://api.elsevier.com/content/abstract/scopus_id/85119176199,SCOPUS_ID:85119176199,2-s2.0-85119176199,Deep face fuzzy vault: Implementation and performance,Rathgeb C.,Computers and Security,,113,,,2022-02-01,February 2022,10.1016/j.cose.2021.102539,0,"[{'@_fa': 'true', 'affilname': 'secunet Security Networks AG', 'affiliation-city': 'Essen', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Hochschule Darmstadt', 'affiliation-city': 'Darmstadt', 'affiliation-country': 'Germany'}]",,Journal,ar,Article,102539,28898,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",01674048,S0167404821003631,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118989110', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118989110?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118989110&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118989110&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0001457521005042'}",https://api.elsevier.com/content/abstract/scopus_id/85118989110,SCOPUS_ID:85118989110,2-s2.0-85118989110,Mining patterns of autonomous vehicle crashes involving vulnerable road users to understand the associated factors,Kutela B.,Accident Analysis and Prevention,,165,,,2022-02-01,February 2022,10.1016/j.aap.2021.106473,0,"[{'@_fa': 'true', 'affilname': 'Texas Transportation Institute', 'affiliation-city': 'College Station', 'affiliation-country': 'United States'}]",34774280,Journal,ar,Article,106473,19532,0,False,,,00014575,S0001457521005042,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117617175', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117617175?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117617175&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117617175&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0957417421014111'}",https://api.elsevier.com/content/abstract/scopus_id/85117617175,SCOPUS_ID:85117617175,2-s2.0-85117617175,Efficient machine learning approach for volunteer eye-blink detection in real-time using webcam,Medeiros P.A.d.L.,Expert Systems with Applications,,188,,,2022-02-01,February 2022,10.1016/j.eswa.2021.116073,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal do Rio Grande do Norte', 'affiliation-city': 'Natal', 'affiliation-country': 'Brazil'}]",,Journal,ar,Article,116073,24201,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",09574174,S0957417421014111,
